Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; Less than $100,Margin of Error; Less than $100,Estimate; $100 to $199,Margin of Error; $100 to $199,Estimate; $200 to $299,Margin of Error; $200 to $299,Estimate; $300 to $399,Margin of Error; $300 to $399,Estimate; $400 to $499,Margin of Error; $400 to $499,Estimate; $500 to $599,Margin of Error; $500 to $599,Estimate; $600 to $699,Margin of Error; $600 to $699,Estimate; $700 to $799,Margin of Error; $700 to $799,Estimate; $800 to $899,Margin of Error; $800 to $899,Estimate; $900 to $999,Margin of Error; $900 to $999,"Estimate; $1,000 to $1,499","Margin of Error; $1,000 to $1,499","Estimate; $1,500 to $1,999","Margin of Error; $1,500 to $1,999","Estimate; $2,000 or more","Margin of Error; $2,000 or more",Estimate; No cash rent,Margin of Error; No cash rent
0500000US06013,6013,"Contra Costa County, California",2011,376326,3606,493,366,1940,684,8369,1391,10824,1502,11118,1686,10689,1607,9220,1777,9265,1818,14038,2433,13901,2144,77071,4848,55271,4851,150846,5664,3281,833
0500000US06017,6017,"El Dorado County, California",2011,68111,2157,236,194,957,492,828,396,2534,690,2513,741,2685,855,4115,1157,2505,816,3262,823,3703,903,10786,1670,8509,1320,23688,2077,1790,891
0500000US06019,6019,"Fresno County, California",2011,286255,3145,966,624,4913,1119,12388,1758,12058,1640,11863,1608,15470,1862,20812,2047,21964,2243,23138,2569,19339,1962,66246,3433,36670,3261,34208,2539,6220,1231
0500000US06023,6023,"Humboldt County, California",2011,51183,1614,279,188,663,337,4025,911,3837,819,3394,761,3129,901,3026,698,3115,821,2760,927,3551,921,9158,1362,5592,1240,7278,1288,1376,417
0500000US06025,6025,"Imperial County, California",2011,48790,1415,262,264,1120,391,2784,637,3735,1076,2974,729,4224,1037,3074,961,2508,782,3900,777,2452,793,10958,1501,6277,1216,3352,957,1170,462
0500000US06029,6029,"Kern County, California",2011,254761,4248,1386,499,5354,1306,11892,1704,13071,1916,13560,1728,15385,2321,18032,2167,19005,2612,16980,2460,17841,2368,58650,4087,31277,2978,27181,2339,5147,1181
0500000US06031,6031,"Kings County, California",2011,40800,1221,75,93,1001,518,2067,684,2238,607,1693,558,1526,565,2121,696,2326,718,2838,773,2405,661,11125,1387,5923,1097,3894,865,1568,487
0500000US06033,6033,"Lake County, California",2011,28885,1434,147,209,867,447,1478,682,1699,751,1717,615,2511,1030,2141,887,1105,658,1562,656,1709,808,7094,1452,2549,724,3327,788,979,561
0500000US06037,6037,"Los Angeles County, California",2011,3201795,8979,6717,1171,24654,1957,91995,4837,87593,3929,86207,4280,87299,4054,102915,4501,140600,5481,164416,6037,192315,6396,807669,12763,500127,11661,864795,12144,44493,3610
0500000US06039,6039,"Madera County, California",2011,40786,1990,507,440,1138,606,1947,611,1744,612,1992,630,3306,825,2819,927,2832,988,2822,878,2292,779,8098,1550,4479,982,4757,1183,2053,749
0500000US06041,6041,"Marin County, California",2011,101723,2068,69,88,600,379,2237,763,3454,1072,2422,799,1330,473,2751,767,3120,864,2148,623,3917,1184,18113,2652,14551,1948,45596,2722,1415,676
0500000US06045,6045,"Mendocino County, California",2011,32497,1401,246,216,893,504,2348,977,1680,560,2232,679,2127,713,1289,506,1691,613,1709,717,1864,694,6600,1248,3404,892,5387,1282,1027,549
0500000US06047,6047,"Merced County, California",2011,74833,1512,128,139,1582,484,2966,696,3764,913,3967,874,5275,1079,4983,958,6011,1266,5899,1438,4853,1000,18931,1991,7819,1355,6058,1141,2597,775
0500000US06053,6053,"Monterey County, California",2011,123757,2994,638,432,986,460,3070,678,3925,903,4628,990,3877,933,4641,979,4767,1010,5440,1303,7487,1513,34585,2715,18053,1736,29608,2340,2052,647
0500000US06055,6055,"Napa County, California",2011,49933,1264,321,226,306,259,1648,601,1323,510,1470,609,1299,493,1573,627,1610,593,1967,596,3240,1196,10385,1520,8632,1598,14634,1579,1525,717
0500000US06057,6057,"Nevada County, California",2011,41171,2156,163,169,106,122,1206,457,1373,407,1964,735,1593,540,1710,683,2357,898,1675,610,1805,745,7373,1454,5692,1127,13339,1902,815,455
0500000US06059,6059,"Orange County, California",2011,992855,5422,3386,796,8529,1202,23696,2053,24426,2062,25542,2091,22644,2179,18230,1975,22484,2049,24824,2457,30878,2674,217034,6699,179995,6427,381609,7024,9578,1524
0500000US06061,6061,"Placer County, California",2011,133290,2395,34,56,1096,429,2783,961,3831,1041,6276,1161,4172,1205,5021,1309,6618,1486,4596,1062,6433,1374,23874,2407,23557,2899,43541,2869,1458,811
0500000US06065,6065,"Riverside County, California",2011,684794,6855,2557,821,9081,1643,22963,2308,23661,2669,23746,2501,23557,2703,26875,2416,30588,3094,35557,3782,33893,3178,153556,5888,114970,6865,174998,6468,8792,1847
0500000US06067,6067,"Sacramento County, California",2011,510517,5153,1225,493,6711,1020,15764,1678,18497,1959,18527,2308,17309,1808,29044,2627,31788,2873,32062,2600,29789,2171,127026,5009,84409,4676,91210,4179,7156,1682
0500000US06071,6071,"San Bernardino County, California",2011,609702,6121,2553,863,9751,1673,23090,2815,21667,2366,18614,2374,19519,2458,25223,2979,32164,3537,31046,3127,38120,4767,157174,6775,95106,5670,128489,5336,7186,1549
0500000US06073,6073,"San Diego County, California",2011,1061056,6785,4102,858,12650,1303,27698,2441,27643,2365,27406,2524,27063,2365,29381,2917,39731,2803,50785,4098,53130,3836,241595,7119,179351,7206,326464,6863,14057,2031
0500000US06075,6075,"San Francisco County, California",2011,342706,3616,653,336,2980,931,12901,1536,10055,1774,13625,1965,11542,1827,10239,1428,9690,1729,12216,1768,12337,1932,61239,4197,58263,4206,121156,4371,5810,1140
0500000US06077,6077,"San Joaquin County, California",2011,213749,2467,593,317,3098,813,6863,1138,8351,1499,10172,1384,11262,1700,10353,1774,11565,1680,12684,2047,12598,1823,47714,3127,34641,3464,40321,3267,3534,1079
0500000US06079,6079,"San Luis Obispo County, California",2011,101179,2748,330,192,1683,672,2657,819,3586,890,4075,1045,3940,943,5325,1261,3949,1019,3384,978,3875,1002,23573,2580,15284,2021,26191,2010,3327,974
0500000US06081,6081,"San Mateo County, California",2011,256526,2321,384,241,1923,660,4540,960,7431,1043,6559,1093,7538,1329,5775,1013,5086,976,6448,1421,5517,1121,45068,3262,42993,3633,114149,3975,3115,836
0500000US06083,6083,"Santa Barbara County, California",2011,140889,2147,392,310,1733,626,3383,751,4639,896,4726,926,4207,960,5080,1093,5887,1420,6650,1205,5666,1209,30389,2378,24601,2016,40844,2437,2692,937
0500000US06085,6085,"Santa Clara County, California",2011,606459,3374,1392,644,5895,1212,13570,1747,13727,1737,15114,1690,17320,1844,15051,1797,12304,1600,15701,2079,19057,2029,116713,5948,98452,4960,256065,4982,6098,1364
0500000US06087,6087,"Santa Cruz County, California",2011,94775,2073,182,155,890,600,2950,785,3901,997,3672,938,3490,788,2907,870,3135,991,2863,766,3150,980,17792,2321,16043,2056,33054,2359,746,395
0500000US06089,6089,"Shasta County, California",2011,69102,2048,367,250,1848,684,3651,890,4371,827,4868,1088,4090,876,4236,1054,4195,1085,5009,1194,4238,1117,13219,1804,8497,1274,9005,1669,1508,719
0500000US06095,6095,"Solano County, California",2011,139992,2229,578,400,1509,467,3895,843,5978,1229,3944,965,4319,963,3976,1121,4658,969,7493,1712,6608,1487,29307,2638,24156,2198,41286,2800,2285,945
0500000US06097,6097,"Sonoma County, California",2011,180703,3148,446,326,2252,676,5483,977,5307,1028,7149,1092,6869,1216,5771,1137,5698,1193,6726,1151,9440,1627,38428,3050,31414,2691,52042,3590,3678,945
0500000US06099,6099,"Stanislaus County, California",2011,167860,2094,377,350,2351,799,5806,1044,7656,1378,7522,1446,6359,1301,9808,1540,11282,1887,11879,2106,11868,1785,44146,3099,24373,2729,21078,1966,3355,990
0500000US06101,6101,"Sutter County, California",2011,31673,919,206,237,724,496,1387,490,1424,602,1355,548,1787,635,1847,736,2072,676,1525,478,993,443,8268,1269,4536,992,4411,1092,1138,580
0500000US06107,6107,"Tulare County, California",2011,131890,1864,571,330,2534,730,6107,1091,5729,1190,8009,1264,9551,1491,11405,1578,11290,1402,10328,1625,9598,1606,28757,2522,12755,2169,11791,1637,3465,740
0500000US06111,6111,"Ventura County, California",2011,265492,2489,914,466,3146,777,7207,1190,7374,1173,7028,979,6304,1110,6098,988,7578,1283,7866,1310,8274,1391,48871,3664,42886,2980,109408,3426,2538,777
0500000US06113,6113,"Yolo County, California",2011,70101,1692,150,169,1014,530,2129,636,2867,1074,2911,884,1988,965,3377,850,3872,1083,5044,1118,4586,1144,13904,2189,11055,1648,16227,1986,977,500
0500000US06115,6115,"Yuba County, California",2011,23745,1264,71,90,714,365,1119,480,1111,494,908,365,1831,721,2078,646,1856,702,1247,664,1292,648,5153,1000,3454,838,2048,775,863,421
0500000US06001,6001,"Alameda County, California",2012,548274,3439,847,436,3644,797,15562,1683,17299,1701,17357,1930,15344,1770,14703,1559,19275,1676,20865,1896,21741,2073,124201,4543,90459,4930,180523,4864,6454,1046
0500000US06007,6007,"Butte County, California",2012,85388,1774,489,254,2187,619,5121,991,4170,780,3398,816,5947,1252,6602,1188,6326,1432,5794,1113,5991,1071,17850,1828,10791,1368,8722,1236,2000,652
0500000US06013,6013,"Contra Costa County, California",2012,380397,3088,797,517,3122,759,9420,1442,10051,1650,9451,1576,7934,1142,10537,1633,9547,1525,13227,1818,15292,1660,74472,4142,62734,3005,148873,4383,4940,1026
0500000US06017,6017,"El Dorado County, California",2012,65558,2265,67,103,776,572,1168,565,1781,590,1887,528,3208,672,2649,749,3269,713,3722,1049,3000,969,12422,1668,9103,1257,21458,2173,1048,584
0500000US06019,6019,"Fresno County, California",2012,292280,2681,1745,731,4487,967,11191,1673,13259,1560,11491,1671,18259,1665,20750,1878,24333,2470,24702,2540,19988,2537,70506,4055,32674,3143,32713,2348,6182,1049
0500000US06023,6023,"Humboldt County, California",2012,52241,1821,275,177,1022,387,2280,662,2807,589,3030,680,3920,786,4999,972,2900,908,3926,930,3067,765,10287,1388,6546,1052,5831,1173,1351,550
0500000US06025,6025,"Imperial County, California",2012,46747,1674,434,368,1316,470,2069,704,3243,782,3366,707,4179,1192,4382,1031,3089,792,2806,863,2376,915,9875,1679,5479,1148,2525,757,1608,561
0500000US06029,6029,"Kern County, California",2012,255967,3215,1266,616,4120,904,10656,1400,12212,1723,13610,1679,15774,1803,18632,2017,18909,2322,17789,1926,17578,2251,65240,3881,31240,2542,23825,2164,5116,1186
0500000US06031,6031,"Kings County, California",2012,40376,1216,184,191,771,359,1496,419,2338,751,1956,513,1747,625,3867,831,3795,921,2590,699,2240,639,10081,1259,4614,889,3560,842,1137,361
0500000US06033,6033,"Lake County, California",2012,26228,1561,7,13,848,417,1498,658,1657,635,1510,575,1914,583,2769,904,2035,784,2242,930,516,312,6217,1136,2457,806,2239,753,319,230
0500000US06037,6037,"Los Angeles County, California",2012,3231660,7188,7377,1225,26064,2207,84673,3637,79412,3385,88032,3784,91137,3732,100867,4161,139717,5209,169915,5441,199833,6393,818953,10903,522873,9828,861863,11396,40944,2470
0500000US06039,6039,"Madera County, California",2012,41035,1666,209,187,1139,484,1598,626,1830,658,2359,707,1543,702,3340,895,2406,625,2828,793,3263,938,9319,1434,5254,1079,3997,778,1950,851
0500000US06041,6041,"Marin County, California",2012,102427,1729,221,225,531,296,1897,641,1734,656,2444,724,2855,745,2338,634,2893,918,2808,568,3186,821,16679,1895,17211,2302,46318,2798,1312,508
0500000US06045,6045,"Mendocino County, California",2012,35203,1046,214,173,680,317,1660,556,2187,632,3162,888,2291,653,2617,749,2435,774,2283,745,1562,630,7681,1401,3739,891,3541,727,1151,523
0500000US06047,6047,"Merced County, California",2012,76451,1882,209,133,1633,584,2979,620,3049,808,3853,954,4939,961,5065,964,6754,1305,5804,1265,6182,1418,19902,2100,7873,1167,5679,1093,2530,707
0500000US06053,6053,"Monterey County, California",2012,124171,1866,208,186,1416,545,3746,851,4097,781,3211,674,3204,777,3287,771,5261,973,7075,1115,9246,1701,32032,2056,20136,2076,30024,2267,1228,432
0500000US06055,6055,"Napa County, California",2012,48224,1493,206,149,639,258,1310,393,1626,510,2076,541,1659,664,1370,526,1596,491,1719,469,1667,508,9080,1220,8142,925,16059,1330,1075,395
0500000US06057,6057,"Nevada County, California",2012,41632,1877,223,206,260,211,1028,523,2079,570,2675,898,2401,779,1688,619,1813,631,1729,604,2338,838,7247,1228,7184,1228,10149,1243,818,492
0500000US06059,6059,"Orange County, California",2012,995368,4462,2515,616,8419,1269,23175,2171,25102,2091,27030,2076,24453,1830,19574,1827,20574,2136,22397,1943,31653,3095,217547,5711,194206,6529,368963,6761,9760,1402
0500000US06061,6061,"Placer County, California",2012,133093,1903,346,238,1230,548,2309,575,3412,659,3533,821,5184,1074,4623,866,4586,827,5947,1267,6788,1308,26990,2079,24455,2171,42361,2663,1329,471
0500000US06065,6065,"Riverside County, California",2012,685260,5695,3056,884,10040,1235,21322,1880,22785,2101,22545,2139,25224,2607,27135,2302,30552,2767,36594,2573,38017,3147,158525,5211,124237,4419,156017,5066,9211,1403
0500000US06067,6067,"Sacramento County, California",2012,516645,4256,1224,450,5773,817,14310,1660,15983,1546,19118,1873,19126,1807,26530,2351,30744,2535,38843,3214,31055,2244,131945,4633,88488,4119,87567,4002,5939,1493
0500000US06071,6071,"San Bernardino County, California",2012,600688,4919,2594,689,10470,1289,16698,1653,22924,2177,19737,1883,20300,2428,27144,2770,29180,2832,33870,2973,38481,3400,164111,6827,102294,5234,104076,4323,8809,1425
0500000US06073,6073,"San Diego County, California",2012,1079653,5725,4567,991,11340,1599,27609,2243,27561,2348,29173,2534,26585,2046,27606,2462,37571,2710,48927,3401,55398,3659,250568,6849,188669,6711,331295,7034,12784,1456
0500000US06075,6075,"San Francisco County, California",2012,346842,3718,1509,803,3917,994,13659,1968,10200,1316,11947,1764,11063,1456,10602,1572,10212,1775,9894,1364,8783,1388,57857,3606,58807,4129,133394,4683,4998,1366
0500000US06077,6077,"San Joaquin County, California",2012,215761,2366,1345,641,2695,680,7264,1225,8381,1311,8629,1328,9572,1453,11475,1563,14141,1759,11360,1567,12636,1505,53730,3225,35456,3168,34667,2625,4410,917
0500000US06079,6079,"San Luis Obispo County, California",2012,101897,2448,415,322,972,415,3168,781,3844,810,3611,953,3743,772,3908,1160,3834,885,4888,1162,6609,1233,23099,2415,15713,1795,25947,2034,2146,820
0500000US06081,6081,"San Mateo County, California",2012,258888,2061,152,114,2233,776,3321,823,6846,1034,7630,1143,6196,1065,5073,1066,4446,991,6421,1128,4729,1186,49530,3377,43176,3122,115868,3407,3267,877
0500000US06083,6083,"Santa Barbara County, California",2012,141639,1840,600,276,2474,849,4335,894,4580,913,4005,802,5129,895,3860,856,5066,944,6381,1391,7230,1270,30077,2020,26900,2494,39127,2255,1875,518
0500000US06085,6085,"Santa Clara County, California",2012,613810,2881,836,404,4352,912,12001,1303,15722,1892,16052,1575,16099,1630,14672,1431,13269,1665,14701,1497,17253,1924,108485,4306,105928,5147,269209,5155,5231,1061
0500000US06087,6087,"Santa Cruz County, California",2012,93253,1926,272,136,607,312,2456,606,2941,708,3153,796,3108,789,2977,726,2208,795,2699,929,3872,1008,16232,2158,16950,2213,34697,2310,1081,436
0500000US06089,6089,"Shasta County, California",2012,68165,1837,282,258,1474,545,3018,782,4002,725,4286,963,3598,688,4165,827,4048,885,5347,983,4500,1101,16515,1564,7912,1168,7818,1268,1200,567
0500000US06095,6095,"Solano County, California",2012,141139,1964,390,302,1943,700,3727,741,4034,928,5339,1039,4390,826,3807,1039,4054,887,5587,1342,7499,1239,36122,2500,25710,1872,36380,1933,2157,903
0500000US06097,6097,"Sonoma County, California",2012,184348,2755,817,359,1649,546,4319,817,6733,1185,5854,1073,3753,737,4416,879,7444,1240,7888,1425,9406,1482,45961,2759,29976,2384,53120,2845,3012,826
0500000US06099,6099,"Stanislaus County, California",2012,167497,1822,218,129,2030,660,5079,1066,7436,1069,6062,984,7429,1468,8343,1306,9366,1646,14610,1892,11004,1702,43286,2730,26897,2675,22024,2051,3713,1013
0500000US06101,6101,"Sutter County, California",2012,31259,652,179,185,470,300,1203,483,1177,431,1606,610,2541,734,2166,689,2058,587,2071,617,1598,494,7452,1096,4230,947,3768,814,740,377
0500000US06107,6107,"Tulare County, California",2012,132614,1493,583,323,2802,919,7149,1219,7727,1098,7350,1204,7577,1337,10000,1799,9908,1570,10523,1563,8718,1602,30667,2452,14116,1904,11767,1430,3727,893
0500000US06111,6111,"Ventura County, California",2012,267877,1850,682,341,2779,712,6896,1203,7947,1097,7429,1378,6493,1110,6531,1193,6880,1064,7465,1156,8566,1355,51124,3108,49238,3260,103046,3761,2801,762
0500000US06113,6113,"Yolo County, California",2012,71568,1351,502,421,862,353,2094,704,2513,738,2781,846,3460,826,3770,1011,3629,1115,3448,938,5239,973,17861,1660,10688,1367,13769,1481,952,488
0500000US06115,6115,"Yuba County, California",2012,24842,901,301,299,471,280,1180,504,1120,470,919,411,1362,635,1633,659,1741,559,1889,669,1502,538,5544,1140,3725,842,2620,819,835,466
0500000US06001,6001,"Alameda County, California",2013,555909,3185,1849,549,5399,956,14348,1831,12995,1528,15576,1657,15241,1686,16174,1750,16996,1948,19960,1975,24628,2246,120491,5071,98738,4321,186638,4874,6876,1221
0500000US06007,6007,"Butte County, California",2013,85158,1861,607,345,2015,553,4152,841,3793,746,4604,857,5370,940,7102,1385,8419,1517,5928,1251,6117,1207,18856,2169,8389,1479,8068,1377,1738,809
0500000US06013,6013,"Contra Costa County, California",2013,382356,2597,1245,406,3718,700,8880,1311,11178,1476,11714,1784,12215,1697,8838,1543,11702,1781,12367,1944,14462,2065,77177,4328,63885,4006,141557,4496,3418,715
0500000US06017,6017,"El Dorado County, California",2013,66751,2444,321,337,851,497,1795,979,2110,777,2939,865,3826,1096,3223,861,2209,796,3134,708,3469,1040,11359,1703,9621,1431,19923,2076,1971,850
0500000US06019,6019,"Fresno County, California",2013,293517,3025,1465,484,5810,1078,10494,1401,13225,1585,14980,1975,18053,1929,21794,2172,25276,2413,22147,2613,19612,2403,70171,3774,35748,2930,29026,2036,5716,1334
0500000US06023,6023,"Humboldt County, California",2013,53191,1624,331,256,1442,416,3705,935,2936,762,2720,750,3094,926,4096,980,4356,1030,2685,835,2752,711,12140,1525,5921,1004,4977,979,2036,847
0500000US06025,6025,"Imperial County, California",2013,47430,1637,665,412,1585,573,3656,875,2549,734,2958,796,3472,986,3693,1210,3949,1038,2877,1126,2228,790,10761,1673,6067,1526,1673,693,1297,613
0500000US06029,6029,"Kern County, California",2013,257183,3334,836,477,4368,1152,10335,1490,11473,1616,14415,1705,14531,1776,20953,2609,20116,2591,16890,2132,19649,2400,63359,3819,32749,2926,22589,2165,4920,1262
0500000US06031,6031,"Kings County, California",2013,41813,1167,126,203,1117,544,2382,750,2575,674,2048,762,2489,823,3948,1029,3061,869,2943,845,2177,709,9900,1651,4168,943,4023,1023,856,367
0500000US06033,6033,"Lake County, California",2013,26194,1356,199,196,641,382,1802,668,1477,643,1291,504,1254,539,1097,518,1844,721,1850,651,1838,665,6414,1067,4115,1112,1647,672,725,407
0500000US06037,6037,"Los Angeles County, California",2013,3247705,7125,11418,1368,29512,2573,85641,3536,83645,3973,88758,3882,90951,4208,102528,4676,129615,4764,164631,5939,192903,7215,832615,11312,545547,11529,845232,11687,44709,3641
0500000US06039,6039,"Madera County, California",2013,44549,1512,110,131,1134,487,2021,609,2644,775,2746,778,2135,695,2217,714,3000,725,2862,978,3440,1035,12474,1839,4766,1142,3691,968,1309,578
0500000US06041,6041,"Marin County, California",2013,102847,1783,47,79,1484,761,1720,589,2532,717,2225,605,2310,622,1964,545,1917,604,2774,814,2286,655,16565,1812,13928,1835,51677,2493,1418,640
0500000US06045,6045,"Mendocino County, California",2013,33609,1411,49,51,1324,589,1804,648,2227,574,2089,771,1978,649,1523,589,1633,784,1691,652,2774,825,7402,1365,3673,961,4123,903,1319,471
0500000US06047,6047,"Merced County, California",2013,77651,1744,84,130,2257,665,4084,1071,4503,1072,3729,926,4449,983,6332,1139,5765,1232,5660,1270,6061,1174,21226,2118,7246,1369,4461,891,1794,528
0500000US06053,6053,"Monterey County, California",2013,125553,1864,256,209,1035,373,3726,1093,4709,961,4056,972,3952,800,5299,981,4383,1021,4435,970,7214,1294,32923,2721,20133,1828,31540,2256,1892,661
0500000US06055,6055,"Napa County, California",2013,47482,1286,0,203,618,332,1361,504,983,393,843,309,1576,531,1390,375,2258,591,2015,639,1903,671,10484,1327,6860,1028,16253,1406,938,425
0500000US06057,6057,"Nevada County, California",2013,39115,1869,78,135,487,268,1055,492,1586,592,1596,662,1348,504,2043,667,2133,706,1868,759,1192,554,9321,1457,6072,1288,9176,1514,1160,706
0500000US06059,6059,"Orange County, California",2013,1003790,4885,3589,897,11025,1700,23867,2042,26904,2104,28987,2270,22591,2191,20524,1746,20825,2142,26170,2575,29933,2789,208913,6240,191532,6513,378295,8010,10635,1651
0500000US06061,6061,"Placer County, California",2013,134284,1821,474,301,1509,604,2507,648,4183,899,4047,829,4595,1090,4747,930,4298,1094,5444,1094,6152,1365,26389,2212,25146,2093,43643,2809,1150,475
0500000US06065,6065,"Riverside County, California",2013,693585,6252,3272,776,11593,1796,18906,1868,23275,2176,24755,2470,25667,2392,29305,2910,31073,2373,34323,2501,39308,3063,174510,5862,123472,4823,144335,5814,9791,1533
0500000US06067,6067,"Sacramento County, California",2013,520580,4475,1809,581,7966,1314,15625,1554,17560,1796,16954,1930,20298,2233,29034,2597,31499,3168,37211,2733,32380,2929,140216,5577,86159,4635,76527,4216,7342,1362
0500000US06071,6071,"San Bernardino County, California",2013,604090,5819,3339,802,9420,1373,19036,1803,23395,2174,22533,2015,22213,2527,24694,2556,30303,3229,33183,2896,39045,3380,164868,7005,100790,5052,102247,3830,9024,1650
0500000US06073,6073,"San Diego County, California",2013,1093386,5511,6826,1257,12625,1642,26326,2238,26988,2683,28380,2121,30492,2128,27618,2458,36205,3305,45133,3359,51864,3286,261657,7258,197184,6571,330271,6237,11817,1694
0500000US06075,6075,"San Francisco County, California",2013,354651,3606,2015,561,3345,906,13791,1615,11897,1844,13750,2038,10489,1592,10961,1640,10163,1791,13141,2157,10618,1641,58363,4016,53657,4045,137433,4477,5028,1050
0500000US06077,6077,"San Joaquin County, California",2013,216309,2949,1011,432,3543,785,6643,979,8226,1119,7728,1154,10406,1591,11169,1619,13405,1577,14872,1904,14692,1732,52388,3231,33006,2881,34421,2761,4799,1120
0500000US06079,6079,"San Luis Obispo County, California",2013,104669,2328,512,277,1121,401,4049,914,2589,739,4884,1088,3609,783,3792,841,4301,1140,6216,1456,6280,1405,25601,2694,15307,1956,24028,2339,2380,968
0500000US06081,6081,"San Mateo County, California",2013,258791,2229,321,220,2083,696,4857,909,7230,1133,6667,1096,4999,1054,6583,1363,7004,1364,6153,1257,4927,1114,40281,2825,44305,3221,120769,4118,2612,742
0500000US06083,6083,"Santa Barbara County, California",2013,140665,2428,775,375,1430,586,4487,892,4519,1044,4738,959,5253,1162,4552,925,4681,920,5885,1268,6517,1211,30415,2575,24431,2310,40317,2468,2665,968
0500000US06085,6085,"Santa Clara County, California",2013,619337,2673,2730,775,4945,1075,11679,1536,13774,1616,15721,1763,15254,1878,14604,1643,12116,1387,14861,1813,16723,1587,106832,4330,104972,4750,279698,5276,5428,1264
0500000US06087,6087,"Santa Cruz County, California",2013,93982,2069,345,292,711,366,2080,734,3117,897,4149,1139,3301,785,3988,946,3054,1013,3057,1152,3581,1058,17942,2103,14222,1557,33129,2409,1306,649
0500000US06089,6089,"Shasta County, California",2013,69729,1751,359,260,1824,524,2726,667,3580,906,3768,850,4892,1139,5136,955,5245,1135,4392,988,5083,1086,18228,1813,8376,1394,5235,836,885,354
0500000US06095,6095,"Solano County, California",2013,142577,1713,527,286,1060,474,4384,954,5462,1161,4980,946,4378,1056,3814,914,4448,1129,6404,1232,7522,1437,33797,2841,29550,2600,34593,2210,1658,505
0500000US06097,6097,"Sonoma County, California",2013,189087,2036,926,463,1877,602,6794,1286,5761,965,6454,1307,8237,1353,5440,1096,6296,1520,6955,1209,9215,1675,41326,3202,36015,2940,50439,2713,3352,1071
0500000US06099,6099,"Stanislaus County, California",2013,167411,1910,326,187,1464,437,5905,1082,7515,1310,6152,1108,8211,1498,8408,1683,12062,1882,13453,2100,14016,1961,47717,2919,20788,2463,17681,2166,3713,1071
0500000US06101,6101,"Sutter County, California",2013,31753,849,0,203,344,214,1068,399,1445,534,1686,630,1894,642,2080,575,2433,812,2218,675,1709,626,9307,1204,4497,860,2629,749,443,228
0500000US06107,6107,"Tulare County, California",2013,133409,2175,728,308,3367,807,5797,1239,6638,1257,6260,1225,9041,1506,11574,2199,9697,1425,10624,1527,11120,1910,33917,2538,12272,2044,9819,1689,2555,782
0500000US06111,6111,"Ventura County, California",2013,265788,2602,848,405,2394,588,6605,1019,7776,1088,7660,1228,7235,1337,8876,1383,6992,988,6373,1329,7186,1301,46402,2966,49514,3303,104761,3675,3166,743
0500000US06113,6113,"Yolo County, California",2013,71024,1660,187,179,832,459,1981,675,2347,616,2481,595,2846,760,4442,1062,2629,787,4060,1160,2937,844,19190,1796,12660,1884,12572,1434,1860,781
0500000US06115,6115,"Yuba County, California",2013,25053,1223,30,53,817,429,1271,526,398,275,2164,637,1147,523,1694,578,2510,879,1215,529,1039,570,6571,1241,3593,857,2007,793,597,376
