Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0500000US06077,6077,"San Joaquin County, California",2008,121162,4667,93087,3485,1970,470,6431,1099,10360,1517,11699,1570,11260,1690,9235,1531,8466,1332,10647,1566,22631,2660,388,277,28075,3866,12688,2202,5432,1283,2859,878,2110,626,1331,490,477,322,660,409,863,384,1194,475,461,323
0500000US06079,6079,"San Luis Obispo County, California",2008,63686,2700,44833,2605,993,399,3158,837,5644,1041,5136,979,5844,1201,4009,861,5046,1210,4906,936,9876,1535,221,217,18853,1668,9247,1450,3074,667,2492,636,777,380,1345,657,361,253,353,215,762,539,442,215,0,294
0500000US06081,6081,"San Mateo County, California",2008,154221,4114,114888,3808,4650,946,7963,1213,13123,1717,15898,1858,12317,1468,11310,1652,10927,1875,11575,1484,26660,2397,465,346,39333,2557,19637,1706,6409,1058,4264,894,2560,661,1531,563,565,373,760,494,1191,465,2047,720,369,327
0500000US06083,6083,"Santa Barbara County, California",2008,75128,2751,53505,2648,2015,596,3108,790,5649,867,6012,1122,8470,1492,4843,1054,5122,1080,6671,1228,11558,1864,57,95,21623,1857,10419,1551,3973,870,1490,529,897,341,894,328,775,375,426,293,1053,438,1557,627,139,138
0500000US06085,6085,"Santa Clara County, California",2008,355181,6145,274843,6206,10774,1407,20735,1976,32115,3194,36521,2349,33926,2722,28397,2818,21873,2366,31477,2690,57719,3506,1306,620,80338,4087,41951,2657,13125,1653,7007,1357,5123,1139,3425,928,2181,697,1693,579,1168,477,3988,902,677,459
0500000US06087,6087,"Santa Cruz County, California",2008,55999,1812,41907,2115,1584,517,2921,839,3179,812,4744,926,4697,914,4518,1007,4430,1019,4886,1068,10527,1633,421,280,14092,1391,6076,1047,2356,628,1698,550,1023,469,954,494,340,240,120,139,511,304,850,432,164,203
0500000US06089,6089,"Shasta County, California",2008,45629,2248,29867,1937,1189,440,1992,601,3297,950,3285,757,3984,904,3223,798,2308,657,3709,1140,6304,1555,576,523,15762,1274,5372,937,3473,967,1711,623,1351,479,620,308,442,224,976,580,704,284,956,389,157,160
0500000US06095,6095,"Solano County, California",2008,86980,2938,69311,2685,1677,669,5579,998,8296,1500,9194,1411,9313,1419,7217,1356,5690,1124,7876,1168,14254,1848,215,177,17669,1519,8351,1146,3723,876,2286,741,874,386,442,346,400,234,573,450,270,245,750,321,0,294
0500000US06097,6097,"Sonoma County, California",2008,115000,2667,85015,2918,2577,706,5485,1162,8452,1216,10131,1499,10612,1494,9952,1394,7599,1339,9223,1524,20522,2378,462,437,29985,1958,10852,1478,5569,937,4175,816,1861,564,1168,413,1644,600,1531,628,1272,604,1787,516,126,147
0500000US06099,6099,"Stanislaus County, California",2008,100049,3247,75225,3015,1806,627,5183,1034,8195,1241,9090,1526,8908,1366,8794,1662,6639,1316,7320,1258,18901,1817,389,308,24824,1985,10584,1255,4728,1014,2687,709,1898,728,1048,414,710,359,527,373,1185,541,1302,588,155,152
0500000US06101,6101,"Sutter County, California",2008,18696,1304,14094,1236,669,309,1297,432,1626,567,2376,666,1869,700,1041,397,1514,694,1072,485,2630,790,0,294,4602,735,1839,460,558,303,816,377,494,267,23,29,135,144,90,125,313,333,172,146,162,178
0500000US06107,6107,"Tulare County, California",2008,73086,2860,53336,3079,1587,598,5391,1165,7889,1469,5894,1107,6833,1274,5305,1204,3420,855,5632,1132,10855,1545,530,427,19750,1567,10009,1349,3905,819,1757,556,582,283,723,325,500,282,974,487,306,208,935,431,59,101
0500000US06111,6111,"Ventura County, California",2008,170236,4023,134492,4012,5254,1042,9268,1403,14358,1867,16987,1977,15983,1864,14826,1908,11375,1483,15269,1946,30747,2916,425,243,35744,1965,16534,1477,6936,1208,3979,860,1737,556,1498,522,827,419,978,390,724,297,2003,622,528,384
0500000US06113,6113,"Yolo County, California",2008,36711,2253,27506,2021,1118,458,2163,641,3695,890,2945,746,4080,997,3033,814,2071,608,2755,845,5646,956,0,294,9205,1319,5046,1093,1174,437,1137,446,646,316,0,294,317,257,114,142,467,343,304,231,0,294
0500000US06115,6115,"Yuba County, California",2008,14673,1368,11137,1459,214,280,525,340,1016,459,2147,906,1497,507,1849,594,308,302,1467,654,2114,745,0,294,3536,758,1467,515,809,358,536,358,239,213,164,152,52,93,0,294,58,92,211,217,0,294
0500000US06001,6001,"Alameda County, California",2009,280221,4710,218017,4452,7934,1298,15212,1856,27559,2209,30709,2683,27404,2212,24665,2307,19123,2230,22101,2449,42699,3753,611,281,62204,2812,30196,2235,11018,1326,5791,973,4099,920,2919,697,1618,545,1290,467,1932,608,2726,673,615,482
0500000US06007,6007,"Butte County, California",2009,51838,2164,33434,2418,1533,617,2643,691,3123,892,4945,1172,4553,940,2998,849,3338,858,3176,723,6991,1364,134,152,18404,1926,6720,1089,3942,860,2399,883,1474,519,830,431,605,432,425,378,610,517,1211,571,188,191
0500000US06013,6013,"Contra Costa County, California",2009,247333,4879,192553,4331,6933,1140,13740,1320,23456,2084,26312,2503,23330,2297,20061,2190,18271,2140,21606,2642,38499,2995,345,217,54780,2619,25314,1905,10875,1573,5091,980,3444,898,1818,660,1638,528,1350,536,839,388,4234,971,177,164
0500000US06017,6017,"El Dorado County, California",2009,51393,2223,38395,2457,759,410,3376,944,4218,1118,5495,1143,5503,1193,4613,1009,3076,839,3434,1075,7882,1313,39,66,12998,1515,5732,1116,2633,684,949,377,1664,726,676,444,643,376,108,132,143,166,382,269,68,116
0500000US06019,6019,"Fresno County, California",2009,152504,3738,113831,3713,5214,996,10808,1660,14478,1658,17171,1797,14840,1961,12031,1669,9265,1476,10375,1746,19344,1943,305,226,38673,2831,18064,2063,7358,1034,4110,900,2077,587,1470,554,1018,371,896,429,1212,480,2291,598,177,154
0500000US06023,6023,"Humboldt County, California",2009,29092,1375,17437,1246,469,269,1654,637,2046,723,2510,740,2557,857,1393,583,1774,714,1507,566,3219,795,308,244,11655,1168,5364,857,2259,700,1002,367,759,371,534,260,269,197,335,313,155,150,923,553,55,93
0500000US06025,6025,"Imperial County, California",2009,28596,1824,19459,1714,1032,543,1380,567,2818,917,2572,751,2016,661,2329,723,2139,693,1924,681,3249,977,0,294,9137,1065,3452,744,1762,714,1000,574,1009,610,199,188,415,301,436,300,313,248,361,340,190,206
0500000US06029,6029,"Kern County, California",2009,145330,4194,108854,3815,4320,964,11187,1772,16141,2094,13713,1951,15485,1712,9530,1319,6476,1115,11393,1468,20086,2240,523,448,36476,2327,17035,1722,6508,1095,3271,824,2381,608,2074,759,1558,673,779,347,1356,629,1270,535,244,187
0500000US06031,6031,"Kings County, California",2009,19582,1515,14752,1799,373,246,876,343,1654,739,2875,928,1627,634,1653,572,1184,599,1025,420,3448,907,37,64,4830,813,2170,567,1410,487,372,253,208,182,201,212,94,130,134,151,106,118,120,111,15,37
0500000US06033,6033,"Lake County, California",2009,17747,1681,11323,1714,428,343,725,364,1698,857,1654,714,1165,524,1852,905,664,390,915,390,1912,750,310,411,6424,1259,1483,575,1739,666,356,254,738,442,347,283,234,382,406,412,138,169,721,379,262,230
0500000US06037,6037,"Los Angeles County, California",2009,1514362,13749,1175417,13096,39639,2586,86252,4424,120425,5520,141905,5531,128220,5914,116351,5069,91289,4297,131821,5277,312397,9499,7118,1273,338945,7612,156181,5939,57953,3702,34158,2751,21164,2305,13996,1605,9850,1442,7913,1407,10090,1487,23049,2562,4591,984
0500000US06039,6039,"Madera County, California",2009,27746,1856,19812,1656,748,379,1214,620,1068,466,2608,664,2576,888,1784,736,1576,679,2500,827,5383,1112,355,298,7934,1122,3151,932,1474,611,785,419,630,329,212,279,534,470,418,289,206,158,524,277,0,294
0500000US06041,6041,"Marin County, California",2009,63046,2716,45528,2528,2196,643,4133,933,5804,1193,6857,1333,5208,1042,3757,884,3517,922,4504,907,9120,1483,432,431,17518,1844,7995,1321,2758,655,2398,865,395,245,695,532,775,356,836,445,255,227,1239,567,172,274
0500000US06045,6045,"Mendocino County, California",2009,21021,1480,12144,1284,163,190,937,494,1147,478,1706,592,1181,437,1301,472,1297,544,976,463,3324,830,112,161,8877,1098,2680,673,1980,552,1038,473,685,334,581,364,340,288,328,255,357,291,835,479,53,91
0500000US06047,6047,"Merced County, California",2009,39947,2316,28925,2019,1165,513,1920,575,3212,889,4503,946,3800,907,3116,784,2540,896,1900,717,6654,1354,115,144,11022,1284,5833,1022,1776,571,962,430,570,302,374,289,510,298,188,170,477,283,332,230,0,294
0500000US06053,6053,"Monterey County, California",2009,64565,2566,47723,2672,1363,585,3417,850,4514,1095,5622,1103,6250,1239,4518,816,3691,874,6843,1244,11110,1529,395,432,16842,1708,7501,1166,3124,750,1550,726,970,484,731,374,299,255,314,364,305,221,2002,835,46,67
0500000US06055,6055,"Napa County, California",2009,31298,1867,21686,1875,1031,388,2100,747,2828,636,2817,765,3064,959,2248,740,1388,548,2144,874,3941,958,125,140,9612,1248,4820,972,1586,529,1212,488,293,210,308,216,477,243,53,63,158,157,705,491,0,294
0500000US06057,6057,"Nevada County, California",2009,30320,1892,20909,1897,445,283,1662,670,1989,716,2731,800,2808,823,1723,696,1293,540,3199,1155,4998,966,61,85,9411,1243,3147,633,1541,442,1461,700,344,189,483,270,637,411,420,259,196,136,977,536,205,326
0500000US06059,6059,"Orange County, California",2009,586937,7024,445966,7693,16668,1759,35019,2361,54993,3527,56104,3025,52328,3142,42939,3432,34261,2678,45869,3105,105508,4895,2277,797,140971,5213,70721,3679,23054,2055,13766,1558,8279,1333,6083,1021,3409,807,2383,593,3842,874,7705,1108,1729,600
0500000US06061,6061,"Placer County, California",2009,90529,2281,68275,2725,1769,642,5213,1133,6899,1147,10701,1768,9159,1599,6822,1314,5066,985,7896,1321,14354,1806,396,392,22254,1755,9918,1356,4325,898,2591,767,1120,468,1275,460,401,243,645,349,564,341,1229,375,186,179
0500000US06065,6065,"Riverside County, California",2009,440246,6338,330966,6996,9001,1258,20235,2133,31136,2916,39212,3020,43717,3449,38193,2970,25905,2580,39776,2923,81620,4110,2171,780,109280,3435,38606,2689,18113,1692,13934,1855,11078,1868,5512,1150,4452,984,2973,859,4773,1080,8559,1315,1280,474
0500000US06067,6067,"Sacramento County, California",2009,292581,5267,224531,5432,6946,1277,17276,1554,26096,2689,34545,2852,30022,2751,24179,2464,18379,1955,24274,2155,41628,3261,1186,704,68050,2906,32157,2200,14216,1453,7090,1217,4310,953,1872,571,2213,612,1175,414,1476,612,3335,822,206,193
0500000US06071,6071,"San Bernardino County, California",2009,377587,6460,296549,6117,8935,1426,22691,2103,29803,2732,39375,3768,39160,3529,32058,2891,25100,2865,29975,2862,67813,4432,1639,662,81038,3703,33794,2715,15436,1846,7558,1298,6345,1301,3539,1162,4404,1009,1893,672,2010,677,4927,1123,1132,518
0500000US06073,6073,"San Diego County, California",2009,578787,7201,443139,7620,11988,1584,28639,2491,47777,3152,58105,3749,54793,3205,48347,3100,39839,3034,50208,3716,100416,4763,3027,991,135648,4409,64867,3257,22151,2169,12870,1477,8849,1349,5544,1015,3621,735,3396,848,3482,913,9265,1612,1603,502
0500000US06075,6075,"San Francisco County, California",2009,122182,4247,87651,3799,4378,871,6630,1144,11944,1923,11775,1567,8954,1324,7439,1268,6079,1130,8624,1459,21594,2463,234,173,34531,2724,18990,2033,5486,995,2852,918,2281,821,1590,680,390,235,181,149,532,299,1619,600,610,391
0500000US06077,6077,"San Joaquin County, California",2009,126980,5361,97311,4553,3043,753,6519,1273,10388,1471,11970,1875,13201,1831,11125,1714,9458,1648,9541,1710,21537,2091,529,451,29669,2233,14371,1772,5126,1011,3228,804,2063,735,1196,513,706,370,707,358,901,450,1236,589,135,136
0500000US06079,6079,"San Luis Obispo County, California",2009,63780,2394,43996,2461,1458,535,2999,755,4437,1205,6184,1246,5128,1024,4213,916,3370,829,6190,1243,9856,1533,161,184,19784,1662,8326,1297,4094,1005,2214,519,1048,581,961,477,545,266,262,182,579,329,1465,517,290,242
0500000US06081,6081,"San Mateo County, California",2009,153416,4043,115966,4114,3883,809,9044,1558,14930,1794,14079,1958,14474,1957,11949,1700,10161,1622,11402,1507,25772,2371,272,225,37450,2353,19661,1720,6235,1082,3558,922,2085,598,1030,637,1055,460,705,349,824,388,1919,545,378,241
0500000US06083,6083,"Santa Barbara County, California",2009,74286,2605,51322,2743,1770,622,4032,879,8072,1547,5582,1058,5784,978,3191,701,4064,979,5721,1251,12731,1692,375,385,22964,1820,9895,1431,5296,1142,2792,849,955,392,771,330,919,553,519,354,660,331,1020,343,137,139
0500000US06085,6085,"Santa Clara County, California",2009,344935,6086,262070,5783,8915,1300,18686,1817,32143,2639,36434,2425,33825,2421,27992,2274,21810,2365,27480,2854,53812,3394,973,469,82865,4112,42091,3273,13552,1365,9292,1411,4364,916,2849,788,1757,573,1815,567,1243,468,5133,1110,769,399
0500000US06087,6087,"Santa Cruz County, California",2009,56015,2417,39787,2126,1340,478,2614,863,4280,874,4272,1011,4739,987,4349,875,2885,695,5160,1020,10094,1570,54,89,16228,1769,7317,1298,2965,817,1890,729,1439,510,713,447,319,227,157,160,79,121,972,410,377,439
0500000US06089,6089,"Shasta County, California",2009,44976,1870,29180,1950,1078,548,2188,631,3921,1040,3054,832,3751,865,2390,657,2826,803,3812,1108,6098,1251,62,110,15796,1311,6493,902,3064,767,1457,515,1571,649,905,393,363,251,246,191,501,273,911,407,285,267
0500000US06095,6095,"Solano County, California",2009,91324,2797,72794,3101,2168,780,4865,1071,8931,1298,9560,1318,9741,1360,7753,1204,6659,1269,10335,1523,12501,1764,281,273,18530,1703,9759,1477,3716,788,1688,555,953,463,733,434,400,319,427,293,441,289,413,228,0,294
0500000US06097,6097,"Sonoma County, California",2009,109437,3969,80798,3614,2369,519,5358,1047,7264,1100,11335,1398,11089,1795,8648,1353,8761,1623,8677,1418,17111,1856,186,158,28639,1889,11133,1527,6140,1061,3977,821,2106,639,1524,536,787,444,476,287,828,343,1418,506,250,232
0500000US06099,6099,"Stanislaus County, California",2009,96132,3720,69828,3305,1732,640,5277,1129,8589,1383,10706,1592,8304,1654,7806,1532,5406,1210,7763,1353,14170,1692,75,104,26304,2059,10941,1252,4836,939,3001,824,1794,551,1776,601,528,261,906,576,849,445,1549,581,124,117
0500000US06101,6101,"Sutter County, California",2009,19642,1373,14940,1313,420,238,1158,463,1546,595,2019,634,1988,598,1216,557,1451,675,1517,693,3516,1046,109,132,4702,919,2228,574,543,324,738,432,564,278,424,300,33,55,0,294,0,294,100,96,72,114
0500000US06107,6107,"Tulare County, California",2009,72208,2486,54057,2674,2104,699,5140,1206,7215,1259,7547,1317,6157,1044,5602,1067,3881,901,4930,1107,11385,1780,96,115,18151,1598,8822,1320,2922,638,2813,707,922,314,441,243,272,178,337,251,591,383,948,374,83,101
0500000US06111,6111,"Ventura County, California",2009,169308,3738,134239,3984,4022,694,8946,1184,16458,1812,18558,1742,16542,1795,15561,1948,10150,1549,16960,2174,26847,2415,195,190,35069,2576,16805,1837,5320,1066,3732,904,2169,664,1569,550,739,279,484,226,928,444,3036,906,287,264
0500000US06113,6113,"Yolo County, California",2009,37805,1579,28664,1754,1206,440,3125,849,3305,729,4388,1033,3836,949,3022,948,1970,570,2998,842,4760,1090,54,94,9141,1159,5395,989,942,456,726,345,560,271,165,158,383,379,339,232,157,151,344,238,130,156
0500000US06115,6115,"Yuba County, California",2009,15321,1323,10970,1436,691,393,880,415,1199,557,1102,485,1083,508,1084,447,1569,918,1196,639,2102,819,64,111,4351,726,2143,639,848,400,212,168,644,484,202,162,38,68,79,95,49,92,77,128,59,103
0500000US06001,6001,"Alameda County, California",2010,286780,5237,220712,5421,6052,932,16714,2214,29457,2518,29182,2430,27839,2364,26119,2350,19484,2693,23957,2327,40327,2968,1581,753,66068,3121,33259,2364,10886,1367,6977,1186,3920,781,2042,520,2599,674,883,441,1699,579,3233,774,570,327
0500000US06007,6007,"Butte County, California",2010,50325,2185,32399,1937,949,362,3278,820,3949,998,5252,1055,3494,840,3232,893,3425,816,2100,669,6359,1092,361,486,17926,1690,5399,1029,4052,824,3138,813,1161,432,1015,500,679,462,574,403,416,375,1227,617,265,192
0500000US06013,6013,"Contra Costa County, California",2010,243026,4695,190759,4999,7071,1349,14151,2039,22821,2171,26134,2320,26369,2555,23506,2567,14901,2050,17910,2137,37243,3023,653,459,52267,2359,23856,2181,8115,1274,5865,978,3667,942,2403,705,2062,681,1015,369,1547,530,3417,755,320,225
0500000US06017,6017,"El Dorado County, California",2010,51155,2734,38534,2558,1043,438,2317,807,5099,1118,4564,1026,5726,1449,3630,911,2804,974,2945,785,10406,1741,0,294,12621,1644,4775,1035,2648,791,1176,420,852,427,1299,724,427,275,298,229,456,265,690,393,0,294
0500000US06019,6019,"Fresno County, California",2010,154283,4108,114058,3926,5127,1232,11461,1761,17265,2360,17204,2003,14097,1610,10932,1715,7666,1631,9069,1414,20283,2289,954,656,40225,2544,18354,2009,7518,1134,4765,1029,2451,716,1772,583,1173,501,816,408,902,418,2014,675,460,322
0500000US06023,6023,"Humboldt County, California",2010,31560,1850,19980,1704,825,485,1187,455,2077,632,3069,994,2491,781,2215,785,1872,768,1839,520,4220,871,185,238,11580,1518,4867,913,2024,653,1086,488,1161,514,503,295,287,216,403,400,691,451,505,299,53,61
0500000US06025,6025,"Imperial County, California",2010,27947,1648,19051,1668,620,298,1495,649,3019,841,2567,773,2575,833,2304,737,1378,579,1213,532,3880,966,0,294,8896,1425,3336,924,1565,609,963,406,665,371,284,254,496,347,219,274,296,223,1072,629,0,294
0500000US06029,6029,"Kern County, California",2010,148939,3532,107754,3173,5921,1077,10953,1550,15583,1865,16419,1927,12452,1755,10770,1738,7070,1476,9759,1587,18622,2100,205,145,41185,2650,18684,1998,7625,1274,4411,951,3051,1037,1959,572,1420,561,600,405,870,420,1788,609,777,434
0500000US06031,6031,"Kings County, California",2010,20953,1516,15174,1561,706,336,1705,710,2235,701,2254,775,2653,996,1523,675,680,282,870,362,2454,761,94,115,5779,892,2925,685,1303,437,572,306,243,193,53,101,299,222,37,64,67,86,140,121,140,152
0500000US06033,6033,"Lake County, California",2010,15970,1551,10260,1453,342,265,617,406,1072,617,1027,572,1636,772,666,429,579,353,1122,530,3137,853,62,111,5710,1043,1407,556,1411,666,397,275,631,474,528,530,222,223,324,246,81,138,709,450,0,294
0500000US06037,6037,"Los Angeles County, California",2010,1501448,14839,1156155,13900,37487,2368,79278,3694,125129,5306,138955,5786,132697,6469,117301,5352,91812,4712,127305,5734,299157,8246,7034,1302,345293,8511,151751,5368,63636,3588,33951,2603,22322,2086,13168,1418,11907,1544,9008,1525,9717,1323,24698,2369,5135,945
0500000US06039,6039,"Madera County, California",2010,25469,1872,19077,1561,506,351,2414,789,2106,741,2684,695,1141,523,2389,896,1589,646,1517,678,4731,1005,0,294,6392,1034,2379,685,1216,457,945,515,446,265,238,223,375,322,144,141,217,175,311,254,121,143
0500000US06041,6041,"Marin County, California",2010,66429,2772,50006,2790,1681,518,3900,926,5468,1319,7688,1249,5301,1439,3436,857,3892,1076,5329,1116,12997,1762,314,210,16423,1535,7178,1044,2615,720,1933,604,656,359,614,322,555,345,346,237,643,344,1387,487,496,319
0500000US06045,6045,"Mendocino County, California",2010,18318,1755,9932,1471,105,142,228,176,1312,596,1338,617,835,416,1022,506,513,289,985,477,3594,1100,0,294,8386,1394,2956,743,1980,942,789,450,660,369,145,123,434,466,217,220,468,287,638,369,99,125
0500000US06047,6047,"Merced County, California",2010,40334,2510,29786,2501,949,504,2850,859,4472,1068,4779,1183,3421,875,2838,986,2093,752,3192,998,4870,1029,322,255,10548,1444,4747,953,2081,599,813,384,830,319,957,600,390,230,260,220,49,47,325,197,96,105
0500000US06053,6053,"Monterey County, California",2010,63894,2982,45014,2797,1512,672,3838,935,4183,1065,5092,1096,5545,1152,4324,1013,4429,1088,5289,1238,10634,1662,168,167,18880,2216,9201,1713,4014,909,1393,598,835,348,704,426,570,348,369,357,359,205,1183,503,252,240
0500000US06055,6055,"Napa County, California",2010,30948,1999,21906,2062,421,341,1958,800,1801,731,2603,688,3861,991,2874,966,1285,628,2890,766,4213,971,0,294,9042,1313,4117,983,1389,551,850,393,409,235,542,418,371,255,229,244,431,233,647,310,57,98
0500000US06057,6057,"Nevada County, California",2010,28278,1771,19471,1427,410,361,925,482,2397,702,2003,618,2056,759,2283,753,1394,513,3318,856,4624,976,61,107,8807,1376,2808,725,1735,596,1098,522,754,379,768,427,121,156,477,356,374,255,624,444,48,81
0500000US06059,6059,"Orange County, California",2010,584314,7164,444114,7163,16477,2098,34050,2981,54956,3092,60390,4263,49682,2894,42928,2853,36038,2931,48858,3752,98913,4779,1822,792,140200,4249,68025,3688,23431,1887,11794,1646,8216,1110,5012,1197,4480,879,3641,866,5254,1249,9001,1464,1346,554
0500000US06061,6061,"Placer County, California",2010,93350,3170,71114,3328,1119,511,6012,1266,8562,1339,9787,1709,9999,1457,6974,1173,6017,1159,6468,1325,15959,1852,217,211,22236,1817,7530,1034,4135,1052,3688,758,1772,596,1133,585,739,479,787,457,1122,608,1230,404,100,123
0500000US06065,6065,"Riverside County, California",2010,458273,6812,349306,6591,7838,1461,24827,2655,38164,3209,46132,3581,41637,3425,36210,3413,29053,2991,41430,3169,82025,4107,1990,707,108967,4454,39360,2869,20279,1886,12751,1643,8648,1365,6420,1282,5027,912,2462,666,3552,769,9215,1459,1253,450
0500000US06067,6067,"Sacramento County, California",2010,294365,5847,225690,5377,6493,1483,19471,2348,27731,2462,33361,2987,31849,2409,26653,2654,18096,2141,21146,2629,39932,3474,958,464,68675,3628,33084,2342,12254,1749,6511,1125,4939,1199,3121,791,2072,680,1050,482,1780,649,3006,810,858,406
0500000US06071,6071,"San Bernardino County, California",2010,372535,7382,285972,7416,9154,1636,22486,2531,34820,2869,41787,3590,35044,2977,27639,2797,22848,2536,29562,2411,60776,4118,1856,885,86563,3906,37869,2501,15712,2053,8589,1107,5997,1216,3621,1001,2811,906,1919,590,2655,742,5504,1329,1886,829
0500000US06073,6073,"San Diego County, California",2010,572400,8785,438814,7546,14479,1769,32388,2616,48738,3710,56108,3680,57980,3265,43515,3283,36050,3077,42300,3180,101068,4870,6188,1566,133586,5311,62537,3371,21916,1893,13191,1812,6552,1204,5489,1121,5594,1189,2434,692,4432,1138,9545,1477,1896,806
0500000US06075,6075,"San Francisco County, California",2010,123128,4317,84904,3824,3252,899,6722,1075,9025,1378,11928,1675,11183,1734,8566,1572,6273,1196,9117,1466,18370,2092,468,461,38224,2719,18851,1805,6673,1157,3832,935,1740,588,1865,646,949,450,638,349,464,319,2573,626,639,380
0500000US06077,6077,"San Joaquin County, California",2010,124244,4141,96709,3796,2173,595,7082,1289,13058,1586,14973,1969,11622,1508,8997,1562,7012,1518,10850,1492,20655,2416,287,213,27535,2342,12338,1709,4935,975,3035,890,2103,675,1477,483,943,394,588,306,880,460,901,361,335,294
0500000US06079,6079,"San Luis Obispo County, California",2010,59862,2141,41224,2274,1733,739,4033,990,4334,787,4956,1147,5117,1179,4276,885,3251,978,3696,975,9641,1448,187,194,18638,1838,7308,1272,4297,1001,1553,571,1490,517,905,377,514,357,649,279,898,415,907,352,117,141
0500000US06081,6081,"San Mateo County, California",2010,152358,4237,113945,4257,3070,706,7487,1230,14500,2139,15218,1813,14102,1809,12673,1698,9991,1407,11274,1548,25058,2354,572,279,38413,2354,17939,1652,7152,1026,3751,810,2525,655,1368,474,709,323,815,344,1060,473,2547,731,547,284
0500000US06083,6083,"Santa Barbara County, California",2010,75146,2601,51962,2501,2548,665,3358,880,5714,1080,7471,1393,7636,1326,4838,1232,3396,886,5696,1329,11305,1418,0,294,23184,1667,10924,1351,3698,741,2802,647,1316,522,950,395,651,332,516,339,363,226,1769,694,195,233
0500000US06085,6085,"Santa Clara County, California",2010,342955,4963,256276,5674,9406,1509,20041,2223,31867,2158,37831,2986,31228,2586,27748,2314,21651,2328,27334,2048,48230,3283,940,513,86679,3495,43387,2632,14242,1551,8796,1283,5781,1251,2687,742,2337,726,1325,463,1437,525,5127,1036,1560,724
0500000US06087,6087,"Santa Cruz County, California",2010,54209,3225,39258,3199,853,349,2594,867,4059,957,4949,989,4713,865,4332,953,3215,935,4651,1118,9771,1790,121,151,14951,1508,6446,1102,2507,678,2118,652,1003,496,491,263,270,258,461,356,420,417,980,431,255,256
0500000US06089,6089,"Shasta County, California",2010,44695,2085,29421,2099,1363,569,2327,874,3466,942,2126,640,3492,754,3388,1012,2681,829,2999,841,7328,1269,251,221,15274,1550,5590,1140,3271,781,2270,662,1452,574,519,277,377,242,336,299,445,303,893,415,121,144
0500000US06095,6095,"Solano County, California",2010,87615,2945,67552,3341,2819,949,4424,1162,7663,1237,9910,1435,8974,1695,6998,1512,6171,1389,7926,1257,12539,1807,128,165,20063,1495,10096,1118,3862,792,1748,496,1448,655,557,301,581,380,552,376,350,307,829,414,40,67
0500000US06097,6097,"Sonoma County, California",2010,110953,3114,78737,3222,1501,499,5599,1027,8598,1403,9987,1655,10173,1565,8387,1425,5814,1011,9317,1432,18734,2178,627,461,32216,2362,13958,1725,5529,1037,3145,805,2483,809,1200,465,937,474,617,400,1239,440,2753,857,355,364
