Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; With a mortgage:,Margin of Error; With a mortgage:,"Estimate; With a mortgage: - Less than $20,000:","Margin of Error; With a mortgage: - Less than $20,000:","Estimate; With a mortgage: - Less than $20,000: - Less than 20 percent","Margin of Error; With a mortgage: - Less than $20,000: - Less than 20 percent","Estimate; With a mortgage: - Less than $20,000: - 20 to 29 percent","Margin of Error; With a mortgage: - Less than $20,000: - 20 to 29 percent","Estimate; With a mortgage: - Less than $20,000: - 30 percent or more","Margin of Error; With a mortgage: - Less than $20,000: - 30 percent or more","Estimate; With a mortgage: - $20,000 to $34,999:","Margin of Error; With a mortgage: - $20,000 to $34,999:","Estimate; With a mortgage: - $20,000 to $34,999: - Less than 20 percent","Margin of Error; With a mortgage: - $20,000 to $34,999: - Less than 20 percent","Estimate; With a mortgage: - $20,000 to $34,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $20,000 to $34,999: - 20 to 29 percent","Estimate; With a mortgage: - $20,000 to $34,999: - 30 percent or more","Margin of Error; With a mortgage: - $20,000 to $34,999: - 30 percent or more","Estimate; With a mortgage: - $35,000 to $49,999:","Margin of Error; With a mortgage: - $35,000 to $49,999:","Estimate; With a mortgage: - $35,000 to $49,999: - Less than 20 percent","Margin of Error; With a mortgage: - $35,000 to $49,999: - Less than 20 percent","Estimate; With a mortgage: - $35,000 to $49,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $35,000 to $49,999: - 20 to 29 percent","Estimate; With a mortgage: - $35,000 to $49,999: - 30 percent or more","Margin of Error; With a mortgage: - $35,000 to $49,999: - 30 percent or more","Estimate; With a mortgage: - $50,000 to $74,999:","Margin of Error; With a mortgage: - $50,000 to $74,999:","Estimate; With a mortgage: - $50,000 to $74,999: - Less than 20 percent","Margin of Error; With a mortgage: - $50,000 to $74,999: - Less than 20 percent","Estimate; With a mortgage: - $50,000 to $74,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $50,000 to $74,999: - 20 to 29 percent","Estimate; With a mortgage: - $50,000 to $74,999: - 30 percent or more","Margin of Error; With a mortgage: - $50,000 to $74,999: - 30 percent or more","Estimate; With a mortgage: - $75,000 or more:","Margin of Error; With a mortgage: - $75,000 or more:","Estimate; With a mortgage: - $75,000 or more: - Less than 20 percent","Margin of Error; With a mortgage: - $75,000 or more: - Less than 20 percent","Estimate; With a mortgage: - $75,000 or more: - 20 to 29 percent","Margin of Error; With a mortgage: - $75,000 or more: - 20 to 29 percent","Estimate; With a mortgage: - $75,000 or more: - 30 percent or more","Margin of Error; With a mortgage: - $75,000 or more: - 30 percent or more",Estimate; With a mortgage: - Zero or negative income,Margin of Error; With a mortgage: - Zero or negative income,Estimate; Not mortgaged:,Margin of Error; Not mortgaged:,"Estimate; Not mortgaged: - Less than $20,000:","Margin of Error; Not mortgaged: - Less than $20,000:","Estimate; Not mortgaged: - Less than $20,000: - Less than 20 percent","Margin of Error; Not mortgaged: - Less than $20,000: - Less than 20 percent","Estimate; Not mortgaged: - Less than $20,000: - 20 to 29 percent","Margin of Error; Not mortgaged: - Less than $20,000: - 20 to 29 percent","Estimate; Not mortgaged: - Less than $20,000: - 30 percent or more","Margin of Error; Not mortgaged: - Less than $20,000: - 30 percent or more","Estimate; Not mortgaged: - $20,000 to $34,999:","Margin of Error; Not mortgaged: - $20,000 to $34,999:","Estimate; Not mortgaged: - $20,000 to $34,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $20,000 to $34,999: - Less than 20 percent","Estimate; Not mortgaged: - $20,000 to $34,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $20,000 to $34,999: - 20 to 29 percent","Estimate; Not mortgaged: - $20,000 to $34,999: - 30 percent or more","Margin of Error; Not mortgaged: - $20,000 to $34,999: - 30 percent or more","Estimate; Not mortgaged: - $35,000 to $49,999:","Margin of Error; Not mortgaged: - $35,000 to $49,999:","Estimate; Not mortgaged: - $35,000 to $49,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $35,000 to $49,999: - Less than 20 percent","Estimate; Not mortgaged: - $35,000 to $49,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $35,000 to $49,999: - 20 to 29 percent","Estimate; Not mortgaged: - $35,000 to $49,999: - 30 percent or more","Margin of Error; Not mortgaged: - $35,000 to $49,999: - 30 percent or more","Estimate; Not mortgaged: - $50,000 to $74,999:","Margin of Error; Not mortgaged: - $50,000 to $74,999:","Estimate; Not mortgaged: - $50,000 to $74,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $50,000 to $74,999: - Less than 20 percent","Estimate; Not mortgaged: - $50,000 to $74,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $50,000 to $74,999: - 20 to 29 percent","Estimate; Not mortgaged: - $50,000 to $74,999: - 30 percent or more","Margin of Error; Not mortgaged: - $50,000 to $74,999: - 30 percent or more","Estimate; Not mortgaged: - $75,000 or more:","Margin of Error; Not mortgaged: - $75,000 or more:","Estimate; Not mortgaged: - $75,000 or more: - Less than 20 percent","Margin of Error; Not mortgaged: - $75,000 or more: - Less than 20 percent","Estimate; Not mortgaged: - $75,000 or more: - 20 to 29 percent","Margin of Error; Not mortgaged: - $75,000 or more: - 20 to 29 percent","Estimate; Not mortgaged: - $75,000 or more: - 30 percent or more","Margin of Error; Not mortgaged: - $75,000 or more: - 30 percent or more",Estimate; Not mortgaged: - Zero or negative income,Margin of Error; Not mortgaged: - Zero or negative income
0500000US06097,6097,"Sonoma County, California",2007,110167,2654,79142,2463,2852,787,0,292,0,292,2852,787,4921,961,320,282,410,364,4191,805,7168,1307,224,175,630,369,6314,1133,14485,1617,1090,526,2269,569,11126,1581,49372,2322,13940,1350,16014,1706,19418,2020,344,244,31025,2040,5224,1082,850,411,1107,531,3267,893,5663,1147,3383,888,1131,443,1149,490,5187,925,4329,882,703,306,155,148,5590,868,5299,847,212,169,79,96,9174,1213,9047,1205,66,70,61,104,187,144
0500000US06099,6099,"Stanislaus County, California",2007,100425,3289,76512,2932,2851,748,0,292,46,74,2805,742,6717,1250,80,105,758,505,5879,1187,11848,1525,390,251,1863,579,9595,1359,18038,2022,1976,619,3550,987,12512,1680,36965,2408,14065,1647,12462,1672,10438,1516,93,148,23913,1922,6532,1198,1611,691,987,381,3934,955,5823,1122,3710,959,1197,422,916,474,3023,839,2557,779,402,283,64,90,3713,925,3609,912,55,93,49,82,4661,1041,4661,1041,0,292,0,292,161,166
0500000US06101,6101,"Sutter County, California",2007,20769,1166,14727,1397,351,259,0,292,0,292,351,259,1842,622,0,292,128,133,1714,584,1748,671,158,190,129,213,1461,582,3533,877,303,260,695,372,2535,810,7205,1099,2984,722,2972,858,1249,531,48,82,6042,835,1943,715,1044,542,190,178,709,443,1043,517,598,350,399,337,46,81,710,429,467,326,243,264,0,292,649,328,649,328,0,292,0,292,1623,577,1610,580,13,23,0,292,74,107
0500000US06107,6107,"Tulare County, California",2007,72453,2619,52800,2707,4813,1206,85,96,96,99,4632,1182,8608,1557,215,206,1034,481,7359,1475,8815,1443,895,433,2251,629,5669,1223,9951,1349,1798,465,3602,739,4551,1009,20431,1925,9744,1449,7139,1161,3548,872,182,242,19653,1519,4560,838,1805,615,881,437,1874,520,4861,740,3268,561,1295,483,298,210,3683,890,3407,894,210,156,66,90,2672,597,2644,601,14,23,14,23,3701,799,3701,799,0,292,0,292,176,151
0500000US06111,6111,"Ventura County, California",2007,173223,3236,136390,3578,4736,884,0,292,0,292,4736,884,8285,1321,150,144,446,349,7689,1258,10756,1633,559,357,398,264,9799,1601,22510,2376,1446,549,3821,895,17243,1930,89830,3332,27473,2315,30888,2452,31469,2210,273,171,36833,2288,6571,1248,1913,780,1213,575,3445,754,5772,1110,3708,892,1471,608,593,379,5938,1067,4730,1040,1016,523,192,177,7000,926,6615,896,263,169,122,145,11041,1369,10954,1353,55,90,32,53,511,302
0500000US06113,6113,"Yolo County, California",2007,37899,1790,28580,1600,629,433,0,292,0,292,629,433,2000,614,0,292,449,334,1551,571,2557,778,51,86,698,427,1808,650,4903,857,518,321,1454,663,2931,572,18491,1681,7632,1166,5775,1222,5084,1134,0,292,9319,1190,1267,507,293,231,165,134,809,428,1876,644,1179,421,450,297,247,308,1679,601,1679,601,0,292,0,292,1838,523,1793,537,45,77,0,292,2659,703,2659,703,0,292,0,292,0,292
0500000US06115,6115,"Yuba County, California",2007,13169,1391,9762,1250,544,329,0,292,0,292,544,329,764,364,41,67,217,219,506,300,1302,596,107,131,547,515,648,356,2547,627,264,158,503,374,1780,632,4605,1092,1958,729,1317,494,1330,840,0,292,3407,767,643,431,256,229,53,91,334,279,878,323,783,291,37,61,58,92,674,337,627,320,47,76,0,292,590,409,590,409,0,292,0,292,622,383,622,383,0,292,0,292,0,292
0500000US06001,6001,"Alameda County, California",2008,289188,6710,226724,5625,6014,1042,0,294,0,294,6014,1042,13036,1860,0,294,720,336,12316,1797,14850,2161,317,201,1149,465,13384,2099,33097,2981,1867,591,4226,926,27004,2509,158792,4393,46974,3134,49986,2812,61832,3444,935,539,62464,3248,9226,1393,1126,433,1885,594,6215,1116,8957,1297,5091,1147,2717,837,1149,493,8899,1243,7080,1153,1247,394,572,362,11036,1568,10124,1629,672,382,240,204,24135,2030,23982,2058,153,149,0,294,211,176
0500000US06007,6007,"Butte County, California",2008,49878,2206,32434,2024,1989,642,0,294,0,294,1989,642,3895,898,66,111,311,233,3518,854,5444,1159,694,457,1454,613,3296,908,6715,1083,1197,683,2450,632,3068,850,14287,1690,6499,1157,4977,984,2811,618,104,126,17444,1815,4574,874,1558,631,481,282,2535,606,3969,945,3078,825,299,222,592,339,3207,848,3120,842,87,146,0,294,2585,773,2508,754,77,131,0,294,2981,750,2981,750,0,294,0,294,128,148
0500000US06013,6013,"Contra Costa County, California",2008,253573,4209,198375,4449,7071,1352,0,294,41,67,7030,1354,9079,1456,0,294,623,391,8456,1364,14162,1926,194,169,875,503,13093,1902,28318,2778,2338,757,4238,962,21742,2373,138319,4306,38651,2670,42589,2607,57079,3474,1426,664,55198,2946,8084,1355,1701,585,1191,474,5192,1140,7609,1297,4145,1056,1712,676,1752,523,7015,1232,5214,1023,1312,453,489,280,9953,1383,9274,1376,549,262,130,153,22139,2043,21865,2068,274,203,0,294,398,351
0500000US06017,6017,"El Dorado County, California",2008,46505,1804,34175,1929,933,453,0,294,0,294,933,453,1974,751,0,294,124,100,1850,748,2822,804,201,230,469,399,2152,677,7455,1296,1088,485,1268,560,5099,1107,20991,1892,5234,1065,8401,1315,7356,1128,0,294,12330,1446,1416,528,50,82,437,308,929,387,2086,634,986,441,769,387,331,271,2155,739,1377,679,499,258,279,215,2590,616,2461,613,56,71,73,119,4043,879,4043,879,0,294,0,294,40,66
0500000US06019,6019,"Fresno County, California",2008,149799,4811,113955,3754,6514,1240,66,106,99,121,6349,1228,14353,2301,233,226,721,442,13399,2151,14909,1907,658,361,3696,982,10555,1655,21621,2138,3984,930,4076,946,13561,1818,55813,2798,25062,2078,18677,1714,12074,1945,745,507,35844,2892,7132,1250,1936,606,1876,651,3320,811,6920,1295,4979,1080,1211,439,730,406,5872,1224,5441,1121,331,240,100,123,5733,945,5576,934,97,114,60,99,9675,1263,9675,1263,0,294,0,294,512,433
0500000US06023,6023,"Humboldt County, California",2008,28623,1831,18574,1820,1468,646,0,294,0,294,1468,646,1852,524,165,236,189,178,1498,422,2636,662,185,181,526,307,1925,668,4985,1034,840,399,1688,556,2457,702,7541,1133,3914,930,2360,628,1267,433,92,115,10049,1118,2828,711,744,349,637,322,1447,536,2389,813,1071,428,936,441,382,478,1535,460,1160,388,357,273,18,31,1516,599,1441,582,75,100,0,294,1645,506,1645,506,0,294,0,294,136,123
0500000US06025,6025,"Imperial County, California",2008,25739,1837,16553,1967,1477,713,0,294,0,294,1477,713,1845,674,108,169,138,153,1599,580,2488,1018,52,89,625,497,1811,854,3900,980,368,266,1244,565,2288,816,6788,1197,2716,684,2255,666,1817,648,55,94,9186,1262,2698,924,992,484,473,243,1233,822,1983,619,1252,613,625,322,106,132,1265,462,1120,446,145,151,0,294,1201,420,1130,405,71,122,0,294,1873,625,1873,625,0,294,0,294,166,236
0500000US06029,6029,"Kern County, California",2008,145468,4122,108875,3883,9107,1345,0,294,64,110,9043,1351,12235,1932,376,265,981,456,10878,1821,17213,2212,981,523,4405,1191,11827,1953,21259,2575,4068,916,7776,1516,9415,1633,48739,3285,22852,2305,17065,1854,8822,1461,322,224,36593,2435,8752,1441,1786,595,1853,678,5113,1130,8560,1451,6289,1219,1616,465,655,375,5952,958,5474,946,478,248,0,294,5361,1042,5262,1047,99,114,0,294,7738,1296,7738,1296,0,294,0,294,230,228
0500000US06031,6031,"Kings County, California",2008,22409,1676,16612,1820,663,388,0,294,0,294,663,388,2073,737,0,294,466,529,1607,546,2210,836,261,205,591,402,1358,673,3774,862,1031,516,856,460,1887,634,7792,1149,2758,749,3674,983,1360,484,100,161,5797,1084,1132,487,425,271,372,260,335,225,1395,558,1331,558,32,56,32,53,1007,439,872,414,97,124,38,65,1197,352,1197,352,0,294,0,294,997,413,997,413,0,294,0,294,69,120
0500000US06033,6033,"Lake County, California",2008,15574,1835,9981,1466,828,396,0,294,0,294,828,396,1370,681,0,294,45,77,1325,652,1587,660,44,77,221,187,1322,638,2286,960,315,282,616,308,1355,832,3787,927,2200,733,655,402,932,552,123,195,5593,1159,1588,646,61,105,193,204,1334,566,972,419,411,296,300,209,261,249,1036,533,807,444,0,294,229,292,1263,549,1187,513,76,141,0,294,734,382,734,382,0,294,0,294,0,294
0500000US06037,6037,"Los Angeles County, California",2008,1528562,13153,1178111,13787,57668,3248,46,75,258,189,57364,3248,86765,4258,873,389,2883,741,83009,4132,110317,4988,3805,926,7375,1293,99137,4516,211097,7647,15079,2115,35479,2727,160539,6261,705764,11262,233412,6931,216282,7033,256070,6797,6500,1340,350451,8218,58553,3404,10754,1351,11904,1520,35895,2841,59950,3436,36288,2678,12533,1556,11129,1602,49122,2991,40738,3021,5515,1089,2869,771,56787,3362,52666,3261,3112,691,1009,443,122430,4651,120808,4533,1482,585,140,135,3609,914
0500000US06039,6039,"Madera County, California",2008,24974,1866,18166,2005,853,379,0,294,0,294,853,379,1807,866,0,294,0,294,1807,866,3182,968,364,270,782,459,2036,865,3836,1126,182,194,956,401,2698,977,8372,1376,4517,1089,2045,788,1810,573,116,147,6808,1002,1630,589,469,278,314,221,847,446,972,411,578,299,325,241,69,116,954,370,830,345,72,117,52,91,1342,520,1311,534,31,62,0,294,1859,588,1859,588,0,294,0,294,51,87
0500000US06041,6041,"Marin County, California",2008,66339,2622,50025,2776,1053,442,0,294,0,294,1053,442,3136,1109,0,294,54,90,3082,1107,2589,824,94,153,271,331,2224,804,5365,999,404,273,523,283,4438,984,37579,2607,10930,1616,9700,1302,16949,1647,303,298,16314,1881,1103,497,149,177,78,130,876,465,1985,719,569,372,448,298,968,528,1449,593,1070,538,79,129,300,238,3438,996,2629,791,733,668,76,127,8167,1371,8066,1374,67,110,34,59,172,208
0500000US06045,6045,"Mendocino County, California",2008,21170,1695,11401,1449,972,513,0,294,0,294,972,513,885,422,41,73,0,294,844,406,1285,552,64,103,41,71,1180,542,2569,860,234,178,1032,625,1303,550,5600,1107,2611,711,1724,680,1265,555,90,141,9769,1281,2104,697,695,471,164,167,1245,506,2010,534,940,330,499,257,571,451,1302,457,1271,449,31,53,0,294,2188,744,1755,597,433,415,0,294,2101,700,1942,626,159,202,0,294,64,103
0500000US06047,6047,"Merced County, California",2008,38502,2103,27964,1924,1805,689,0,294,0,294,1805,689,3134,849,0,294,397,317,2737,844,4183,982,82,98,418,229,3683,1030,7152,1371,1051,537,1372,570,4729,1129,11561,1322,5268,968,3675,826,2618,669,129,163,10538,1166,1886,644,473,368,496,218,917,390,1973,526,1287,451,454,258,232,183,2074,602,1713,500,313,299,48,79,1415,448,1347,450,68,90,0,294,3063,742,3063,742,0,294,0,294,127,153
0500000US06053,6053,"Monterey County, California",2008,65439,2763,47326,2750,1883,536,0,294,0,294,1883,536,3474,933,48,79,297,242,3129,928,5036,1202,138,133,271,231,4627,1201,9717,1460,665,356,1815,647,7237,1302,27141,2039,7990,1258,9175,1383,9976,1565,75,110,18113,1786,2522,606,530,256,478,307,1514,595,3448,811,1986,602,704,491,758,430,1937,612,1686,574,237,229,14,25,3744,910,3630,908,56,94,58,93,6185,1006,6067,1020,57,99,61,100,277,215
0500000US06055,6055,"Napa County, California",2008,30047,1952,20740,1954,638,386,0,294,0,294,638,386,1236,542,132,153,57,99,1047,517,1147,514,0,294,78,98,1069,490,3250,905,257,227,718,475,2275,670,14410,1476,4196,941,4790,908,5424,1152,59,182,9307,1180,1378,501,111,136,135,160,1132,477,1711,676,385,268,400,253,926,589,1542,640,1294,616,248,186,0,294,1780,637,1680,608,100,126,0,294,2724,667,2581,650,143,167,0,294,172,172
0500000US06057,6057,"Nevada County, California",2008,29176,1783,18889,1542,699,439,0,294,0,294,699,439,1947,741,0,294,0,294,1947,741,2430,780,0,294,158,125,2272,802,3634,1010,366,217,338,239,2930,959,9866,1241,2854,722,3953,962,3059,969,313,265,10287,1236,1656,500,30,54,452,266,1174,414,2306,586,949,361,722,393,635,359,1407,496,1079,426,328,272,0,294,2109,572,2005,559,104,127,0,294,2697,802,2697,802,0,294,0,294,112,137
0500000US06059,6059,"Orange County, California",2008,592946,6891,462290,7294,15475,2033,0,294,259,223,15216,2018,23518,2358,217,178,866,393,22435,2320,34356,2705,1691,502,2853,826,29812,2527,67796,3910,3867,856,9931,1533,53998,3741,318822,7071,102745,3721,96165,3867,119912,5398,2323,805,130656,5043,20373,1887,3542,747,2804,813,14027,1570,20996,1974,11806,1505,4451,1143,4739,933,17433,1926,13212,1647,2811,651,1410,519,20147,1956,18290,1902,1625,600,232,192,50038,3444,49392,3373,518,324,128,213,1669,809
0500000US06061,6061,"Placer County, California",2008,93935,2467,70780,2858,2259,651,0,294,0,294,2259,651,2882,854,51,85,181,184,2650,799,5067,1064,180,200,351,212,4536,1024,11051,1462,975,479,1588,589,8488,1261,49235,2453,14151,1519,16953,1899,18131,2098,286,240,23155,1841,3273,728,589,429,577,314,2107,631,4671,897,1942,626,1488,465,1241,417,3891,866,3179,828,652,364,60,103,4154,912,3890,906,264,228,0,294,6835,1134,6835,1134,0,294,0,294,331,366
0500000US06065,6065,"Riverside County, California",2008,438193,7265,335984,7413,17374,2117,43,71,200,267,17131,2096,31062,2559,395,277,1626,691,29041,2465,35734,2722,1074,496,4330,1083,30330,2567,67496,3960,5443,1096,13478,1867,48575,3937,181890,5605,51690,3545,60137,3636,70063,3917,2428,859,102209,3668,19718,2021,4281,1003,3763,850,11674,1474,24404,2276,13234,1853,6349,1159,4821,935,15729,1570,12157,1321,2554,738,1018,407,17226,1643,16236,1652,856,355,134,136,23377,1915,23128,1900,178,157,71,102,1755,488
0500000US06067,6067,"Sacramento County, California",2008,297912,5728,235253,5136,10009,1613,54,87,47,77,9908,1617,18185,2146,459,361,1215,540,16511,2112,24779,2562,1030,406,3794,758,19955,2488,48702,3032,3725,778,11643,1613,33334,2703,132975,5106,47732,3343,47217,3403,38026,2852,603,295,62659,3101,9951,1536,2265,736,2273,695,5413,864,12622,1594,7939,1149,2629,718,2054,667,10437,1425,9012,1375,1194,463,231,195,12826,1496,12722,1536,49,80,55,92,16654,1562,16654,1562,0,294,0,294,169,160
0500000US06071,6071,"San Bernardino County, California",2008,365279,6911,288220,6704,14325,1582,47,79,254,214,14024,1613,27690,2454,526,325,1698,549,25466,2412,32343,2904,1278,579,4148,1031,26917,2740,63682,4463,7223,1471,15065,2066,41394,3539,148163,5338,50320,3163,52389,3656,45454,3079,2017,766,77059,3596,16539,1707,4114,930,3251,757,9174,1408,16733,1698,9970,1380,4754,887,2009,677,11729,1600,10022,1408,1517,661,190,183,12269,1585,11974,1532,295,218,0,294,18848,1884,18799,1868,49,79,0,294,941,437
0500000US06073,6073,"San Diego County, California",2008,585307,7571,451087,7543,18478,2047,124,206,142,136,18212,2073,26886,2462,323,221,1057,493,25506,2326,40008,3057,1156,530,4075,1051,34777,2659,75669,4033,6886,1147,11784,1940,56999,3382,287901,7521,87164,3893,92192,4502,108545,4845,2145,713,134220,5093,22031,2142,4456,968,3681,987,13894,1621,22697,2323,12189,1578,4773,1115,5735,936,20042,1934,16325,1662,2851,823,866,498,22004,1747,20745,1737,1127,476,132,155,45336,2942,44914,2971,367,230,55,90,2110,851
0500000US06075,6075,"San Francisco County, California",2008,127625,4686,95909,4044,2953,821,0,294,0,294,2953,821,3280,855,0,294,91,152,3189,880,6269,1474,325,470,133,130,5811,1458,11079,2082,278,215,1069,485,9732,2035,71915,3403,24861,2320,23154,2366,23900,2225,413,305,31716,2598,3948,951,867,553,874,435,2207,665,4432,1090,2500,769,992,434,940,518,4346,1062,4024,1014,238,228,84,99,5240,1003,4830,1011,311,211,99,110,13406,1671,12850,1613,556,380,0,294,344,226
0500000US06077,6077,"San Joaquin County, California",2008,121162,4667,93087,3485,4816,1099,50,86,0,294,4766,1099,7505,1644,72,119,252,195,7181,1595,8651,1373,242,225,915,396,7494,1256,19912,2018,1974,608,3804,871,14134,1887,51815,2968,16423,1884,17988,2008,17404,1958,388,277,28075,3866,5304,1089,1295,544,1361,577,2648,743,5178,1202,3312,1050,1320,509,546,335,4242,1038,3639,984,603,292,0,294,5257,1137,5100,1117,157,153,0,294,7633,1483,7633,1483,0,294,0,294,461,323
0500000US06079,6079,"San Luis Obispo County, California",2008,63686,2700,44833,2605,2594,852,0,294,0,294,2594,852,3183,840,134,156,302,222,2747,817,3623,1015,243,285,446,268,2934,907,8815,1354,1311,540,1680,649,5824,1159,26397,2251,8107,1343,8552,1431,9738,1291,221,217,18853,1668,2768,748,930,417,688,454,1150,431,4130,1018,2473,722,938,518,719,494,3148,761,2890,715,209,197,49,82,3687,808,3484,809,203,176,0,294,5120,907,5036,890,84,141,0,294,0,294
0500000US06081,6081,"San Mateo County, California",2008,154221,4114,114888,3808,3253,759,0,294,0,294,3253,759,5055,1017,142,143,238,201,4675,950,5526,1160,242,317,376,237,4908,1055,14422,1937,871,366,1775,551,11776,1894,86167,3268,24481,2406,25826,2366,35860,2640,465,346,39333,2557,5020,1189,603,452,1108,480,3309,943,5522,954,2873,712,1847,649,802,517,4211,881,3344,743,590,328,277,273,6783,1038,6298,1005,354,218,131,128,17428,1547,17192,1543,192,149,44,74,369,327
0500000US06083,6083,"Santa Barbara County, California",2008,75128,2751,53505,2648,2579,924,0,294,0,294,2579,924,2568,612,106,124,155,149,2307,628,4989,1169,212,209,941,444,3836,1051,9951,1524,1458,589,2439,710,6054,1296,33361,2290,8996,1244,10947,1687,13418,1482,57,95,21623,1857,4001,877,623,311,849,398,2529,812,3674,939,2161,693,525,247,988,422,3326,681,2649,598,401,259,276,211,3100,695,3082,690,0,294,18,30,7383,1212,7367,1210,16,28,0,294,139,138
0500000US06085,6085,"Santa Clara County, California",2008,355181,6145,274843,6206,7253,1270,0,294,0,294,7253,1270,11916,1685,44,72,684,464,11188,1602,16247,2325,409,215,729,442,15109,2305,33158,3124,2570,759,4689,966,25899,2762,204963,5204,60601,3690,64345,3207,80017,3637,1306,620,80338,4087,8147,1275,1399,493,1601,689,5147,1083,11077,1442,5225,1052,3290,716,2562,742,8307,1230,6134,944,1418,581,755,427,13362,1693,11766,1586,1154,555,442,324,38768,2703,37559,2692,1085,583,124,147,677,459
0500000US06087,6087,"Santa Cruz County, California",2008,55999,1812,41907,2115,2062,771,0,294,0,294,2062,771,2284,793,0,294,113,135,2171,781,2363,621,64,112,289,220,2010,593,6117,1065,425,358,719,361,4973,938,28660,1911,7195,1171,8320,1079,13145,1601,421,280,14092,1391,2528,733,341,239,842,447,1345,559,2021,663,1100,472,639,382,282,208,2113,554,1532,510,387,305,194,188,2866,784,2757,770,109,117,0,294,4400,984,4400,984,0,294,0,294,164,203
0500000US06089,6089,"Shasta County, California",2008,45629,2248,29867,1937,2393,869,0,294,0,294,2393,869,3029,875,38,61,242,257,2749,819,4968,1145,305,241,1088,469,3575,934,6307,1207,949,435,1706,602,3652,802,12594,1569,5186,1109,4233,970,3175,916,576,523,15762,1274,3975,980,1171,708,367,246,2437,644,3613,701,1695,487,1431,506,487,257,2719,636,2392,636,173,176,154,249,2611,628,2611,628,0,294,0,294,2687,730,2687,730,0,294,0,294,157,160
0500000US06095,6095,"Solano County, California",2008,86980,2938,69311,2685,2119,630,0,294,0,294,2119,630,3038,859,127,149,129,148,2782,850,6923,1265,193,183,917,409,5813,1147,12298,1524,1033,529,3014,836,8251,1235,44718,2191,14199,1550,14447,1905,16072,1655,215,177,17669,1519,2752,776,829,449,549,385,1374,509,3381,784,2563,777,390,244,428,273,3030,709,2786,664,190,188,54,90,3667,815,3343,834,187,186,137,172,4839,846,4839,846,0,294,0,294,0,294
0500000US06097,6097,"Sonoma County, California",2008,115000,2667,85015,2918,3164,861,0,294,59,96,3105,852,5659,1240,230,191,0,294,5429,1246,7340,1141,107,127,930,458,6303,1063,13559,1655,1425,522,2002,597,10132,1470,54831,2979,14752,1789,17752,1907,22327,2039,462,437,29985,1958,5367,932,1285,607,640,350,3442,872,7368,1269,3529,987,1496,587,2343,712,5273,967,4334,919,741,332,198,175,5325,1057,5051,1056,152,155,122,140,6526,940,6397,908,0,294,129,210,126,147
0500000US06099,6099,"Stanislaus County, California",2008,100049,3247,75225,3015,3300,824,0,294,0,294,3300,824,7926,1113,0,294,265,215,7661,1132,9536,1376,378,351,1044,410,8114,1275,17588,1931,1561,523,4521,1214,11506,1348,36486,2767,13245,1634,12168,1656,11073,1695,389,308,24824,1985,5246,1097,1459,574,1108,534,2679,735,4620,1019,2834,802,1056,362,730,436,5186,938,4089,845,782,450,315,354,3287,711,3287,711,0,294,0,294,6330,876,6330,876,0,294,0,294,155,152
0500000US06107,6107,"Tulare County, California",2008,73086,2860,53336,3079,3514,834,0,294,63,80,3451,834,7942,1266,201,209,560,316,7181,1251,6761,1172,294,179,1960,635,4507,976,12277,1828,2932,887,3132,900,6213,1312,22312,2140,11440,1774,7012,1150,3860,866,530,427,19750,1567,4328,909,1562,556,687,325,2079,656,3992,800,2996,760,360,210,636,376,3029,798,2830,768,199,188,0,294,3343,813,3284,807,59,76,0,294,4999,992,4999,992,0,294,0,294,59,101
0500000US06111,6111,"Ventura County, California",2008,170236,4023,134492,4012,4475,958,0,294,331,334,4144,952,7065,1307,92,114,413,430,6560,1175,10547,1709,321,207,1103,479,9123,1617,18191,1713,1394,553,2328,573,14469,1676,93789,3512,27073,2411,28795,2308,37921,3044,425,243,35744,1965,4943,929,1254,534,756,396,2933,791,6032,1181,3384,875,1340,505,1308,447,4888,1137,4179,1113,473,291,236,241,6434,1122,5983,1119,396,233,55,88,12919,1313,12649,1319,270,207,0,294,528,384
0500000US06113,6113,"Yolo County, California",2008,36711,2253,27506,2021,1193,472,0,294,96,147,1097,436,2012,736,0,294,69,114,1943,725,2491,734,93,111,140,130,2258,715,5016,1119,395,258,752,388,3869,954,16794,1563,6488,1108,5968,1061,4338,873,0,294,9205,1319,1954,735,766,476,259,200,929,474,1523,564,1034,516,216,162,273,229,907,434,818,401,89,145,0,294,1942,666,1860,656,82,133,0,294,2879,714,2879,714,0,294,0,294,0,294
