Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; With a mortgage:,Margin of Error; With a mortgage:,"Estimate; With a mortgage: - Less than $50,000","Margin of Error; With a mortgage: - Less than $50,000","Estimate; With a mortgage: - $50,000 to $99,999","Margin of Error; With a mortgage: - $50,000 to $99,999","Estimate; With a mortgage: - $100,000 to $149,999","Margin of Error; With a mortgage: - $100,000 to $149,999","Estimate; With a mortgage: - $150,000 to $199,999","Margin of Error; With a mortgage: - $150,000 to $199,999","Estimate; With a mortgage: - $200,000 to $299,999","Margin of Error; With a mortgage: - $200,000 to $299,999","Estimate; With a mortgage: - $300,000 to $499,999","Margin of Error; With a mortgage: - $300,000 to $499,999","Estimate; With a mortgage: - $500,000 or more","Margin of Error; With a mortgage: - $500,000 or more",Estimate; Not mortgaged:,Margin of Error; Not mortgaged:,"Estimate; Not mortgaged: - Less than $50,000","Margin of Error; Not mortgaged: - Less than $50,000","Estimate; Not mortgaged: - $50,000 to $99,999","Margin of Error; Not mortgaged: - $50,000 to $99,999","Estimate; Not mortgaged: - $100,000 to $149,999","Margin of Error; Not mortgaged: - $100,000 to $149,999","Estimate; Not mortgaged: - $150,000 to $199,999","Margin of Error; Not mortgaged: - $150,000 to $199,999","Estimate; Not mortgaged: - $200,000 to $299,999","Margin of Error; Not mortgaged: - $200,000 to $299,999","Estimate; Not mortgaged: - $300,000 to $499,999","Margin of Error; Not mortgaged: - $300,000 to $499,999","Estimate; Not mortgaged: - $500,000 or more","Margin of Error; Not mortgaged: - $500,000 or more"
0500000US06013,6013,"Contra Costa County, California",2010,243026,4695,190759,4999,2038,700,2905,769,7922,1505,16010,2044,31880,2717,50087,3372,79917,3401,52267,2359,3257,753,1941,684,4120,791,3386,787,7570,1176,10688,1432,21305,1733
0500000US06017,6017,"El Dorado County, California",2010,51155,2734,38534,2558,328,243,337,347,352,269,2293,863,8295,1562,17295,1996,9634,1374,12621,1644,1316,492,654,298,390,250,495,486,2101,744,4716,1056,2949,667
0500000US06019,6019,"Fresno County, California",2010,154283,4108,114058,3926,2565,820,9729,1410,15952,1895,21758,2167,33701,2614,23127,1862,7226,1488,40225,2544,4919,1073,4448,817,4895,958,6670,1087,9383,1479,6738,1221,3172,826
0500000US06023,6023,"Humboldt County, California",2010,31560,1850,19980,1704,600,467,396,331,734,377,1359,512,6422,1182,7525,1134,2944,672,11580,1518,1730,511,1269,546,470,234,405,245,2987,801,3027,820,1692,605
0500000US06025,6025,"Imperial County, California",2010,27947,1648,19051,1668,545,325,2306,794,5038,1041,6518,1168,3895,881,639,287,110,142,8896,1425,1624,588,1555,538,2047,758,1336,709,1197,434,678,325,459,404
0500000US06029,6029,"Kern County, California",2010,148939,3532,107754,3173,3426,890,17039,2097,21937,2267,26168,2267,24975,2294,10272,1469,3937,784,41185,2650,7730,1515,7440,1142,6644,1069,6270,1259,6176,1141,4508,943,2417,793
0500000US06031,6031,"Kings County, California",2010,20953,1516,15174,1561,377,221,1061,457,2143,694,4763,1185,4043,896,2639,782,148,175,5779,892,441,233,826,366,618,285,1628,563,756,331,1058,475,452,253
0500000US06033,6033,"Lake County, California",2010,15970,1551,10260,1453,416,263,822,516,1584,673,1297,553,2857,797,2535,844,749,460,5710,1043,1873,872,655,352,695,510,803,518,711,320,517,350,456,316
0500000US06037,6037,"Los Angeles County, California",2010,1501448,14839,1156155,13900,14150,1699,18448,2124,33467,2480,54791,3514,176107,6676,409454,8672,449738,9540,345293,8511,21059,2270,13280,1664,9130,1144,13216,1692,41532,2822,107846,4615,139230,4704
0500000US06039,6039,"Madera County, California",2010,25469,1872,19077,1561,414,233,1598,651,3132,900,4490,1105,4217,989,3347,1002,1879,762,6392,1034,583,316,583,301,735,381,953,405,1569,513,943,441,1026,487
0500000US06041,6041,"Marin County, California",2010,66429,2772,50006,2790,264,220,744,513,536,480,632,426,1690,734,6847,1357,39293,2483,16423,1535,418,299,523,335,253,213,482,430,746,506,1701,509,12300,1381
0500000US06045,6045,"Mendocino County, California",2010,18318,1755,9932,1471,66,85,193,184,223,193,442,358,2112,665,3755,942,3141,849,8386,1394,1551,723,678,357,167,165,344,240,832,381,2906,827,1908,655
0500000US06047,6047,"Merced County, California",2010,40334,2510,29786,2501,1873,726,6289,1227,7036,1437,5195,1091,5005,1139,2602,796,1786,661,10548,1444,1002,538,2465,663,2108,663,1649,536,1181,483,913,337,1230,477
0500000US06053,6053,"Monterey County, California",2010,63894,2982,45014,2797,627,342,1256,548,2883,849,3128,798,9055,1538,12757,1677,15308,1647,18880,2216,1782,627,969,542,1014,526,640,328,1688,567,4276,995,8511,1226
0500000US06055,6055,"Napa County, California",2010,30948,1999,21906,2062,186,188,93,109,422,324,1319,652,3010,767,8216,1317,8660,1522,9042,1313,997,402,1139,580,228,207,478,309,985,434,1604,542,3611,897
0500000US06057,6057,"Nevada County, California",2010,28278,1771,19471,1427,176,160,447,360,388,294,922,491,3595,815,9286,1471,4657,1017,8807,1376,1359,622,358,229,124,156,532,404,1056,487,2954,778,2424,726
0500000US06059,6059,"Orange County, California",2010,584314,7164,444114,7163,4785,817,5099,891,6653,1486,8520,1133,33520,2897,136359,5228,249178,5758,140200,4249,9956,1388,7563,1272,4887,899,4977,1057,12083,1362,37145,3017,63589,3060
0500000US06061,6061,"Placer County, California",2010,93350,3170,71114,3328,938,477,528,370,2352,884,3226,750,19990,2179,29738,2590,14342,1762,22236,1817,1902,660,686,368,591,323,981,532,4704,857,8238,1158,5134,996
0500000US06065,6065,"Riverside County, California",2010,458273,6812,349306,6591,6972,1297,19560,2250,43373,3398,60897,3799,103552,5616,84853,4235,30099,2545,108967,4454,22064,2377,10432,1524,13469,1653,11920,1690,22975,2297,16689,1772,11418,1697
0500000US06067,6067,"Sacramento County, California",2010,294365,5847,225690,5377,4124,887,10843,1870,24841,2136,39126,2735,71313,3981,55573,3254,19870,2250,68675,3628,6910,1134,5962,1219,6652,852,10042,1394,15559,1692,16285,1831,7265,1164
0500000US06071,6071,"San Bernardino County, California",2010,372535,7382,285972,7416,8412,1745,23232,2694,37962,3158,46871,3323,69493,4672,74498,4490,25504,2362,86563,3906,15691,1684,12787,1548,9527,1323,12817,1548,15174,1986,13062,1827,7505,1224
0500000US06073,6073,"San Diego County, California",2010,572400,8785,438814,7546,5386,1190,5441,1150,9864,1476,19789,2235,64245,4685,175514,4943,158575,5322,133586,5311,12164,1472,8898,1497,4719,1002,6741,1088,17236,1667,41775,3130,42053,2733
0500000US06075,6075,"San Francisco County, California",2010,123128,4317,84904,3824,66,112,534,343,331,267,536,333,2469,824,9519,1328,71449,3456,38224,2719,1161,644,548,304,766,487,774,478,1377,562,3024,753,30574,2350
0500000US06077,6077,"San Joaquin County, California",2010,124244,4141,96709,3796,2209,688,7655,1542,15379,2019,17388,1820,28151,2631,19190,2091,6737,1194,27535,2342,3348,856,3994,770,3572,878,3395,782,5271,1059,4220,858,3735,822
0500000US06079,6079,"San Luis Obispo County, California",2010,59862,2141,41224,2274,341,271,637,424,750,459,1040,514,4881,1171,17185,1770,16390,1735,18638,1838,1535,415,1337,506,955,381,1454,557,1778,530,5389,1054,6190,1196
0500000US06081,6081,"San Mateo County, California",2010,152358,4237,113945,4257,342,204,982,415,1146,559,1251,434,3434,896,15188,1662,91602,3871,38413,2354,1227,415,943,368,463,263,252,183,958,457,4330,874,30240,2110
0500000US06083,6083,"Santa Barbara County, California",2010,75146,2601,51962,2501,982,500,763,341,1336,660,3681,927,9257,1568,11959,1578,23984,1545,23184,1667,1820,613,1816,587,1329,475,660,404,3114,754,3991,785,10454,1264
0500000US06085,6085,"Santa Clara County, California",2010,342955,4963,256276,5674,2251,690,4754,1170,2584,629,4210,1059,12920,1969,55629,4028,173928,4899,86679,3495,5271,992,4401,1001,1778,535,1402,449,3582,901,15226,1780,55019,3114
0500000US06087,6087,"Santa Cruz County, California",2010,54209,3225,39258,3199,341,256,436,485,891,528,949,576,3578,931,9675,1415,23388,1817,14951,1508,257,208,1261,707,1046,499,409,237,1629,680,2749,744,7600,1234
0500000US06089,6089,"Shasta County, California",2010,44695,2085,29421,2099,782,415,1246,541,3099,846,5786,1398,9078,1395,5939,1028,3491,881,15274,1550,2654,785,1469,610,1900,521,1790,592,3456,708,2979,803,1026,406
0500000US06095,6095,"Solano County, California",2010,87615,2945,67552,3341,1607,742,2666,930,5211,1230,9999,1601,20185,1986,20558,2067,7326,1178,20063,1495,1649,511,1316,525,2520,569,2459,637,4664,843,5334,954,2121,619
0500000US06097,6097,"Sonoma County, California",2010,110953,3114,78737,3222,1170,495,1197,412,2753,934,3365,946,8888,1453,33122,2291,28242,2058,32216,2362,3981,968,1390,531,1716,642,865,355,2663,822,10924,1540,10677,1227
0500000US06099,6099,"Stanislaus County, California",2010,98598,3087,74469,3146,1700,495,7448,1492,16018,1950,18258,1677,17600,1775,9226,1486,4219,1159,24129,1958,4334,1045,2324,613,3930,904,4248,949,3905,785,3461,873,1927,657
0500000US06101,6101,"Sutter County, California",2010,17958,1234,12676,1240,288,257,771,436,1157,472,3140,824,5082,969,1410,489,828,346,5282,951,802,350,209,160,943,483,1225,445,924,388,748,305,431,236
0500000US06107,6107,"Tulare County, California",2010,75913,2391,54406,2597,730,358,6649,1319,11417,1619,12917,1656,12522,1862,7717,1060,2454,666,21507,1851,3300,822,3270,904,4191,892,3492,817,3615,801,2445,687,1194,525
0500000US06111,6111,"Ventura County, California",2010,170124,4279,129346,4108,1554,595,1062,492,1931,664,4106,837,15232,1871,48826,3258,56635,2932,40778,2570,3202,749,3045,882,846,402,1432,516,3343,872,12511,1544,16399,1778
0500000US06113,6113,"Yolo County, California",2010,37863,2183,27412,2175,649,376,761,466,2086,764,2545,765,6024,1038,8477,1231,6870,997,10451,1252,1418,582,825,428,437,298,706,376,1845,502,2510,696,2710,727
0500000US06115,6115,"Yuba County, California",2010,14982,1451,10881,1181,396,304,1368,611,1593,667,3359,917,2629,854,966,443,570,357,4101,928,737,355,373,306,1024,541,533,443,836,385,490,311,108,133
0500000US06001,6001,"Alameda County, California",2011,289222,5684,222697,5513,2369,642,2750,718,5416,1161,7205,1320,29355,3009,69848,3695,105754,4471,66525,3269,3073,738,2594,845,2208,699,2036,581,8499,1275,17903,1712,30212,2348
0500000US06007,6007,"Butte County, California",2011,48746,2448,31909,2586,1235,650,2137,714,4021,909,4798,1118,9692,1619,7468,1481,2558,898,16837,1758,2996,811,1995,583,1771,734,1914,705,3708,1000,3174,830,1279,517
0500000US06013,6013,"Contra Costa County, California",2011,246590,5513,190712,5751,2383,725,3632,949,9744,1444,17296,2242,35241,3266,46180,3470,76236,3909,55878,3863,3526,953,2746,931,3053,838,4366,1064,9948,1862,12564,1725,19675,2188
0500000US06017,6017,"El Dorado County, California",2011,48985,2549,36227,2414,717,503,86,106,1525,602,2771,901,8799,1607,14952,1796,7377,1368,12758,1527,1677,516,394,282,313,213,915,460,2705,928,4231,959,2523,905
0500000US06019,6019,"Fresno County, California",2011,155609,4439,114643,4274,2957,788,12479,1452,21060,2505,24828,2700,29162,2671,18229,2096,5928,1098,40966,2656,6225,1157,5087,971,4469,751,7645,1455,8331,1297,6243,1079,2966,914
0500000US06023,6023,"Humboldt County, California",2011,28459,1875,17122,1643,527,290,135,145,549,277,1127,587,5579,1120,6495,1036,2710,714,11337,1180,1049,443,1053,456,323,246,353,238,3173,799,3830,864,1556,425
0500000US06025,6025,"Imperial County, California",2011,27172,1553,19365,1523,523,319,2553,755,7199,1239,4675,1004,2920,794,1207,440,288,263,7807,1103,2219,523,2001,687,1158,500,1258,490,735,368,290,182,146,193
0500000US06029,6029,"Kern County, California",2011,144094,4352,104141,4124,4547,1017,16770,1726,23687,2594,20928,2491,25934,2865,8963,1672,3312,1078,39953,2587,8390,1271,8522,1389,6292,1080,6005,1045,5770,1283,3730,1114,1244,460
0500000US06031,6031,"Kings County, California",2011,22822,1448,16974,1521,466,270,1459,562,3201,876,5566,1117,4652,1090,928,439,702,328,5848,891,1168,496,1114,446,1171,522,831,310,1105,388,300,152,159,108
0500000US06033,6033,"Lake County, California",2011,16839,1362,9855,1411,499,371,971,571,1415,648,1666,736,2384,818,2203,769,717,443,6984,1069,1163,553,2128,697,414,300,475,398,1409,520,753,315,642,409
0500000US06037,6037,"Los Angeles County, California",2011,1482011,12100,1126864,11396,12479,1454,18052,2016,35170,3184,55819,3679,185673,6637,406489,7323,413182,7867,355147,8018,24667,2079,12431,1398,10207,1471,13914,1558,44863,3157,113439,4849,135626,5119
0500000US06039,6039,"Madera County, California",2011,24738,1996,16427,1984,236,189,1978,707,3185,968,4374,1096,3833,1006,1681,540,1140,627,8311,1049,1305,640,1174,398,1237,499,1307,513,1587,576,1157,604,544,355
0500000US06041,6041,"Marin County, California",2011,60453,2759,43474,2667,373,402,222,190,391,279,502,329,1651,641,5012,1020,35323,2402,16979,1497,376,313,873,551,536,344,321,237,1299,652,1705,622,11869,1358
0500000US06045,6045,"Mendocino County, California",2011,20447,1648,11224,1578,658,482,102,123,133,150,1484,717,2467,744,3581,848,2799,969,9223,1306,1203,513,1581,751,788,445,496,270,1363,566,2350,644,1442,534
0500000US06047,6047,"Merced County, California",2011,38880,2463,28126,2290,608,315,6231,993,6781,1288,6444,1261,5074,1189,2017,600,971,332,10754,1144,1892,474,2169,582,2277,743,996,394,1706,467,937,321,777,317
0500000US06053,6053,"Monterey County, California",2011,58668,2648,41893,2536,892,567,960,573,2627,813,4128,1029,10508,1381,10528,1333,12250,1495,16775,1494,1377,566,1148,567,713,376,649,291,3469,768,3504,811,5915,986
0500000US06055,6055,"Napa County, California",2011,27183,1774,19241,1788,197,159,91,122,731,456,571,472,3186,888,6617,1226,7848,1084,7942,1003,748,381,521,309,286,241,1004,433,1453,447,1278,476,2652,623
0500000US06057,6057,"Nevada County, California",2011,30219,2173,21607,2023,370,305,101,121,646,427,1451,735,5363,1121,9120,1296,4556,1133,8612,1050,884,480,488,265,274,193,894,348,1761,537,2467,719,1844,681
0500000US06059,6059,"Orange County, California",2011,581991,6072,443304,6618,4551,960,5024,1097,5954,1099,11273,1414,36693,2699,148364,5138,231445,5609,138687,3984,9984,1244,7538,1043,5931,1255,3780,777,10018,1209,37608,2526,63828,3290
0500000US06061,6061,"Placer County, California",2011,94614,3282,70800,3486,929,542,909,443,2780,917,5979,1402,21342,2343,27250,2925,11611,1660,23814,2215,2350,784,773,472,830,402,1528,572,4870,1146,9167,1610,4296,1111
0500000US06065,6065,"Riverside County, California",2011,451415,7857,337651,8577,6714,1575,19623,2130,46812,3684,61575,5377,93406,5933,85573,5326,23948,2978,113764,5528,20206,2398,15436,1892,14001,2124,13637,2033,22481,2535,18537,1942,9466,1883
0500000US06067,6067,"Sacramento County, California",2011,286161,6945,217036,6261,5002,1082,12810,1859,30951,2932,47275,3886,59675,3578,43472,3393,17851,2626,69125,3670,8519,1227,6267,1000,7662,1186,9498,1240,18464,2081,13366,1793,5349,996
0500000US06071,6071,"San Bernardino County, California",2011,381133,7803,292309,7745,9071,1692,30495,3847,42947,4451,44232,3865,75402,5481,68262,5076,21900,2820,88824,4403,18695,2251,12701,1939,8667,1534,12521,1692,15718,2275,15491,2262,5031,1165
0500000US06073,6073,"San Diego County, California",2011,565447,6512,427532,6778,5616,978,5625,1100,10439,1317,20694,2264,71675,3087,162073,5714,151410,5158,137915,4071,13638,1567,8773,1646,5263,937,6574,1147,16578,1621,46223,2557,40866,2655
0500000US06075,6075,"San Francisco County, California",2011,123681,4286,87602,4114,623,353,499,253,493,610,384,227,1552,590,12768,1449,71283,3710,36079,2878,378,216,951,419,330,228,38,63,2051,733,4703,865,27628,2575
0500000US06077,6077,"San Joaquin County, California",2011,124893,3875,92654,3663,2842,765,9458,1542,15393,1879,17935,2081,28108,2813,13901,1953,5017,1306,32239,2262,3976,906,3943,728,4840,883,5267,980,7013,1125,4442,869,2758,632
0500000US06079,6079,"San Luis Obispo County, California",2011,56773,2117,37595,1951,495,309,591,424,780,357,1166,438,5162,1030,14521,1550,14880,1560,19178,1592,2022,648,1647,654,692,351,815,392,2294,571,5277,1015,6431,1220
0500000US06081,6081,"San Mateo County, California",2011,150930,3851,111295,3709,694,447,868,421,551,339,1210,440,3087,756,18406,1963,86479,3005,39635,2154,1019,386,678,263,516,301,429,282,1540,489,6669,1233,28784,1916
0500000US06083,6083,"Santa Barbara County, California",2011,71387,2527,49518,2347,677,428,601,291,1850,475,3385,822,9041,1244,11765,1470,22199,1809,21869,1656,1631,592,1177,483,1107,398,1185,458,3360,788,3532,820,9877,1338
0500000US06085,6085,"Santa Clara County, California",2011,343742,4867,257329,5700,1765,579,3480,879,2813,953,5833,1264,13926,1700,59083,3483,170429,4267,86413,4469,4023,1013,5966,1113,1639,546,871,370,5807,1108,14855,1620,53252,3455
0500000US06087,6087,"Santa Cruz County, California",2011,54319,2402,38380,2463,206,193,608,373,484,359,809,387,5210,1188,9146,1407,21917,1989,15939,1488,442,257,975,441,322,225,1020,511,2364,768,3284,745,7532,1205
0500000US06089,6089,"Shasta County, California",2011,45256,1976,28355,2012,804,471,1316,510,3705,937,6577,1425,8565,1584,5533,1092,1855,544,16901,1352,3691,977,1628,511,1489,535,2924,737,3190,722,2295,715,1684,687
0500000US06095,6095,"Solano County, California",2011,85648,3209,65924,3447,916,463,2501,679,4741,1044,10167,1784,21148,2612,20326,2097,6125,1267,19724,1713,1409,555,985,409,2533,834,3161,708,5293,1134,4277,1029,2066,670
0500000US06097,6097,"Sonoma County, California",2011,107486,3552,77308,3439,768,481,1627,715,2242,775,2861,752,10892,1225,31685,2623,27233,2565,30178,2366,3297,682,1884,665,1292,623,746,404,3128,725,9883,1307,9948,1342
0500000US06099,6099,"Stanislaus County, California",2011,97147,3225,70083,3299,1524,601,8430,1393,19233,2154,15147,1861,15456,1940,7034,1307,3259,839,27064,2203,4345,857,3853,896,5176,868,4992,1093,4084,832,2724,811,1890,731
0500000US06101,6101,"Sutter County, California",2011,19872,1433,14799,1495,162,162,1117,437,3249,1027,3516,908,4671,1069,1569,630,515,328,5073,874,1141,587,578,360,962,425,701,309,1051,345,559,326,81,109
0500000US06107,6107,"Tulare County, California",2011,76347,2682,55841,2960,2106,713,8725,1222,15520,2028,12373,1804,9195,1404,5768,1154,2154,777,20506,1662,3808,924,2875,622,4026,835,4380,821,2602,757,1832,621,983,458
0500000US06111,6111,"Ventura County, California",2011,173534,3760,137331,3697,1512,682,1361,506,2909,925,4389,997,16998,1713,56250,3383,53912,2444,36203,2407,3397,738,2423,713,1299,488,779,405,5160,969,12301,1428,10844,1509
0500000US06113,6113,"Yolo County, California",2011,37802,2312,28085,2016,705,347,516,415,1861,801,3496,879,7737,1432,7851,1306,5919,1043,9717,1290,1311,524,460,308,883,583,1061,404,1499,452,2307,687,2196,713
0500000US06115,6115,"Yuba County, California",2011,13324,1267,9935,1271,516,304,797,350,2208,838,3809,896,1462,629,887,501,256,202,3389,806,491,221,722,366,778,411,527,246,176,212,536,425,159,190
0500000US06001,6001,"Alameda County, California",2012,286205,5284,216631,5040,1774,467,3115,766,5704,1087,9305,1410,27102,2598,66146,3582,103485,3486,69574,2779,4403,777,3039,678,2830,564,2544,740,6641,1100,21558,1686,28559,2118
0500000US06007,6007,"Butte County, California",2012,50752,2105,32873,1951,1015,314,3741,799,4846,1052,5906,1136,8711,1086,6564,1043,2090,582,17879,1548,4163,949,2353,671,1029,345,1905,634,3811,830,3757,830,861,349
0500000US06013,6013,"Contra Costa County, California",2012,244208,4892,188950,4823,2565,754,3569,789,11418,1614,15269,1660,34946,2424,47612,3131,73571,3392,55258,2983,4213,1008,2707,781,4195,917,4622,1043,8051,1275,12728,1548,18742,1796
0500000US06017,6017,"El Dorado County, California",2012,47733,1998,34327,2028,769,375,485,318,1297,584,2730,803,8718,1275,13888,1349,6440,964,13406,1223,1310,534,394,275,698,547,742,380,3128,758,4715,968,2419,658
0500000US06019,6019,"Fresno County, California",2012,150354,3479,108864,3381,2731,834,15173,1953,20668,1956,23486,2323,24622,1841,15898,1846,6286,1041,41490,2673,5223,902,6716,1211,7532,1199,5583,1003,8297,1124,6086,1034,2053,494
0500000US06023,6023,"Humboldt County, California",2012,28072,1613,18483,1623,449,325,509,335,971,495,1992,689,6316,1249,6514,1087,1732,558,9589,1137,820,361,835,399,517,321,1226,525,2282,631,2263,524,1646,639
0500000US06025,6025,"Imperial County, California",2012,26517,1836,16895,1759,416,297,2573,703,5150,1022,4497,1079,3371,908,759,459,129,121,9622,1292,2168,735,2682,750,1705,588,890,324,1278,505,789,351,110,108
0500000US06029,6029,"Kern County, California",2012,147900,3817,106199,3836,5091,936,20134,2099,25662,2602,20986,2156,21911,2523,9032,1462,3383,772,41701,2502,7362,1417,7575,1137,7951,1559,6374,1092,7045,1420,3951,918,1443,447
0500000US06031,6031,"Kings County, California",2012,19777,1547,14255,1299,131,123,2319,684,3150,733,3401,738,3674,792,1228,510,352,227,5522,855,968,393,941,328,1189,402,1068,509,1080,402,169,143,107,96
0500000US06033,6033,"Lake County, California",2012,15542,1557,9536,1552,587,283,2019,726,1662,567,2083,729,1301,477,1152,647,732,455,6006,1050,1640,585,1195,477,697,354,496,380,768,379,759,383,451,372
0500000US06037,6037,"Los Angeles County, California",2012,1481122,11896,1121835,11313,15659,1504,17456,1725,34632,2151,57615,2720,196532,6262,398670,8234,401271,7864,359287,6574,22372,1848,14940,1626,11624,1710,15775,1315,52499,3066,110725,4473,131352,4106
0500000US06039,6039,"Madera County, California",2012,24555,1669,16709,1707,412,303,2394,742,3039,856,4476,1051,4317,923,1570,666,501,275,7846,1074,1092,416,684,401,1449,594,1299,472,1385,549,1393,573,544,297
0500000US06041,6041,"Marin County, California",2012,63948,2193,45388,2349,377,242,519,287,305,243,728,465,1824,669,6215,1036,35420,2318,18560,1638,989,317,169,153,285,235,240,207,1482,606,2219,611,13176,1527
0500000US06045,6045,"Mendocino County, California",2012,18959,1278,10067,1151,329,297,586,546,551,293,894,420,2633,731,3554,801,1520,428,8892,1049,1090,524,254,182,539,326,929,445,1809,517,2361,716,1910,594
0500000US06047,6047,"Merced County, California",2012,40931,2532,30195,2247,645,344,6672,890,9118,1426,4764,1094,5239,965,2590,772,1167,440,10736,1221,1757,515,2526,623,1870,556,1271,520,1390,478,1285,339,637,339
0500000US06053,6053,"Monterey County, California",2012,60584,2594,43257,2585,838,370,1224,473,3173,721,5014,911,9950,1153,12364,1456,10694,1285,17327,1522,1521,539,714,369,1477,546,1357,471,3076,696,3724,740,5458,817
0500000US06055,6055,"Napa County, California",2012,29220,1412,20187,1523,234,169,367,251,421,245,812,317,2922,724,8138,1077,7293,1048,9033,884,770,308,826,306,377,183,568,261,1003,408,2831,625,2658,574
0500000US06057,6057,"Nevada County, California",2012,29567,1721,18485,1590,299,224,211,152,737,404,2099,708,4659,1188,6765,1190,3715,928,11082,1282,1089,465,226,226,641,492,586,378,2778,732,3286,879,2476,695
0500000US06059,6059,"Orange County, California",2012,565956,6120,421483,6179,4419,976,5562,1199,6330,1107,10926,1791,36201,2742,144131,5174,213914,5493,144473,4170,10719,1260,6291,1114,4766,920,5183,953,13359,1536,42455,2644,61700,3044
0500000US06061,6061,"Placer County, California",2012,92455,2507,68641,2926,1232,466,1032,446,1818,620,6464,1209,19294,1896,25736,2051,13065,1571,23814,1876,2209,663,1108,482,974,379,1687,569,6109,1103,7323,909,4404,1046
0500000US06065,6065,"Riverside County, California",2012,442164,7580,325771,7640,7161,1225,20463,1933,42370,2798,59142,3885,93660,4663,79783,3893,23192,2285,116393,4057,26131,1898,12498,1281,13170,1413,14979,1386,22334,2363,17699,1785,9582,1269
0500000US06067,6067,"Sacramento County, California",2012,289227,4852,221612,4903,4053,716,12140,1330,34260,2584,48424,3231,61243,3565,45500,2628,15992,1897,67615,2866,8707,1018,6099,896,9833,1227,9409,1109,15556,1799,12467,1348,5544,1053
0500000US06071,6071,"San Bernardino County, California",2012,360060,6921,274681,6021,7159,1116,25146,2302,42350,3360,46902,3360,71026,3835,61550,3514,20548,1799,85379,3542,18086,1690,11528,1459,11018,1547,12193,1543,15716,1846,11052,1534,5786,1023
0500000US06073,6073,"San Diego County, California",2012,573530,6642,429578,7221,6464,1089,6460,1220,12685,1434,22105,1957,69089,3909,173795,4976,138980,5440,143952,4180,16471,1674,9070,1410,5410,1066,5778,1032,21658,1832,44138,2185,41427,2634
0500000US06075,6075,"San Francisco County, California",2012,124739,4592,88407,3872,746,449,1242,665,401,208,342,228,1764,587,10935,1274,72977,3306,36332,2646,550,318,675,290,378,250,167,152,1082,489,6020,1202,27460,2276
0500000US06077,6077,"San Joaquin County, California",2012,121799,3621,89083,3470,2874,660,8284,1179,15027,1624,18420,1905,24686,2047,15114,1898,4678,1076,32716,2200,5180,1104,4690,869,4425,728,5543,909,5534,924,4601,777,2743,835
0500000US06079,6079,"San Luis Obispo County, California",2012,56105,2277,37533,2272,425,276,886,582,890,364,936,393,6832,1212,13302,1696,14262,1459,18572,1472,1177,452,1769,659,724,369,1050,433,2831,767,4878,876,6143,994
0500000US06081,6081,"San Mateo County, California",2012,148728,3608,107218,3665,307,207,824,505,807,236,793,376,3115,828,19423,1808,81949,3079,41510,2234,2448,571,784,381,489,307,343,247,1248,498,5118,900,31080,2269
0500000US06083,6083,"Santa Barbara County, California",2012,73176,2449,49835,2294,465,293,1369,496,1478,544,5310,1096,9917,1384,9359,1329,21937,1934,23341,1847,2452,612,1962,781,597,294,901,390,2847,697,4125,881,10457,1294
0500000US06085,6085,"Santa Clara County, California",2012,344484,5421,255233,5805,2414,764,3367,835,2002,694,4169,948,15051,1643,59486,3100,168744,4653,89251,3675,6016,1049,5321,1003,1717,630,1331,532,3598,746,15229,1561,56039,2838
0500000US06087,6087,"Santa Cruz County, California",2012,52900,2407,38681,2537,451,303,776,419,873,417,536,365,3865,891,10506,1645,21674,1746,14219,1393,659,391,435,228,375,268,294,227,1068,438,3492,758,7896,1024
0500000US06089,6089,"Shasta County, California",2012,42265,1908,27251,1663,304,188,2181,612,4587,964,6157,1171,6542,1007,5795,1079,1685,465,15014,1123,2517,753,1640,497,1426,461,2032,556,2457,503,3474,734,1468,554
0500000US06095,6095,"Solano County, California",2012,83408,2784,64835,2634,964,309,2706,689,7758,1006,11507,1744,19753,1853,17407,1623,4740,954,18573,1508,2654,834,823,356,2410,618,3457,754,3684,714,3306,735,2239,752
0500000US06097,6097,"Sonoma County, California",2012,110476,3322,80697,2928,1983,545,938,362,2279,610,3603,792,13401,1613,35760,2452,22733,1786,29779,1878,4005,819,2018,465,1036,419,1385,448,3284,759,9018,1193,9033,1048
0500000US06099,6099,"Stanislaus County, California",2012,93081,2911,69968,2826,1359,482,8619,1267,20158,1967,15295,1877,14131,1692,7047,1104,3359,719,23113,1490,3455,875,4329,773,4130,692,3418,708,3644,739,2326,726,1811,489
0500000US06101,6101,"Sutter County, California",2012,18517,1200,12778,1307,389,248,1281,446,2653,787,3825,916,2489,644,1522,494,619,311,5739,839,629,402,728,304,1239,438,740,364,1419,468,572,255,412,240
0500000US06107,6107,"Tulare County, California",2012,75044,2700,52061,2960,1203,427,8045,1276,13266,1904,11923,1767,10904,1796,4000,1000,2720,869,22983,2086,2974,692,5633,1297,4026,923,3331,771,3694,933,2375,582,950,308
0500000US06111,6111,"Ventura County, California",2012,172028,3950,133540,3838,1530,687,1942,620,3903,925,3620,805,18411,1745,56020,3283,48114,2426,38488,1963,4106,819,2272,588,830,325,2095,613,4590,990,13073,1493,11522,1515
0500000US06113,6113,"Yolo County, California",2012,35683,1960,25818,1717,242,220,218,225,2095,688,3664,922,7603,1132,7163,1027,4833,752,9865,1178,1764,679,607,300,702,359,990,415,1557,539,1605,488,2640,654
