Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; Living in a principal city:,Margin of Error; Living in a principal city:,Estimate; Living in a principal city: - Worked in Metropolitan Statistical Area of residence:,Margin of Error; Living in a principal city: - Worked in Metropolitan Statistical Area of residence:,Estimate; Living in a principal city: - Worked in Metropolitan Statistical Area of residence: - Worked in a principal city,Margin of Error; Living in a principal city: - Worked in Metropolitan Statistical Area of residence: - Worked in a principal city,Estimate; Living in a principal city: - Worked in Metropolitan Statistical Area of residence: - Worked outside any principal city,Margin of Error; Living in a principal city: - Worked in Metropolitan Statistical Area of residence: - Worked outside any principal city,Estimate; Living in a principal city: - Worked in a different Metropolitan Statistical Area:,Margin of Error; Living in a principal city: - Worked in a different Metropolitan Statistical Area:,Estimate; Living in a principal city: - Worked in a different Metropolitan Statistical Area: - Worked in a principal city,Margin of Error; Living in a principal city: - Worked in a different Metropolitan Statistical Area: - Worked in a principal city,Estimate; Living in a principal city: - Worked in a different Metropolitan Statistical Area: - Worked outside any principal city,Margin of Error; Living in a principal city: - Worked in a different Metropolitan Statistical Area: - Worked outside any principal city,Estimate; Living in a principal city: - Worked in a Micropolitan Statistical Area:,Margin of Error; Living in a principal city: - Worked in a Micropolitan Statistical Area:,Estimate; Living in a principal city: - Worked in a Micropolitan Statistical Area: - Worked in a principal city,Margin of Error; Living in a principal city: - Worked in a Micropolitan Statistical Area: - Worked in a principal city,Estimate; Living in a principal city: - Worked in a Micropolitan Statistical Area: - Worked outside any principal city,Margin of Error; Living in a principal city: - Worked in a Micropolitan Statistical Area: - Worked outside any principal city,Estimate; Living in a principal city: - Worked outside any Metropolitan or Micropolitan Statistical Area,Margin of Error; Living in a principal city: - Worked outside any Metropolitan or Micropolitan Statistical Area,Estimate; Living outside any principal city:,Margin of Error; Living outside any principal city:,Estimate; Living outside any principal city: - Worked in Metropolitan Statistical Area of residence:,Margin of Error; Living outside any principal city: - Worked in Metropolitan Statistical Area of residence:,Estimate; Living outside any principal city: - Worked in Metropolitan Statistical Area of residence: - Worked in a principal city,Margin of Error; Living outside any principal city: - Worked in Metropolitan Statistical Area of residence: - Worked in a principal city,Estimate; Living outside any principal city: - Worked in Metropolitan Statistical Area of residence: - Worked outside any principal city,Margin of Error; Living outside any principal city: - Worked in Metropolitan Statistical Area of residence: - Worked outside any principal city,Estimate; Living outside any principal city: - Worked in a different Metropolitan Statistical Area:,Margin of Error; Living outside any principal city: - Worked in a different Metropolitan Statistical Area:,Estimate; Living outside any principal city: - Worked in a different Metropolitan Statistical Area: - Worked in a principal city,Margin of Error; Living outside any principal city: - Worked in a different Metropolitan Statistical Area: - Worked in a principal city,Estimate; Living outside any principal city: - Worked in a different Metropolitan Statistical Area: - Worked outside any principal city,Margin of Error; Living outside any principal city: - Worked in a different Metropolitan Statistical Area: - Worked outside any principal city,Estimate; Living outside any principal city: - Worked in a Micropolitan Statistical Area:,Margin of Error; Living outside any principal city: - Worked in a Micropolitan Statistical Area:,Estimate; Living outside any principal city: - Worked in a Micropolitan Statistical Area: - Worked in a principal city,Margin of Error; Living outside any principal city: - Worked in a Micropolitan Statistical Area: - Worked in a principal city,Estimate; Living outside any principal city: - Worked in a Micropolitan Statistical Area: - Worked outside any principal city,Margin of Error; Living outside any principal city: - Worked in a Micropolitan Statistical Area: - Worked outside any principal city,Estimate; Living outside any principal city: - Worked outside any Metropolitan or Micropolitan Statistical Area,Margin of Error; Living outside any principal city: - Worked outside any Metropolitan or Micropolitan Statistical Area
0500000US06037,6037,"Los Angeles County, California",2009,4388488,20534,2567201,21088,2492255,21753,1969395,19846,522860,12391,72782,4391,39202,3520,33580,3044,724,406,333,286,391,293,1440,606,1821287,16084,1749252,16323,771503,13946,977749,16715,70249,5178,34204,3218,36045,3740,264,229,96,157,168,169,1522,534
0500000US06039,6039,"Madera County, California",2009,44731,3035,18693,2573,13067,2240,9426,1991,3641,1050,5626,1263,3335,1036,2291,862,0,294,0,294,0,294,0,294,26038,2602,16129,1819,4061,1225,12068,1676,9291,1936,6550,1309,2741,1111,75,124,0,294,75,124,543,366
0500000US06041,6041,"Marin County, California",2009,121244,3170,28045,1958,27063,2082,18437,2242,8626,1430,982,524,715,453,267,293,0,294,0,294,0,294,0,294,93199,3379,86793,3415,37511,2531,49282,2781,6180,1393,3918,1189,2262,699,43,73,0,294,43,73,183,179
0500000US06047,6047,"Merced County, California",2009,84971,3466,26939,1942,23406,2053,17166,1882,6240,1265,3398,1082,2055,933,1343,636,48,79,0,294,48,79,87,98,58032,3406,41124,3580,9305,1409,31819,3290,16646,1964,5669,1269,10977,1858,150,245,0,294,150,245,112,133
0500000US06053,6053,"Monterey County, California",2009,175688,4466,62187,3498,56628,3351,36357,3370,20271,2973,5498,1287,2315,929,3183,1007,61,102,0,294,61,102,0,294,113501,3644,101683,3897,16724,2239,84959,3813,11494,2075,7571,1535,3923,1071,176,282,0,294,176,282,148,128
0500000US06055,6055,"Napa County, California",2009,62487,2205,36787,2123,29211,2107,18563,2148,10648,1841,7350,1599,3674,951,3676,1164,43,72,0,294,43,72,183,226,25700,1705,16161,1673,4498,975,11663,1494,9257,1580,5828,1367,3429,975,282,241,47,80,235,232,0,294
0500000US06059,6059,"Orange County, California",2009,1418167,9740,696203,10647,674485,10717,512345,11215,162140,8059,21056,2608,10567,2033,10489,1766,425,363,201,256,224,250,237,183,721964,8493,692200,8658,326894,8588,365306,8915,29194,2772,15196,1861,13998,2022,115,134,0,294,115,134,455,267
0500000US06061,6061,"Placer County, California",2009,157603,3666,52426,2909,50261,3279,33856,2761,16405,2407,2114,1008,1390,857,724,509,0,294,0,294,0,294,51,89,105177,3747,96006,3892,32346,2688,63660,3631,5885,1451,2645,822,3240,1096,2874,1180,1772,1011,1102,569,412,555
0500000US06065,6065,"Riverside County, California",2009,836155,11323,192139,6507,157251,6341,105729,5494,51522,4040,34488,3435,18834,2487,15654,2397,73,120,73,120,0,294,327,205,644016,9962,510379,9589,120173,6743,390206,9259,132380,5090,76127,4451,56253,4236,375,256,181,177,194,189,882,470
0500000US06067,6067,"Sacramento County, California",2009,590272,9085,292906,8701,279495,8373,206521,7538,72974,4418,12574,2148,6281,1378,6293,1567,289,204,192,186,97,84,548,385,297366,7479,275946,7293,156736,7042,119210,5363,20329,2965,9648,1914,10681,2250,232,189,57,94,175,164,859,458
0500000US06071,6071,"San Bernardino County, California",2009,791651,8857,262956,6621,205287,6527,130313,6377,74974,5175,57669,3984,29899,2959,27770,3176,0,294,0,294,0,294,0,294,528695,8220,410768,8911,136416,6673,274352,8774,117007,5655,57928,4295,59079,4573,342,338,65,107,277,323,578,339
0500000US06073,6073,"San Diego County, California",2009,1406411,15434,726850,10653,709345,10508,586483,11165,122862,5900,14997,2018,8927,1683,6070,1204,342,319,342,319,0,294,2166,752,679561,10708,652591,10694,277425,8008,375166,9909,23916,2520,11637,1856,12279,1549,433,321,119,147,314,284,2621,1048
0500000US06077,6077,"San Joaquin County, California",2009,256302,7138,104472,4393,86777,4556,63150,3784,23627,2590,16182,2421,8859,1851,7323,1906,367,391,0,294,367,391,1146,793,151830,6447,98250,5139,27767,3057,70483,4464,52695,4518,29693,3298,23002,2785,109,127,0,294,109,127,776,507
0500000US06079,6079,"San Luis Obispo County, California",2009,120185,3652,32524,2603,30354,2660,23085,2524,7269,1272,2170,795,914,482,1256,688,0,294,0,294,0,294,0,294,87661,3249,77200,3753,24505,2888,52695,3617,10397,2035,6690,1715,3707,904,64,107,0,294,64,107,0,294
0500000US06081,6081,"San Mateo County, California",2009,352698,6570,116150,3931,100420,3875,68653,3572,31767,2581,15666,2173,14027,2056,1639,586,0,294,0,294,0,294,64,107,236548,5721,194253,5312,99046,4952,95207,5535,41780,2899,35811,3214,5969,1239,66,107,0,294,66,107,449,379
0500000US06083,6083,"Santa Barbara County, California",2009,180458,4151,90790,3260,84082,3377,67597,3353,16485,2214,6416,1261,1987,657,4429,1094,94,113,45,77,49,83,198,193,89668,3719,84480,3674,38430,2875,46050,3917,5098,1239,1987,635,3111,1080,0,294,0,294,0,294,90,145
0500000US06085,6085,"Santa Clara County, California",2009,829662,10075,683835,9404,594504,9416,539637,10074,54867,4265,88224,4712,55789,3960,32435,3099,70,116,70,116,0,294,1037,562,145827,5058,130987,5113,74188,4036,56799,4059,14485,2129,8928,1689,5557,1242,0,294,0,294,0,294,355,286
0500000US06087,6087,"Santa Cruz County, California",2009,116061,4192,43611,3001,36328,3129,27567,2923,8761,1813,7283,1846,3918,1009,3365,1290,0,294,0,294,0,294,0,294,72450,3058,53729,3364,19527,2978,34202,2983,18634,2465,11837,1992,6797,1377,49,85,0,294,49,85,38,66
0500000US06089,6089,"Shasta County, California",2009,69140,3085,37281,2566,35259,2634,29731,2642,5528,1034,940,490,408,333,532,382,684,448,684,448,0,294,398,350,31859,1908,29402,1956,16049,1756,13353,1583,918,488,473,313,445,344,887,426,503,314,384,301,652,483
0500000US06095,6095,"Solano County, California",2009,181460,4498,95557,3292,49796,3119,38751,2877,11045,1663,45557,3281,23868,2531,21689,2116,32,52,0,294,32,52,172,209,85903,3415,55934,3093,22532,2884,33402,2816,29803,2363,15487,2123,14316,1723,0,294,0,294,0,294,166,198
0500000US06097,6097,"Sonoma County, California",2009,222386,4457,101369,4050,83539,3978,64716,4105,18823,2212,16381,2304,8043,1725,8338,1488,1391,811,194,315,1197,754,58,97,121017,3569,102034,3426,41573,3213,60461,3317,17837,2500,8345,1290,9492,1894,1146,544,292,250,854,470,0,294
0500000US06099,6099,"Stanislaus County, California",2009,193642,4258,76178,3288,63345,3034,43609,3068,19736,2238,12633,1779,4768,1071,7865,1452,200,272,0,294,200,272,0,294,117464,4388,87914,4518,28092,2958,59822,3965,28475,2765,12347,1866,16128,2329,500,300,124,202,376,228,575,380
0500000US06101,6101,"Sutter County, California",2009,35808,1809,23880,1961,17588,1893,11294,1687,6294,1194,6027,1540,2697,882,3330,1015,112,118,34,61,78,99,153,182,11928,1226,8255,1128,3266,742,4989,1012,3327,808,1852,731,1475,535,0,294,0,294,0,294,346,291
0500000US06107,6107,"Tulare County, California",2009,159921,5139,66863,3724,60025,3776,44863,3341,15162,2329,6838,1211,4057,1019,2781,878,0,294,0,294,0,294,0,294,93058,4001,80488,3658,23372,2290,57116,3305,12505,2000,4589,1152,7916,1413,0,294,0,294,0,294,65,85
0500000US06111,6111,"Ventura County, California",2009,367501,5619,218697,5293,176409,5101,143630,4701,32779,3398,42111,3555,23056,2844,19055,2699,0,294,0,294,0,294,177,177,148804,3984,104615,4418,41034,3316,63581,3490,44189,3148,31162,3133,13027,1584,0,294,0,294,0,294,0,294
0500000US06113,6113,"Yolo County, California",2009,86234,3444,24391,2111,22446,2142,13995,1818,8451,1594,1771,661,614,387,1157,544,0,294,0,294,0,294,174,228,61843,2855,55301,2807,21525,2170,33776,2382,6445,1339,3032,1010,3413,932,0,294,0,294,0,294,97,153
0500000US06001,6001,"Alameda County, California",2010,678334,9174,450774,6802,395205,7103,313942,7307,81263,4667,54654,3822,46828,3519,7826,1749,86,101,45,74,41,69,829,488,227560,6962,203784,6391,111882,6040,91902,4720,23118,2464,20610,2369,2508,794,0,294,0,294,0,294,658,404
0500000US06007,6007,"Butte County, California",2010,83746,3503,38964,2471,36236,2669,29649,2412,6587,1325,1200,652,950,600,250,225,805,516,279,270,526,428,723,359,44782,2899,39844,2815,11114,1904,28730,2957,3934,921,1835,703,2099,751,378,308,47,56,331,302,626,596
0500000US06013,6013,"Contra Costa County, California",2010,463732,8849,28119,1888,25944,1827,16941,1953,9003,1582,2063,749,1178,503,885,534,0,294,0,294,0,294,112,134,435613,8505,406046,8819,142986,6771,263060,8566,28664,3270,22583,2754,6081,1211,152,177,88,144,64,106,751,417
0500000US06019,6019,"Fresno County, California",2010,346889,7208,181596,5840,171021,5998,136841,5819,34180,3631,10575,1981,4573,1277,6002,1582,0,294,0,294,0,294,0,294,165293,5509,149088,5551,63370,4559,85718,4930,16032,2396,6786,1525,9246,1700,65,80,29,48,36,62,108,127
0500000US06025,6025,"Imperial County, California",2010,54001,2464,15621,1541,14882,1541,8626,1384,6256,1326,602,376,79,96,523,369,0,294,0,294,0,294,137,165,38380,2192,34961,2186,10873,1590,24088,2310,2300,876,678,400,1622,764,0,294,0,294,0,294,1119,720
0500000US06029,6029,"Kern County, California",2010,301281,6358,147579,5198,140497,4917,100760,4580,39737,3829,6870,1399,2942,759,3928,1271,0,294,0,294,0,294,212,307,153702,5275,140387,5196,48283,3882,92104,5184,13172,2035,4231,1281,8941,1787,96,111,0,294,96,111,47,77
0500000US06031,6031,"Kings County, California",2010,55163,2910,24767,2245,19908,2249,14458,2206,5450,1360,4819,1366,2198,871,2621,1047,40,67,0,294,40,67,0,294,30396,2685,23546,2829,6508,1316,17038,2763,6850,1589,2142,755,4708,1490,0,294,0,294,0,294,0,294
0500000US06037,6037,"Los Angeles County, California",2010,4283494,22485,2494273,18136,2421544,18851,1925605,19159,495939,10553,70176,4863,41129,4458,29047,2874,597,460,193,316,404,331,1956,593,1789221,16780,1715096,16393,769237,15962,945859,13491,72815,4606,31655,2886,41160,3901,349,404,349,404,0,294,961,469
0500000US06039,6039,"Madera County, California",2010,41928,3110,20788,2523,13698,2230,9788,1513,3910,1401,7036,1642,4567,1368,2469,953,0,294,0,294,0,294,54,91,21140,2200,12497,1788,3606,917,8891,1605,8201,1384,5980,1238,2221,811,0,294,0,294,0,294,442,355
0500000US06041,6041,"Marin County, California",2010,117025,3523,28630,2235,26919,2319,17672,2266,9247,2000,1711,919,952,540,759,780,0,294,0,294,0,294,0,294,88395,3206,80791,3046,38102,3051,42689,2563,7228,1677,4693,1258,2535,1198,140,227,0,294,140,227,236,219
0500000US06047,6047,"Merced County, California",2010,91846,4004,28351,2580,25014,2630,16152,2472,8862,1676,3261,1020,2023,747,1238,535,76,130,0,294,76,130,0,294,63495,3378,44126,3177,10972,1514,33154,3075,19196,2472,7466,1471,11730,2145,0,294,0,294,0,294,173,209
0500000US06053,6053,"Monterey County, California",2010,178998,4247,59459,3147,54822,3264,38254,2841,16568,2282,4637,1207,3040,976,1597,602,0,294,0,294,0,294,0,294,119539,3804,106520,4028,19028,2626,87492,4504,12863,2322,7910,1801,4953,1266,0,294,0,294,0,294,156,151
0500000US06055,6055,"Napa County, California",2010,61310,3470,33452,2385,28233,2474,17859,2104,10374,1681,5219,1186,3450,988,1769,600,0,294,0,294,0,294,0,294,27858,2677,20015,2303,5235,1333,14780,2259,7603,1693,4380,1362,3223,890,240,302,0,294,240,302,0,294
0500000US06059,6059,"Orange County, California",2010,1390898,12672,677787,10782,653987,10410,492366,10955,161621,6297,22833,2922,11082,1832,11751,2148,236,197,64,106,172,167,731,440,713111,8195,687395,8623,321595,7731,365800,7873,24699,2564,11671,1792,13028,1605,385,249,76,124,309,214,632,392
0500000US06061,6061,"Placer County, California",2010,149735,3410,52900,2860,51244,2846,37405,2725,13839,2178,1517,776,707,491,810,578,83,142,0,294,83,142,56,100,96835,3316,88857,3374,32977,2816,55880,3896,6095,1275,2777,801,3318,1099,1823,568,1035,447,788,460,60,103
0500000US06065,6065,"Riverside County, California",2010,832355,11145,201438,6943,160707,6524,98070,5723,62637,4938,40486,4238,23578,3094,16908,2598,117,142,0,294,117,142,128,153,630917,10014,493288,10666,144013,6765,349275,9947,136896,5937,81011,5185,55885,4104,153,254,0,294,153,254,580,333
0500000US06067,6067,"Sacramento County, California",2010,579753,8652,282721,7822,267293,7669,200230,5985,67063,4755,14141,2102,8050,1542,6091,1313,686,512,266,351,420,372,601,389,297032,8016,279581,8091,151077,6990,128504,6572,15911,2233,8215,1508,7696,1673,462,360,227,217,235,287,1078,502
0500000US06071,6071,"San Bernardino County, California",2010,781988,9610,258480,6997,207782,7591,131843,6802,75939,4918,50312,3814,22781,2991,27531,2711,0,294,0,294,0,294,386,320,523508,8376,405121,9274,133998,6286,271123,9068,117359,6023,61723,4976,55636,4167,333,544,0,294,333,544,695,407
0500000US06073,6073,"San Diego County, California",2010,1389165,15552,722805,11141,703856,10475,582910,10061,120946,5447,17271,2222,11259,1778,6012,1204,248,291,0,294,248,291,1430,691,666360,11590,643441,11412,289234,9162,354207,10703,19803,2310,9888,1645,9915,1837,203,262,50,82,153,250,2913,1090
0500000US06077,6077,"San Joaquin County, California",2010,255751,6473,106639,4622,90563,4276,63776,4176,26787,3322,15453,2080,8649,1559,6804,1652,335,343,229,283,106,123,288,242,149112,4624,98789,4680,28169,2942,70620,4251,49333,4120,26805,3141,22528,2896,507,395,133,219,374,333,483,344
0500000US06079,6079,"San Luis Obispo County, California",2010,115332,4153,35454,2393,32717,2425,22027,2626,10690,1696,2737,885,1297,563,1440,623,0,294,0,294,0,294,0,294,79878,3501,69644,3477,19942,2204,49702,3669,10234,1653,6772,1341,3462,951,0,294,0,294,0,294,0,294
0500000US06081,6081,"San Mateo County, California",2010,352684,5789,117798,4140,102691,4296,66058,3640,36633,3482,15058,1981,13795,1899,1263,442,0,294,0,294,0,294,49,81,234886,5205,199808,5435,104103,4405,95705,4746,34765,2778,28873,2711,5892,1260,71,122,0,294,71,122,242,253
0500000US06083,6083,"Santa Barbara County, California",2010,182446,3711,99073,3454,92770,3251,73006,3298,19764,2413,6196,1319,2975,978,3221,944,0,294,0,294,0,294,107,126,83373,3196,78841,3240,32072,2661,46769,3068,4437,1065,2639,884,1798,542,0,294,0,294,0,294,95,134
0500000US06085,6085,"Santa Clara County, California",2010,812674,8215,674258,7389,583727,9066,526810,9412,56917,4637,89155,5055,54610,4422,34545,3480,691,459,157,181,534,384,685,460,138416,4682,120817,4817,71686,3986,49131,4080,17309,2255,9807,1521,7502,1443,0,294,0,294,0,294,290,194
0500000US06087,6087,"Santa Cruz County, California",2010,114373,7397,46866,5222,39996,4557,30633,3981,9363,1913,6707,1674,4203,1177,2504,859,58,97,0,294,58,97,105,171,67507,4305,49070,3807,21240,2825,27830,2935,18321,2399,13534,1968,4787,1064,116,193,0,294,116,193,0,294
0500000US06089,6089,"Shasta County, California",2010,62567,3681,32487,3217,31234,3085,25917,2947,5317,1317,74,122,0,294,74,122,734,538,584,494,150,235,445,448,30080,2185,27857,2127,13947,2167,13910,1818,744,431,566,460,178,194,1245,691,509,472,736,489,234,204
0500000US06095,6095,"Solano County, California",2010,178631,5968,94493,3981,53546,4213,40416,3424,13130,2272,40799,3397,20609,2477,20190,2365,0,294,0,294,0,294,148,149,84138,4905,57944,3868,21416,2612,36528,3516,25967,2877,13888,2177,12079,2075,195,186,0,294,195,186,32,52
0500000US06097,6097,"Sonoma County, California",2010,219015,5553,99357,4114,81765,4445,60473,3615,21292,2668,17304,2247,6938,1131,10366,2031,288,264,127,152,161,218,0,294,119658,4178,100736,4026,38732,3028,62004,3758,18088,2195,9674,1784,8414,1563,743,360,217,210,526,314,91,150
0500000US06099,6099,"Stanislaus County, California",2010,193710,5531,74571,3662,60318,3059,41031,2920,19287,2078,14253,2326,5957,1452,8296,1724,0,294,0,294,0,294,0,294,119139,4392,93213,5047,28825,3047,64388,4093,24977,2944,8142,1539,16835,2421,819,497,0,294,819,497,130,152
0500000US06101,6101,"Sutter County, California",2010,35971,2436,24836,1893,18274,1895,11956,1609,6318,1433,5240,1259,2719,947,2521,862,808,493,167,194,641,437,514,427,11135,1492,6435,1351,2936,858,3499,1383,3598,948,1298,539,2300,886,168,212,71,125,97,165,934,693
0500000US06107,6107,"Tulare County, California",2010,166275,3965,69854,3414,59600,2864,42713,2978,16887,2110,10254,1952,6362,1233,3892,1375,0,294,0,294,0,294,0,294,96421,3233,83630,3312,22585,2303,61045,3605,12718,1669,5393,1120,7325,1387,0,294,0,294,0,294,73,125
0500000US06111,6111,"Ventura County, California",2010,380895,7353,226303,6889,188547,6188,151367,5768,37180,3805,37613,3369,20140,2570,17473,2416,0,294,0,294,0,294,143,111,154592,4563,110167,4548,45649,3789,64518,4561,44004,3834,30853,3015,13151,1969,0,294,0,294,0,294,421,367
0500000US06113,6113,"Yolo County, California",2010,84903,6535,24385,2100,21160,2145,13459,1688,7701,1640,3015,1095,801,544,2214,1029,53,86,53,86,0,294,157,253,60518,5640,53969,5217,19112,2196,34857,4143,6426,1530,3573,1126,2853,960,0,294,0,294,0,294,123,159
0500000US06001,6001,"Alameda County, California",2011,667682,9937,446235,7977,394912,8106,313990,8124,80922,4772,50412,3716,44277,3758,6135,1011,149,185,102,170,47,79,762,504,221447,5878,196751,5639,108684,4621,88067,4633,24401,2790,20211,2642,4190,866,115,134,115,134,0,208,180,173
0500000US06007,6007,"Butte County, California",2011,82842,3182,37968,2671,35488,2728,27890,2716,7598,1571,1307,732,785,555,522,429,518,445,71,108,447,421,655,359,44874,3373,40505,3084,12004,2199,28501,2519,3545,1251,1553,665,1992,812,303,260,20,35,283,256,521,310
0500000US06013,6013,"Contra Costa County, California",2011,471399,8863,32162,2660,30162,2601,20030,2236,10132,1947,1828,818,1129,617,699,482,0,208,0,208,0,208,172,181,439237,8646,409425,8802,145208,6136,264217,8328,28934,3395,21599,2616,7335,1741,138,133,31,50,107,123,740,568
0500000US06019,6019,"Fresno County, California",2011,340528,8282,180477,6096,167479,6191,133642,5965,33837,3632,12716,2064,5887,1282,6829,1511,215,201,69,91,146,178,67,113,160051,6362,143748,5989,61423,3827,82325,5467,16303,2761,5234,1182,11069,2320,0,208,0,208,0,208,0,208
0500000US06029,6029,"Kern County, California",2011,308929,7649,156399,5743,149026,5767,109285,5940,39741,3189,7188,1685,3453,1260,3735,1431,75,132,0,208,75,132,110,135,152530,5421,139621,5503,44686,3700,94935,5255,12220,2271,3787,1052,8433,2289,400,291,0,208,400,291,289,336
0500000US06031,6031,"Kings County, California",2011,53207,2400,26689,1886,20958,1962,13776,1964,7182,1597,5605,1315,2951,885,2654,959,0,208,0,208,0,208,126,217,26518,2004,22259,2247,5309,1027,16950,1993,4259,1169,1339,487,2920,945,0,208,0,208,0,208,0,208
0500000US06037,6037,"Los Angeles County, California",2011,4303073,19147,2513642,13781,2442439,14211,1930780,14820,511659,10724,68037,4330,39173,3441,28864,2483,1082,475,453,328,629,362,2084,676,1789431,16166,1714469,16394,769909,13315,944560,15165,72909,5397,36043,3722,36866,3027,662,405,272,295,390,238,1391,493
0500000US06039,6039,"Madera County, California",2011,41235,3176,20724,2276,14821,2043,11262,2032,3559,1008,5903,1475,3402,1026,2501,1141,0,208,0,208,0,208,0,208,20511,2452,13861,2170,4139,1017,9722,1887,6621,1514,4366,1211,2255,959,0,208,0,208,0,208,29,44
0500000US06041,6041,"Marin County, California",2011,118997,4261,28113,1781,26653,1885,18207,2021,8446,1874,1361,878,1073,826,288,291,34,57,0,208,34,57,65,113,90884,4066,85210,4005,34501,3119,50709,3413,5602,1281,3580,1116,2022,937,72,123,0,208,72,123,0,208
0500000US06047,6047,"Merced County, California",2011,91605,3776,29573,2241,25132,2060,18432,2051,6700,1486,4299,1335,2821,1222,1478,649,0,208,0,208,0,208,142,154,62032,3333,41789,3013,9549,1642,32240,2664,20243,2645,7118,1602,13125,2320,0,208,0,208,0,208,0,208
0500000US06053,6053,"Monterey County, California",2011,168252,5937,60483,3139,55259,3032,36217,3054,19042,2377,5224,1536,2125,867,3099,1271,0,208,0,208,0,208,0,208,107769,4935,96257,4685,16938,2017,79319,4576,11355,1885,7477,1600,3878,979,69,110,69,110,0,208,88,143
0500000US06055,6055,"Napa County, California",2011,63615,2915,37569,2256,31996,2148,21663,1989,10333,1650,5573,1413,2510,920,3063,874,0,208,0,208,0,208,0,208,26046,2139,18104,2023,4486,1056,13618,1850,7914,1330,4675,953,3239,865,28,36,19,32,9,17,0,208
0500000US06059,6059,"Orange County, California",2011,1412589,11191,685484,9557,667520,9603,510116,9017,157404,5099,17365,1960,8122,1170,9243,1664,155,163,32,53,123,154,444,344,727105,8285,699588,7897,335677,8237,363911,9718,26634,2681,11969,1757,14665,1965,161,162,41,70,120,146,722,349
0500000US06061,6061,"Placer County, California",2011,153121,4959,53947,3740,50497,3622,36282,3328,14215,2249,3081,1115,1135,589,1946,884,109,183,109,183,0,208,260,253,99174,3985,88475,4021,33185,2964,55290,4638,8751,1983,3310,1080,5441,1841,1948,808,996,302,952,726,0,208
0500000US06065,6065,"Riverside County, California",2011,840812,11476,202639,6961,162550,6712,103856,5707,58694,4913,40089,4432,23086,3798,17003,2981,0,208,0,208,0,208,0,208,638173,10376,502222,10930,145894,9070,356328,9749,134903,6884,78507,5144,56396,5064,183,220,183,220,0,208,865,531
0500000US06067,6067,"Sacramento County, California",2011,587883,10241,291798,7806,277599,7622,209360,8003,68239,4286,13261,2628,7026,1861,6235,1468,242,282,242,282,0,208,696,460,296085,7979,274441,7829,152222,7120,122219,6488,20601,2659,9869,1895,10732,2018,384,326,384,326,0,208,659,405
0500000US06071,6071,"San Bernardino County, California",2011,779457,13422,249925,8449,193740,7598,120988,6774,72752,4957,56042,5260,28141,4266,27901,3224,80,130,80,130,0,208,63,73,529532,12070,401683,12050,134604,7794,267079,9535,127015,8198,61364,4889,65651,6637,204,182,85,102,119,147,630,586
0500000US06073,6073,"San Diego County, California",2011,1416596,12803,744873,9598,728234,9786,587488,9281,140746,6815,14986,2296,9970,1842,5016,1021,267,215,53,88,214,197,1386,554,671723,10714,647305,10577,291503,9831,355802,9697,21989,2533,10523,1870,11466,1986,207,165,128,134,79,95,2222,861
0500000US06077,6077,"San Joaquin County, California",2011,256675,6353,104072,4387,85612,4307,60886,3718,24726,3075,17420,2422,9777,1747,7643,1538,511,651,0,208,511,651,529,405,152603,5542,103157,5708,26856,3380,76301,5568,48431,4265,28390,4183,20041,2552,251,209,80,95,171,187,764,481
0500000US06079,6079,"San Luis Obispo County, California",2011,117027,4097,36328,2495,34235,2606,20263,2298,13972,2424,2035,936,716,451,1319,866,0,208,0,208,0,208,58,92,80699,3662,71027,3692,22588,2457,48439,3731,9313,1821,5960,1543,3353,998,0,208,0,208,0,208,359,426
0500000US06081,6081,"San Mateo County, California",2011,356553,5610,120260,4125,103328,3771,69013,3946,34315,3273,16717,1937,12748,1653,3969,1484,215,294,215,294,0,208,0,208,236293,5535,196081,5227,103822,5436,92259,4803,39807,3024,31776,2836,8031,1587,124,148,73,120,51,87,281,221
0500000US06083,6083,"Santa Barbara County, California",2011,196607,4951,106453,4155,98365,4278,78025,4517,20340,2190,8088,1846,3184,898,4904,1457,0,208,0,208,0,208,0,208,90154,3890,84867,3972,40805,2709,44062,3471,5087,964,2388,657,2699,663,0,208,0,208,0,208,200,231
0500000US06085,6085,"Santa Clara County, California",2011,835675,9199,697191,9352,603406,9428,544012,9634,59394,3638,93268,4155,61020,3632,32248,2651,74,86,0,208,74,86,443,299,138484,4800,122659,4810,69621,4022,53038,3902,15576,2150,10610,1971,4966,1000,0,208,0,208,0,208,249,206
0500000US06087,6087,"Santa Cruz County, California",2011,125855,2798,51201,2717,41953,2833,33013,2693,8940,1594,9248,1804,4933,1395,4315,905,0,208,0,208,0,208,0,208,74654,2708,56077,2851,23159,2437,32918,2469,18425,2026,11635,1551,6790,1405,85,139,0,208,85,139,67,120
0500000US06089,6089,"Shasta County, California",2011,65841,3228,36058,2318,33466,2315,29181,2420,4285,1129,1315,563,708,487,607,347,617,333,178,178,439,295,660,468,29783,2142,27707,2110,14608,1750,13099,1733,635,315,174,204,461,242,858,546,575,484,283,234,583,353
0500000US06095,6095,"Solano County, California",2011,179002,4371,96666,3800,52478,3804,39697,3515,12781,2172,44188,3157,21963,2530,22225,2431,0,208,0,208,0,208,0,208,82336,3600,54886,3079,20537,2448,34349,2657,27329,2904,11487,2082,15842,2139,0,208,0,208,0,208,121,199
