GeoID,Date,Affordability
6037,7/1/2003,0.2700
6037,8/1/2003,0.2400
6037,9/1/2003,0.2400
6037,10/1/2003,0.2400
6037,11/1/2003,0.2300
6037,12/1/2003,0.2300
6037,1/1/2004,0.2300
6037,2/1/2004,0.2200
6037,3/1/2004,0.2200
6037,4/1/2004,0.2000
6037,5/1/2004,0.1800
6037,6/1/2004,0.1700
6037,7/1/2004,0.1700
6037,8/1/2004,0.1700
6037,9/1/2004,0.1700
6037,10/1/2004,0.1700
6037,11/1/2004,0.1700
6037,12/1/2004,0.1700
6037,1/1/2005,0.1700
6037,2/1/2005,0.1700
6037,3/1/2005,0.1700
6037,4/1/2005,0.1600
6037,5/1/2005,0.1500
6037,6/1/2005,0.1500
6037,7/1/2005,0.1400
6037,8/1/2005,0.1200
6037,9/1/2005,0.1300
6037,10/1/2005,0.1200
6037,11/1/2005,0.1100
6037,12/1/2005,0.1200
6037,3/1/2006,0.1100
6037,6/1/2006,0.0900
6037,9/1/2006,0.0900
6037,12/1/2006,0.0900
6037,3/1/2007,0.1000
6037,6/1/2007,0.1000
6037,9/1/2007,0.0900
6037,12/1/2007,0.1500
6037,3/1/2008,0.2000
6037,6/1/2008,0.2200
6037,9/1/2008,0.2500
6037,12/1/2008,0.3000
6037,3/1/2009,0.4100
6037,6/1/2009,0.4100
6037,9/1/2009,0.3500
6037,12/1/2009,0.3500
6037,3/1/2010,0.4300
6037,6/1/2010,0.4300
6037,9/1/2010,0.3800
6037,12/1/2010,0.4300
6037,3/1/2011,0.4600
6037,6/1/2011,0.4600
6037,9/1/2011,0.4200
6037,12/1/2011,0.4800
6037,3/1/2012,0.5100
6037,6/1/2012,0.4900
6037,9/1/2012,0.4200
6037,12/1/2012,0.4400
6037,3/1/2013,0.4200
6037,6/1/2013,0.3700
6037,9/1/2013,0.2700
6037,12/1/2013,0.3000
6037,3/1/2014,0.3100
6037,6/1/2014,0.3000
6037,9/1/2014,0.2500
6037,12/1/2014,0.2800
6037,3/1/2015,0.3100
6039,3/1/2010,0.6500
6039,6/1/2010,0.6700
6039,9/1/2010,0.6800
6039,12/1/2010,0.7000
6039,3/1/2011,0.6800
6039,6/1/2011,0.7200
6039,9/1/2011,0.7400
6039,12/1/2011,0.7500
6039,3/1/2012,0.7700
6039,6/1/2012,0.7400
6039,9/1/2012,0.7600
6039,12/1/2012,0.7400
6039,3/1/2013,0.7700
6039,6/1/2013,0.7100
6039,9/1/2013,0.6300
6039,12/1/2013,0.6700
6039,3/1/2014,0.6100
6039,6/1/2014,0.5500
6039,9/1/2014,0.5800
6039,12/1/2014,0.5600
6039,3/1/2015,0.5100
6041,1/1/1991,0.1800
6041,2/1/1991,0.1800
6041,3/1/1991,0.1600
6041,4/1/1991,0.1600
6041,5/1/1991,0.1600
6041,6/1/1991,0.1500
6041,7/1/1991,0.1600
6041,8/1/1991,0.1600
6041,9/1/1991,0.1700
6041,10/1/1991,0.1800
6041,11/1/1991,0.1700
6041,12/1/1991,0.1800
6041,1/1/1992,0.2000
6041,2/1/1992,0.2700
6041,3/1/1992,0.1800
6041,4/1/1992,0.2300
6041,5/1/1992,0.1900
6041,6/1/1992,0.2000
