GeoID,Date,"Car, truck, or van:","Car, truck, or van: - Drove alone","Car, truck, or van: - Carpooled:","Car, truck, or van: - Carpooled: - In 2-person carpool","Car, truck, or van: - Carpooled: - In 3-person carpool","Car, truck, or van: - Carpooled: - In 4-person carpool","Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Public transportation (excluding taxicab):,Public transportation (excluding taxicab): - Bus or trolley bus,Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Public transportation (excluding taxicab): - Subway or elevated,Public transportation (excluding taxicab): - Railroad,Public transportation (excluding taxicab): - Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked at home
6001,31/12/2013,0.7924,0.6855,0.1069,0.0798,0.0165,0.0057,0.0031,0.0019,0.0780,0.0334,0.0001,0.0411,0.0035,0.0000,0.0006,0.0028,0.0207,0.0341,0.0115,0.0599
6007,31/12/2013,0.8505,0.7443,0.1063,0.0735,0.0134,0.0136,0.0017,0.0042,0.0131,0.0131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0259,0.0357,0.0030,0.0677
6013,31/12/2013,0.8544,0.7414,0.1131,0.0781,0.0236,0.0063,0.0025,0.0025,0.0285,0.0174,0.0000,0.0098,0.0013,0.0000,0.0000,0.0021,0.0081,0.0215,0.0106,0.0748
6019,31/12/2013,0.9090,0.7769,0.1321,0.0895,0.0147,0.0135,0.0118,0.0027,0.0101,0.0101,0.0000,0.0000,0.0000,0.0000,0.0003,0.0025,0.0090,0.0166,0.0146,0.0378
6023,31/12/2013,0.8412,0.7532,0.0880,0.0598,0.0121,0.0101,0.0022,0.0038,0.0101,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0163,0.0596,0.0073,0.0639
6025,31/12/2013,0.8971,0.7915,0.1056,0.0637,0.0222,0.0077,0.0083,0.0038,0.0128,0.0128,0.0000,0.0000,0.0000,0.0000,0.0033,0.0012,0.0076,0.0130,0.0238,0.0412
6029,31/12/2013,0.9233,0.7715,0.1519,0.0946,0.0275,0.0104,0.0116,0.0077,0.0102,0.0098,0.0000,0.0000,0.0000,0.0003,0.0003,0.0035,0.0058,0.0143,0.0150,0.0276
6031,31/12/2013,0.9030,0.7558,0.1473,0.0840,0.0142,0.0096,0.0237,0.0156,0.0329,0.0306,0.0000,0.0000,0.0000,0.0023,0.0000,0.0027,0.0044,0.0213,0.0051,0.0306
6037,31/12/2013,0.8307,0.7280,0.1027,0.0795,0.0141,0.0044,0.0026,0.0020,0.0690,0.0592,0.0007,0.0051,0.0040,0.0001,0.0005,0.0027,0.0086,0.0275,0.0107,0.0502
6041,31/12/2013,0.8248,0.7206,0.1042,0.0811,0.0158,0.0048,0.0011,0.0014,0.0236,0.0207,0.0000,0.0020,0.0003,0.0007,0.0001,0.0030,0.0180,0.0265,0.0050,0.0989
6047,31/12/2013,0.8921,0.7863,0.1058,0.0755,0.0166,0.0071,0.0059,0.0008,0.0075,0.0068,0.0000,0.0000,0.0007,0.0000,0.0000,0.0019,0.0056,0.0259,0.0334,0.0335
6053,31/12/2013,0.8331,0.7159,0.1172,0.0874,0.0205,0.0064,0.0020,0.0009,0.0169,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0091,0.0215,0.0590,0.0590
6055,31/12/2013,0.8960,0.7689,0.1271,0.0959,0.0121,0.0050,0.0129,0.0012,0.0038,0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0056,0.0360,0.0029,0.0500
6059,31/12/2013,0.8881,0.7847,0.1034,0.0803,0.0131,0.0057,0.0026,0.0019,0.0239,0.0204,0.0003,0.0002,0.0026,0.0003,0.0003,0.0032,0.0092,0.0185,0.0100,0.0469
6061,31/12/2013,0.8830,0.7887,0.0942,0.0733,0.0096,0.0071,0.0042,0.0000,0.0084,0.0078,0.0000,0.0000,0.0006,0.0000,0.0000,0.0044,0.0094,0.0191,0.0021,0.0737
6065,31/12/2013,0.8847,0.7617,0.1229,0.0947,0.0158,0.0059,0.0041,0.0024,0.0131,0.0122,0.0001,0.0004,0.0004,0.0000,0.0001,0.0040,0.0052,0.0180,0.0093,0.0657
6067,31/12/2013,0.8694,0.7554,0.1140,0.0909,0.0139,0.0053,0.0022,0.0017,0.0329,0.0242,0.0021,0.0039,0.0026,0.0002,0.0000,0.0038,0.0123,0.0232,0.0092,0.0493
6071,31/12/2013,0.9038,0.7855,0.1184,0.0898,0.0196,0.0051,0.0025,0.0014,0.0104,0.0099,0.0001,0.0001,0.0004,0.0000,0.0000,0.0031,0.0048,0.0190,0.0080,0.0509
6073,31/12/2013,0.8579,0.7596,0.0982,0.0773,0.0122,0.0036,0.0038,0.0014,0.0300,0.0261,0.0018,0.0002,0.0017,0.0002,0.0003,0.0064,0.0059,0.0305,0.0066,0.0625
6075,31/12/2013,0.4267,0.3326,0.0941,0.0573,0.0268,0.0062,0.0023,0.0015,0.3945,0.1736,0.0170,0.1660,0.0282,0.0097,0.0034,0.0085,0.0266,0.0777,0.0137,0.0488
6077,31/12/2013,0.9086,0.7703,0.1383,0.1001,0.0227,0.0072,0.0049,0.0034,0.0074,0.0071,0.0000,0.0000,0.0003,0.0000,0.0000,0.0005,0.0091,0.0246,0.0070,0.0427
6079,31/12/2013,0.8364,0.7233,0.1131,0.0734,0.0174,0.0055,0.0116,0.0053,0.0167,0.0167,0.0000,0.0000,0.0000,0.0000,0.0004,0.0026,0.0297,0.0377,0.0059,0.0706
6081,31/12/2013,0.8331,0.7144,0.1188,0.0891,0.0175,0.0060,0.0028,0.0034,0.0730,0.0410,0.0017,0.0146,0.0148,0.0009,0.0005,0.0032,0.0092,0.0275,0.0123,0.0412
6083,31/12/2013,0.8198,0.6783,0.1416,0.1033,0.0184,0.0101,0.0032,0.0066,0.0378,0.0368,0.0000,0.0000,0.0004,0.0006,0.0006,0.0032,0.0433,0.0401,0.0094,0.0459
6085,31/12/2013,0.8648,0.7594,0.1055,0.0818,0.0164,0.0038,0.0025,0.0009,0.0456,0.0302,0.0015,0.0026,0.0112,0.0000,0.0005,0.0038,0.0179,0.0205,0.0105,0.0363
6087,31/12/2013,0.7878,0.6892,0.0986,0.0725,0.0191,0.0026,0.0021,0.0022,0.0209,0.0187,0.0007,0.0007,0.0007,0.0000,0.0004,0.0009,0.0326,0.0440,0.0344,0.0790
6089,31/12/2013,0.9053,0.8210,0.0843,0.0601,0.0152,0.0063,0.0019,0.0008,0.0093,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0109,0.0130,0.0030,0.0572
6095,31/12/2013,0.9030,0.7844,0.1186,0.0834,0.0238,0.0085,0.0022,0.0007,0.0148,0.0141,0.0003,0.0000,0.0004,0.0000,0.0000,0.0033,0.0102,0.0203,0.0087,0.0399
6097,31/12/2013,0.8619,0.7699,0.0920,0.0666,0.0169,0.0065,0.0012,0.0007,0.0148,0.0141,0.0000,0.0006,0.0000,0.0000,0.0000,0.0042,0.0117,0.0299,0.0043,0.0732
6099,31/12/2013,0.9106,0.8094,0.1012,0.0688,0.0199,0.0086,0.0035,0.0004,0.0088,0.0085,0.0000,0.0000,0.0003,0.0000,0.0005,0.0045,0.0072,0.0222,0.0091,0.0371
6107,31/12/2013,0.9286,0.7936,0.1350,0.0920,0.0214,0.0094,0.0097,0.0025,0.0116,0.0106,0.0000,0.0010,0.0000,0.0000,0.0002,0.0008,0.0084,0.0172,0.0161,0.0171
6111,31/12/2013,0.8945,0.7755,0.1190,0.0825,0.0222,0.0105,0.0022,0.0015,0.0077,0.0066,0.0000,0.0000,0.0003,0.0007,0.0002,0.0026,0.0068,0.0224,0.0038,0.0621
6113,31/12/2013,0.8214,0.6536,0.1678,0.1266,0.0218,0.0075,0.0064,0.0055,0.0218,0.0173,0.0000,0.0000,0.0045,0.0000,0.0017,0.0027,0.0836,0.0227,0.0094,0.0368
