GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Native,Margin of Error; Native,Estimate; Foreign born:,Margin of Error; Foreign born:,Estimate; Foreign born: - Naturalized U.S. citizen,Margin of Error; Foreign born: - Naturalized U.S. citizen,Estimate; Foreign born: - Not a U.S. citizen,Margin of Error; Foreign born: - Not a U.S. citizen,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Native,Margin of Error; Same house 1 year ago: - Native,Estimate; Same house 1 year ago: - Foreign born:,Margin of Error; Same house 1 year ago: - Foreign born:,Estimate; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Estimate; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Native,Margin of Error; Moved within same county: - Native,Estimate; Moved within same county: - Foreign born:,Margin of Error; Moved within same county: - Foreign born:,Estimate; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved within same county: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Native,Margin of Error; Moved from different county within same state: - Native,Estimate; Moved from different county within same state: - Foreign born:,Margin of Error; Moved from different county within same state: - Foreign born:,Estimate; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Native,Margin of Error; Moved from different state: - Native,Estimate; Moved from different state: - Foreign born:,Margin of Error; Moved from different state: - Foreign born:,Estimate; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Native,Margin of Error; Moved from abroad: - Native,Estimate; Moved from abroad: - Foreign born:,Margin of Error; Moved from abroad: - Foreign born:,Estimate; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from abroad: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Not a U.S. citizen
6113,31/12/2011,199163,662,152313,4949,46850,5073,20879,3374,25971,3427,150603,5832,116332,4791,34271,4246,16685,3061,17586,2667,24804,4283,18702,3858,6102,2231,2237,976,3865,1742,17502,3822,14886,3449,2616,1142,1933,1053,683,373,1536,826,1092,664,444,453,0,208,444,453,4718,2004,1301,993,3417,1777,24,41,3393,1786
6115,31/12/2011,71586,563,63776,1746,7810,1583,2144,765,5666,1557,55051,3551,49074,3545,5977,1470,1476,648,4501,1466,8034,3037,7515,2921,519,445,0,208,519,445,6119,1970,5397,1815,722,589,180,162,542,537,2278,1195,1790,981,488,460,488,460,0,208,104,165,0,208,104,165,0,208,104,165
6001,31/12/2012,1535807,2203,1056373,9049,479434,8738,258231,7073,221203,8959,1291306,13222,890719,13570,400587,7651,230187,6605,170400,6829,142554,11110,96678,8005,45876,4952,18184,2973,27692,4015,62064,5746,46140,4699,15924,2502,6859,1707,9065,1660,24882,3618,19086,2842,5796,1656,2002,977,3794,1336,15001,2443,3750,1188,11251,2017,999,446,10252,1890
6007,31/12/2012,219221,688,200817,2150,18404,1968,9723,1576,8681,1603,174532,4898,158740,4784,15792,1966,8966,1579,6826,1486,31458,4485,30503,4310,955,569,369,306,586,459,10852,2033,9861,1893,991,467,265,245,726,446,1518,674,1375,634,143,166,123,161,20,37,861,596,338,250,523,518,0,197,523,518
6013,31/12/2012,1067837,1866,809127,8762,258710,8504,138751,5731,119959,7753,919324,9771,699902,10825,219422,8687,123238,5114,96184,7545,94184,8703,70036,6371,24148,4164,8663,2091,15485,3161,36929,4771,28297,3452,8632,2515,5198,1997,3434,1185,11823,2355,8905,1794,2918,1284,961,619,1957,1088,5577,1412,1987,1049,3590,937,691,459,2899,888
6017,31/12/2012,179513,417,163844,2302,15669,2271,9016,1645,6653,1404,153831,4460,140084,4618,13747,2290,8607,1643,5140,1368,17342,3432,15744,3449,1598,922,290,200,1308,820,6440,2547,6174,2473,266,286,61,94,205,273,1860,733,1802,693,58,96,58,96,0,197,40,65,40,65,0,197,0,197,0,197
6019,31/12/2012,934457,1881,722684,8172,211773,7892,74724,4570,137049,7444,773922,12721,592612,12378,181310,7626,67528,4627,113782,6257,124568,11422,102374,9651,22194,3999,5360,1390,16834,3687,25811,4414,21278,3768,4533,1487,1468,713,3065,1257,7280,2896,5664,1932,1616,1302,139,146,1477,1301,2876,865,756,340,2120,785,229,181,1891,773
6023,31/12/2012,133245,560,125146,1366,8099,1315,4211,848,3888,1528,106833,3748,101165,3706,5668,1000,3132,696,2536,1007,16681,3277,15382,3166,1299,807,413,299,886,732,6860,1244,5955,1147,905,519,439,380,466,405,2868,1206,2641,1109,227,374,227,374,0,197,3,6,3,6,0,197,0,197,0,197
6025,31/12/2012,173487,1062,117769,3687,55718,3679,26461,2796,29257,3077,143985,5039,96236,4730,47749,3578,23238,2641,24511,3067,20921,4407,15024,3724,5897,1561,2678,871,3219,1081,5086,1500,3938,1221,1148,524,430,278,718,377,2056,1056,1855,1007,201,185,100,92,101,112,1439,667,716,428,723,471,15,26,708,471
6029,31/12/2012,843691,2046,665473,7106,178218,6866,56690,3735,121528,6633,683407,10233,536184,11256,147223,7062,49758,3703,97465,6704,117430,10025,95434,8798,21996,3722,5350,1409,16646,3452,32016,4114,25980,3543,6036,2060,1066,451,4970,2023,8299,2399,7040,2070,1259,820,423,499,836,630,2539,1033,835,421,1704,862,93,117,1611,866
6031,31/12/2012,149178,904,121089,2369,28089,2326,8457,1126,19632,2361,115976,4822,92141,4679,23835,2577,7113,1018,16722,2630,17371,3684,15413,3271,1958,988,478,369,1480,821,13496,2954,11291,2477,2205,929,856,573,1349,517,2026,1020,2016,1018,10,21,10,21,0,197,309,318,228,291,81,130,0,197,81,130
6037,31/12/2012,9843590,5478,6365665,25519,3477925,25056,1669421,19822,1808504,23457,8522886,26297,5478389,28590,3044497,27873,1527303,19006,1517194,25806,1030857,24755,698013,19651,332844,13699,118933,6802,213911,11251,126506,9130,98585,8182,27921,3118,12331,1823,15590,2496,98873,7506,75201,6116,23672,3319,7813,1643,15859,2663,64468,5306,15477,2144,48991,4288,3041,787,45950,4200
6039,31/12/2012,149706,755,116506,2824,33200,2756,7938,1451,25262,3030,133196,3564,104168,4005,29028,2489,7409,1353,21619,2653,12268,3279,8835,2615,3433,1931,333,261,3100,1964,3802,1044,3374,830,428,353,196,170,232,327,78,130,78,130,0,197,0,197,0,197,362,307,51,98,311,252,0,197,311,252
6041,31/12/2012,253078,1157,202396,3381,50682,3142,23585,2281,27097,2651,216424,4339,173892,4760,42532,3167,21739,2232,20793,2564,17768,3048,13098,2420,4670,1713,1170,551,3500,1572,12914,2963,11488,2725,1426,714,593,418,833,521,3260,1238,3023,1195,237,221,83,139,154,174,2712,907,895,576,1817,915,0,197,1817,915
6047,31/12/2012,257213,1380,191570,3731,65643,3443,20898,2534,44745,3904,211955,5780,159958,5014,51997,3663,17426,2466,34571,4004,32577,4809,22546,3775,10031,2170,2569,962,7462,2065,10749,3694,8427,3349,2322,987,770,487,1552,790,1536,732,502,343,1034,619,112,186,922,587,396,311,137,140,259,266,21,35,238,266
6053,31/12/2012,419634,1052,288875,5811,130759,5756,34921,3251,95838,5658,360200,6538,244393,6324,115807,6047,32548,3294,83259,5844,36991,5763,26550,4190,10441,2611,1536,666,8905,2415,10480,1970,8457,1645,2023,903,353,239,1670,851,9421,2437,8702,2331,719,389,429,311,290,241,2542,1278,773,498,1769,1057,55,93,1714,1034
6055,31/12/2012,137263,548,101220,2811,36043,2671,13314,1734,22729,2920,120659,2932,87990,3458,32669,2842,12180,1676,20489,3019,10347,2151,8653,1923,1694,670,442,281,1252,627,4535,1493,3261,1038,1274,803,483,321,791,644,1423,811,1214,622,209,241,209,241,0,197,299,224,102,87,197,210,0,197,197,210
6059,31/12/2012,3053508,3296,2101780,16643,951728,15923,479125,10462,472603,13844,2602824,18382,1790194,20150,812630,15219,426000,10618,386630,12228,319262,16278,224021,12468,95241,7910,38807,4190,56434,6740,75520,8312,55946,6320,19574,3748,8365,1899,11209,3337,36710,4946,27885,4037,8825,2319,4651,1808,4174,1108,19192,3826,3734,1347,15458,3399,1302,588,14156,3283
6061,31/12/2012,357671,900,319616,4132,38055,4050,20459,2443,17596,3041,307687,6585,275892,6953,31795,3783,17456,2390,14339,2772,28783,5010,24745,4239,4038,1542,2223,1107,1815,1135,15289,3671,14371,3598,918,533,473,382,445,350,4361,1589,4169,1523,192,191,159,154,33,60,1551,786,439,291,1112,641,148,189,964,596
6065,31/12/2012,2238588,2666,1745000,11795,493588,11656,216839,6410,276749,9762,1870993,16038,1452062,15636,418931,12022,190429,6586,228502,9238,244075,14736,193653,12426,50422,6444,17428,2866,32994,5180,84060,8320,68043,6017,16017,3561,7506,2419,8511,2413,29824,5419,27626,5261,2198,741,1088,412,1110,602,9636,1667,3616,1292,6020,1373,388,243,5632,1354
6067,31/12/2012,1432076,1863,1136568,8266,295508,7947,161130,6725,134378,6957,1148477,15242,912380,14457,236097,8242,137520,6693,98577,6337,212159,13499,168081,11682,44078,6188,17379,3185,26699,4311,45226,5969,38108,5191,7118,2030,4032,1583,3086,1141,17009,3311,15183,3016,1826,1075,1357,1055,469,315,9205,2553,2816,1423,6389,1928,842,504,5547,1685
6071,31/12/2012,2052176,2544,1602676,11616,449500,11277,204267,8788,245233,12287,1723357,18809,1334411,19995,388946,10965,182910,8752,206036,11236,213216,16141,178068,14183,35148,4721,11578,1799,23570,3771,78854,7507,63067,5825,15787,3299,7003,2029,8784,2198,26811,4005,22935,3873,3876,1348,2303,1252,1573,744,9938,2327,4195,1416,5743,1595,473,365,5270,1544
6073,31/12/2012,3138139,3174,2400830,14322,737309,14602,357206,9282,380103,12589,2644405,20456,2013094,19906,631311,13220,317392,9325,313919,11349,336887,16746,269439,13769,67448,6564,27988,3663,39460,4788,57881,6988,48753,5258,9128,2931,5798,2313,3330,1597,69323,6896,60101,6105,9222,1883,4683,1419,4539,1163,29643,5202,9443,1797,20200,4528,1345,802,18855,4367
6075,31/12/2012,817921,1318,521725,8012,296196,8127,173557,7326,122639,6301,686986,8323,432222,9201,254764,8372,159282,6980,95482,6047,60527,5297,41523,4027,19004,3078,8633,1817,10371,2277,34942,4722,26390,3612,8552,2425,3877,1564,4675,1830,21190,3663,17809,3147,3381,1270,1628,847,1753,744,14276,3664,3781,1903,10495,3081,137,227,10358,3084
6077,31/12/2012,690815,1737,527215,6317,163600,6069,75742,4341,87858,6148,570757,10189,432501,9099,138256,7179,67009,4339,71247,6601,85031,8432,67158,7590,17873,2720,5865,1516,12008,2227,28853,5294,23664,4563,5189,1586,2466,1100,2723,1186,3966,1362,3225,1199,741,593,157,186,584,482,2208,1234,667,363,1541,1100,245,174,1296,1068
6079,31/12/2012,272125,688,243303,3729,28822,3593,14293,2201,14529,2660,213203,6357,189420,6831,23783,3177,12297,1866,11486,2679,34666,4821,31671,4354,2995,1444,1217,1034,1778,833,19436,3783,18015,3541,1421,992,532,380,889,926,3843,1367,3628,1370,215,188,178,174,37,70,977,566,569,455,408,252,69,114,339,247
6081,31/12/2012,730788,1494,476791,6955,253997,6670,137911,5742,116086,6722,638049,8602,417804,7932,220245,6807,126662,5419,93583,6126,46560,5582,29528,4301,17032,2905,6940,1579,10092,2213,29636,4812,21306,3556,8330,2487,2976,983,5354,2031,8636,2107,6377,1783,2259,794,725,405,1534,720,7907,1618,1776,711,6131,1436,608,400,5523,1376
6083,31/12/2012,426278,1042,327220,5834,99058,5779,33304,3080,65754,4816,333348,7746,253839,7460,79509,5254,28799,2692,50710,4398,64996,7388,51092,5838,13904,2790,3871,1371,10033,2256,15210,2447,12920,2116,2290,941,602,297,1688,856,8879,2360,8162,2237,717,470,32,59,685,468,3845,1189,1207,472,2638,1104,0,197,2638,1104
6085,31/12/2012,1817703,1993,1133245,11508,684458,11480,356066,8661,328392,10353,1545076,11928,974445,13496,570631,12035,320674,7846,249957,10687,172749,11461,104802,8846,67947,6085,27357,2983,40590,5436,45284,4650,32958,3631,12326,2163,5406,1317,6920,1547,27559,4008,17504,2793,10055,2255,1809,688,8246,2184,27035,3994,3536,969,23499,3686,820,456,22679,3544
6087,31/12/2012,263439,1129,215261,3109,48178,2676,18914,2004,29264,2706,217823,5285,176481,5373,41342,2727,15481,1983,25861,2697,25991,4426,23009,4003,2982,1259,1307,622,1675,859,15491,2871,12816,2575,2675,1070,1345,745,1330,644,3101,974,2411,863,690,436,450,406,240,206,1033,548,544,396,489,324,331,281,158,152
6089,31/12/2012,177049,657,169826,1563,7223,1405,4301,703,2922,1239,148358,4245,142829,4252,5529,1061,3972,634,1557,833,18749,3305,18510,3277,239,231,63,95,176,176,4655,1360,4611,1359,44,72,44,72,0,197,3816,1507,3353,1371,463,477,222,307,241,392,1471,1038,523,434,948,904,0,197,948,904
6095,31/12/2012,415885,1102,329153,4675,86732,4712,45375,3496,41357,3650,333317,7025,266760,7364,66557,4461,36766,3269,29791,3491,56045,6680,42067,5080,13978,3758,5531,1936,8447,2725,15321,2901,11356,2371,3965,1316,2225,965,1740,860,7424,1856,6579,1713,845,614,593,583,252,193,3778,1892,2391,1801,1387,604,260,271,1127,563
6097,31/12/2012,486877,1085,404053,3544,82824,3375,30722,2759,52102,3784,417380,7603,343508,7245,73872,3683,28380,2782,45492,3829,52931,7604,46150,7380,6781,1765,1641,632,5140,1639,11686,2290,10558,2152,1128,515,470,340,658,385,3877,1072,3350,1012,527,421,107,155,420,382,1003,497,487,355,516,393,124,154,392,304
6099,31/12/2012,513851,1170,410114,5243,103737,5082,42673,3921,61064,4498,419969,8608,333590,8195,86379,5433,37290,3840,49089,4207,69307,8173,57269,6919,12038,2817,3213,1047,8825,2446,18895,4339,14729,3498,4166,1601,1982,920,2184,1125,4473,1543,4184,1390,289,387,50,82,239,378,1207,704,342,292,865,653,138,226,727,618
6101,31/12/2012,94100,487,73325,2029,20775,1977,9838,1482,10937,2218,79905,2834,61241,2838,18664,2000,9000,1439,9664,2108,9238,2463,7638,2149,1600,737,512,332,1088,683,3482,1486,3107,1452,375,332,314,300,61,84,785,511,773,511,12,20,12,20,0,197,690,499,566,467,124,205,0,197,124,205
6107,31/12/2012,445385,1133,343326,5049,102059,4950,26637,2549,75422,5305,381385,8353,291710,8716,89675,5001,24247,2383,65428,5186,45550,6477,35971,5677,9579,2258,2157,1011,7422,1851,9366,2687,7789,2466,1577,776,199,188,1378,755,7853,3467,7118,3386,735,392,34,45,701,384,1231,652,738,442,493,320,0,197,493,320
6111,31/12/2012,825910,1383,635120,7010,190790,6796,84894,4382,105896,6790,723008,8542,555776,9352,167232,6440,79121,4456,88111,6121,68145,6896,51934,5300,16211,3047,4126,1075,12085,2822,21637,3529,18182,3104,3455,1132,922,466,2533,1085,8534,1648,7508,1459,1026,600,486,368,540,415,4586,1343,1720,734,2866,1336,239,255,2627,1291
6113,31/12/2012,202258,649,159857,3259,42401,3220,18956,2155,23445,2891,157993,5250,124091,5160,33902,3126,16273,2215,17629,2507,25763,4630,21031,4056,4732,1386,1405,696,3327,1305,13743,2126,11718,1923,2025,936,1030,577,995,564,2940,1162,2564,1018,376,317,58,96,318,352,1819,836,453,469,1366,658,190,190,1176,625
6115,31/12/2012,71617,451,62508,1132,9109,1085,4311,969,4798,1149,52328,2968,44691,2994,7637,1055,3733,824,3904,998,10949,2764,10311,2631,638,492,359,365,279,345,4795,1580,4252,1532,543,370,81,113,462,379,2633,1000,2551,993,82,147,0,197,82,147,912,632,703,605,209,240,138,216,71,97
6001,31/12/2013,1560766,1600,1067842,9468,492924,9587,258344,8688,234580,9179,1325250,11614,907820,12120,417430,9592,233850,8697,183580,8790,130351,9336,90395,7514,39956,4389,15415,2099,24541,3754,64195,5127,48578,4506,15617,2624,6486,1555,9131,2006,23799,3153,18005,2660,5794,1296,2049,918,3745,1299,17171,2862,3044,1237,14127,2316,544,319,13583,2278
6007,31/12/2013,219627,759,203956,2251,15671,1985,7498,1418,8173,1530,174170,4912,161365,4828,12805,1839,6544,1398,6261,1349,28025,4114,26320,4074,1705,764,907,551,798,512,11408,2689,10394,2372,1014,836,47,82,967,834,5214,2664,5214,2664,0,203,0,203,0,203,810,651,663,694,147,173,0,203,147,173
6013,31/12/2013,1082435,1461,822272,9306,260163,9090,134801,6348,125362,8368,925411,10524,707652,11161,217759,8715,119990,6750,97769,7426,101390,9263,76030,7297,25360,4616,9299,2219,16061,3595,35898,5138,26888,4612,9010,1969,4084,1334,4926,1435,12832,3039,10203,2631,2629,1169,982,562,1647,945,6904,1934,1499,770,5405,1698,446,303,4959,1636
6017,31/12/2013,179956,524,165386,2462,14570,2325,7745,1595,6825,2007,149856,4599,137386,4405,12470,2220,6509,1439,5961,1782,19488,4625,17867,4500,1621,962,1023,699,598,581,8534,1709,8183,1637,351,337,213,283,138,177,1926,1148,1926,1148,0,203,0,203,0,203,152,194,24,40,128,189,0,203,128,189
6019,31/12/2013,941762,1732,742684,7820,199078,7673,74397,5220,124681,7012,787764,11477,618400,11721,169364,6970,65375,4513,103989,6305,121283,10412,101586,9129,19697,3308,5604,1381,14093,3185,22208,4454,17535,3060,4673,2080,2418,1331,2255,1055,5624,1824,4315,1629,1309,826,740,561,569,436,4883,2027,848,630,4035,1794,260,296,3775,1716
6023,31/12/2013,132664,518,124296,1707,8368,1662,4524,1023,3844,1143,104902,4132,98366,4119,6536,1423,3627,859,2909,991,18626,3258,17661,3068,965,614,563,495,402,332,6499,1859,5887,1763,612,452,299,315,313,266,2637,1257,2382,1244,255,323,35,64,220,316,0,203,0,203,0,203,0,203,0,203
6025,31/12/2013,173608,984,114550,4081,59058,3760,26429,2837,32629,3393,147102,4843,96887,4962,50215,3339,23681,2673,26534,2675,22235,4893,15446,3853,6789,2202,2527,1083,4262,1556,1540,615,1252,577,288,209,151,187,137,125,941,511,789,474,152,170,0,203,152,170,1790,1256,176,291,1614,1232,70,119,1544,1230
6029,31/12/2013,853098,1730,676047,9125,177051,8636,54584,4132,122467,8310,695275,9732,546272,11259,149003,7545,49138,4215,99865,6963,110629,9446,93452,8633,17177,3084,3763,1339,13414,2645,32872,5515,26695,3886,6177,2763,1186,716,4991,2525,9338,2595,8328,2463,1010,650,366,364,644,553,4984,1488,1300,664,3684,1235,131,130,3553,1204
6031,31/12/2013,149678,455,120987,2456,28691,2431,8336,1339,20355,2558,119634,3696,96576,3186,23058,2029,7619,1295,15439,1968,14259,3144,13201,2890,1058,601,468,554,590,430,11527,2181,8909,1542,2618,1461,123,139,2495,1477,1776,876,1649,794,127,163,80,100,47,77,2482,1371,652,438,1830,1297,46,78,1784,1299
6033,31/12/2013,63162,396,57571,1202,5591,1112,2833,1246,2758,986,47469,3058,43319,2993,4150,1115,2231,1246,1919,771,11362,2957,10159,2625,1203,862,544,503,659,565,3971,1178,3866,1191,105,126,0,203,105,126,285,232,227,197,58,99,58,99,0,203,75,123,0,203,75,123,0,203,75,123
6037,31/12/2013,9902964,4871,6435910,27932,3467054,27126,1683500,17368,1783554,26009,8613484,31314,5557912,34144,3055572,28750,1543017,17408,1512555,25414,1002177,27463,685897,21535,316280,13301,118050,6851,198230,11148,113434,6476,89925,5426,23509,3038,10886,1886,12623,2371,102850,7711,85822,6693,17028,2264,8364,1605,8664,1669,71019,6057,16354,2328,54665,5530,3183,866,51482,5440
6039,31/12/2013,149970,842,115048,3130,34922,3131,10288,2035,24634,2810,133593,3583,102187,4443,31406,3031,9146,1883,22260,2755,8819,2778,7629,2648,1190,680,715,477,475,456,6355,1499,4968,1247,1387,728,427,283,960,627,115,198,115,198,0,203,0,203,0,203,1088,939,149,237,939,892,0,203,939,892
6041,31/12/2013,256040,632,213945,3283,42095,3178,21166,2376,20929,2756,217408,4405,180570,5110,36838,2758,18846,2247,17992,2270,18376,2879,14432,2352,3944,1338,1798,971,2146,1169,14273,2553,13503,2515,770,450,394,271,376,270,5076,2303,4948,2303,128,201,128,201,0,203,907,528,492,377,415,375,0,203,415,375
6045,31/12/2013,86809,349,74643,1952,12166,1983,5551,1893,6615,1523,71647,2957,60957,3069,10690,1805,4929,1540,5761,1487,8146,2531,7430,2293,716,552,234,238,482,408,4253,1721,3573,1607,680,531,388,491,292,237,2567,1157,2487,1164,80,139,0,203,80,139,196,295,196,295,0,203,0,203,0,203
6047,31/12/2013,258881,1191,190709,4603,68172,4150,26784,3001,41388,3992,215745,6997,158290,6835,57455,4401,24413,2941,33042,4151,29620,5503,20614,3904,9006,2517,1902,831,7104,2227,10591,3391,9513,3071,1078,552,276,245,802,468,1805,833,1586,800,219,234,40,67,179,224,1120,1347,706,928,414,462,153,262,261,258
6053,31/12/2013,422326,1169,300554,5924,121772,5779,36902,4066,84870,5762,370575,6217,261798,8045,108777,6012,33355,3742,75422,6095,27458,3931,19035,3010,8423,2084,2474,1077,5949,1844,13485,2821,11258,2675,2227,1137,558,365,1669,1049,8057,1873,7520,1778,537,484,371,343,166,199,2751,918,943,628,1808,677,144,128,1664,689
6055,31/12/2013,139207,521,110495,2586,28712,2507,13736,2000,14976,2237,118581,3960,94578,3460,24003,2561,11573,1857,12430,2087,11390,3257,8437,2279,2953,1498,1290,879,1663,1140,5867,1948,4956,1829,911,552,548,427,363,301,2114,944,2093,940,21,40,21,40,0,203,1255,520,431,311,824,476,304,308,520,369
6059,31/12/2013,3080685,2319,2157183,15173,923502,14710,480938,10398,442564,13517,2640264,20296,1845693,17840,794571,14915,428743,9396,365828,12536,302961,18844,215236,14485,87725,8866,37183,4015,50542,6707,87783,8212,68520,6641,19263,3436,10553,2388,8710,1930,28075,3757,23337,3249,4738,1515,2482,1077,2256,962,21602,3938,4397,1348,17205,3705,1977,1000,15228,3639
6061,31/12/2013,363713,976,323170,4119,40543,4121,23693,3379,16850,3184,310902,5739,275661,5799,35241,4231,21072,3249,14169,3046,28812,4662,26779,4480,2033,1332,765,405,1268,1253,18752,3065,16316,2823,2436,985,1627,864,809,600,4023,1250,3758,1259,265,165,71,84,194,136,1224,619,656,467,568,356,158,273,410,374
6065,31/12/2013,2264188,2841,1766030,11297,498158,10671,225657,8513,272501,9917,1915965,16735,1487318,17230,428647,10691,199923,8012,228724,9147,225077,14723,179880,12174,45197,5714,16271,2572,28926,4848,86458,6924,72085,6339,14373,2433,7550,1554,6823,1813,23081,4292,20707,4126,2374,878,1444,680,930,513,13607,3560,6040,2486,7567,1872,469,290,7098,1866
6067,31/12/2013,1443443,2276,1142456,9968,300987,10226,168553,6904,132434,7479,1162889,14324,917244,14598,245645,10423,142767,6896,102878,7054,200154,12303,162943,10642,37211,4590,18984,2845,18227,3463,59148,7388,48208,5831,10940,2883,4822,1807,6118,2162,13206,2176,11908,2040,1298,588,854,400,444,422,8046,2408,2153,822,5893,2160,1126,742,4767,2053
6071,31/12/2013,2060344,2632,1626051,13000,434293,12895,206635,8289,227658,11151,1726605,18104,1354717,19762,371888,11298,185663,8208,186225,8872,207980,14482,174628,13341,33352,4534,11606,2250,21746,3681,85893,9454,68030,7847,17863,3306,6923,1841,10940,3067,27452,4900,23919,4017,3533,1795,1218,593,2315,1582,12414,3248,4757,1415,7657,2705,1225,813,6432,2482
6073,31/12/2013,3167904,3403,2406860,17981,761044,17612,364292,10424,396752,17673,2686679,17336,2038309,18740,648370,16772,324843,10862,323527,15869,339649,16043,263177,12482,76472,7999,30473,3568,45999,6820,40192,4261,33745,3392,6447,1703,3891,1246,2556,803,68332,6378,59833,6226,8499,2535,3666,1075,4833,2052,33052,4759,11796,1964,21256,3860,1419,836,19837,3923
6075,31/12/2013,830556,1462,539072,8513,291484,8518,178438,6495,113046,7388,703860,7420,449912,9980,253948,7400,166391,5774,87557,6182,58602,4962,42069,3857,16533,2932,7496,1823,9037,2004,33393,4343,26101,3393,7292,2015,3204,1243,4088,1429,20383,2846,17699,2738,2684,905,1220,577,1464,620,14318,3036,3291,1293,11027,2438,127,112,10900,2415
6077,31/12/2013,695338,1374,533499,5725,161839,5605,70605,4818,91234,5836,579313,8876,442775,8815,136538,5563,63351,4598,73187,4733,77275,7160,58064,5643,19211,3077,5058,1554,14153,2614,30108,4986,26167,4658,3941,1433,1807,781,2134,1211,6336,2145,5580,1795,756,691,389,453,367,344,2306,1233,913,734,1393,1097,0,203,1393,1097
6079,31/12/2013,273723,1140,243750,3816,29973,3328,12495,2306,17478,3049,220646,5488,193916,5585,26730,3102,11477,2250,15253,2919,32214,4641,30520,4522,1694,803,609,413,1085,680,15837,2731,14878,2647,959,611,357,234,602,546,3248,1087,3157,1061,91,155,0,203,91,155,1778,992,1279,825,499,381,52,94,447,363
6081,31/12/2013,738255,1136,485337,7428,252918,7446,144334,5638,108584,6211,646265,8175,426654,8090,219611,7869,132657,5583,86954,6378,48267,5810,31060,3619,17207,3629,7151,1708,10056,2684,28303,5430,21622,4829,6681,1506,3091,1105,3590,1091,7974,1766,5676,1477,2298,824,941,482,1357,593,7446,2442,325,236,7121,2434,494,315,6627,2415
6083,31/12/2013,429579,1159,327667,5934,101912,5772,34920,3629,66992,5508,337034,7771,256762,8665,80272,5882,30836,3296,49436,5089,60193,6912,47423,5474,12770,2764,2313,988,10457,2555,18601,2736,15791,2534,2810,859,1307,539,1503,705,7996,2375,6635,2105,1361,613,395,257,966,545,5755,2448,1056,543,4699,2368,69,115,4630,2355
6085,31/12/2013,1837386,2296,1130504,11407,706882,11545,381283,8000,325599,12685,1565675,13286,970367,13700,595308,11140,345343,7386,249965,11147,165534,12220,104519,8212,61015,7043,24128,3657,36887,5347,43179,4276,31084,3331,12095,2123,5609,1256,6486,1396,29537,2929,19321,2514,10216,1735,3570,961,6646,1524,33461,3913,5213,1274,28248,3636,2633,729,25615,3641
6087,31/12/2013,266363,1149,218550,3566,47813,3474,18127,2425,29686,3565,231141,4362,187439,4619,43702,3391,16671,2328,27031,3377,19686,3212,17539,3021,2147,901,784,372,1363,829,12267,2394,10805,2225,1462,670,672,377,790,519,2282,832,2073,760,209,251,0,203,209,251,987,446,694,432,293,195,0,203,293,195
6089,31/12/2013,177422,520,166532,2051,10890,1931,5485,1416,5405,1591,147071,3792,138953,3897,8118,1637,4510,1241,3608,1340,19641,3191,18473,2976,1168,726,547,367,621,496,5416,1330,5046,1325,370,354,331,341,39,58,4131,2251,3828,2207,303,278,97,121,206,245,1163,676,232,193,931,594,0,203,931,594
6095,31/12/2013,420021,1027,333831,4576,86190,4389,46659,3612,39531,3770,349845,7150,275639,6815,74206,4817,41953,3390,32253,4001,43202,6126,35742,4759,7460,2129,2784,946,4676,1883,17593,3015,15039,2772,2554,899,1194,625,1360,625,7046,2731,6233,2673,813,465,506,357,307,325,2335,1057,1178,682,1157,743,222,218,935,722
