GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Native,Margin of Error; Native,Estimate; Foreign born:,Margin of Error; Foreign born:,Estimate; Foreign born: - Naturalized U.S. citizen,Margin of Error; Foreign born: - Naturalized U.S. citizen,Estimate; Foreign born: - Not a U.S. citizen,Margin of Error; Foreign born: - Not a U.S. citizen,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Native,Margin of Error; Same house 1 year ago: - Native,Estimate; Same house 1 year ago: - Foreign born:,Margin of Error; Same house 1 year ago: - Foreign born:,Estimate; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Estimate; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Native,Margin of Error; Moved within same county: - Native,Estimate; Moved within same county: - Foreign born:,Margin of Error; Moved within same county: - Foreign born:,Estimate; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved within same county: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Native,Margin of Error; Moved from different county within same state: - Native,Estimate; Moved from different county within same state: - Foreign born:,Margin of Error; Moved from different county within same state: - Foreign born:,Estimate; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Native,Margin of Error; Moved from different state: - Native,Estimate; Moved from different state: - Foreign born:,Margin of Error; Moved from different state: - Foreign born:,Estimate; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Native,Margin of Error; Moved from abroad: - Native,Estimate; Moved from abroad: - Foreign born:,Margin of Error; Moved from abroad: - Foreign born:,Estimate; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from abroad: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Not a U.S. citizen
6013,31/12/2008,1016418,1775,767932,9690,248486,9959,124506,7435,123980,7705,870026,11448,668879,12272,201147,9333,111909,7260,89238,6741,90394,9422,60674,7131,29720,4950,6983,1616,22737,4538,32102,4156,25097,3574,7005,1719,3906,1424,3099,1166,13581,3641,10387,2492,3194,1769,1224,701,1970,1378,10315,2454,2895,1351,7420,2046,484,410,6936,2039
6019,31/12/2008,892927,1568,702538,9512,190389,9456,57344,4600,133045,10136,745631,12801,588796,12899,156835,7892,51384,4223,105451,7803,108933,11884,86604,9959,22329,5027,4801,1798,17528,4098,22686,4034,19399,3629,3287,1167,972,426,2315,1110,7447,2531,6707,2416,740,608,62,100,678,601,8230,5497,1032,552,7198,5485,125,149,7073,5477
6025,31/12/2008,160593,1046,108044,3771,52549,3859,21888,2415,30661,3243,129791,4294,87427,4274,42364,3678,20019,2323,22345,2951,21293,3986,13816,2900,7477,2305,1395,982,6082,1724,6507,2142,4891,1831,1616,609,223,194,1393,664,1486,949,1299,839,187,224,64,108,123,197,1516,870,611,534,905,567,187,169,718,528
6029,31/12/2008,786075,1892,630372,6606,155703,6338,49466,3815,106237,6066,625726,11331,496485,10041,129241,6383,43635,3747,85606,5824,100914,9187,86819,7805,14095,3508,2572,823,11523,3242,40635,6168,32796,5124,7839,2111,2412,1056,5427,2089,13955,4205,12745,4081,1210,662,740,569,470,332,4845,1522,1527,897,3318,1165,107,84,3211,1163
6031,31/12/2008,146883,759,116232,3626,30651,3405,8099,1324,22552,3461,113583,5603,87596,5400,25987,3398,7186,1179,18801,3186,15726,3691,13836,3422,1890,1090,453,584,1437,934,9623,3144,8277,2962,1346,933,208,184,1138,903,6083,2344,5912,2357,171,171,119,125,52,84,1868,1166,611,461,1257,913,133,147,1124,849
6037,31/12/2008,9713365,6069,6243962,31157,3469403,30289,1547696,21583,1921707,30615,8531676,31121,5457444,33544,3074232,30207,1430562,21577,1643670,29716,897962,26290,606150,19036,291812,14437,97743,6302,194069,12462,117956,8948,92954,8130,25002,4078,8838,2079,16164,3055,92907,8435,73842,7334,19065,2802,5820,1435,13245,2510,72864,6930,13572,1912,59292,6883,4733,1247,54559,6783
6039,31/12/2008,145725,825,115103,3547,30622,3386,6091,1592,24531,3227,116578,5453,92880,5144,23698,3435,4929,1496,18769,3318,15090,3913,12009,3375,3081,1243,463,369,2618,1114,10825,2798,8588,1794,2237,1495,699,669,1538,1387,1931,2122,1626,1668,305,476,0,294,305,476,1301,1202,0,294,1301,1202,0,294,1301,1202
6041,31/12/2008,246358,703,201697,3716,44661,3573,22854,2868,21807,3201,214860,4410,175494,4357,39366,4007,20866,2859,18500,3111,14977,3524,12861,2881,2116,1176,690,444,1426,1037,10916,2261,8702,1699,2214,1159,1125,900,1089,596,4357,1728,3989,1640,368,434,173,294,195,318,1248,865,651,456,597,730,0,294,597,730
6047,31/12/2008,241751,952,180916,4584,60835,4515,17940,2784,42895,5233,196213,6264,147599,5594,48614,4395,15476,2496,33138,4215,31468,5132,22459,4464,9009,2522,2050,974,6959,2432,8963,3002,8303,2969,660,396,371,287,289,209,3334,2492,2199,1953,1135,1308,43,75,1092,1298,1773,1996,356,398,1417,1971,0,294,1417,1971
6053,31/12/2008,401858,1337,276420,6400,125438,6015,37800,3754,87638,6236,333538,6249,228042,6855,105496,5903,33636,3546,71860,5460,41185,5778,26990,4062,14195,3106,3180,897,11015,3098,13124,2891,10884,2527,2240,1015,739,543,1501,843,11468,2795,9994,2293,1474,1260,114,137,1360,1230,2543,1042,510,378,2033,920,131,160,1902,920
6055,31/12/2008,131657,517,100113,3998,31544,4003,9758,2020,21786,4894,114915,3520,89365,4407,25550,3312,8599,1838,16951,3670,10082,2900,7494,1987,2588,1303,605,424,1983,1187,2451,1059,1881,850,570,463,493,451,77,126,1566,829,1148,618,418,426,61,101,357,342,2643,2107,225,222,2418,2092,0,294,2418,2092
6057,31/12/2008,96108,386,91292,1197,4816,1083,2274,796,2542,934,82754,2637,78709,2827,4045,940,2069,724,1976,821,8345,2403,8345,2403,0,294,0,294,0,294,3101,1447,2604,1218,497,566,205,252,292,421,1439,1084,1439,1084,0,294,0,294,0,294,469,332,195,192,274,271,0,294,274,271
6059,31/12/2008,2965646,2882,2062087,12225,903559,12020,413356,8850,490203,12155,2540319,19778,1778278,17437,762041,15028,375051,9104,386990,14049,295311,16204,198961,11565,96350,8448,28553,3217,67797,8176,73989,7070,55912,6242,18077,2755,6404,1484,11673,2529,30503,5506,23652,4472,6851,2097,1795,851,5056,1931,25524,4402,5284,1343,20240,4007,1553,596,18687,3929
6061,31/12/2008,338742,857,305652,3558,33090,3472,15937,2107,17153,2905,284672,6214,256955,6413,27717,3382,14402,1959,13315,2647,28035,4337,25286,3780,2749,1483,676,596,2073,1331,21543,4229,19854,4235,1689,957,715,456,974,740,3168,1340,3168,1340,0,294,0,294,0,294,1324,695,389,288,935,518,144,170,791,506
6065,31/12/2008,2068165,2868,1599030,13168,469135,12574,176146,7182,292989,12974,1714978,16968,1321923,18074,393055,12743,156172,7197,236883,13075,236952,15360,187187,13373,49765,6596,13295,2662,36470,5895,78465,7482,63629,6162,14836,3057,5446,1495,9390,2477,23250,4731,20218,4331,3032,1350,873,753,2159,1269,14520,4174,6073,2806,8447,2882,360,242,8087,2889
6067,31/12/2008,1376128,1913,1104467,10569,271661,10449,130402,6398,141259,10412,1081496,15520,868281,15165,213215,11063,113503,5882,99712,9243,216056,15041,175564,12733,40492,5886,12364,2350,28128,5406,52311,6269,45015,5940,7296,1950,3261,1614,4035,1432,16056,2845,12797,2208,3259,1277,1171,599,2088,1107,10209,2634,2810,1015,7399,2447,103,169,7296,2438
6071,31/12/2008,1985471,2670,1560367,12284,425104,12280,173914,8710,251190,10026,1640983,19921,1292061,19904,348922,12344,153371,8675,195551,8621,233638,16764,188722,13643,44916,7175,11867,3289,33049,6004,69634,8154,51411,6457,18223,3966,6224,1816,11999,3252,27305,4961,22686,4646,4619,1401,1714,781,2905,1277,13911,2888,5487,1773,8424,2181,738,375,7686,2118
6073,31/12/2008,2958448,3262,2296187,14176,662261,13456,319230,8849,343031,12786,2427041,19186,1870550,21627,556491,13561,280826,8167,275665,12077,355685,17588,288123,15418,67562,6912,26545,3480,41017,5950,68469,7487,57265,6758,11204,2266,6594,1746,4610,1448,72646,7145,65078,6614,7568,1898,3617,1185,3951,1239,34607,5648,15171,3020,19436,3976,1648,761,17788,3713
6075,31/12/2008,798874,1814,515966,8496,282908,8587,173671,7374,109237,8189,693155,9262,443450,9233,249705,9188,160866,7288,88839,7319,55543,6832,39499,4802,16044,3825,8629,3158,7415,2182,25558,4421,20968,3719,4590,1552,2512,927,2078,1161,13049,1985,10582,1793,2467,1027,1150,566,1317,797,11569,3085,1467,673,10102,3078,514,478,9588,2996
6077,31/12/2008,660295,1747,507853,6599,152442,6828,66026,4212,86416,6358,529993,11841,407431,10712,122562,6978,55255,4608,67307,6056,93505,9842,73692,8093,19813,3626,7722,2021,12091,2911,24835,5156,20891,4582,3944,1610,1713,795,2231,1290,6799,2451,4877,1929,1922,1144,1231,848,691,481,5163,2802,962,571,4201,2629,105,123,4096,2617
6079,31/12/2008,261923,1102,231304,3739,30619,3443,13065,2022,17554,3014,207849,5433,184042,5494,23807,3179,11276,1833,12531,2816,30313,4725,25802,3996,4511,2000,1027,720,3484,1784,19170,2729,17555,2799,1615,702,411,221,1204,626,4190,1351,3714,1188,476,441,307,358,169,262,401,277,191,167,210,196,44,75,166,181
6081,31/12/2008,701877,1635,458299,7071,243578,6687,130190,5674,113388,6528,609432,9504,403749,8228,205683,8507,117693,5501,87990,7445,43521,6650,26786,4341,16735,4187,6662,2218,10073,3131,34111,6094,21196,4002,12915,3965,4506,2080,8409,2846,6453,2148,4659,2032,1794,1023,724,577,1070,649,8360,2137,1909,950,6451,1870,605,395,5846,1813
6083,31/12/2008,398817,1381,306984,4346,91833,4600,28211,2625,63622,4486,308729,6883,237528,5984,71201,5289,23864,2519,47337,4615,58036,6572,42709,4896,15327,3736,3268,1418,12059,3465,19810,2799,17728,2703,2082,618,681,347,1401,573,8302,2143,7668,2114,634,394,360,277,274,240,3940,1575,1351,799,2589,1267,38,65,2551,1263
6085,31/12/2008,1737805,2696,1088389,11870,649416,11131,321836,8913,327580,11639,1507043,13604,952001,13225,555042,10279,296436,9018,258606,10486,147398,11677,89560,8437,57838,6373,18077,2966,39761,5355,39598,4860,29338,4067,10260,2247,4257,1323,6003,1580,18404,3061,14017,3128,4387,1186,1639,707,2748,854,25362,3607,3473,1035,21889,3283,1427,637,20462,3296
6087,31/12/2008,249671,784,202387,3801,47284,3775,15303,2007,31981,3654,204594,5333,166705,4883,37889,3314,13647,1964,24242,3135,28672,4866,21889,4053,6783,2271,1089,537,5694,2160,10099,2366,8967,2085,1132,608,528,504,604,367,5095,2224,4454,2169,641,563,39,64,602,561,1211,547,372,334,839,480,0,294,839,480
6089,31/12/2008,177938,652,169962,1518,7976,1406,3505,1468,4471,1157,148761,4282,142735,4349,6026,1211,2450,819,3576,1109,20551,4149,19829,4019,722,540,394,481,328,304,4950,1711,4457,1659,493,453,0,294,493,453,2623,1205,2623,1205,0,294,0,294,0,294,1053,810,318,218,735,783,661,781,74,122
6095,31/12/2008,401605,1164,320585,4708,81020,4789,39019,3174,42001,4151,331041,7183,263294,7240,67747,4559,33887,2992,33860,3807,44317,6313,35377,5737,8940,2555,3926,1539,5014,1939,18684,3716,16599,3464,2085,799,922,634,1163,476,4163,1881,4119,1884,44,72,0,294,44,72,3400,1213,1196,724,2204,1020,284,220,1920,1019
6097,31/12/2008,461341,1032,381776,4482,79565,4282,27740,3430,51825,4061,387255,7862,322575,6775,64680,4714,25690,3382,38990,4379,51207,7143,40233,5629,10974,3153,1343,669,9631,3005,15512,2917,13740,2728,1772,740,489,306,1283,649,5290,1446,4635,1232,655,522,218,295,437,353,2077,930,593,353,1484,829,0,294,1484,829
6099,31/12/2008,503046,1244,406341,6217,96705,5825,37547,4504,59158,4981,410438,9827,328614,8976,81824,5885,34049,4407,47775,4493,70351,9106,60038,8205,10313,2446,2549,1133,7764,2150,17125,4402,13998,3272,3127,2147,949,833,2178,1580,3122,1241,3122,1241,0,294,0,294,0,294,2010,948,569,321,1441,863,0,294,1441,863
6101,31/12/2008,90612,649,70682,2191,19930,2382,7942,1790,11988,2754,73361,3667,57218,2975,16143,2371,6540,1692,9603,2494,10862,2817,9102,2490,1760,868,851,607,909,540,3235,1070,2812,1028,423,336,423,336,0,294,1386,917,1256,843,130,171,34,71,96,147,1768,1149,294,294,1474,1120,94,171,1380,1109
6107,31/12/2008,417369,1498,322062,6418,95307,6092,29315,3392,65992,5504,352102,8183,272177,7757,79925,6150,25750,3071,54175,5771,47960,7110,37379,5894,10581,3060,2375,1292,8206,2612,11039,3534,8344,3038,2695,1176,835,426,1860,1048,2795,1306,2579,1244,216,222,150,192,66,110,3473,2327,1583,1416,1890,1190,205,231,1685,1114
6111,31/12/2008,787340,1582,609798,8235,177542,8214,73231,5108,104311,7809,675330,11391,521778,10334,153552,8304,66158,4814,87394,7797,73485,9725,57203,8073,16282,4084,4710,1454,11572,3778,22490,3466,19335,3323,3155,1068,1611,892,1544,526,11171,2603,10008,2475,1163,522,587,395,576,397,4864,1619,1474,641,3390,1562,165,161,3225,1569
6113,31/12/2008,194773,833,152189,3700,42584,3349,19939,2641,22645,3514,139228,7439,107591,6483,31637,3424,15766,2447,15871,3000,29354,4965,22842,4129,6512,1745,3098,1089,3414,1437,21680,6733,18920,6697,2760,1066,1075,536,1685,1003,2079,791,1943,745,136,219,0,294,136,219,2432,964,893,432,1539,870,0,294,1539,870
6115,31/12/2008,71537,494,62722,1289,8815,1255,3554,855,5261,1124,52985,3567,46980,3382,6005,1249,2629,875,3376,932,11571,3192,9350,2723,2221,992,783,575,1438,781,5762,2093,5226,2105,536,420,142,227,394,320,982,553,929,567,53,92,0,294,53,92,237,202,237,202,0,294,0,294,0,294
6001,31/12/2009,1473588,2556,1021351,10906,452237,10858,229242,7764,222995,9656,1235977,11621,859725,13746,376252,11007,203928,7604,172324,8664,150589,9819,103060,7373,47529,5164,18535,3095,28994,4086,55263,6132,41004,4923,14259,2838,4801,1533,9458,2204,19014,3251,14960,2742,4054,1641,875,489,3179,1525,12745,2617,2602,914,10143,2482,1103,602,9040,2365
6007,31/12/2009,217820,694,201936,1916,15884,1841,7271,1576,8613,1588,172039,5128,159451,5024,12588,1898,6396,1459,6192,1610,31402,4350,29415,4123,1987,939,600,464,1387,632,9678,3264,8953,2824,725,723,0,294,725,723,3973,1759,3613,1698,360,370,275,350,85,148,728,432,504,340,224,260,0,294,224,260
6013,31/12/2009,1028724,1870,777256,7711,251468,7714,127170,6824,124298,8500,877395,14076,669064,11798,208331,8493,116916,7149,91415,6936,97789,11543,69840,7536,27949,6174,6255,2283,21694,5305,37849,4996,30319,4340,7530,2026,3002,964,4528,1657,7986,2267,6644,1889,1342,845,520,380,822,743,7705,3151,1389,709,6316,2912,477,403,5839,2858
6017,31/12/2009,176367,694,159989,2111,16378,1925,9734,1341,6644,1428,151779,4134,138049,4042,13730,1780,8356,1294,5374,1265,13161,3515,12483,3235,678,650,231,253,447,585,7468,1993,6031,1796,1437,834,853,670,584,529,3018,1625,2615,1513,403,490,294,458,109,181,941,564,811,527,130,169,0,294,130,169
6019,31/12/2009,899012,1889,703280,7135,195732,7649,62894,4289,132838,7559,751604,12135,588404,9584,163200,8753,55478,4303,107722,7947,117506,10261,92800,8638,24706,4025,6407,1623,18299,3679,20102,4751,15641,3703,4461,2005,604,416,3857,1959,6718,1998,5365,1865,1353,753,290,284,1063,688,3082,1083,1070,680,2012,711,115,140,1897,679
6023,31/12/2009,128026,557,119699,1670,8327,1563,4080,1137,4247,1316,103973,3230,97793,3240,6180,1264,3219,918,2961,1070,16410,2908,14934,2762,1476,909,748,558,728,515,4613,1401,4371,1376,242,205,83,111,159,172,2630,1323,2601,1315,29,46,0,294,29,46,400,547,0,294,400,547,30,59,370,556
6025,31/12/2009,164432,879,115007,3354,49425,3252,19201,1987,30224,2944,137459,4170,94137,4849,43322,3131,17976,1901,25346,2672,17501,3902,13456,3263,4045,1410,1037,565,3008,1228,4912,1356,4034,1306,878,350,79,107,799,323,2779,1385,2616,1365,163,197,109,177,54,88,1781,1103,764,699,1017,686,0,294,1017,686
6029,31/12/2009,796000,1894,636782,6745,159218,6328,46502,3885,112716,6683,628116,9902,498705,9586,129411,6300,40903,3779,88508,6239,119931,9736,102164,9088,17767,3243,3772,1015,13995,3069,30093,3815,23738,3512,6355,1701,1192,463,5163,1612,12693,3083,10284,2641,2409,2024,237,240,2172,2009,5167,1727,1891,981,3276,1161,398,318,2878,1040
6031,31/12/2009,147071,661,119287,3085,27784,3068,10063,2164,17721,2987,120367,4439,98689,4874,21678,2870,8460,1652,13218,2596,15387,4056,11342,3284,4045,1961,1277,1569,2768,1672,7212,1686,6096,1559,1116,646,250,331,866,547,3093,1819,2935,1811,158,209,0,294,158,209,1012,892,225,233,787,861,76,132,711,859
6037,31/12/2009,9715241,5594,6203134,28424,3512107,27190,1590530,21472,1921577,27962,8415946,35196,5349164,32884,3066782,31189,1459724,22477,1607058,29664,1020965,31511,679141,21281,341824,16886,109589,6983,232235,14273,124659,9507,96041,8605,28618,4402,12016,2504,16602,3680,86936,6870,68253,5687,18683,2435,5542,1488,13141,2328,66735,6950,10535,2124,56200,7067,3659,1081,52541,7034
6039,31/12/2009,146270,847,116727,3531,29543,3327,8145,1749,21398,3361,125355,4423,99571,4690,25784,3141,7726,1775,18058,3156,11916,3484,9298,2755,2618,1289,95,156,2523,1273,7377,1622,6498,1421,879,541,194,166,685,488,1360,1173,1230,1099,130,219,130,219,0,294,262,276,130,162,132,218,0,294,132,218
6041,31/12/2009,247669,840,199806,3735,47863,3597,21148,2365,26715,3115,208929,5205,169842,4903,39087,3669,18175,2263,20912,3111,16692,3462,12193,2590,4499,1949,1431,715,3068,1780,16680,4261,13258,3364,3422,1464,1161,826,2261,1198,4382,1448,3841,1423,541,656,381,593,160,259,986,599,672,432,314,273,0,294,314,273
6047,31/12/2009,241607,859,182628,3862,58979,3676,23407,2442,35572,3423,198403,6035,147755,6023,50648,3635,20745,2453,29903,3214,31082,4879,26065,4346,5017,1655,2058,1063,2959,1282,10257,2962,7284,2555,2973,1076,499,337,2474,1044,1623,1258,1376,1206,247,217,105,134,142,132,242,212,148,141,94,111,0,294,94,111
6053,31/12/2009,404072,1376,284048,5587,120024,5530,36843,3217,83181,5600,328934,7391,231007,6940,97927,5358,32117,3175,65810,5215,48563,5827,30544,4189,18019,3875,3960,1290,14059,3933,11590,2514,9346,2129,2244,930,586,354,1658,784,12187,2824,11763,2817,424,332,147,149,277,231,2798,1232,1388,821,1410,783,33,55,1377,803
6055,31/12/2009,133262,791,106414,3866,26848,4005,11733,1910,15115,3979,111132,4808,91721,4494,19411,3147,9487,1922,9924,2885,13023,2716,9662,2415,3361,1361,841,619,2520,1428,7026,3716,3623,1600,3403,2920,1305,714,2098,2409,1559,1047,1300,1030,259,308,100,181,159,269,522,418,108,153,414,401,0,294,414,401
6059,31/12/2009,2987200,2902,2067479,14968,919721,14140,438147,10219,481574,14536,2522543,19409,1760095,16948,762448,14785,390791,9696,371657,14320,328881,16181,211439,11116,117442,9929,34521,4041,82921,8766,85099,8242,65610,7495,19489,2920,9837,1992,9652,2362,30484,4803,25923,4385,4561,1635,2145,1055,2416,818,20193,4186,4412,1631,15781,3817,853,364,14928,3759
6061,31/12/2009,345215,1033,307750,3767,37465,3586,17748,2411,19717,3525,285736,7233,255776,6522,29960,3351,16271,2498,13689,3202,29165,5325,25305,4600,3860,2213,312,278,3548,2231,21566,4427,19858,4335,1708,874,602,425,1106,737,7444,2743,6511,2666,933,636,563,525,370,339,1304,813,300,306,1004,758,0,294,1004,758
6065,31/12/2009,2097892,2559,1635783,13334,462109,13948,193949,7391,268160,12527,1677049,23257,1307137,21616,369912,12767,165822,6977,204090,10802,277446,20770,216748,15248,60698,7635,17098,2805,43600,7055,104298,8435,84875,7536,19423,3013,8697,2025,10726,2435,27274,5176,23196,4318,4078,1840,1964,843,2114,1522,11825,2947,3827,1150,7998,2593,368,320,7630,2517
6067,31/12/2009,1382232,1938,1112599,11318,269633,11228,129750,6616,139883,9491,1069008,15939,863633,16081,205375,9547,109025,6491,96350,7456,229178,14309,181671,11934,47507,5767,16191,3147,31316,4556,58949,5860,50081,5086,8868,2705,3660,1418,5208,2204,18383,3997,15627,3570,2756,1304,652,488,2104,1149,6714,2284,1587,791,5127,2086,222,215,4905,2067
6071,31/12/2009,1985928,2687,1565073,12446,420855,12100,186496,8721,234359,10264,1605990,18925,1263988,17210,342002,12825,162542,8487,179460,9500,257699,16916,202572,12531,55127,7312,15337,2757,39790,6599,84925,8790,67789,7403,17136,3527,7047,1898,10089,2797,26589,6234,24519,5710,2070,1065,1179,690,891,609,10725,2516,6205,2069,4520,1330,391,331,4129,1323
6073,31/12/2009,3009272,3798,2315482,13693,693790,14220,323460,9249,370330,13843,2498268,17464,1914182,18029,584086,13360,287643,8427,296443,12114,354861,15723,276983,13362,77878,6448,27648,2689,50230,5792,51878,7409,45006,6602,6872,1656,2704,806,4168,1391,70652,5561,62832,5547,7820,1895,3995,1337,3825,1232,33613,5318,16479,3087,17134,3487,1470,625,15664,3391
6075,31/12/2009,807125,1527,528756,6381,278369,6500,179659,6309,98710,6251,687444,6949,439787,7712,247657,6498,167214,6617,80443,6080,67351,6708,50719,5864,16632,2585,8607,1923,8025,1752,30307,3637,23355,3089,6952,1916,3055,1199,3897,1470,13690,2613,12222,2493,1468,610,660,396,808,455,8333,2561,2673,1736,5660,1930,123,146,5537,1911
6077,31/12/2009,664954,1689,504951,7981,160003,7825,69646,5960,90357,9246,526957,12100,402247,10952,124710,8832,58402,6134,66308,8170,94052,10586,70537,7837,23515,4804,7758,2075,15757,4006,32798,5612,25998,4883,6800,2207,2250,1090,4550,1849,7506,2472,5756,1913,1750,1179,881,703,869,856,3641,2061,413,303,3228,2023,355,315,2873,1996
6079,31/12/2009,264524,832,238914,3156,25610,2980,10460,1848,15150,2712,212220,5003,192208,5445,20012,2883,8425,1450,11587,2731,26307,3936,24081,3516,2226,866,936,521,1290,708,20694,3022,17994,2445,2700,1207,900,880,1800,811,3516,1182,3516,1182,0,294,0,294,0,294,1787,1046,1115,803,672,498,199,258,473,392
6081,31/12/2009,708291,1681,464643,8355,243648,7836,133556,6746,110092,7285,623156,9020,411976,9036,211180,8966,122388,6648,88792,7240,46499,6082,29576,4813,16923,3356,6300,1406,10623,3024,27911,4986,18026,3541,9885,2372,4178,1554,5707,2124,4850,1367,3935,1192,915,568,349,396,566,356,5875,1907,1130,704,4745,1675,341,219,4404,1665
6083,31/12/2009,400743,1368,309568,5015,91175,4680,33784,3351,57391,4641,309807,7973,240984,7158,68823,4744,29795,3300,39028,4154,62839,7137,47218,5809,15621,2857,3000,1265,12621,2549,14616,2758,12713,2675,1903,858,753,481,1150,695,8865,2437,7052,1886,1813,1002,134,178,1679,978,4616,1360,1601,952,3015,1325,102,120,2913,1317
6085,31/12/2009,1758632,2823,1115900,12984,642732,12416,328220,8577,314512,12819,1486354,15625,954178,13502,532176,15040,296180,8467,235996,14113,185834,13142,113753,9112,72081,6975,22718,3403,49363,5492,42345,5014,30456,3766,11889,2410,6186,1725,5703,1891,21037,3649,13309,2605,7728,2320,2235,1156,5493,1778,23062,3702,4204,1197,18858,3282,901,577,17957,3210
6087,31/12/2009,252707,908,208816,3810,43891,3526,14552,1765,29339,3612,204184,6252,167765,5416,36419,3704,13168,1779,23251,3488,29982,4939,25252,4110,4730,1744,1115,453,3615,1693,13327,2961,11483,2459,1844,1147,161,161,1683,1093,3975,1644,3744,1590,231,277,65,112,166,202,1239,652,572,476,667,481,43,83,624,460
6089,31/12/2009,179145,572,167008,2114,12137,2037,5341,1395,6796,2056,151449,4043,140810,4467,10639,2059,4744,1398,5895,2042,18756,3890,18092,3809,664,692,321,314,343,415,5677,2030,5382,1999,295,261,219,213,76,95,2591,1404,2513,1387,78,129,0,294,78,129,672,627,211,244,461,462,57,94,404,437
6095,31/12/2009,399848,1144,320769,4511,79079,4191,42551,2344,36528,4221,325154,7568,257772,7232,67382,4284,37292,2565,30090,3838,47558,6954,39739,5537,7819,2574,3205,1055,4614,2147,22116,4157,19256,4081,2860,1447,1804,1266,1056,719,3760,1285,3701,1271,59,98,59,98,0,294,1260,563,301,256,959,506,191,176,768,456
6097,31/12/2009,465398,1337,392088,3692,73310,3531,30638,2561,42672,3634,391230,7825,330049,7253,61181,4092,26909,2812,34272,3356,56287,7008,46705,5325,9582,2916,2781,1176,6801,2370,10794,2307,9768,2188,1026,578,455,375,571,447,5159,1563,4675,1434,484,392,352,326,132,220,1928,1171,891,897,1037,658,141,234,896,565
6099,31/12/2009,500802,1389,394118,6951,106684,6753,36849,3688,69835,5980,405486,9727,318827,9185,86659,6463,32400,3443,54259,5916,71471,9048,57929,7627,13542,2919,2961,909,10581,2691,15298,3646,12771,3328,2527,1058,1488,708,1039,643,4675,2366,4018,2079,657,623,0,294,657,623,3872,2153,573,508,3299,2005,0,294,3299,2005
6101,31/12/2009,91690,495,73469,1930,18221,1929,7294,1295,10927,2127,74703,3175,62633,2470,12070,2068,5167,1398,6903,1739,11242,3109,7074,2177,4168,1897,1766,985,2402,1316,3794,1285,3063,1031,731,433,189,165,542,363,790,665,595,562,195,252,172,245,23,40,1161,1166,104,135,1057,1159,0,294,1057,1159
6107,31/12/2009,421107,1482,324090,5602,97017,5797,25842,2642,71175,5926,362406,7562,275914,8056,86492,6005,24241,2559,62251,5864,46818,7008,37641,5942,9177,2352,1424,725,7753,2266,8400,2534,7637,2474,763,411,123,131,640,365,2561,1210,2375,1166,186,193,54,92,132,171,922,676,523,328,399,403,0,294,399,403
6111,31/12/2009,791217,1805,607773,7841,183444,7883,81021,5181,102423,6832,681522,10120,524902,8941,156620,8872,72487,4743,84133,7160,69813,9171,53224,6898,16589,3874,5287,1508,11302,3537,26256,5005,20275,3943,5981,2675,2218,894,3763,2217,9684,2539,8461,2405,1223,558,838,418,385,356,3942,1675,911,538,3031,1568,191,257,2840,1552
6113,31/12/2009,197686,712,159636,4197,38050,4304,16816,2338,21234,3629,147001,5007,118868,5202,28133,3745,13005,2018,15128,3261,30681,4569,23581,3614,7100,2233,2787,1132,4313,1895,15680,2967,14081,2899,1599,708,843,453,756,446,3127,1280,2709,1153,418,413,181,306,237,245,1197,667,397,321,800,539,0,294,800,539
6001,31/12/2010,1499121,1875,1034343,9922,464778,9901,237101,7970,227677,9401,1255087,12124,869432,11007,385655,9700,211576,7357,174079,8971,158342,12003,108644,9697,49698,6026,18702,3550,30996,4334,53532,6001,40495,4762,13037,2518,4599,1238,8438,2279,17481,4109,12923,3785,4558,1406,1352,909,3206,1157,14679,2928,2849,984,11830,2666,872,511,10958,2595
