GeoID,Date,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
6087,12/31/2012,93253,1926,5422,1346,3532,880,4660,1085,2963,849,3749,1105,3201,771,3412,1064,3447,863,3243,834,7954,1453,9285,1546,11320,1511,9021,1321,6478,1110,7117,1348,8449,1076
6087,12/31/2013,93982,2069,6434,1578,3750,1089,3633,1013,4750,1147,3310,1059,3069,1029,4426,1152,4489,1098,3490,1027,5053,1119,9168,1470,12226,1507,9119,1610,6493,1189,7586,1359,6986,1154
6089,12/31/2005,68152,1405,5132,1130,5534,1340,4350,963,4664,1133,5161,1038,4577,954,2537,579,3558,916,3063,802,6450,1346,6552,1112,7204,1247,4309,1013,2272,606,1300,517,1489,629
6089,12/31/2006,68385,1504,5678,1416,5982,1400,3559,785,3560,976,4229,1040,3640,981,4104,991,3905,1077,4028,823,5492,1217,8498,1591,6989,1366,3124,747,2374,678,1760,600,1463,522
6089,12/31/2007,69474,1468,5123,1447,5094,998,3683,927,6282,1377,4557,1224,4271,1234,3819,1176,3614,968,2205,813,5535,1134,8772,1611,6878,1283,4020,987,1801,633,2211,731,1609,610
6089,12/31/2008,70067,1820,6435,1602,7284,1536,2890,742,5037,1389,3725,1041,4033,1030,4510,1071,3175,1008,3377,864,4922,1067,7441,1363,7960,1203,3916,1122,2709,973,1453,540,1200,401
6089,12/31/2009,69738,1982,5035,1342,5675,1070,3965,980,5423,1174,4410,1093,3349,947,4262,1096,4032,958,2961,841,6682,1215,6565,1104,8052,1329,3758,939,1851,594,1810,581,1908,668
6089,12/31/2010,67909,2340,4880,1149,5779,1188,5267,1181,4656,1139,3568,889,4873,1196,3897,848,4509,1170,2805,846,4541,1166,8087,1329,7532,1194,2692,830,1384,587,2318,664,1121,592
6089,12/31/2011,69102,2048,5001,1171,6312,1187,5590,1139,4727,1162,3657,823,4147,991,3146,782,3493,1050,4187,990,6421,1457,5919,1325,6904,1305,4068,859,1476,603,2496,710,1558,523
6089,12/31/2012,68165,1837,4168,773,5398,1150,3719,1065,5061,926,3589,845,4064,938,4447,1148,3263,697,3519,798,5453,954,6523,1119,8195,1195,4773,924,2083,600,2354,568,1556,426
6089,12/31/2013,69729,1751,5764,1129,5436,1150,4423,945,5605,1042,4959,958,5254,1199,3156,879,3504,817,3156,906,4916,1007,7704,1577,5981,948,4477,796,1870,626,2067,582,1457,530
6095,12/31/2005,134624,2179,7236,1294,5163,1286,4558,1001,5723,1641,6909,1723,6304,1217,5796,1277,8070,1679,4995,1055,8506,1665,17328,2137,22250,2588,13145,1756,8072,1346,6650,1138,3919,1193
6095,12/31/2006,137306,1831,6608,1420,5853,1130,5730,1119,5423,1171,4882,1323,6791,1356,6975,1493,6595,1183,5395,1132,11913,1713,15977,1846,21446,1919,13177,1699,7889,1197,7592,1233,5060,979
6095,12/31/2007,135338,1849,6845,1316,4629,800,4661,1131,5169,1250,4934,1101,5463,1124,5489,1253,6680,1264,3910,925,11913,1580,15532,1872,22456,1909,14734,1560,9122,1408,8291,1389,5510,1055
6095,12/31/2008,136036,2513,5107,1156,5241,1154,3792,1004,4633,1041,4562,1145,5219,1191,5811,1289,6666,1232,5341,1050,10906,1451,16114,2167,18851,2004,16314,1838,10989,1467,10953,1619,5537,819
6095,12/31/2009,139186,1935,6784,1347,5150,1124,5975,1327,5241,1085,5548,1131,6007,1027,6486,1571,5539,1080,6000,1212,10815,1316,16115,1998,21389,2255,12665,1703,9130,1302,9871,1472,6471,1248
6095,12/31/2010,140202,2400,7039,1416,6142,1129,4521,1049,5999,1368,6350,1225,5601,1179,4719,1088,5928,1343,5603,1072,12991,1725,16884,1844,19938,2436,14840,1893,9078,1701,9700,1624,4869,1130
6095,12/31/2011,139992,2229,7343,1508,5930,1097,5457,1495,7133,1498,5075,1345,6389,1341,4855,1125,5192,1201,6462,1590,11457,1589,16479,1912,18361,2172,15749,2124,6480,1172,9597,1592,8033,1780
6095,12/31/2012,141139,1964,7475,1264,7587,1289,6616,1213,5534,1046,5336,1196,6143,1125,5658,1098,6922,1340,4619,1006,10977,1589,16016,1881,19230,1885,14310,1611,8065,1238,9279,1284,7372,1225
6095,12/31/2013,142577,1713,8755,1352,6351,1123,4987,1164,4930,1055,5104,1090,6941,1450,5817,895,5899,1042,5866,1281,12236,1802,13200,1612,20816,2099,15258,1684,8930,1403,10676,1408,6811,1136
6097,12/31/2005,177212,2075,8639,1889,9835,1683,7649,1423,9252,1527,7184,1213,7469,1311,8391,1449,9324,1767,6001,1107,17420,1926,20539,2689,23954,2671,16185,1863,8942,1930,8811,1545,7617,1371
6097,12/31/2006,178483,1920,8733,1479,8037,1329,8252,1631,9449,1553,8123,1622,9477,1552,6979,1313,7887,1334,7067,1449,13676,2036,19698,2276,26942,2690,17843,1801,8858,1359,9848,1311,7614,1214
6097,12/31/2007,178505,2499,8374,1545,8151,1511,6866,1198,7389,1333,6103,974,7638,1404,8514,1396,8078,1339,7945,1383,15945,1956,19209,2083,26039,2299,17214,2095,10062,1460,9543,1313,11435,1382
6097,12/31/2008,181159,2500,8301,1493,6908,1526,9195,1440,9100,1685,7373,1444,8871,1474,7515,1142,8236,1210,6980,1324,14551,2031,18874,2060,24563,2421,17607,2157,11555,1660,11757,1533,9773,1422
6097,12/31/2009,180378,2545,7013,1244,9307,1689,6202,1503,9511,1515,9167,1797,8146,1470,8090,1291,8210,1545,7628,1479,12995,1729,18268,1869,24830,2465,18087,2322,12363,1532,11832,1644,8729,1491
6097,12/31/2010,185711,2464,10210,1812,8673,1416,8170,1601,10035,1418,7202,1445,9486,1690,8454,1429,9567,1328,8282,1486,13562,1815,22822,2443,25023,2681,16371,2077,8896,1674,8869,1281,10089,1488
6097,12/31/2011,180703,3148,7543,1393,8341,1286,9747,1518,10122,1726,7251,1373,7641,1404,8634,1433,8242,1305,8030,1861,13008,1780,19951,1843,22347,2422,16875,2218,10929,1757,11773,1984,10269,1590
6097,12/31/2012,184348,2755,8250,1290,6962,1437,8659,1221,10846,1844,8860,1317,7989,1357,7499,1273,9521,1489,8629,1384,15051,1942,17102,2081,23982,2189,18313,1726,11745,1670,10375,1379,10565,1239
6097,12/31/2013,189087,2036,8488,1468,9443,1416,6964,1472,10062,1778,8577,1537,8055,1393,10306,1707,6525,1314,8306,1308,15662,2012,18712,2145,23751,2262,17627,1720,11529,1471,13401,1725,11679,1727
6099,12/31/2005,158342,1551,11144,2087,7571,1562,11381,2283,8978,1718,11170,1727,8208,1529,9269,1362,7715,1245,8268,1487,14527,2128,16029,2165,19679,3199,9878,1336,6630,1476,4477,906,3418,1107
6099,12/31/2006,160431,2017,9459,1591,9585,1465,9827,1560,9570,1618,9873,1489,8041,1185,8806,1456,9691,1664,7632,1311,14559,1934,17567,1915,18978,2000,11252,1569,6356,1047,4381,1049,4854,962
6099,12/31/2007,157262,2790,8813,1422,8766,1434,10442,1697,9153,1454,7536,1442,8001,1523,8223,1650,9038,1572,7363,1254,13091,1817,18315,1995,20623,2269,12283,1640,6615,1241,5117,1177,3883,897
6099,12/31/2008,160855,2782,8640,1575,8825,1243,10613,1887,8784,1399,8516,1862,9565,1802,7805,1602,7158,1182,9982,1743,12588,1882,18352,2400,20231,2334,11379,1603,7569,1271,6595,1221,4253,794
6099,12/31/2009,161083,2115,8942,1697,10966,1791,9841,1604,10167,1640,9443,1610,7559,1613,8429,1457,8561,1548,8942,1513,13810,1573,17100,2479,19186,2376,12853,1598,5753,1143,5808,1071,3723,827
6099,12/31/2010,165761,2304,13673,1947,10458,1806,11134,1604,9664,1743,8869,1366,9198,1379,9371,1404,6458,1057,6019,1203,14970,1865,14960,1932,21678,2521,12754,1893,7809,1422,4994,1061,3752,942
6099,12/31/2011,167860,2094,11879,1875,13206,1836,10853,1641,9137,1773,12789,1755,9807,1610,9343,1891,8296,1561,6105,1301,12718,1730,17366,2174,18694,2547,11796,1828,7070,1318,4840,1139,3961,1245
6099,12/31/2012,167497,1822,11118,1736,11862,1979,9520,1336,10792,1583,8914,1250,10931,1943,8445,1438,10140,1612,7993,1605,12707,1679,17345,1467,19009,2029,11838,1711,6484,1120,6410,1059,3989,753
6099,12/31/2013,167411,1910,10913,1650,12313,1880,10970,2040,9005,1714,9585,1676,8871,1521,9090,1765,7991,1433,7352,1744,13780,1926,17472,1872,17254,2036,12859,1534,6751,1248,7891,1438,5314,1023
6101,12/31/2005,29595,844,2454,779,1254,442,1248,486,1333,391,1735,629,2042,640,1746,628,1903,795,1105,377,2805,746,2388,661,4444,1095,2386,622,1146,553,1194,515,412,236
6101,12/31/2006,30330,872,1471,669,2087,612,1653,573,1262,502,1063,454,2348,902,1305,585,2256,653,1252,559,2037,690,4463,923,3586,746,2152,596,1283,458,1203,705,909,481
6101,12/31/2007,31214,974,1188,523,2342,721,1811,650,1672,592,1809,672,1892,628,1487,643,1938,681,1018,503,2954,905,2851,705,4301,898,2629,713,1329,506,990,386,1003,407
6101,12/31/2008,30982,864,1260,409,2807,832,1898,789,2003,729,2108,694,1729,594,1241,505,1228,602,1209,448,3446,908,4187,818,3386,752,1924,593,598,296,1134,467,824,347
6101,12/31/2009,31158,926,1611,607,2312,646,1563,746,1421,482,1484,681,2789,978,1318,566,1673,736,1335,437,3052,880,4135,1007,4048,847,2050,668,1162,483,731,286,474,229
6101,12/31/2010,32066,932,1615,492,1927,750,2786,816,1575,613,2057,648,1881,656,1442,504,2180,807,2013,697,2310,783,2828,955,4219,971,2081,644,1341,512,1179,589,632,303
6101,12/31/2011,31673,919,1305,517,1421,523,2439,857,2319,710,1303,532,1477,514,1621,539,2447,774,1797,602,2963,951,3531,893,3443,885,2463,848,889,476,1545,637,710,368
6101,12/31/2012,31259,652,2351,634,2552,703,1906,546,1851,542,1155,457,1162,476,2256,605,1659,539,1279,458,2171,613,3673,942,3264,789,2747,680,856,372,1330,533,1047,419
6101,12/31/2013,31753,849,1941,622,1841,646,2170,641,1162,406,2283,723,1841,653,1629,590,1554,670,1628,673,2591,735,2946,659,3767,911,2929,927,1361,526,1268,504,842,333
6107,12/31/2005,119621,1485,10446,1605,8896,1158,9744,1526,9432,1514,6862,1114,9244,1416,6691,1384,7662,1091,5272,1123,9670,1501,10857,1601,11238,1459,5963,1056,3247,809,2434,684,1963,594
6107,12/31/2006,122153,1894,8994,1621,8918,1661,9935,1491,9749,1664,8423,1332,6768,1452,5439,1035,6265,1334,5752,1083,10890,1748,10862,1341,13347,1613,7306,1247,4108,876,2931,943,2466,702
6107,12/31/2007,122613,2172,10369,1794,7705,1321,8425,1251,9438,1401,9778,1335,8237,1446,6295,1243,7894,1351,6326,1153,8344,1072,10351,1286,13276,1807,6741,1195,3696,979,3682,804,2056,578
6107,12/31/2008,124047,2152,9213,1722,7695,1439,7979,1438,9978,1660,7327,1191,6568,1177,6625,1130,6487,1139,5369,1146,10461,1661,13646,1983,14375,1860,7267,1264,4708,1148,4021,928,2328,819
6107,12/31/2009,126409,1898,8755,1552,9763,1594,8146,1468,8903,1769,9241,1498,10393,1739,8008,1532,6265,1231,4694,997,10647,1601,11856,1664,12679,1708,6363,1398,4056,996,3736,899,2904,772
6107,12/31/2010,129590,2227,10225,1631,8442,1430,10070,1598,8898,1428,8788,1485,7981,1501,5722,1245,6604,1431,5385,1129,12211,1497,12370,1690,12725,1847,9039,1430,4570,1061,4125,980,2435,701
6107,12/31/2011,131890,1864,9353,1671,9523,1472,9377,1333,10393,1709,9450,1562,8108,1218,8190,1702,6716,1136,6290,1225,10085,1734,12014,1464,13476,1652,8114,1472,3910,1272,4006,709,2885,847
6107,12/31/2012,132614,1493,10353,1594,11359,1492,10744,1428,9829,1238,7968,1351,8652,1459,6835,1232,7549,1370,5429,946,11639,1776,11411,1670,10829,1458,7679,1668,6071,1208,4387,1153,1880,692
6107,12/31/2013,133409,2175,13937,1788,8466,1185,11815,1746,9288,1819,7902,1747,8116,1510,7791,1585,7152,1532,5826,1089,11646,2247,11265,1703,11583,1727,8034,1535,3774,915,3602,1041,3212,824
6111,12/31/2005,252679,2257,8407,1588,9719,1859,10585,2398,12684,2504,9031,1318,10196,1715,10035,1836,11773,1946,9459,1430,19612,2106,29611,3163,35070,2538,28646,2663,16503,2324,17478,2209,13870,1815
6111,12/31/2006,259093,2535,9314,1480,8719,1385,11335,1648,9648,1512,9917,1486,9645,1760,9644,1487,10411,1371,8498,1311,19976,1985,27255,2283,38644,2986,29819,2364,18231,1898,19569,2002,18468,1682
6111,12/31/2007,255668,2389,7865,1441,9645,1799,9520,1607,9109,1748,9311,1536,11196,1428,10399,1630,11117,1864,8869,1592,16729,1820,27065,2708,39638,2642,26337,2072,18686,1871,20890,2419,19292,2064
6111,12/31/2008,256944,3048,9511,1202,8527,1318,7664,1097,9061,1461,10856,1845,8840,1388,7545,1410,10334,1906,8799,1526,18613,1843,25542,2637,35613,2682,31636,2573,20454,2258,23301,2145,20648,1874
6111,12/31/2009,260249,2364,11022,1794,9206,1503,10435,1495,9904,1583,9887,1635,9171,1481,11014,1891,10234,1552,9371,1783,19480,2072,26224,1968,36248,3015,30539,2608,16627,2233,21326,2024,19561,2028
6111,12/31/2010,265904,3691,9235,1519,11258,1901,9672,1690,12124,1712,8800,1282,11025,1920,9774,1652,12058,1796,8984,1603,18169,1909,27293,2597,35235,2633,30299,2866,17615,2044,21439,2408,22924,2107
6111,12/31/2011,265492,2489,11381,1688,10146,1609,11074,1648,9592,1387,9530,1684,10139,1626,9217,1538,11580,1749,9523,1435,17978,2346,23227,2117,35683,2775,31058,2692,20598,2265,22723,2574,22043,2029
6111,12/31/2012,267877,1850,8874,1570,10127,1402,9347,1392,12661,1776,8003,1215,11857,1622,10150,1686,9968,1572,9721,1533,20875,2156,28072,2648,38174,2369,27227,2173,17883,1879,22906,2353,22032,1790
6111,12/31/2013,265788,2602,8377,1418,9652,1402,9774,1383,11093,1664,8597,1117,9296,1415,9194,1403,9873,1610,10225,1406,17565,1830,24833,2296,35217,2625,29557,2547,21138,2573,23291,2100,28106,2420
6113,12/31/2005,65761,1136,5667,1288,3419,926,3355,1019,3967,1107,2843,894,3751,868,3205,978,3052,875,3502,834,5370,1282,6516,1177,7907,1269,5197,959,2050,616,3387,922,2573,711
6113,12/31/2006,66385,1197,5620,1127,4210,1171,3255,745,2794,723,2410,710,4186,1157,3886,1040,3057,863,3192,978,3761,1002,7361,1162,6836,1173,6434,1175,4277,942,2813,729,2293,747
6113,12/31/2007,68506,1015,4837,987,2740,706,3199,989,3893,879,2930,780,3771,1004,2997,899,2747,785,2461,911,4893,1068,7215,1267,8444,1333,7408,1315,3367,896,3782,807,3822,862
6113,12/31/2008,68769,3276,4597,1267,2677,640,3587,861,4054,1057,3629,1087,2219,726,2882,788,2669,846,2959,969,5111,1313,8580,1559,7369,1237,6628,1425,4243,941,4442,931,3123,780
6113,12/31/2009,67350,1767,4793,1112,4104,1078,2999,952,3378,844,3812,922,1410,522,3855,1054,2956,1059,2435,815,5152,1259,5612,1097,10353,1629,5701,1014,4155,973,3826,847,2809,886
6113,12/31/2010,68585,4168,3992,1060,5032,1164,4279,1240,3459,1029,3637,1055,2134,655,1669,577,3765,896,2648,910,5253,979,7751,1401,7938,1227,6226,993,3660,870,3842,855,3300,769
6113,12/31/2011,70101,1692,4873,1143,5704,1148,3641,1016,5866,1262,2912,964,2552,886,2394,784,3567,1157,3875,1215,4116,1159,4688,915,8304,1308,5406,1138,3212,800,5381,1262,3610,763
6113,12/31/2012,71568,1351,4628,1048,4217,1174,4495,1310,3411,1015,3892,1009,4194,1044,4588,1220,3223,919,2717,722,4703,1085,5081,1069,8915,1112,6290,1313,3637,947,4189,801,3388,684
6113,12/31/2013,71024,1660,6282,1351,4134,1105,4632,1119,2820,973,3077,980,2908,892,2737,850,2659,979,4036,1028,4252,960,8957,1486,6889,1358,5782,1165,3433,705,4589,918,3837,761
6115,12/31/2005,22632,818,1228,680,1877,812,1419,509,2076,691,1548,660,2443,686,1116,530,1169,542,1458,582,2033,732,1598,613,2044,724,1699,629,382,327,356,309,186,173
6115,12/31/2006,24256,850,2184,745,1901,595,2042,721,2227,914,1878,760,1167,431,1281,584,1010,390,1085,499,2066,645,2065,645,2869,818,1334,547,515,320,310,191,322,255
6115,12/31/2007,24236,1172,1399,583,2144,668,1620,701,1691,681,1594,535,1001,471,1531,701,1677,736,961,518,1913,690,2646,731,2198,627,1568,742,1221,686,775,504,297,326
6115,12/31/2008,25233,1117,897,471,1559,648,1902,751,1794,870,1864,609,1496,552,568,311,1230,617,844,417,2229,743,3274,968,2971,832,2246,677,798,474,1045,511,516,406
6115,12/31/2009,24647,1653,1002,489,2039,749,1823,754,1732,705,2107,960,1631,639,1246,545,705,386,1745,760,1869,585,2907,1027,2440,814,1342,584,1012,516,511,346,536,366
6115,12/31/2010,23175,1608,1821,639,1192,570,1292,510,1216,585,1392,610,1978,821,1557,578,1035,479,911,522,2309,817,2819,781,2713,821,1408,549,402,272,808,517,322,285
6115,12/31/2011,23745,1264,1493,628,1631,655,1633,677,1622,562,1428,551,1052,500,1174,514,2531,908,1475,537,1593,573,2571,915,3202,836,1239,566,503,392,448,419,150,146
6115,12/31/2012,24842,901,1546,538,1905,708,1779,579,1620,666,1608,540,1499,509,1224,626,1627,586,738,363,2008,662,2587,692,3573,867,1354,564,571,335,993,635,210,205
6115,12/31/2013,25053,1223,1439,573,2142,773,898,368,2449,748,2273,842,1585,634,1028,462,1008,528,1034,461,2799,931,3410,844,2361,696,1349,550,908,432,196,165,174,168
