GeoID,Date,Worked in state of residence:,Worked in state of residence: - Worked in county of residence,Worked in state of residence: - Worked outside county of residence,Worked outside state of residence,"Car, truck, or van - drove alone:","Car, truck, or van - drove alone: - Worked in state of residence:","Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Car, truck, or van - drove alone: - Worked outside state of residence","Car, truck, or van - carpooled:","Car, truck, or van - carpooled: - Worked in state of residence:","Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Car, truck, or van - carpooled: - Worked outside state of residence",Public transportation (excluding taxicab):,Public transportation (excluding taxicab): - Worked in state of residence:,Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Public transportation (excluding taxicab): - Worked outside state of residence,Walked:,Walked: - Worked in state of residence:,Walked: - Worked in state of residence: - Worked in county of residence,Walked: - Worked in state of residence: - Worked outside county of residence,Walked: - Worked outside state of residence,"Taxicab, motorcycle, bicycle, or other means:","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence",Worked at home
6111,12/31/2008,0.9964,0.7730,0.2234,0.0036,0.7882,0.7869,0.5977,0.1892,0.0012,0.1164,0.1160,0.0889,0.0271,0.0004,0.0106,0.0104,0.0063,0.0042,0.0002,0.0168,0.0168,0.0161,0.0007,0.0000,0.0171,0.0153,0.0132,0.0022,0.0018,0.0509
6113,12/31/2008,0.9936,0.6205,0.3730,0.0064,0.6894,0.6863,0.3905,0.2957,0.0031,0.1182,0.1154,0.0697,0.0457,0.0028,0.0416,0.0416,0.0193,0.0223,0.0000,0.0298,0.0293,0.0279,0.0014,0.0005,0.0929,0.0929,0.0850,0.0079,0.0000,0.0280
6001,12/31/2009,0.9966,0.6584,0.3382,0.0034,0.6593,0.6583,0.4397,0.2186,0.0010,0.1042,0.1038,0.0602,0.0436,0.0003,0.1176,0.1174,0.0493,0.0681,0.0002,0.0342,0.0332,0.0320,0.0012,0.0010,0.0337,0.0328,0.0262,0.0066,0.0008,0.0510
6007,12/31/2009,0.9985,0.8910,0.1075,0.0015,0.7350,0.7343,0.6448,0.0895,0.0007,0.1050,0.1050,0.0891,0.0158,0.0000,0.0094,0.0094,0.0084,0.0009,0.0000,0.0588,0.0579,0.0578,0.0001,0.0008,0.0337,0.0337,0.0326,0.0011,0.0000,0.0582
6013,12/31/2009,0.9969,0.6027,0.3943,0.0031,0.6979,0.6961,0.4407,0.2553,0.0018,0.1233,0.1230,0.0672,0.0558,0.0003,0.0897,0.0897,0.0142,0.0755,0.0000,0.0186,0.0183,0.0172,0.0011,0.0003,0.0155,0.0148,0.0082,0.0065,0.0007,0.0551
6017,12/31/2009,0.9620,0.5444,0.4176,0.0380,0.7856,0.7543,0.3918,0.3626,0.0313,0.0982,0.0934,0.0495,0.0438,0.0048,0.0067,0.0067,0.0007,0.0060,0.0000,0.0169,0.0156,0.0156,0.0000,0.0013,0.0195,0.0189,0.0137,0.0052,0.0006,0.0731
6019,12/31/2009,0.9987,0.9251,0.0736,0.0013,0.7762,0.7754,0.7139,0.0615,0.0008,0.1061,0.1061,0.0992,0.0070,0.0000,0.0134,0.0134,0.0126,0.0008,0.0000,0.0236,0.0236,0.0236,0.0001,0.0000,0.0413,0.0408,0.0365,0.0043,0.0005,0.0393
6025,12/31/2009,0.9592,0.9143,0.0448,0.0408,0.7778,0.7438,0.7101,0.0337,0.0340,0.1049,0.0988,0.0894,0.0094,0.0061,0.0184,0.0176,0.0176,0.0000,0.0007,0.0260,0.0260,0.0243,0.0017,0.0000,0.0207,0.0207,0.0207,0.0000,0.0000,0.0523
6029,12/31/2009,0.9969,0.9320,0.0649,0.0031,0.7547,0.7534,0.7048,0.0486,0.0014,0.1724,0.1715,0.1601,0.0114,0.0009,0.0093,0.0093,0.0061,0.0031,0.0000,0.0174,0.0174,0.0161,0.0013,0.0000,0.0162,0.0154,0.0150,0.0004,0.0008,0.0299
6031,12/31/2009,0.9941,0.7990,0.1951,0.0059,0.7476,0.7476,0.5958,0.1517,0.0000,0.1573,0.1537,0.1178,0.0359,0.0036,0.0132,0.0132,0.0132,0.0000,0.0000,0.0205,0.0205,0.0205,0.0000,0.0000,0.0262,0.0239,0.0164,0.0075,0.0022,0.0353
6037,12/31/2009,0.9961,0.9257,0.0704,0.0039,0.7216,0.7197,0.6618,0.0578,0.0020,0.1110,0.1103,0.1003,0.0100,0.0007,0.0726,0.0724,0.0710,0.0015,0.0002,0.0277,0.0274,0.0270,0.0004,0.0003,0.0192,0.0186,0.0178,0.0008,0.0007,0.0478
6041,12/31/2009,0.9915,0.6573,0.3341,0.0085,0.6744,0.6716,0.4443,0.2272,0.0028,0.0778,0.0774,0.0434,0.0340,0.0004,0.0932,0.0932,0.0255,0.0678,0.0000,0.0317,0.0317,0.0314,0.0003,0.0000,0.0229,0.0176,0.0128,0.0048,0.0053,0.0999
6053,12/31/2009,0.9971,0.9011,0.0960,0.0029,0.7170,0.7161,0.6454,0.0707,0.0010,0.1310,0.1299,0.1081,0.0218,0.0011,0.0181,0.0181,0.0169,0.0012,0.0000,0.0293,0.0293,0.0285,0.0008,0.0000,0.0504,0.0496,0.0480,0.0016,0.0008,0.0542
6055,12/31/2009,0.9960,0.7261,0.2699,0.0040,0.7689,0.7689,0.5491,0.2199,0.0000,0.1085,0.1068,0.0678,0.0390,0.0017,0.0159,0.0159,0.0062,0.0097,0.0000,0.0463,0.0463,0.0456,0.0007,0.0000,0.0178,0.0156,0.0150,0.0006,0.0023,0.0424
6057,12/31/2009,0.9640,0.7479,0.2161,0.0360,0.7543,0.7323,0.5449,0.1874,0.0220,0.0993,0.0874,0.0629,0.0246,0.0119,0.0073,0.0051,0.0051,0.0000,0.0021,0.0214,0.0214,0.0207,0.0007,0.0000,0.0122,0.0122,0.0087,0.0035,0.0000,0.1056
6059,12/31/2009,0.9962,0.8363,0.1599,0.0038,0.7813,0.7789,0.6447,0.1342,0.0024,0.0985,0.0984,0.0791,0.0193,0.0001,0.0291,0.0288,0.0252,0.0036,0.0003,0.0219,0.0218,0.0210,0.0008,0.0001,0.0206,0.0197,0.0176,0.0020,0.0009,0.0486
6061,12/31/2009,0.9855,0.6252,0.3603,0.0145,0.7795,0.7714,0.4665,0.3050,0.0081,0.0929,0.0893,0.0474,0.0419,0.0036,0.0114,0.0109,0.0038,0.0071,0.0004,0.0159,0.0159,0.0143,0.0016,0.0000,0.0162,0.0138,0.0091,0.0047,0.0024,0.0841
6065,12/31/2009,0.9945,0.6944,0.3001,0.0055,0.7515,0.7488,0.5153,0.2335,0.0027,0.1426,0.1415,0.0832,0.0583,0.0011,0.0153,0.0149,0.0104,0.0045,0.0004,0.0181,0.0176,0.0169,0.0007,0.0005,0.0161,0.0153,0.0122,0.0032,0.0008,0.0563
6067,12/31/2009,0.9964,0.8268,0.1695,0.0036,0.7587,0.7570,0.6178,0.1392,0.0018,0.1229,0.1227,0.0980,0.0247,0.0002,0.0326,0.0325,0.0309,0.0015,0.0001,0.0186,0.0184,0.0177,0.0008,0.0001,0.0226,0.0212,0.0179,0.0033,0.0014,0.0446
6071,12/31/2009,0.9933,0.6998,0.2935,0.0067,0.7388,0.7350,0.5071,0.2279,0.0037,0.1693,0.1677,0.1133,0.0544,0.0017,0.0203,0.0203,0.0132,0.0071,0.0000,0.0226,0.0224,0.0219,0.0005,0.0002,0.0136,0.0125,0.0089,0.0037,0.0011,0.0353
6073,12/31/2009,0.9925,0.9684,0.0242,0.0075,0.7580,0.7539,0.7359,0.0180,0.0041,0.0987,0.0977,0.0934,0.0043,0.0010,0.0308,0.0304,0.0295,0.0009,0.0004,0.0280,0.0277,0.0275,0.0002,0.0004,0.0184,0.0167,0.0160,0.0007,0.0017,0.0661
6075,12/31/2009,0.9972,0.7819,0.2153,0.0028,0.3892,0.3886,0.2416,0.1470,0.0007,0.0745,0.0742,0.0548,0.0193,0.0003,0.3177,0.3170,0.2731,0.0440,0.0007,0.1035,0.1030,0.1015,0.0015,0.0005,0.0476,0.0470,0.0434,0.0035,0.0006,0.0675
6077,12/31/2009,0.9957,0.7219,0.2738,0.0043,0.7698,0.7672,0.5611,0.2060,0.0026,0.1407,0.1400,0.0851,0.0549,0.0007,0.0196,0.0193,0.0093,0.0100,0.0003,0.0151,0.0144,0.0141,0.0003,0.0007,0.0151,0.0151,0.0125,0.0027,0.0000,0.0398
6079,12/31/2009,0.9924,0.8949,0.0975,0.0076,0.7325,0.7287,0.6478,0.0809,0.0038,0.1116,0.1116,0.0986,0.0130,0.0000,0.0145,0.0145,0.0135,0.0010,0.0000,0.0460,0.0445,0.0425,0.0020,0.0015,0.0237,0.0214,0.0208,0.0006,0.0023,0.0716
6081,12/31/2009,0.9962,0.5810,0.4153,0.0038,0.6963,0.6951,0.4024,0.2927,0.0012,0.1111,0.1110,0.0583,0.0527,0.0001,0.0827,0.0827,0.0247,0.0581,0.0000,0.0279,0.0267,0.0251,0.0015,0.0012,0.0206,0.0193,0.0091,0.0102,0.0012,0.0614
6083,12/31/2009,0.9972,0.9341,0.0631,0.0028,0.6569,0.6557,0.6114,0.0443,0.0012,0.1513,0.1509,0.1334,0.0175,0.0004,0.0389,0.0389,0.0381,0.0008,0.0000,0.0482,0.0482,0.0477,0.0005,0.0000,0.0480,0.0468,0.0468,0.0000,0.0012,0.0567
6085,12/31/2009,0.9955,0.8732,0.1223,0.0045,0.7567,0.7542,0.6568,0.0975,0.0025,0.1099,0.1093,0.0950,0.0142,0.0006,0.0317,0.0314,0.0234,0.0080,0.0003,0.0215,0.0211,0.0207,0.0004,0.0004,0.0349,0.0341,0.0319,0.0022,0.0007,0.0453
6087,12/31/2009,0.9955,0.7759,0.2196,0.0045,0.7315,0.7288,0.5468,0.1819,0.0028,0.1006,0.1002,0.0690,0.0313,0.0003,0.0304,0.0304,0.0286,0.0019,0.0000,0.0430,0.0430,0.0411,0.0019,0.0000,0.0345,0.0331,0.0305,0.0026,0.0014,0.0600
6089,12/31/2009,0.9882,0.9352,0.0530,0.0118,0.7885,0.7837,0.7362,0.0475,0.0047,0.0811,0.0786,0.0731,0.0055,0.0025,0.0094,0.0094,0.0094,0.0000,0.0000,0.0213,0.0213,0.0213,0.0000,0.0000,0.0363,0.0318,0.0318,0.0000,0.0045,0.0635
6095,12/31/2009,0.9952,0.5827,0.4126,0.0048,0.7556,0.7524,0.4558,0.2966,0.0032,0.1542,0.1538,0.0649,0.0889,0.0004,0.0257,0.0257,0.0076,0.0180,0.0000,0.0159,0.0148,0.0141,0.0007,0.0011,0.0161,0.0161,0.0077,0.0084,0.0000,0.0325
6097,12/31/2009,0.9991,0.8345,0.1646,0.0009,0.7446,0.7443,0.6175,0.1268,0.0002,0.1111,0.1111,0.0828,0.0283,0.0000,0.0201,0.0198,0.0123,0.0075,0.0002,0.0330,0.0330,0.0322,0.0009,0.0000,0.0204,0.0199,0.0189,0.0011,0.0004,0.0708
6099,12/31/2009,0.9959,0.7811,0.2148,0.0041,0.8009,0.7993,0.6260,0.1733,0.0016,0.1106,0.1099,0.0759,0.0340,0.0007,0.0080,0.0078,0.0061,0.0017,0.0002,0.0170,0.0170,0.0166,0.0005,0.0000,0.0222,0.0206,0.0153,0.0053,0.0016,0.0413
6101,12/31/2009,0.9979,0.5653,0.4327,0.0021,0.7667,0.7646,0.4321,0.3325,0.0021,0.1362,0.1362,0.0569,0.0793,0.0000,0.0166,0.0166,0.0020,0.0146,0.0000,0.0243,0.0243,0.0202,0.0041,0.0000,0.0128,0.0128,0.0107,0.0022,0.0000,0.0434
6107,12/31/2009,0.9963,0.8786,0.1177,0.0037,0.7560,0.7540,0.6615,0.0924,0.0020,0.1442,0.1442,0.1221,0.0221,0.0000,0.0074,0.0074,0.0069,0.0006,0.0000,0.0218,0.0209,0.0201,0.0008,0.0009,0.0294,0.0286,0.0268,0.0018,0.0008,0.0413
6111,12/31/2009,0.9932,0.7647,0.2285,0.0068,0.7699,0.7663,0.5778,0.1885,0.0035,0.1258,0.1258,0.0932,0.0327,0.0000,0.0116,0.0111,0.0060,0.0051,0.0004,0.0231,0.0230,0.0224,0.0006,0.0001,0.0190,0.0163,0.0147,0.0016,0.0028,0.0506
6113,12/31/2009,0.9978,0.6314,0.3664,0.0022,0.6845,0.6822,0.3747,0.3076,0.0022,0.1229,0.1229,0.0837,0.0391,0.0000,0.0355,0.0355,0.0202,0.0154,0.0000,0.0234,0.0234,0.0220,0.0014,0.0000,0.0914,0.0914,0.0885,0.0029,0.0000,0.0423
6001,12/31/2010,0.9955,0.6785,0.3170,0.0045,0.6692,0.6674,0.4685,0.1990,0.0018,0.1080,0.1074,0.0607,0.0467,0.0007,0.1081,0.1077,0.0423,0.0655,0.0004,0.0322,0.0319,0.0301,0.0018,0.0003,0.0231,0.0218,0.0176,0.0042,0.0013,0.0593
6007,12/31/2010,0.9941,0.9085,0.0856,0.0059,0.7167,0.7120,0.6446,0.0673,0.0047,0.1537,0.1537,0.1363,0.0175,0.0000,0.0116,0.0116,0.0116,0.0000,0.0000,0.0294,0.0282,0.0282,0.0000,0.0012,0.0364,0.0364,0.0355,0.0008,0.0000,0.0522
6013,12/31/2010,0.9955,0.5968,0.3986,0.0045,0.6930,0.6922,0.4333,0.2589,0.0008,0.1253,0.1245,0.0654,0.0591,0.0008,0.0883,0.0876,0.0136,0.0740,0.0007,0.0139,0.0133,0.0128,0.0005,0.0006,0.0175,0.0159,0.0098,0.0061,0.0016,0.0620
6017,12/31/2010,0.9455,0.5413,0.4042,0.0545,0.7895,0.7566,0.4118,0.3448,0.0329,0.0961,0.0824,0.0367,0.0457,0.0137,0.0205,0.0164,0.0044,0.0120,0.0041,0.0185,0.0185,0.0185,0.0000,0.0000,0.0132,0.0095,0.0078,0.0017,0.0037,0.0622
6019,12/31/2010,0.9966,0.9228,0.0738,0.0034,0.7723,0.7708,0.7086,0.0622,0.0015,0.1019,0.1011,0.0933,0.0078,0.0008,0.0138,0.0138,0.0134,0.0004,0.0000,0.0265,0.0256,0.0241,0.0015,0.0009,0.0445,0.0442,0.0422,0.0020,0.0002,0.0410
6025,12/31/2010,0.9692,0.9230,0.0462,0.0308,0.8272,0.8090,0.7752,0.0339,0.0182,0.1056,0.0967,0.0844,0.0124,0.0089,0.0089,0.0062,0.0062,0.0000,0.0026,0.0053,0.0053,0.0053,0.0000,0.0000,0.0129,0.0118,0.0118,0.0000,0.0011,0.0401
6029,12/31/2010,0.9958,0.9323,0.0635,0.0042,0.7510,0.7484,0.7007,0.0477,0.0025,0.1574,0.1563,0.1427,0.0136,0.0010,0.0099,0.0099,0.0091,0.0007,0.0000,0.0239,0.0236,0.0236,0.0000,0.0003,0.0233,0.0230,0.0215,0.0014,0.0004,0.0346
6037,12/31/2010,0.9962,0.9270,0.0692,0.0038,0.7195,0.7174,0.6603,0.0571,0.0021,0.1083,0.1079,0.0984,0.0096,0.0004,0.0721,0.0718,0.0706,0.0012,0.0003,0.0290,0.0289,0.0286,0.0003,0.0001,0.0208,0.0199,0.0188,0.0011,0.0009,0.0502
6041,12/31/2010,0.9911,0.6304,0.3607,0.0089,0.6759,0.6697,0.4174,0.2522,0.0062,0.0970,0.0964,0.0428,0.0536,0.0006,0.0708,0.0708,0.0175,0.0532,0.0000,0.0510,0.0507,0.0507,0.0000,0.0003,0.0175,0.0157,0.0141,0.0016,0.0018,0.0879
6053,12/31/2010,0.9970,0.9014,0.0956,0.0030,0.7132,0.7120,0.6390,0.0730,0.0012,0.1272,0.1272,0.1097,0.0175,0.0000,0.0165,0.0163,0.0157,0.0006,0.0002,0.0327,0.0324,0.0324,0.0000,0.0003,0.0524,0.0510,0.0464,0.0046,0.0014,0.0581
6055,12/31/2010,0.9989,0.7870,0.2119,0.0011,0.7858,0.7858,0.5980,0.1878,0.0000,0.1025,0.1025,0.0846,0.0179,0.0000,0.0117,0.0117,0.0079,0.0037,0.0000,0.0334,0.0334,0.0321,0.0013,0.0000,0.0150,0.0138,0.0127,0.0012,0.0011,0.0516
6059,12/31/2010,0.9956,0.8299,0.1657,0.0044,0.7824,0.7800,0.6397,0.1403,0.0025,0.1047,0.1043,0.0867,0.0176,0.0003,0.0289,0.0286,0.0238,0.0048,0.0003,0.0173,0.0171,0.0165,0.0005,0.0002,0.0188,0.0177,0.0153,0.0024,0.0011,0.0479
6061,12/31/2010,0.9893,0.6263,0.3630,0.0107,0.7938,0.7872,0.4701,0.3170,0.0067,0.0845,0.0829,0.0486,0.0344,0.0015,0.0083,0.0083,0.0009,0.0074,0.0000,0.0172,0.0172,0.0172,0.0000,0.0000,0.0195,0.0170,0.0128,0.0043,0.0025,0.0767
6065,12/31/2010,0.9947,0.6796,0.3151,0.0053,0.7831,0.7798,0.5239,0.2558,0.0034,0.1239,0.1232,0.0755,0.0477,0.0007,0.0148,0.0148,0.0092,0.0056,0.0000,0.0164,0.0162,0.0155,0.0008,0.0002,0.0215,0.0205,0.0153,0.0052,0.0010,0.0402
6067,12/31/2010,0.9970,0.8304,0.1666,0.0030,0.7524,0.7508,0.6124,0.1384,0.0016,0.1219,0.1217,0.0990,0.0227,0.0002,0.0338,0.0338,0.0308,0.0030,0.0000,0.0182,0.0180,0.0171,0.0010,0.0002,0.0232,0.0222,0.0207,0.0015,0.0010,0.0504
6071,12/31/2010,0.9948,0.7098,0.2850,0.0052,0.7375,0.7335,0.5148,0.2187,0.0040,0.1737,0.1730,0.1217,0.0514,0.0007,0.0187,0.0187,0.0084,0.0103,0.0000,0.0196,0.0196,0.0190,0.0006,0.0000,0.0151,0.0146,0.0105,0.0040,0.0006,0.0354
6073,12/31/2010,0.9929,0.9699,0.0231,0.0071,0.7616,0.7574,0.7393,0.0181,0.0042,0.1011,0.1001,0.0971,0.0030,0.0010,0.0328,0.0326,0.0315,0.0011,0.0002,0.0276,0.0273,0.0270,0.0004,0.0003,0.0180,0.0166,0.0160,0.0005,0.0014,0.0590
6075,12/31/2010,0.9974,0.7638,0.2336,0.0026,0.3604,0.3592,0.2120,0.1471,0.0013,0.0792,0.0792,0.0525,0.0266,0.0000,0.3405,0.3400,0.2919,0.0481,0.0005,0.0945,0.0941,0.0902,0.0039,0.0004,0.0587,0.0582,0.0504,0.0078,0.0005,0.0667
6077,12/31/2010,0.9956,0.7404,0.2552,0.0044,0.7664,0.7638,0.5603,0.2036,0.0025,0.1422,0.1409,0.0946,0.0462,0.0014,0.0093,0.0090,0.0049,0.0041,0.0003,0.0166,0.0164,0.0162,0.0002,0.0002,0.0131,0.0131,0.0120,0.0011,0.0000,0.0524
6079,12/31/2010,0.9967,0.8875,0.1092,0.0033,0.7725,0.7711,0.6825,0.0886,0.0014,0.1123,0.1116,0.0953,0.0163,0.0008,0.0068,0.0068,0.0062,0.0007,0.0000,0.0280,0.0280,0.0265,0.0014,0.0000,0.0225,0.0215,0.0193,0.0022,0.0011,0.0578
6081,12/31/2010,0.9973,0.6056,0.3917,0.0027,0.7037,0.7020,0.4285,0.2735,0.0017,0.1127,0.1125,0.0649,0.0476,0.0002,0.0806,0.0806,0.0187,0.0619,0.0000,0.0313,0.0311,0.0292,0.0020,0.0001,0.0215,0.0209,0.0140,0.0068,0.0006,0.0502
6083,12/31/2010,0.9972,0.9406,0.0566,0.0028,0.6522,0.6515,0.6060,0.0455,0.0007,0.1465,0.1462,0.1372,0.0089,0.0003,0.0390,0.0390,0.0384,0.0006,0.0000,0.0525,0.0512,0.0507,0.0004,0.0013,0.0534,0.0530,0.0518,0.0012,0.0004,0.0564
6085,12/31/2010,0.9952,0.8651,0.1301,0.0048,0.7756,0.7729,0.6658,0.1071,0.0027,0.1012,0.1008,0.0869,0.0139,0.0004,0.0296,0.0293,0.0220,0.0074,0.0003,0.0183,0.0177,0.0175,0.0002,0.0006,0.0246,0.0237,0.0222,0.0015,0.0009,0.0507
6087,12/31/2010,0.9982,0.7787,0.2195,0.0018,0.7082,0.7082,0.5278,0.1804,0.0000,0.1019,0.1010,0.0727,0.0283,0.0009,0.0284,0.0284,0.0244,0.0039,0.0000,0.0495,0.0495,0.0470,0.0025,0.0000,0.0527,0.0518,0.0476,0.0042,0.0009,0.0593
6095,12/31/2010,0.9951,0.6241,0.3709,0.0049,0.7654,0.7632,0.4833,0.2798,0.0023,0.1441,0.1441,0.0730,0.0711,0.0000,0.0246,0.0243,0.0070,0.0173,0.0003,0.0205,0.0199,0.0195,0.0004,0.0005,0.0092,0.0073,0.0050,0.0023,0.0019,0.0363
6097,12/31/2010,0.9985,0.8333,0.1652,0.0015,0.7645,0.7638,0.6337,0.1301,0.0007,0.1033,0.1033,0.0783,0.0250,0.0000,0.0186,0.0186,0.0121,0.0065,0.0000,0.0201,0.0198,0.0188,0.0010,0.0003,0.0146,0.0141,0.0115,0.0026,0.0005,0.0788
6099,12/31/2010,0.9995,0.7926,0.2069,0.0005,0.7955,0.7953,0.6313,0.1640,0.0002,0.1195,0.1195,0.0799,0.0396,0.0000,0.0086,0.0086,0.0075,0.0011,0.0000,0.0129,0.0129,0.0129,0.0000,0.0000,0.0145,0.0142,0.0121,0.0022,0.0003,0.0489
6101,12/31/2010,0.9924,0.5472,0.4453,0.0076,0.7254,0.7216,0.3954,0.3262,0.0038,0.1824,0.1795,0.0803,0.0992,0.0029,0.0090,0.0090,0.0061,0.0029,0.0000,0.0177,0.0177,0.0177,0.0000,0.0000,0.0331,0.0323,0.0153,0.0170,0.0008,0.0324
6107,12/31/2010,0.9988,0.8614,0.1374,0.0012,0.7401,0.7396,0.6374,0.1022,0.0004,0.1651,0.1647,0.1364,0.0283,0.0004,0.0096,0.0096,0.0072,0.0024,0.0000,0.0255,0.0251,0.0251,0.0000,0.0004,0.0248,0.0248,0.0204,0.0044,0.0000,0.0349
6111,12/31/2010,0.9959,0.7842,0.2117,0.0041,0.7509,0.7496,0.5731,0.1766,0.0013,0.1361,0.1361,0.1075,0.0286,0.0001,0.0142,0.0138,0.0080,0.0058,0.0004,0.0221,0.0203,0.0200,0.0003,0.0018,0.0174,0.0169,0.0165,0.0004,0.0005,0.0592
6113,12/31/2010,0.9930,0.6060,0.3870,0.0070,0.6873,0.6839,0.3702,0.3137,0.0034,0.1122,0.1122,0.0627,0.0494,0.0000,0.0362,0.0362,0.0191,0.0171,0.0000,0.0323,0.0323,0.0313,0.0010,0.0000,0.0925,0.0889,0.0832,0.0058,0.0036,0.0396
6001,12/31/2011,0.9966,0.6669,0.3297,0.0034,0.6546,0.6532,0.4393,0.2139,0.0013,0.1015,0.1011,0.0603,0.0407,0.0004,0.1205,0.1202,0.0508,0.0694,0.0003,0.0366,0.0360,0.0356,0.0004,0.0006,0.0346,0.0339,0.0286,0.0052,0.0008,0.0522
6013,12/31/2011,0.9958,0.5886,0.4072,0.0042,0.7135,0.7118,0.4367,0.2750,0.0018,0.1042,0.1042,0.0569,0.0474,0.0000,0.0880,0.0879,0.0108,0.0771,0.0001,0.0142,0.0142,0.0125,0.0017,0.0000,0.0170,0.0146,0.0087,0.0059,0.0023,0.0631
6017,12/31/2011,0.9408,0.5447,0.3960,0.0592,0.7644,0.7204,0.3970,0.3234,0.0440,0.1000,0.0901,0.0319,0.0581,0.0099,0.0080,0.0080,0.0025,0.0054,0.0000,0.0304,0.0281,0.0259,0.0021,0.0023,0.0252,0.0221,0.0152,0.0069,0.0030,0.0721
6019,12/31/2011,0.9979,0.9140,0.0839,0.0021,0.7831,0.7813,0.7162,0.0651,0.0018,0.1217,0.1217,0.1065,0.0152,0.0000,0.0108,0.0108,0.0106,0.0002,0.0000,0.0215,0.0215,0.0207,0.0008,0.0000,0.0290,0.0286,0.0260,0.0026,0.0003,0.0341
6025,12/31/2011,0.9799,0.9229,0.0571,0.0201,0.7597,0.7552,0.7217,0.0335,0.0045,0.1355,0.1199,0.0978,0.0221,0.0155,0.0149,0.0149,0.0134,0.0014,0.0000,0.0278,0.0278,0.0278,0.0000,0.0000,0.0211,0.0211,0.0211,0.0000,0.0000,0.0410
6029,12/31/2011,0.9971,0.9343,0.0627,0.0029,0.7622,0.7603,0.7115,0.0489,0.0019,0.1537,0.1534,0.1410,0.0124,0.0003,0.0124,0.0121,0.0118,0.0003,0.0004,0.0171,0.0171,0.0171,0.0001,0.0000,0.0260,0.0256,0.0245,0.0011,0.0004,0.0285
6037,12/31/2011,0.9953,0.9260,0.0693,0.0047,0.7231,0.7211,0.6637,0.0574,0.0020,0.1049,0.1042,0.0948,0.0093,0.0007,0.0731,0.0727,0.0715,0.0012,0.0004,0.0291,0.0287,0.0283,0.0004,0.0004,0.0198,0.0185,0.0176,0.0010,0.0012,0.0500
6041,12/31/2011,0.9948,0.6835,0.3113,0.0052,0.6524,0.6520,0.4355,0.2165,0.0005,0.0845,0.0845,0.0525,0.0320,0.0000,0.0826,0.0826,0.0262,0.0564,0.0000,0.0334,0.0334,0.0328,0.0006,0.0000,0.0320,0.0273,0.0215,0.0058,0.0047,0.1151
6047,12/31/2011,0.9984,0.7305,0.2679,0.0016,0.7821,0.7805,0.5813,0.1993,0.0016,0.1059,0.1059,0.0522,0.0537,0.0000,0.0051,0.0051,0.0036,0.0016,0.0000,0.0165,0.0165,0.0165,0.0000,0.0000,0.0419,0.0419,0.0285,0.0134,0.0000,0.0486
6053,12/31/2011,0.9979,0.9005,0.0974,0.0021,0.6962,0.6956,0.6171,0.0785,0.0006,0.1257,0.1257,0.1144,0.0113,0.0000,0.0198,0.0198,0.0188,0.0010,0.0000,0.0371,0.0367,0.0362,0.0005,0.0004,0.0754,0.0743,0.0682,0.0061,0.0011,0.0458
6055,12/31/2011,0.9986,0.7876,0.2111,0.0014,0.7409,0.7396,0.5661,0.1735,0.0014,0.1093,0.1093,0.0777,0.0315,0.0000,0.0115,0.0115,0.0092,0.0023,0.0000,0.0495,0.0495,0.0477,0.0018,0.0000,0.0249,0.0249,0.0229,0.0020,0.0000,0.0639
6057,12/31/2011,0.9581,0.7259,0.2322,0.0419,0.7123,0.6773,0.4927,0.1846,0.0350,0.1085,0.1049,0.0664,0.0385,0.0036,0.0031,0.0031,0.0000,0.0031,0.0000,0.0372,0.0372,0.0372,0.0000,0.0000,0.0154,0.0120,0.0060,0.0060,0.0033,0.1236
6059,12/31/2011,0.9957,0.8408,0.1549,0.0043,0.7814,0.7791,0.6482,0.1309,0.0023,0.0977,0.0972,0.0803,0.0169,0.0005,0.0291,0.0289,0.0247,0.0042,0.0002,0.0216,0.0213,0.0210,0.0003,0.0004,0.0196,0.0186,0.0161,0.0025,0.0010,0.0506
6061,12/31/2011,0.9888,0.6124,0.3763,0.0112,0.7864,0.7784,0.4615,0.3169,0.0079,0.0868,0.0844,0.0446,0.0398,0.0024,0.0134,0.0129,0.0048,0.0082,0.0004,0.0132,0.0128,0.0128,0.0000,0.0005,0.0213,0.0213,0.0099,0.0115,0.0000,0.0789
6065,12/31/2011,0.9958,0.6869,0.3088,0.0042,0.7789,0.7770,0.5278,0.2492,0.0018,0.1223,0.1217,0.0735,0.0482,0.0006,0.0142,0.0139,0.0068,0.0071,0.0003,0.0115,0.0110,0.0108,0.0002,0.0005,0.0164,0.0154,0.0113,0.0041,0.0010,0.0568
