GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; No schooling completed,Margin of Error; No schooling completed,Estimate; Nursery school,Margin of Error; Nursery school,Estimate; Kindergarten,Margin of Error; Kindergarten,Estimate; 1st grade,Margin of Error; 1st grade,Estimate; 2nd grade,Margin of Error; 2nd grade,Estimate; 3rd grade,Margin of Error; 3rd grade,Estimate; 4th grade,Margin of Error; 4th grade,Estimate; 5th grade,Margin of Error; 5th grade,Estimate; 6th grade,Margin of Error; 6th grade,Estimate; 7th grade,Margin of Error; 7th grade,Estimate; 8th grade,Margin of Error; 8th grade,Estimate; 9th grade,Margin of Error; 9th grade,Estimate; 10th grade,Margin of Error; 10th grade,Estimate; 11th grade,Margin of Error; 11th grade,"Estimate; 12th grade, no diploma","Margin of Error; 12th grade, no diploma",Estimate; Regular high school diploma,Margin of Error; Regular high school diploma,Estimate; GED or alternative credential,Margin of Error; GED or alternative credential,"Estimate; Some college, less than 1 year","Margin of Error; Some college, less than 1 year","Estimate; Some college, 1 or more years, no degree","Margin of Error; Some college, 1 or more years, no degree",Estimate; Associate's degree,Margin of Error; Associate's degree,Estimate; Bachelor's degree,Margin of Error; Bachelor's degree,Estimate; Master's degree,Margin of Error; Master's degree,Estimate; Professional school degree,Margin of Error; Professional school degree,Estimate; Doctorate degree,Margin of Error; Doctorate degree
6023,31/12/2012,91893,961,444,253,0,197,0,197,54,80,0,197,24,43,125,180,104,117,507,425,211,206,841,455,498,335,2699,1530,2536,981,2279,778,20124,2386,3200,856,7593,1198,18157,1843,7918,1374,16112,2029,4557,1025,1904,698,2006,789
6025,31/12/2012,106011,744,5051,1274,0,197,158,201,453,424,801,376,1788,747,997,648,779,401,6625,1249,1261,558,3733,974,5259,1241,2150,697,4685,1180,3565,1067,21722,2171,3384,866,5783,1080,17795,2250,6238,1176,9998,1520,3154,850,571,384,61,94
6029,31/12/2012,503688,457,17116,2118,72,86,277,214,1227,655,3717,1018,7389,1371,2850,784,4666,1159,25761,3026,4221,921,9200,1939,14070,1859,12856,2075,18603,2285,18440,2415,110250,5931,18454,2468,35421,2943,85179,5058,36938,2864,50490,3808,18510,2470,5423,1266,2558,731
6031,31/12/2012,93536,509,2496,765,0,197,0,197,191,149,469,264,1645,692,1073,553,531,281,3766,1079,1329,623,2300,695,1963,595,2595,533,4287,817,2329,600,21374,1955,4673,717,8444,1328,16607,1840,6171,1125,8566,1390,2030,622,549,391,148,142
6033,31/12/2012,46706,1140,549,383,0,197,28,51,0,197,0,197,129,211,0,197,284,262,622,530,0,197,855,479,744,401,853,432,1744,697,900,486,9869,1348,1686,627,4468,1079,10416,2161,5554,1252,5253,1218,2247,1050,235,165,270,271
6037,31/12/2012,6525066,*****,190849,6761,2062,539,3349,933,15180,1655,35354,3163,63119,3250,41627,3564,55872,3827,305990,10015,46268,3146,100564,6002,185868,7688,94534,4215,147615,6940,197052,5727,1236633,16331,110877,4621,285493,7180,1004530,13411,441619,10288,1291751,16377,433168,8761,155417,6008,80275,4232
6039,31/12/2012,93341,654,4156,1216,0,197,8,14,33,54,802,562,1490,624,856,573,752,434,5900,1537,487,360,2149,754,4305,1207,1581,503,2871,934,2336,1092,21996,2466,2926,860,6573,1198,14817,1811,7668,1473,9194,1775,1811,669,443,377,187,201
6041,31/12/2012,187610,645,1456,567,0,197,0,197,14,24,259,311,332,343,230,215,207,232,2203,1274,1214,667,1265,625,924,501,905,398,1745,747,1923,831,18709,2363,2098,653,8522,1612,29025,3040,11897,1702,58722,3393,27804,2438,11694,1586,6462,1179
6045,31/12/2012,60606,689,367,318,0,197,0,197,192,237,390,490,330,247,160,198,210,211,1289,583,138,166,965,517,671,373,963,354,1301,545,1350,559,13587,1899,2065,704,4003,927,13593,2020,4866,902,8227,1493,3922,867,1250,529,767,455
6047,31/12/2012,149009,622,7059,1080,0,197,0,197,104,117,1362,713,3048,954,1272,640,1238,443,9112,1992,2210,938,3687,1000,5650,1608,2262,693,5343,1276,6042,1252,33893,2993,5676,1202,8463,1393,22647,2335,10903,1891,12949,2123,4106,1033,1500,798,483,281
6053,31/12/2012,265340,870,9095,1745,0,197,104,102,825,591,3067,925,6112,1307,2060,600,2431,736,21945,2889,1765,728,5601,1414,9230,1411,6681,1407,5388,1012,5612,1146,43832,3036,6910,1051,12716,1593,37483,2437,20872,2170,40545,2969,15111,1897,4427,887,3528,847
6055,31/12/2012,94818,478,1865,614,0,197,0,197,56,94,853,808,798,495,356,289,502,341,4118,1337,297,295,1117,674,1953,905,1206,790,1558,654,2668,1233,17153,2089,2446,661,5600,850,15423,1548,8153,1092,20015,1625,5804,906,1889,792,988,292
6057,31/12/2012,73598,801,480,409,0,197,81,131,0,197,0,197,133,234,0,197,136,149,304,397,142,169,117,104,148,139,627,332,936,497,1190,513,13269,1918,2098,768,5910,1092,16309,2059,7843,1237,16662,2296,5035,1091,1513,560,665,389
6059,31/12/2012,2037907,564,42616,3621,248,204,574,359,1592,706,6890,1293,11360,2054,9045,1857,12387,1945,63477,4704,8190,1422,20643,2277,45440,4692,23060,2515,30536,3113,50095,3488,333727,7450,31253,2782,105475,4222,324581,8444,156675,7240,488226,9506,183233,6750,57295,3638,31289,2677
6061,31/12/2012,247723,540,1375,641,0,197,89,106,0,197,394,536,109,147,134,215,369,305,1687,787,602,415,763,375,1982,779,2392,839,3018,1022,3523,839,46838,3456,4979,1039,17223,1741,47613,3640,28462,2919,58417,3878,19442,1975,5892,1042,2420,801
6065,31/12/2012,1405232,355,31927,2778,125,121,294,208,3012,884,5045,1277,10278,1859,6463,1350,8391,1887,51554,4071,7890,1304,17214,2396,36980,3396,29299,2437,43688,3802,38914,3262,310222,8760,39879,3847,107793,5388,260557,7676,107539,4619,186335,7494,70826,4456,19452,1910,11555,2139
6067,31/12/2012,943594,494,27424,2593,100,97,80,92,1048,716,1586,672,2627,704,2061,833,2811,995,16386,1900,3437,1041,9995,1820,9823,1622,11027,1701,20255,2598,20260,2173,182451,6721,28427,2445,71772,4249,183119,5840,84917,4979,176769,5891,57396,3238,21042,1831,8781,1575
6071,31/12/2012,1254340,839,29251,3127,637,543,438,362,2452,1012,4584,1244,9739,2133,7577,1384,6613,1327,40476,3786,7938,1377,18848,2336,31995,3236,31201,3296,39904,3437,45620,2989,287342,8000,36097,3183,87289,4767,231219,8806,103608,6022,153666,7471,55441,3790,13459,2003,8946,1534
6073,31/12/2012,2079795,*****,37264,3750,552,319,394,247,2010,851,3973,1041,8138,1735,4754,1398,9063,1880,52381,4019,13347,2303,20948,2656,41152,3624,22974,2463,30997,3195,41963,3827,351952,9293,46064,3101,115868,5105,341756,10396,211426,7999,446573,9382,181344,6938,51244,4072,43658,3713
6075,31/12/2012,644836,412,17427,2078,0,197,143,170,923,718,1070,446,2364,703,3182,1022,5076,1375,13159,2645,2735,855,7517,1379,8864,1655,6196,1415,4053,1070,13967,2387,72714,4594,11104,2880,19645,2387,74353,4552,34736,3407,212320,6959,86568,4655,32255,3029,14465,2147
6077,31/12/2012,427418,357,14757,2046,46,77,34,57,457,422,1425,581,2435,708,2524,1060,4217,1390,13639,2238,2836,1005,6484,2056,8467,1635,7375,1462,12343,1727,15567,2148,92752,5194,16636,1682,30150,2645,73044,4291,41647,3332,55397,3860,16799,2132,5828,1339,2559,910
6079,31/12/2012,180650,1172,1667,792,0,197,0,197,0,197,262,197,510,323,133,183,168,183,1968,840,196,205,1143,677,1929,824,1763,696,3038,1015,2942,848,30896,2786,3820,840,14166,1718,36415,3029,19026,2625,39260,2835,15030,2007,4133,907,2185,581
6081,31/12/2012,522151,745,9969,2113,95,154,234,261,297,317,2026,1035,1431,568,1297,583,1678,910,10701,1898,1020,525,2462,997,6017,1601,4024,1015,5168,1543,12261,1734,81021,5594,7079,1384,23839,2423,83073,4943,39971,3545,136959,4708,59879,3528,18746,1962,12904,1447
6083,31/12/2012,266202,558,6881,1457,0,197,402,400,733,413,1435,666,2999,931,1443,679,1881,758,13506,1839,2013,704,3476,1252,7205,1586,2714,867,5214,1298,5543,1239,44708,3692,7516,1351,15397,1889,40725,2918,21995,2208,47188,2704,20794,1900,6611,1239,5823,1018
6085,31/12/2012,1240851,618,26323,2270,91,89,403,357,857,452,2673,814,6741,1573,2782,813,6760,1713,26683,3052,4511,1101,13209,1911,18950,2461,15056,1950,16402,2340,31031,3413,162148,6328,20958,2602,53729,3457,154778,6334,91949,4360,323641,7004,188362,5084,31430,2730,41384,2847
6087,31/12/2012,172067,587,2645,827,63,105,0,197,196,233,1062,481,1231,805,1844,745,1466,1300,4381,971,776,604,1663,819,2377,1186,2227,1253,1678,1020,2561,808,23370,2485,4277,1243,7866,1245,31177,2808,15277,2048,39704,3215,17973,1938,4089,902,4164,973
6089,31/12/2012,124220,882,1128,642,112,138,25,43,0,197,82,136,231,322,31,50,133,172,436,286,115,108,703,365,679,382,3092,1012,4673,1230,2728,711,28388,2336,4412,922,13887,1729,26928,2149,13859,1643,15043,1932,4589,904,1682,516,1264,470
6095,31/12/2012,279393,327,3430,916,189,229,40,69,156,176,937,546,1023,578,961,594,1010,520,4305,1154,1641,558,3110,962,2749,781,4096,986,7503,1279,4672,955,58517,3574,8670,1194,23485,2028,57319,3923,28266,2459,46308,2338,14371,1852,4822,1126,1813,586
6097,31/12/2012,339841,769,4885,1206,41,68,0,197,419,508,710,447,2148,913,1152,666,1578,784,7445,1567,1467,1200,3770,1024,5495,1490,3831,954,4794,1165,6937,1429,62664,4422,7893,1392,25073,2334,59679,3819,31641,2886,68437,3811,25790,2476,9551,1792,4441,1172
6099,31/12/2012,321347,822,9538,1479,45,76,48,81,1101,664,1474,687,2618,937,1330,711,2032,849,12590,2028,3242,956,6088,1472,5149,1177,6404,1231,10552,1523,9200,1312,79270,4829,13222,1774,26085,2649,55009,3170,24627,2683,34008,2930,12352,1654,4150,821,1213,517
6101,31/12/2012,59373,513,2274,718,0,197,50,85,0,197,174,216,625,396,460,479,431,317,1379,546,749,498,857,458,644,385,955,427,1449,544,2100,698,11509,1867,1861,572,4707,1048,11721,1551,6906,1236,8163,1471,1489,501,573,300,297,225
6107,31/12/2012,257393,703,13676,1999,183,181,113,98,1220,637,2134,644,4197,1108,2430,792,2725,713,20393,2516,2028,661,6952,1441,7152,1492,5636,1390,7896,1574,7041,1154,54506,3687,7625,1470,15089,2066,38611,3701,19877,2136,25197,3824,7641,1334,3857,1833,1214,763
6111,31/12/2012,542924,631,10501,1793,0,197,174,233,1100,567,2788,989,4955,1320,3721,864,2891,1042,19825,2473,1903,669,5493,1221,8002,1301,9617,1756,10141,1629,12646,1730,89905,5039,8937,1415,34458,2437,96634,4559,47642,3224,111149,4946,41636,3287,11624,1793,7182,1263
6113,31/12/2012,119945,934,2336,720,0,197,0,197,169,244,476,402,682,466,946,894,467,386,2489,822,252,207,1193,770,1786,715,2730,926,2020,667,2317,939,20545,2179,3584,1184,6616,1239,18761,2397,7835,1302,23920,2297,11865,1288,3005,870,5951,982
6115,31/12/2012,44292,484,977,425,0,197,0,197,40,73,140,156,234,218,64,105,130,169,582,335,375,406,473,385,770,383,891,513,2198,694,1546,869,9419,1334,1838,586,4129,1031,9484,1239,4010,880,4252,1070,2032,568,567,423,141,186
6001,31/12/2013,1086581,385,24090,2701,154,182,147,148,1007,604,1806,633,5723,1398,2371,699,4534,1421,23161,2735,4311,1155,12692,2485,11185,1919,11801,1825,15495,1955,22729,2635,186234,6881,17568,2271,52821,3541,157767,6707,70095,4295,264739,7022,133259,5477,31450,2751,31442,2414
6007,31/12/2013,141998,467,2420,547,40,65,0,203,0,203,40,52,439,319,222,153,191,295,1125,541,102,168,1523,788,1760,772,2264,525,3512,965,2686,771,28249,2542,4535,1002,11444,1445,30413,2533,13198,1590,25788,2241,8237,1496,2630,741,1180,533
6013,31/12/2013,739577,364,10713,1995,120,113,144,171,638,510,1364,597,3802,1019,2411,890,2134,808,8553,1946,3445,1354,9245,1777,11932,2532,7400,1656,8133,1539,13489,1888,124905,6520,14506,1591,44128,3546,121635,5932,62123,4656,189019,5709,64192,3758,21301,2513,14245,1838
6017,31/12/2013,128269,1411,694,585,129,146,0,203,0,203,0,203,0,203,0,203,160,273,1203,783,299,268,207,293,1686,983,666,376,1899,841,2303,766,24405,3013,2480,941,10130,2106,26145,2815,12833,2055,27831,2628,10713,1925,2951,835,1535,600
6019,31/12/2013,568993,411,26987,2639,451,546,138,132,2263,1017,4094,1260,5265,1198,3794,1036,4726,1308,19654,2408,3492,994,14886,2119,15069,2470,18043,2623,15895,2159,13811,1862,107801,5225,18159,2476,35772,2655,98853,4543,47099,3733,74489,4597,23168,2189,9427,1421,5657,1019
6023,31/12/2013,90865,965,612,355,0,203,0,203,49,84,0,203,50,95,126,162,76,91,414,386,113,147,1289,710,242,192,1409,630,1974,775,2468,1224,20693,2544,2632,960,7328,1265,18139,1830,7513,1497,17163,1912,5158,1102,1678,556,1739,697
6025,31/12/2013,106208,620,3869,1156,0,203,171,207,439,352,1116,588,2264,862,903,524,959,573,6527,1376,1513,676,2812,1040,4627,1205,2310,622,3314,760,3198,956,20202,2816,3516,724,5205,1099,22245,2529,7558,1396,9797,1804,2976,946,468,295,219,230
6029,31/12/2013,510663,453,14820,2326,99,124,0,203,2285,1241,3178,1198,7039,1525,3151,1084,3125,947,27336,3983,4318,1299,7663,1339,11798,1712,12615,1938,20438,2334,15034,2007,120147,6265,22151,2475,33218,2862,91509,4869,37310,3193,49624,3339,16826,1923,3975,944,3004,1049
6031,31/12/2013,92188,465,1834,693,0,203,91,145,1134,609,955,543,848,435,463,246,487,301,3926,1098,766,352,1891,757,2907,954,2347,560,5204,1101,3345,873,18987,1916,3419,665,6047,1229,18288,1977,7353,1424,8256,1499,1573,787,1625,665,442,340
6033,31/12/2013,45601,1019,713,744,0,203,0,203,83,145,501,384,528,440,64,109,0,203,340,275,354,276,1231,521,597,375,1016,468,2276,829,1309,552,11542,1732,1374,622,3659,899,7851,1422,5561,1290,4001,1069,1904,732,494,387,203,223
6037,31/12/2013,6623876,*****,212806,7423,1873,595,2070,625,14113,2097,34886,3272,66017,4680,42546,3629,59762,4520,317209,10471,50951,4008,98678,4400,187137,7702,99549,4269,147828,6861,196643,7260,1248318,18678,103131,4881,294691,8179,987345,14736,466822,11883,1305314,15741,448310,10271,151184,5537,86693,4804
6039,31/12/2013,94290,742,4356,1199,134,158,119,150,578,448,1076,558,1248,754,1162,609,539,333,5499,1566,491,343,1874,681,3006,949,2715,895,3217,896,2290,821,17600,2191,3578,892,6064,1238,18306,2463,8189,1622,7728,1599,3110,896,811,454,600,390
6041,31/12/2013,188863,766,1594,649,19,30,0,203,27,35,278,246,536,400,182,223,277,292,2446,982,574,492,769,498,751,451,1186,681,816,345,2241,791,20106,2636,2742,815,8405,1457,29833,2863,12107,2043,58583,4060,26643,2985,12749,1711,5999,1183
6045,31/12/2013,61716,648,1054,639,0,203,0,203,39,71,611,601,31,55,77,142,270,260,1250,657,197,212,593,385,711,516,521,314,1830,729,999,420,14734,1955,947,382,5859,1235,10435,1780,5469,1324,10465,2016,3787,952,1094,363,743,433
6047,31/12/2013,151987,685,5445,1120,0,203,310,294,547,396,1748,834,3335,1057,2243,843,2690,1143,11396,2223,1025,534,2878,1031,4985,1079,3159,1107,4329,1276,4771,1205,31116,2780,5237,1204,13598,2003,22875,2252,9788,1273,12992,1600,4285,986,1556,560,1679,728
6053,31/12/2013,268578,730,8579,1903,15,26,0,203,751,472,1724,784,4419,1045,2964,1034,2315,812,18530,2489,2214,756,5248,1506,6370,1470,5869,1502,6748,1744,5702,1215,52661,3943,9407,1521,14267,1783,40220,3536,20903,2048,35424,2413,16571,1772,4446,896,3231,768
6055,31/12/2013,96088,658,2499,820,48,81,70,83,0,203,80,99,289,307,471,472,602,363,4108,1311,169,203,1206,666,527,380,869,545,1544,585,2117,833,15570,1814,2474,684,7337,1202,16212,1928,8925,1239,21404,2131,5842,1070,2718,659,1007,429
6057,31/12/2013,73256,934,577,529,0,203,0,203,0,203,0,203,0,203,0,203,128,214,379,380,116,142,479,490,635,739,832,412,1805,978,1066,611,12437,1753,1530,752,7052,1539,14449,2130,8542,1773,15097,1954,5037,872,2441,815,654,454
6059,31/12/2013,2071353,802,42689,3446,900,649,966,556,1561,632,7175,1456,11663,2174,8748,1507,10434,1483,66210,5336,12198,1876,21022,3255,43853,4028,22920,2546,25176,3357,51626,3845,338191,11038,35678,3135,116627,4882,321073,9512,163780,6510,500001,10306,183593,7245,57041,4436,28228,3146
6061,31/12/2013,251876,694,994,435,0,203,29,47,29,54,140,220,200,214,58,98,0,203,2329,981,291,245,1100,634,844,422,2061,649,2413,730,3706,1102,48186,3497,5518,1495,20721,2154,45579,3299,27918,2515,58242,3206,20911,2491,7651,1305,2956,891
6065,31/12/2013,1433816,716,31849,3026,270,286,344,256,1517,646,5186,1431,7739,1508,7182,1590,7766,1479,45101,4463,6921,1292,17611,3231,36708,3358,26221,3224,42242,4314,46397,4110,329055,10339,42688,3052,108391,4866,255174,7458,114480,5709,193641,7249,76629,5382,18941,2040,11763,1693
6067,31/12/2013,957553,568,25923,2957,151,178,224,245,575,433,1254,665,2241,804,2293,1040,3772,1186,12069,2272,4388,1110,9779,1919,7616,1674,12593,2034,20908,2952,23273,2266,195803,6244,29331,2575,70354,3786,171266,6727,94032,4753,176921,6055,62683,3338,20284,2195,9820,1375
6071,31/12/2013,1270160,671,29068,3177,216,162,238,214,2171,915,4505,1151,10571,2055,6641,1437,6700,1874,39043,3394,7920,1707,16513,2478,32120,3093,28003,3067,42020,4274,43619,3233,283001,8719,46036,3335,93610,4836,229626,8400,106491,6607,155519,5667,61865,3683,14158,1935,10506,2069
6073,31/12/2013,2118440,713,41685,3948,484,291,195,194,2542,932,3367,875,8751,1547,6550,1538,10753,2064,45473,4814,14727,2489,22520,2788,46810,5944,28595,3086,32129,3166,42774,3536,370180,12833,45738,3249,122546,5907,347367,9472,193036,8339,449148,10616,187760,7421,55342,3975,39968,3327
6075,31/12/2013,658387,728,20592,2524,41,70,214,183,508,457,1069,617,1885,796,1958,810,2812,890,15485,2591,2648,897,5485,1204,8763,1896,5254,1286,7073,1898,13312,2225,73528,4532,9136,1382,22887,1910,80758,5405,35773,3384,206562,7387,90508,4599,34760,3449,17376,2196
6077,31/12/2013,431665,558,14635,1953,0,203,198,190,462,392,1136,583,3895,1287,2310,892,3333,1080,17785,2760,2836,723,6780,1224,8322,1414,6719,1118,13877,2082,13505,1932,93846,5396,16087,1917,30165,3025,80230,5048,41398,2764,52350,3929,13700,1784,4822,1031,3274,986
6079,31/12/2013,182726,1072,1949,709,98,125,107,127,317,351,780,622,570,463,103,141,469,437,4060,1210,598,322,906,385,1439,540,2903,1014,3053,851,2226,724,30351,3054,4515,1028,12711,2121,43094,3463,14918,2084,37739,2873,12902,1932,3861,1159,3057,991
6081,31/12/2013,529331,629,10018,1714,0,203,96,159,429,419,1548,773,2474,845,1459,625,2014,761,7750,1525,1170,558,7162,2056,4149,1194,4209,1102,3455,1057,10165,1744,82619,4916,9716,1805,27603,3099,69691,4738,40168,3466,145556,5148,62737,3893,19355,1845,15788,2114
6083,31/12/2013,267258,678,6179,1431,0,203,0,203,651,382,2397,1132,3035,981,2492,1047,1201,477,13137,2488,1083,634,3555,1167,7645,1780,4937,1205,6791,1944,4966,1312,36252,2928,5931,1311,15433,1827,43390,3628,22259,2067,51270,3347,21133,2108,7546,1078,5975,1032
6085,31/12/2013,1262077,776,28043,2663,750,457,750,416,901,411,4581,1571,5495,1329,3390,955,8797,1850,18781,2509,4865,1256,13652,2382,15829,2440,15164,2330,17317,2047,29257,2498,169626,6408,20498,2831,53101,3421,162810,5611,88930,5214,324058,8048,200451,5539,34251,2959,40780,3000
6087,31/12/2013,172123,728,1920,766,0,203,0,203,344,258,1295,626,1300,696,1071,580,448,358,5536,1541,719,390,1376,519,2224,1124,1525,693,1919,862,3025,1016,20794,2333,3392,1134,10000,1609,31450,2799,16898,2353,40398,2724,18046,1996,4583,1161,3860,923
6089,31/12/2013,123565,1043,958,559,0,203,88,149,0,203,0,203,197,258,712,627,181,193,720,374,438,461,1297,509,1087,723,2869,1123,2381,845,3651,826,28311,2708,4303,926,11609,1572,29697,2608,13636,1581,13380,1954,5721,1109,1505,467,824,315
6095,31/12/2013,283146,460,3537,1075,0,203,0,203,153,187,959,762,1833,1439,950,508,2753,1320,3068,1098,567,363,3362,1013,2746,843,3141,838,4671,926,7080,1562,58781,3698,7841,1351,21209,1787,65554,4346,25470,2524,47051,3709,14015,1743,5818,1217,2587,826
6097,31/12/2013,345792,738,4636,1160,0,203,0,203,0,203,924,471,991,542,1445,680,2244,1025,10331,1843,1640,776,1928,767,3334,1083,4656,1192,7104,1601,6471,1361,59006,3963,8428,1519,29406,2432,62381,3814,31190,2382,71632,3547,23779,2447,10055,1531,4211,1001
6099,31/12/2013,325595,775,12458,2247,0,203,46,77,1063,626,1236,595,2479,781,2011,787,2837,869,10913,2258,1784,707,5983,1380,5240,1282,8290,1864,9193,1884,10593,1739,79627,4190,14347,2322,25663,2702,55556,3871,24035,3083,34255,2600,11367,1423,4909,1061,1710,902
6101,31/12/2013,60391,824,2102,663,0,203,0,203,75,113,306,305,155,174,531,346,100,100,2229,759,222,203,548,239,1046,609,1188,450,1238,658,1463,575,14547,1726,1302,400,5691,1105,9533,1223,7002,1453,7963,1194,1975,527,992,413,183,152
6107,31/12/2013,260620,770,15072,2352,67,113,51,60,550,355,2866,992,5166,1532,2633,1063,1531,643,14551,2325,1593,718,11514,2616,9169,1723,6090,1414,8204,1432,8115,1417,58235,3827,8858,1486,16469,2076,37448,3637,17770,2110,21581,2778,9933,2376,2395,818,759,376
6111,31/12/2013,548617,639,9695,1534,49,83,232,208,784,510,2304,906,4148,1181,2760,1025,2441,845,22011,2796,1987,673,5184,1124,8805,1596,5354,1305,9903,1808,15668,2287,99580,4776,10675,1691,32182,2453,96707,4892,46758,3236,104324,5110,44606,3675,13585,1731,8875,1343
6113,31/12/2013,119540,513,2031,837,64,125,341,299,230,234,465,601,77,93,118,179,300,291,4255,1367,505,298,1284,656,1653,880,2796,1058,2328,672,2198,624,19775,2217,2389,766,7364,1491,17110,2243,8215,1575,24266,1955,12223,1533,3454,701,6099,1197
6115,31/12/2013,45566,615,722,417,0,203,48,89,33,60,135,171,277,269,129,173,107,163,1081,470,160,174,527,295,784,462,891,470,2371,838,822,411,11471,1694,1469,554,3415,912,10030,1699,4200,902,5540,1216,947,461,363,257,44,73
