GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Worked in state of residence:,Margin of Error; Worked in state of residence:,Estimate; Worked in state of residence: - Worked in county of residence,Margin of Error; Worked in state of residence: - Worked in county of residence,Estimate; Worked in state of residence: - Worked outside county of residence,Margin of Error; Worked in state of residence: - Worked outside county of residence,Estimate; Worked outside state of residence,Margin of Error; Worked outside state of residence,"Estimate; Car, truck, or van - drove alone:","Margin of Error; Car, truck, or van - drove alone:","Estimate; Car, truck, or van - drove alone: - Worked in state of residence:","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence:","Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Estimate; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Estimate; Car, truck, or van - drove alone: - Worked outside state of residence","Margin of Error; Car, truck, or van - drove alone: - Worked outside state of residence","Estimate; Car, truck, or van - carpooled:","Margin of Error; Car, truck, or van - carpooled:","Estimate; Car, truck, or van - carpooled: - Worked in state of residence:","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence:","Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Estimate; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Estimate; Car, truck, or van - carpooled: - Worked outside state of residence","Margin of Error; Car, truck, or van - carpooled: - Worked outside state of residence",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Worked in state of residence:,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence:,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Estimate; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Margin of Error; Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Estimate; Public transportation (excluding taxicab): - Worked outside state of residence,Margin of Error; Public transportation (excluding taxicab): - Worked outside state of residence,Estimate; Walked:,Margin of Error; Walked:,Estimate; Walked: - Worked in state of residence:,Margin of Error; Walked: - Worked in state of residence:,Estimate; Walked: - Worked in state of residence: - Worked in county of residence,Margin of Error; Walked: - Worked in state of residence: - Worked in county of residence,Estimate; Walked: - Worked in state of residence: - Worked outside county of residence,Margin of Error; Walked: - Worked in state of residence: - Worked outside county of residence,Estimate; Walked: - Worked outside state of residence,Margin of Error; Walked: - Worked outside state of residence,"Estimate; Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Taxicab, motorcycle, bicycle, or other means:","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Estimate; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence","Margin of Error; Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence",Estimate; Worked at home,Margin of Error; Worked at home
6097,31/12/2007,226604,3934,226094,3916,186753,4631,39341,3191,510,300,164049,5703,163939,5696,133144,5683,30795,2731,110,131,28419,3645,28365,3627,22392,3198,5973,1215,54,88,4905,1442,4905,1442,3132,1116,1773,616,0,292,9151,2044,8989,2043,8598,2017,391,253,162,192,3647,1127,3463,1077,3054,964,409,420,184,174,16433,2415
6099,31/12/2007,204013,5441,203177,5533,158209,6006,44968,3442,836,696,162696,5622,161984,5670,127471,5695,34513,2963,712,687,23193,3285,23193,3285,13620,2443,9573,2232,0,292,1304,610,1304,610,984,542,320,279,0,292,4125,1135,4064,1122,4028,1112,36,60,61,108,3668,1228,3605,1193,3079,1104,526,454,63,102,9027,1510
6107,31/12/2007,157277,4810,156723,4824,136385,5179,20338,2323,554,454,115354,5224,114995,5209,101469,5151,13526,1777,359,407,30075,3684,29946,3690,24141,3349,5805,1271,129,157,635,421,635,421,635,421,0,292,0,292,2855,1077,2855,1077,2562,1102,293,256,0,292,3536,1075,3470,1064,2756,1029,714,364,66,112,4822,1225
6111,31/12/2007,375552,6076,373886,6286,292024,6787,81862,4508,1666,727,297384,6704,296392,6702,224643,6640,71749,4203,992,619,42734,3737,42655,3757,34135,3297,8520,1385,79,127,3669,1106,3596,1091,2656,1040,940,427,73,126,6759,1490,6700,1510,6700,1510,0,292,59,97,6858,1402,6395,1416,5742,1358,653,343,463,352,18148,2184
6113,31/12/2007,91015,3640,90765,3645,56452,3744,34313,2875,250,276,63928,3921,63928,3921,36524,3427,27404,2581,0,292,8610,1704,8610,1704,3866,993,4744,1455,0,292,3519,1055,3466,1041,2461,935,1005,436,53,92,3501,1290,3501,1290,3261,1223,240,318,0,292,8370,1586,8173,1596,7253,1519,920,611,197,263,3087,866
6001,31/12/2008,715593,6799,713194,6770,476843,7073,236351,7596,2399,820,473542,9816,472973,9789,325879,7582,147094,6653,569,320,75014,5047,74797,5094,41339,4363,33458,3290,217,359,83313,4878,83187,4851,33290,3452,49897,3348,126,157,27351,4338,26924,4324,25012,4002,1912,888,427,253,22466,2855,21406,2742,17416,2418,3990,952,1060,585,33907,2958
6007,31/12/2008,90343,3772,89983,3793,80139,3573,9844,1958,360,243,67720,3855,67610,3867,59717,3402,7893,1739,110,131,10548,2118,10390,2085,8607,1957,1783,747,158,192,942,561,942,561,942,561,0,294,0,294,3638,936,3546,913,3392,903,154,186,92,157,3489,1085,3489,1085,3475,1082,14,29,0,294,4006,901
6013,31/12/2008,487764,5844,484786,5753,283482,6683,201304,6669,2978,1305,343584,7642,342254,7629,212025,7507,130229,5484,1330,601,58456,4821,58109,4880,30372,3748,27737,3200,347,280,46584,4092,46540,4090,6985,1620,39555,3809,44,72,7713,1907,7713,1907,6944,1791,769,578,0,294,8319,2012,7062,1511,4048,1188,3014,856,1257,1082,23108,2136
6017,31/12/2008,86482,3252,81527,3620,50509,3718,31018,2975,4955,1368,66856,3786,63531,3893,38095,3395,25436,2784,3325,1130,8428,2149,7311,1821,3992,1302,3319,1252,1117,881,1922,935,1922,935,172,198,1750,931,0,294,1328,655,1220,574,1141,554,79,124,108,189,2250,990,1845,1002,1411,866,434,445,405,326,5698,1423
6019,31/12/2008,364626,6539,363530,6558,334306,7242,29224,3075,1096,575,279336,7312,278876,7282,257697,7535,21179,2153,460,403,47994,6353,47828,6364,41684,6116,6144,1963,166,160,5321,1304,5321,1304,5023,1291,298,230,0,294,6371,1520,6111,1541,5853,1497,258,417,260,233,13352,2596,13142,2587,11797,2245,1345,879,210,278,12252,1762
6025,31/12/2008,56041,2385,54927,2411,51505,2274,3422,1292,1114,627,41542,2737,40749,2771,39006,2565,1743,885,793,456,8337,1778,8035,1817,6538,1578,1497,847,302,258,384,266,384,266,335,256,49,77,0,294,2786,1073,2767,1075,2767,1075,0,294,19,35,924,567,924,567,791,527,133,157,0,294,2068,793
6029,31/12/2008,312742,6460,310259,6414,289104,6326,21155,2740,2483,945,237730,6234,236236,6017,220321,5942,15915,2416,1494,758,53519,4630,52989,4666,48270,4217,4719,1229,530,407,2875,1002,2875,1002,2570,915,305,332,0,294,4782,1209,4782,1209,4698,1172,84,134,0,294,5822,1667,5363,1588,5231,1601,132,126,459,512,8014,1415
6031,31/12/2008,58066,4886,57979,4881,49119,4812,8860,1713,87,109,41461,3306,41401,3296,35089,3175,6312,1345,60,96,8947,2376,8947,2376,6803,2186,2144,930,0,294,1874,1383,1874,1383,1711,1351,163,207,0,294,1794,896,1767,889,1767,889,0,294,27,52,2003,680,2003,680,1762,703,241,222,0,294,1987,691
6037,31/12/2008,4530548,25742,4511450,26314,4185227,26106,326223,9820,19098,2226,3240633,23016,3231301,23469,2964684,23685,266617,9081,9332,1761,526255,14766,524425,14705,477558,14340,46867,3426,1830,570,330312,10510,329385,10672,323707,10492,5678,1090,927,509,130300,6762,129113,6767,127450,6704,1663,604,1187,487,102646,6583,96824,6427,91426,6230,5398,1241,5822,1429,200402,7410
6041,31/12/2008,128185,3335,127843,3320,83849,3963,43994,3160,342,256,88180,3756,88028,3792,58194,3423,29834,2726,152,192,12634,2219,12634,2219,6464,1391,6170,1793,0,294,10197,1680,10197,1680,2949,1114,7248,1334,0,294,3065,1055,2986,1053,2970,1053,16,26,79,125,3052,927,2941,926,2215,935,726,448,111,144,11057,1841
6047,31/12/2008,93577,3537,93081,3515,68344,4256,24737,3062,496,333,69356,3978,68993,3987,50726,4152,18267,2710,363,316,12498,2238,12438,2209,7131,1721,5307,1647,60,104,580,493,580,493,312,317,268,406,0,294,2670,1216,2670,1216,2655,1214,15,24,0,294,4703,1348,4630,1338,3750,1290,880,516,73,119,3770,1097
6053,31/12/2008,179919,4395,179208,4398,162554,4804,16654,2426,711,401,124440,5077,124077,5078,111002,4983,13075,2117,363,272,25332,2862,25134,2864,22493,2871,2641,994,198,246,5333,1495,5333,1495,5098,1363,235,340,0,294,6534,1504,6466,1492,6344,1474,122,125,68,113,9716,2087,9634,2108,9053,2113,581,322,82,141,8564,1668
6055,31/12/2008,65694,3359,65447,3320,53242,4319,12205,2653,247,249,48104,3504,48044,3507,38183,2994,9861,2391,60,97,8772,2196,8772,2196,7079,2158,1693,666,0,294,2453,3164,2453,3164,1987,3256,466,295,0,294,2797,1265,2797,1265,2672,1246,125,212,0,294,848,475,661,391,601,373,60,97,187,234,2720,811
6057,31/12/2008,45910,2612,44613,2668,34734,2635,9879,1576,1297,571,36797,2645,35554,2662,27372,2535,8182,1244,1243,553,4655,1369,4601,1370,3129,981,1472,851,54,93,0,294,0,294,0,294,0,294,0,294,1138,650,1138,650,1052,637,86,132,0,294,487,293,487,293,348,254,139,153,0,294,2833,992
6059,31/12/2008,1469509,9020,1462472,9067,1237341,10907,225131,8204,7037,1425,1128216,13678,1124771,13919,940842,13279,183929,7415,3445,915,164245,8107,163850,8082,133935,6872,29915,3043,395,222,49115,4356,49076,4359,42695,4449,6381,1146,39,65,30620,4499,30109,4489,29379,4436,730,298,511,287,28699,3279,26052,3369,21876,3120,4176,1108,2647,957,68614,4745
6061,31/12/2008,165778,4340,163962,4504,102470,4197,61492,3867,1816,808,132164,4450,130861,4554,79086,3975,51775,3410,1303,738,15623,2378,15209,2314,6774,1715,8435,1758,414,433,1673,745,1673,745,943,588,730,347,0,294,2323,881,2323,881,2282,879,41,69,0,294,3096,1055,2997,1056,2486,901,511,389,99,113,10899,1936
6065,31/12/2008,880102,10454,875125,10526,611564,12962,263561,10081,4977,1065,662697,11485,658952,11470,456127,11489,202825,8590,3745,981,129187,7113,128745,7039,78241,5335,50504,5193,442,358,14155,3026,14155,3026,8489,2521,5666,1406,0,294,17482,4087,17255,4078,16061,3832,1194,755,227,194,13192,2073,12629,2124,9257,1903,3372,987,563,345,43389,4825
6067,31/12/2008,628808,8397,625398,8505,513447,9541,111951,6136,3410,961,465636,8901,463444,8990,370529,9041,92915,5448,2192,830,81710,4905,81283,4878,66575,4157,14708,2229,427,304,20465,2346,20235,2322,18158,2252,2077,832,230,208,13486,1939,13486,1939,13125,1924,361,264,0,294,17697,2261,17136,2212,15246,2159,1890,946,561,413,29814,3176
6071,31/12/2008,847918,11894,845194,11843,605200,13139,239994,9049,2724,706,657949,12808,655984,12861,466662,11680,189322,7522,1965,588,111397,6562,111160,6585,71935,5513,39225,4162,237,208,16975,2727,16903,2714,8970,1773,7933,1850,72,125,16985,3402,16764,3421,15296,3211,1468,968,221,266,11004,2274,10775,2168,8729,2054,2046,781,229,227,33608,2907
6073,31/12/2008,1422322,13947,1411742,13974,1376227,13288,35515,3222,10580,1739,1057103,14398,1051099,14585,1025296,13856,25803,2817,6004,1376,160175,7658,159508,7710,153275,7659,6233,1413,667,337,48572,4514,48350,4509,46488,4495,1862,640,222,184,46403,4703,45251,4800,44378,4804,873,481,1152,765,26992,2697,24457,2873,23713,2977,744,486,2535,712,83077,6365
6075,31/12/2008,442831,6839,440428,6716,340928,7529,99500,6209,2403,847,169868,6546,169222,6499,100664,5581,68558,4961,646,378,36998,3581,36859,3554,26298,3247,10561,1771,139,136,141069,6202,140666,6238,123630,5643,17036,2983,403,401,41621,4371,41197,4342,39682,4326,1515,834,424,269,20125,2744,19334,2711,17504,2609,1830,1099,791,595,33150,3795
6077,31/12/2008,273076,5827,272374,5801,204670,7053,67704,4338,702,381,203878,6461,203656,6426,154916,6969,48740,3765,222,223,41311,4320,41151,4308,26138,3632,15013,2463,160,190,4135,992,4135,992,1623,694,2512,836,0,294,5476,1742,5326,1714,5029,1575,297,437,150,188,7022,2121,6852,2110,5710,2079,1142,616,170,164,11254,1972
6079,31/12/2008,125195,4379,124811,4408,111216,4661,13595,2147,384,261,93014,4342,92789,4379,82732,4518,10057,1602,225,216,13070,2394,12958,2431,10055,1795,2903,1333,112,184,1450,714,1450,714,1287,689,163,153,0,294,5398,1490,5398,1490,5176,1559,222,282,0,294,4572,1297,4525,1290,4275,1294,250,187,47,78,7691,1312
6081,31/12/2008,363557,6105,361842,6116,216139,6567,145703,6197,1715,565,258759,6652,258277,6672,157486,5480,100791,5385,482,278,41804,4183,41496,4156,23043,3519,18453,2156,308,228,27135,3433,26957,3459,5907,1919,21050,2848,178,221,9783,1802,9599,1807,8955,1776,644,488,184,181,10806,2480,10243,2497,5478,1449,4765,1522,563,297,15270,1962
6083,31/12/2008,191943,4401,191167,4390,178834,4545,12333,2001,776,324,124007,4941,123707,4941,114221,4618,9486,1737,300,199,32054,3500,31846,3496,29535,3461,2311,790,208,186,6747,1504,6747,1504,6211,1338,536,691,0,294,7868,1664,7736,1672,7736,1672,0,294,132,142,9188,2272,9052,2271,9052,2271,0,294,136,155,12079,2090
6085,31/12/2008,865247,10179,861722,10073,754690,10668,107032,5549,3525,863,665013,8841,663284,8897,576962,9135,86322,5397,1729,662,78931,5345,78878,5322,67314,5167,11564,1769,53,90,31905,4062,31696,4048,25833,3864,5863,952,209,209,20586,3540,20110,3505,19670,3489,440,337,476,324,31029,4293,29971,4290,27128,4032,2843,976,1058,407,37783,3646
6087,31/12/2008,126810,3995,126684,3994,95993,4440,30691,3254,126,150,90870,4301,90792,4294,65627,3898,25165,2757,78,126,13368,2226,13320,2230,8806,1832,4514,1046,48,82,3174,1027,3174,1027,2705,1008,469,294,0,294,5956,1485,5956,1485,5691,1504,265,338,0,294,5941,1585,5941,1585,5663,1542,278,241,0,294,7501,1623
6089,31/12/2008,73604,3386,73415,3383,70167,3342,3248,917,189,163,58001,3219,57873,3228,55519,3235,2354,712,128,122,8185,1633,8185,1633,7454,1589,731,415,0,294,329,317,329,317,329,317,0,294,0,294,1655,867,1655,867,1655,867,0,294,0,294,1706,799,1645,799,1482,744,163,303,61,105,3728,1230
6095,31/12/2008,190507,4383,190019,4380,111643,4664,78376,4079,488,291,142642,5259,142291,5267,84035,3876,58256,4014,351,284,27556,3097,27513,3087,11885,2003,15628,2377,43,72,6309,1845,6309,1845,3249,1500,3060,825,0,294,2523,821,2478,814,2340,780,138,172,45,76,5047,1713,4998,1717,3704,1794,1294,565,49,78,6430,1675
6097,31/12/2008,230919,4741,230273,4816,194004,5658,36269,3688,646,437,172010,5130,171789,5184,142377,5453,29412,3676,221,241,23338,2887,23273,2886,18623,2651,4650,1243,65,109,5424,1655,5424,1655,3672,1474,1752,713,0,294,7315,1863,7197,1854,7018,1860,179,166,118,151,7255,1899,7013,1874,6737,1874,276,218,242,239,15577,2056
6099,31/12/2008,212020,5218,211212,5221,163509,4936,47703,3402,808,438,169941,5856,169424,5893,130873,5251,38551,2807,517,325,20746,2652,20676,2680,13054,2179,7622,1702,70,115,1754,676,1754,676,1318,594,436,277,0,294,5369,1259,5369,1259,5244,1263,125,184,0,294,6478,1493,6257,1470,5288,1302,969,653,221,240,7732,1295
6101,31/12/2008,39208,2337,39090,2336,21800,2077,17290,1969,118,110,29820,2304,29764,2298,15611,1864,14153,1752,56,99,4717,1094,4655,1089,1916,699,2739,820,62,108,486,414,486,414,264,373,222,187,0,294,1113,707,1113,707,1113,707,0,294,0,294,953,575,953,575,777,552,176,179,0,294,2119,780
6107,31/12/2008,167842,5327,167165,5272,147241,5008,19924,2335,677,446,121528,4291,121304,4297,106586,4071,14718,1997,224,265,33516,4068,33323,4067,28520,3822,4803,1087,193,234,1236,514,1236,514,1130,443,106,178,0,294,3018,921,3018,921,3018,921,0,294,0,294,2441,878,2181,781,1884,702,297,327,260,281,6103,1182
6111,31/12/2008,380445,6309,379065,6315,294083,6204,84982,4762,1380,645,299857,7754,299384,7776,227400,6965,71984,4567,473,399,44275,4884,44134,4876,33806,4328,10328,1939,141,131,4039,1070,3967,1082,2386,879,1581,596,72,120,6400,1584,6400,1584,6137,1526,263,291,0,294,6523,1576,5829,1485,5003,1405,826,544,694,479,19351,2450
6113,31/12/2008,91632,5888,91041,5852,56858,4638,34183,2984,591,484,63172,4797,62885,4773,35785,3632,27100,2536,287,312,10834,1997,10577,2022,6389,1600,4188,1182,257,326,3808,1052,3808,1052,1767,816,2041,657,0,294,2735,848,2688,846,2559,835,129,207,47,78,8514,1564,8514,1564,7789,1341,725,614,0,294,2569,829
6001,31/12/2009,700618,8954,698254,8951,461297,11234,236957,8375,2364,853,461941,9746,461244,9671,308067,9751,153177,6161,697,479,72975,4918,72758,4865,42184,3738,30574,2699,217,347,82415,5311,82266,5307,34530,3481,47736,3810,149,142,23966,2456,23247,2352,22425,2375,822,364,719,400,23586,3576,23004,3377,18356,3177,4648,1345,582,455,35735,3519
6007,31/12/2009,86568,4336,86437,4313,77133,4165,9304,1697,131,143,63629,4479,63571,4486,55819,4259,7752,1619,58,82,9086,2023,9086,2023,7717,1836,1369,568,0,294,812,464,812,464,731,436,81,125,0,294,5087,1830,5014,1816,5004,1817,10,16,73,115,2915,1039,2915,1039,2823,1031,92,109,0,294,5039,1168
6013,31/12/2009,472142,7425,470696,7379,284540,7833,186156,6462,1446,510,329505,6988,328652,6874,208094,7328,120558,5430,853,455,58196,4244,58075,4232,31738,3666,26337,2900,121,146,42352,3356,42352,3356,6716,1638,35636,3057,0,294,8789,1840,8646,1862,8113,1826,533,288,143,167,7303,1377,6974,1356,3882,943,3092,916,329,245,25997,3145
6017,31/12/2009,82837,2881,79691,2925,45096,2697,34595,2497,3146,1129,65077,3195,62485,3192,32452,2494,30033,2496,2592,968,8135,1793,7734,1670,4102,1314,3632,999,401,491,558,463,558,463,59,98,499,452,0,294,1397,584,1290,606,1290,606,0,294,107,187,1613,856,1567,854,1136,813,431,255,46,78,6057,1301
6019,31/12/2009,334036,7509,333613,7527,309014,8033,24599,2552,423,341,259278,7844,259021,7851,238467,8079,20554,2389,257,202,35455,4449,35455,4449,33124,4315,2331,695,0,294,4480,1294,4480,1294,4219,1263,261,215,0,294,7899,1633,7899,1633,7876,1626,23,71,0,294,13785,2835,13619,2776,12189,2765,1430,930,166,268,13139,1836
6025,31/12/2009,55797,2897,53519,2945,51017,2778,2502,928,2278,804,43400,2939,41504,2935,39622,2874,1882,637,1896,781,5852,1254,5511,1268,4986,1235,525,484,341,248,1024,652,983,664,983,664,0,294,41,69,1451,587,1451,587,1356,568,95,158,0,294,1153,641,1153,641,1153,641,0,294,0,294,2917,1054
6029,31/12/2009,291189,6649,290276,6567,271374,6400,18902,2607,913,544,219773,6113,219376,6123,205227,6423,14149,2091,397,289,50205,3951,49935,3880,46607,3668,3328,1279,270,331,2697,928,2697,928,1790,715,907,502,0,294,5071,1817,5071,1817,4683,1472,388,533,0,294,4731,1181,4485,1174,4355,1164,130,211,246,295,8712,1644
6031,31/12/2009,55819,2377,55491,2437,44599,3104,10892,2372,328,331,41728,2705,41728,2705,33259,2514,8469,2125,0,294,8782,2102,8579,2098,6575,1808,2004,1196,203,304,735,545,735,545,735,545,0,294,0,294,1145,513,1145,513,1145,513,0,294,0,294,1461,637,1336,616,917,523,419,351,125,215,1968,900
6037,31/12/2009,4388488,20534,4371490,20631,4062437,20836,309053,8883,16998,2134,3166793,26066,3158179,26369,2904369,25332,253810,7994,8614,1719,487257,15077,484104,14958,440115,14493,43989,4142,3153,1170,318765,12006,317900,11947,311500,11988,6400,1352,865,512,121656,6207,120228,6273,118684,6327,1544,609,1428,552,84397,5582,81459,5520,78149,5543,3310,979,2938,845,209620,8922
6041,31/12/2009,121244,3170,120211,3088,79698,3485,40513,2716,1033,714,81765,3750,81423,3713,53872,3395,27551,2641,342,271,9437,1839,9389,1838,5261,1340,4128,1207,48,80,11306,1601,11306,1601,3088,1179,8218,1411,0,294,3843,1127,3843,1127,3803,1126,40,66,0,294,2776,1099,2133,835,1557,746,576,403,643,652,12117,1826
6053,31/12/2009,175688,4466,175179,4514,158311,4414,16868,2575,509,276,125975,4595,125804,4615,113391,4166,12413,1879,171,161,23010,2628,22814,2593,18991,2467,3823,1310,196,200,3181,986,3181,986,2975,1006,206,222,0,294,5148,1534,5148,1534,5006,1519,142,144,0,294,8853,1857,8711,1859,8427,1825,284,215,142,152,9521,1993
6055,31/12/2009,62487,2205,62237,2208,45372,2433,16865,2189,250,224,48048,2697,48048,2697,34309,2759,13739,1907,0,294,6782,1282,6673,1256,4237,1128,2436,814,109,136,996,397,996,397,388,284,608,318,0,294,2894,1237,2894,1237,2851,1235,43,72,0,294,1115,535,974,493,935,485,39,65,141,171,2652,759
6057,31/12/2009,42400,2312,40874,2347,31710,2320,9164,1683,1526,900,31981,2229,31049,2167,23103,2203,7946,1534,932,665,4210,1260,3706,1038,2665,852,1041,507,504,675,308,298,218,264,218,264,0,294,90,147,908,452,908,452,878,440,30,52,0,294,516,367,516,367,369,265,147,238,0,294,4477,970
6059,31/12/2009,1418167,9740,1412744,9966,1185972,12596,226772,7556,5423,914,1107956,12351,1104600,12293,914307,12521,190293,7251,3356,679,139648,7412,139484,7403,112180,6350,27304,3000,164,158,41263,3970,40880,3995,35764,3719,5116,1206,383,423,31118,3181,30937,3193,29742,3082,1195,585,181,178,29207,3198,27868,3145,25004,3155,2864,990,1339,551,68975,4647
6061,31/12/2009,157603,3666,155311,3690,98527,5107,56784,4438,2292,1140,122857,4510,121579,4501,73514,4383,48065,4043,1278,766,14641,2160,14073,2209,7470,1931,6603,1768,568,689,1791,778,1724,764,600,438,1124,575,67,112,2507,920,2507,920,2259,941,248,209,0,294,2551,1009,2172,914,1428,803,744,476,379,340,13256,1886
6065,31/12/2009,836155,11323,831575,11549,580605,9691,250970,8193,4580,1087,628384,10078,626123,10088,430877,8637,195246,7361,2261,699,119230,6866,118310,6985,69553,4916,48757,4215,920,592,12819,2354,12496,2368,8720,2006,3776,917,323,314,15118,2167,14705,2142,14156,2179,549,430,413,306,13495,2418,12832,2444,10190,2341,2642,779,663,322,47109,4321
6067,31/12/2009,590272,9085,588140,8971,488064,9366,100076,5588,2132,816,447868,9170,446835,9173,364698,9056,82137,5542,1033,476,72558,5242,72432,5248,57824,5129,14608,2472,126,146,19219,2920,19171,2928,18264,2943,907,605,48,79,10958,1606,10883,1603,10434,1611,449,343,75,124,13368,2222,12518,2034,10543,1802,1975,793,850,685,26301,2929
6071,31/12/2009,791651,8857,786347,9192,553993,10815,232354,6768,5304,1214,584866,11211,581901,11289,401465,11748,180436,6077,2965,887,134049,7919,132736,7934,89707,6427,43029,4490,1313,766,16094,2333,16094,2333,10486,2008,5608,1349,0,294,17880,2594,17713,2598,17325,2536,388,312,167,276,10786,1730,9927,1631,7034,1366,2893,1020,859,491,27976,3404
6073,31/12/2009,1406411,15434,1395919,15490,1361936,15185,33983,3088,10492,1751,1066074,14079,1060304,13942,1034991,13337,25313,2424,5770,1051,138820,6991,137438,6997,131368,6442,6070,1825,1382,731,43289,3659,42763,3702,41526,3689,1237,679,526,506,39433,4387,38940,4409,38618,4392,322,259,493,309,25828,2541,23507,2441,22466,2324,1041,481,2321,875,92967,5508
6075,31/12/2009,437073,6769,435870,6742,341769,7798,94101,5595,1203,526,170129,7145,169836,7220,105592,6648,64244,5137,293,250,32554,3519,32418,3544,23969,3120,8449,1473,136,153,138861,7041,138565,7004,119349,6730,19216,2419,296,279,45227,4316,45010,4304,44363,4285,647,394,217,212,20789,2691,20528,2627,18983,2569,1545,703,261,222,29513,3433
6077,31/12/2009,256302,7138,255204,7120,185027,5918,70177,5347,1098,618,197294,6601,196624,6566,143818,5815,52806,4468,670,511,36052,3768,35871,3737,21805,2751,14066,3056,181,294,5014,2280,4942,2284,2384,2070,2558,961,72,117,3863,979,3688,935,3621,919,67,111,175,217,3880,982,3880,982,3200,869,680,430,0,294,10199,1920
6079,31/12/2009,120185,3652,119269,3785,107554,4282,11715,1885,916,630,88038,3781,87579,3835,77861,4217,9718,1826,459,423,13414,2251,13414,2251,11849,2211,1565,625,0,294,1745,943,1745,943,1625,927,120,144,0,294,5532,1631,5351,1561,5111,1518,240,284,181,230,2845,965,2569,882,2497,894,72,124,276,369,8611,1788
6081,31/12/2009,352698,6570,351366,6502,204901,6894,146465,5559,1332,558,245584,6794,245160,6774,141909,5877,103251,4602,424,262,39186,3454,39140,3463,20549,2719,18591,2433,46,77,29177,2951,29177,2951,8699,1992,20478,2570,0,294,9832,2156,9402,2077,8870,1889,532,462,430,321,7253,1499,6821,1420,3208,856,3613,1031,432,403,21666,3178
6083,31/12/2009,180458,4151,179947,4171,168562,4248,11385,1788,511,321,118539,4018,118324,4069,110330,3914,7994,1519,215,223,27312,3023,27236,3024,24080,2775,3156,1012,76,123,7024,1708,7024,1708,6879,1698,145,144,0,294,8692,1657,8692,1657,8602,1679,90,145,0,294,8657,1689,8437,1677,8437,1677,0,294,220,183,10234,1700
6085,31/12/2009,829662,10075,825920,10087,724434,10091,101486,5109,3742,925,627815,11176,625759,11137,544883,11133,80876,4691,2056,764,91151,6270,90641,6290,78837,5856,11804,1928,510,334,26319,2665,26053,2688,19431,2406,6622,1242,266,175,17860,2957,17546,2918,17210,2903,336,229,314,282,28921,4369,28325,4347,26477,4027,1848,833,596,372,37596,3361
6087,31/12/2009,116061,4192,115542,4135,90057,4472,25485,2850,519,424,84900,3762,84580,3764,63463,4010,21117,2507,320,381,11670,1716,11632,1713,8003,1339,3629,1139,38,63,3532,1421,3532,1421,3316,1419,216,204,0,294,4993,1329,4993,1329,4775,1334,218,240,0,294,4002,1298,3841,1271,3536,1152,305,373,161,164,6964,1244
6089,31/12/2009,69140,3085,68327,3112,64661,3147,3666,870,813,490,54514,3565,54188,3566,50901,3458,3287,882,326,289,5608,1207,5434,1185,5055,1151,379,275,174,277,650,631,650,631,650,631,0,294,0,294,1470,645,1470,645,1470,645,0,294,0,294,2509,916,2196,848,2196,848,0,294,313,285,4389,1284
6095,31/12/2009,181460,4498,180598,4515,105730,4005,74868,3800,862,489,137110,4661,136526,4680,82711,3987,53815,3524,584,424,27987,2951,27916,2936,11785,2245,16131,2381,71,116,4661,1297,4661,1297,1388,697,3273,974,0,294,2887,912,2680,886,2557,869,123,199,207,240,2923,1033,2923,1033,1397,635,1526,794,0,294,5892,1269
