GeoID,Date,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $49,999","Margin of Error; $40,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $69,999","Margin of Error; $60,000 to $69,999","Estimate; $70,000 to $79,999","Margin of Error; $70,000 to $79,999","Estimate; $80,000 to $89,999","Margin of Error; $80,000 to $89,999","Estimate; $90,000 to $99,999","Margin of Error; $90,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $174,999","Margin of Error; $150,000 to $174,999","Estimate; $175,000 to $199,999","Margin of Error; $175,000 to $199,999","Estimate; $200,000 to $249,999","Margin of Error; $200,000 to $249,999","Estimate; $250,000 to $299,999","Margin of Error; $250,000 to $299,999","Estimate; $300,000 to $399,999","Margin of Error; $300,000 to $399,999","Estimate; $400,000 to $499,999","Margin of Error; $400,000 to $499,999","Estimate; $500,000 to $749,999","Margin of Error; $500,000 to $749,999","Estimate; $750,000 to $999,999","Margin of Error; $750,000 to $999,999","Estimate; $1,000,000 or more","Margin of Error; $1,000,000 or more"
6061,31/12/2009,90529,2281,316,197,338,278,47,76,521,281,93,138,45,73,115,132,250,190,330,225,491,286,315,319,243,203,59,95,1169,652,839,391,1925,559,1774,607,7524,1281,10942,1310,25849,2075,15093,1603,15720,1502,4302,837,2229,573
6065,31/12/2009,440246,6338,5037,993,3316,1005,2982,756,3075,802,2771,832,3025,1029,2140,675,4524,1048,4350,1004,3315,720,5453,1208,5366,1024,5540,1006,23213,2584,21085,2328,38216,3136,28794,2720,61353,3877,58718,3501,79551,4114,34946,2536,29394,2546,6737,1197,7345,1210
6067,31/12/2009,292581,5267,2671,785,2076,654,838,384,1220,464,882,355,1120,408,1225,383,1674,522,1434,573,2234,687,2172,848,4226,867,2697,761,12756,2075,13258,1662,21939,1990,19575,2245,48074,3783,39746,2935,54331,2906,25608,2436,23542,1921,6193,1036,3090,837
6071,31/12/2009,377587,6460,3944,1041,2654,848,3677,878,3355,1036,2374,782,1932,543,993,419,3804,939,3880,927,3501,980,5954,1231,7051,1403,6757,1403,26067,2694,16720,2155,30533,3137,21628,2303,52303,3502,48248,3964,62825,4029,31488,2785,29076,2612,5377,1063,3446,905
6073,31/12/2009,578787,7201,2976,556,1960,486,1801,719,2055,719,1913,666,2180,677,1072,480,3963,751,2734,696,2889,845,3010,863,3276,896,2965,902,9500,1626,6026,1240,13551,1896,9995,1374,37187,2369,46933,3310,117297,5173,91138,4398,124162,4058,48664,3338,41540,2361
6075,31/12/2009,122182,4247,213,224,210,208,0,294,0,294,80,96,0,294,0,294,441,366,749,460,258,215,0,294,197,233,264,209,1022,503,219,197,755,373,202,211,1333,523,1847,842,4478,1042,8333,1268,40290,2794,30654,2549,30637,2713
6077,31/12/2009,126980,5361,953,509,1016,545,772,438,855,424,562,376,601,334,334,226,1375,694,1075,508,1008,445,1544,537,2788,735,2943,848,8684,1459,8891,1528,12745,1791,8843,1482,19692,2394,15156,1856,17363,2044,8006,1313,6275,1176,3747,994,1752,569
6079,31/12/2009,63780,2394,86,113,237,172,117,139,586,496,388,253,295,211,193,233,533,374,137,158,117,142,358,247,135,159,105,90,1033,471,394,271,1218,719,712,340,1961,528,3678,836,13798,1707,9640,1699,17504,1782,5942,1112,4613,1101
6081,31/12/2009,153416,4043,333,229,503,320,136,156,124,151,379,292,165,193,49,86,235,205,431,207,161,175,377,258,631,433,357,241,756,340,382,241,571,327,325,242,1650,642,2469,699,7287,1449,13033,2010,50004,3168,34317,2743,38741,2332
6083,31/12/2009,74286,2605,699,360,154,150,231,264,93,108,158,161,263,286,134,129,320,237,477,296,587,371,260,199,391,223,567,225,841,305,1159,577,2166,637,1551,565,5414,974,6714,1304,6867,1217,5265,1152,13127,1523,12530,1559,14318,1429
6085,31/12/2009,344935,6086,1259,509,593,327,409,300,1285,711,110,132,1066,472,661,322,2639,744,1911,696,1751,567,1558,572,1830,582,1208,545,2796,771,1693,489,2317,662,2712,849,4343,1184,9953,1507,29299,2400,43827,2648,101820,4193,62482,2614,67413,2760
6087,31/12/2009,56015,2417,960,602,0,294,196,186,50,85,0,294,244,221,0,294,114,138,429,297,87,106,188,179,133,154,397,247,910,550,503,328,1106,421,1098,551,2648,744,1812,562,5383,1086,5689,1033,16690,1542,10292,1375,7086,1249
6089,31/12/2009,44976,1870,815,411,615,325,1079,404,283,219,614,509,205,164,132,156,214,339,33,54,129,139,223,186,269,193,499,242,1760,712,1249,609,3608,832,3480,833,8413,1192,5330,1048,8113,1261,3149,671,3193,799,720,339,851,459
6095,31/12/2009,91324,2797,874,417,261,252,593,372,216,215,131,129,985,583,477,372,449,252,232,199,878,415,286,236,897,438,786,437,3653,1057,2422,767,4923,947,3603,885,12534,1452,12121,1478,22506,2011,9305,1499,9905,1537,1666,523,1621,623
6097,31/12/2009,109437,3969,450,262,625,385,260,208,438,331,420,316,399,267,229,190,979,467,676,299,996,544,678,432,838,478,248,176,1765,532,1357,611,2208,674,1280,483,4431,973,6033,1005,21704,1997,18649,1737,25827,2350,9873,1232,9074,1275
6099,31/12/2009,96132,3720,1192,481,526,239,1034,460,925,592,700,364,840,360,571,461,530,293,1943,690,1230,477,974,390,2020,673,1877,639,6888,1358,7615,1579,12319,1598,7905,1392,14424,1908,10991,1663,10580,1546,4075,1078,4250,1105,1294,535,1429,396
6101,31/12/2009,19642,1373,239,278,94,116,121,144,21,36,197,308,66,88,82,130,332,265,84,113,318,278,122,124,514,361,482,419,689,386,1447,590,2730,756,2317,809,2619,726,1985,639,3028,749,1222,466,563,276,165,163,205,151
6107,31/12/2009,72208,2486,1176,482,327,230,589,296,349,211,631,347,292,163,309,244,664,392,787,414,771,373,906,450,2478,811,1362,597,7341,1155,5759,1055,12289,1872,5057,958,9951,1368,7646,1316,6611,1036,2833,844,2602,683,870,386,608,278
6111,31/12/2009,169308,3738,590,312,292,222,108,129,338,233,567,455,600,412,374,275,422,252,796,460,910,415,767,446,580,366,398,267,1534,484,877,374,2504,843,1838,767,8009,1192,8977,1433,31723,2321,29560,2428,49409,3083,16447,1675,11688,1376
6113,31/12/2009,37805,1579,840,534,302,228,54,92,125,148,258,234,154,186,74,88,58,100,182,171,0,294,252,222,90,108,147,131,731,335,423,355,1674,608,1413,513,3756,982,5258,1073,8247,1204,4081,1024,6499,1108,2204,690,983,399
6115,31/12/2009,15321,1323,39,72,228,238,118,185,0,294,88,114,75,126,156,188,17,28,189,196,30,54,631,385,345,267,567,395,1852,720,1123,515,2006,702,859,374,2896,841,2171,788,967,460,477,293,436,208,0,294,51,87
6001,31/12/2010,286780,5237,941,377,304,207,115,138,497,289,698,351,597,299,452,237,998,414,1285,555,774,420,981,408,611,262,988,496,3015,777,2957,871,4487,1008,4127,1044,12033,1505,15976,1881,50604,3292,42133,3181,84870,3913,34226,2291,23111,1849
6007,31/12/2010,50325,2185,784,379,945,453,1099,667,226,191,718,316,154,193,343,242,186,140,667,370,688,351,941,366,782,389,864,474,2029,685,2544,833,3722,798,3222,773,7762,1116,7044,1402,8229,1144,2816,763,3180,859,786,398,594,306
6013,31/12/2010,243026,4695,752,446,205,202,305,228,815,407,1152,430,222,247,507,304,1337,526,562,338,789,462,1122,486,1270,529,1103,456,6445,1445,5597,1337,10359,1744,9037,1636,19370,2337,20080,1930,36692,3085,24083,2306,45839,2640,31933,2589,23450,1777
6017,31/12/2010,51155,2734,323,398,384,247,118,140,104,121,73,128,437,254,43,73,162,154,275,235,260,320,0,294,160,154,296,205,489,334,253,221,1431,794,1357,677,5203,1337,5193,1166,11773,1577,10238,1492,9023,1325,2419,698,1141,492
6019,31/12/2010,154283,4108,585,452,1563,640,1290,620,902,388,746,352,542,348,261,217,1595,725,1671,700,2689,799,3106,932,3602,965,3109,876,12317,1774,8530,1320,17264,2174,11164,1691,24832,2483,18252,2084,20194,1951,9671,1652,6869,1172,1911,601,1618,543
6023,31/12/2010,31560,1850,349,281,329,182,243,168,75,128,412,387,138,130,254,214,530,454,143,118,244,176,306,270,604,379,368,266,736,344,468,278,623,266,1141,512,4389,1037,5020,921,6297,1042,4255,792,2992,835,926,434,718,352
6025,31/12/2010,27947,1648,290,248,98,123,438,352,155,214,244,233,306,192,203,175,435,329,509,334,489,321,1249,621,793,369,821,391,3441,907,3644,975,5247,1120,2607,879,3579,808,1513,575,996,402,321,176,132,136,128,225,309,329
6029,31/12/2010,148939,3532,2255,945,1289,503,1610,601,505,364,1460,631,1105,596,605,477,2327,705,2432,718,4706,1157,5869,1343,6136,1341,5336,1136,13674,1656,14907,1735,18144,2200,14294,1890,19563,2165,11588,1705,11013,1544,3767,958,4173,879,584,293,1597,645
6031,31/12/2010,20953,1516,27,47,92,119,118,121,0,294,0,294,244,178,52,87,285,193,269,208,436,301,338,245,622,279,222,228,1270,553,1491,566,4155,1184,2236,680,2877,745,1922,629,2841,799,856,392,250,182,116,117,234,168
6033,31/12/2010,15970,1551,436,286,243,351,0,294,151,201,428,453,333,366,444,453,254,222,304,381,81,138,530,354,416,319,146,186,1389,634,890,592,1056,437,1044,656,2031,641,1537,564,1549,639,1503,609,818,468,200,193,187,195
6037,31/12/2010,1501448,14839,6564,1081,2895,826,2348,756,4994,1305,3470,849,4623,893,3293,929,7022,1300,6390,1175,6944,1453,5938,1019,6489,1228,5967,1162,23842,2011,18755,2124,38400,2981,29607,2371,98721,4226,118918,5831,288121,8148,229179,6991,313705,7408,132051,5767,143212,4633
6039,31/12/2010,25469,1872,254,197,302,244,43,79,52,89,92,120,0,294,0,294,254,240,99,117,338,327,394,238,786,449,564,366,2071,745,1796,824,3728,888,1715,779,3147,811,2639,827,2859,813,1431,706,1390,701,793,439,722,393
6041,31/12/2010,66429,2772,157,180,155,187,65,108,0,294,59,100,56,94,58,100,132,156,192,198,114,140,289,284,193,188,479,460,612,510,177,168,503,384,611,482,1022,428,1414,716,4071,1102,4477,1059,16725,1748,16401,2015,18467,1963
6045,31/12/2010,18318,1755,315,260,143,180,63,107,363,450,45,79,14,24,237,205,437,227,266,211,204,196,84,128,109,125,208,250,277,237,113,141,563,374,223,202,1140,464,1804,578,4236,942,2425,779,3213,774,528,384,1308,587
6047,31/12/2010,40334,2510,1023,646,280,274,370,311,0,294,494,347,142,141,103,129,463,386,1320,574,1447,496,1573,622,2372,681,2042,768,5212,1243,3932,907,4267,1105,2577,698,4338,993,1848,652,2637,811,878,439,1933,685,441,296,642,341
6053,31/12/2010,63894,2982,536,358,389,290,299,232,428,337,71,121,253,214,348,223,85,79,450,339,145,133,643,363,335,315,652,455,2221,727,1676,632,2302,692,1466,490,6402,1284,4341,1074,10895,1581,6138,842,11951,1548,6455,972,5413,995
6055,31/12/2010,30948,1999,185,148,227,203,25,42,89,170,108,132,208,202,0,294,341,261,66,94,95,130,284,239,639,507,148,133,588,401,62,104,901,421,896,560,2177,662,1818,646,5600,1210,4220,923,5262,1148,3688,910,3321,747
6057,31/12/2010,28278,1771,371,323,233,233,439,397,0,294,0,294,171,163,248,205,73,119,105,138,448,384,141,136,56,105,55,92,466,339,46,57,558,383,896,531,2112,720,2539,639,7476,1186,4764,1069,4121,896,2152,661,808,365
6059,31/12/2010,584314,7164,2170,647,1106,454,836,543,1602,613,1367,470,1915,549,1348,537,4397,842,2915,683,2344,645,2178,646,3256,768,1969,590,6846,1347,4694,1074,8118,1350,5379,1091,21012,2221,24591,2071,83414,4371,90090,4317,183240,5051,74540,3855,54987,2534
6061,31/12/2010,93350,3170,361,233,420,383,279,197,377,277,253,193,227,210,625,525,298,229,311,234,239,162,79,98,62,105,523,417,1244,478,1699,741,1427,463,2780,838,9174,1341,15520,2150,24481,2521,13495,1666,12387,1436,3797,988,3292,848
6065,31/12/2010,458273,6812,6514,1335,4470,1037,3896,792,3911,1112,1727,590,2765,910,2027,623,3726,854,4665,1044,4851,1285,5209,1044,8418,1274,6849,1346,31366,3007,25476,2076,41985,3074,30832,3196,72569,4380,53958,3649,71948,3920,29594,2167,27632,2576,7957,1395,5928,1352
6067,31/12/2010,294365,5847,2204,604,1648,544,1696,504,1167,489,871,367,923,420,1153,465,1372,474,2180,774,2572,832,3539,923,4230,1015,4284,1131,14410,1940,17083,1675,27641,2565,21527,1884,48176,3467,38696,2943,50366,3193,21492,2099,19301,2062,4213,913,3621,962
6071,31/12/2010,372535,7382,4392,1063,4056,1140,3425,977,2146,803,2188,804,3341,690,968,509,3587,933,4785,1035,6101,1079,7991,1540,8796,1499,8346,1325,24112,2273,23377,2450,37618,2997,22070,2220,43789,3373,40878,3087,59166,3851,28394,2826,25424,2228,4740,1029,2845,807
6073,31/12/2010,572400,8785,3968,797,1764,617,1650,611,2384,774,1904,664,2212,596,1345,497,2323,548,3226,936,3393,795,2404,634,2164,641,3152,955,7609,1391,6974,1260,13923,1793,12607,2083,37191,3007,44290,3595,125289,4747,92000,4812,120122,4992,45210,3219,35296,2557
6075,31/12/2010,123128,4317,131,156,0,294,754,611,0,294,0,294,0,294,139,164,203,196,607,403,226,191,56,90,79,133,114,133,833,483,264,241,524,304,786,501,1586,659,2260,721,4096,890,8447,1347,38130,2789,32323,2558,31570,2690
6077,31/12/2010,124244,4141,1090,616,569,389,965,457,371,238,639,401,276,213,389,310,1258,536,1809,584,1579,540,2705,762,2969,971,2587,583,9806,1351,9145,1556,11283,1494,9500,1425,19294,2053,14128,1905,18636,2161,4774,898,6745,1216,2207,684,1520,611
6079,31/12/2010,59862,2141,315,263,275,208,0,294,66,110,258,220,112,121,0,294,850,374,520,420,299,226,573,332,256,249,326,240,975,519,730,406,1508,622,986,526,2790,742,3869,990,12780,1798,9794,1478,12860,1577,7216,1012,2504,747
6081,31/12/2010,152358,4237,630,296,233,167,50,84,179,222,136,157,34,58,98,116,209,154,574,342,238,175,365,217,293,215,455,296,1189,525,420,333,1161,432,342,215,1443,468,2949,848,8231,1329,11287,1513,49818,2993,35839,2653,36185,2456
6083,31/12/2010,75146,2601,331,320,181,176,216,183,742,468,280,196,71,119,84,141,897,468,153,159,610,289,415,231,1022,404,379,282,1887,722,778,448,2059,691,2282,807,6711,1151,5660,1245,10094,1454,5856,1180,11997,1212,9989,1097,12452,1389
6085,31/12/2010,342955,4963,1169,636,908,504,1394,639,834,415,747,470,475,374,492,273,1503,568,2195,710,1325,436,1526,611,2570,876,1539,659,2652,679,1710,523,2421,747,3191,878,8288,1563,8214,1428,28237,2424,42618,2815,103195,3621,58708,3635,67044,3106
6087,31/12/2010,54209,3225,270,188,328,240,0,294,0,294,0,294,0,294,0,294,0,294,1182,766,0,294,212,182,114,192,189,178,1398,587,539,317,344,223,1014,563,2094,742,3113,806,6707,1241,5717,923,16897,1622,8352,1132,5739,915
6089,31/12/2010,44695,2085,1521,690,674,356,230,209,251,222,279,193,68,95,64,108,349,351,725,413,424,358,640,349,609,355,317,175,2181,650,2818,815,3294,816,4282,1163,7084,1256,5450,1105,6383,1122,2535,718,2587,859,813,354,1117,551
6095,31/12/2010,87615,2945,248,208,137,136,550,321,488,289,340,247,924,552,96,117,473,422,424,308,636,443,1025,568,685,521,1212,668,3831,935,3900,928,6676,1165,5782,1187,13601,1492,11248,1465,16632,1768,9260,1590,7485,1257,657,359,1305,507
6097,31/12/2010,110953,3114,601,449,532,425,260,187,1070,612,205,194,769,384,287,206,1427,628,495,275,327,231,659,337,525,366,581,338,2464,838,2005,774,2449,785,1781,667,5085,1015,6466,1141,24875,2246,19171,2068,20890,1917,9592,1371,8437,1185
6099,31/12/2010,98598,3087,1642,611,1090,528,580,310,561,249,581,372,377,221,102,122,1101,518,1100,502,1468,604,1266,476,2973,853,2965,928,8439,1436,11509,1744,12903,1632,9603,1313,12536,1307,8969,1332,9275,1472,3412,787,3584,1084,1048,394,1514,640
6101,31/12/2010,17958,1234,223,269,210,143,52,88,293,188,102,114,67,112,104,155,39,67,57,96,180,186,142,146,250,219,351,347,1010,469,1090,500,2832,796,1533,579,3783,963,2223,572,1667,492,491,261,854,332,226,163,179,159
6107,31/12/2010,75913,2391,950,365,376,227,925,406,371,228,154,155,96,114,661,399,497,297,784,479,1155,473,2399,884,2883,730,2698,686,8572,1163,7036,1183,10375,1588,6034,1098,9746,1445,6391,1221,5961,1125,4201,1025,2302,646,513,275,833,442
6111,31/12/2010,170124,4279,604,328,594,334,388,241,700,442,388,283,283,185,863,596,936,414,997,552,1044,498,557,337,716,462,793,391,1386,541,1391,595,2431,847,3107,804,7248,1236,11327,1605,32543,2847,28794,2399,46414,2845,15172,1661,11448,1642
6113,31/12/2010,37863,2183,401,361,0,294,385,339,101,114,501,378,83,133,124,153,472,303,88,104,120,153,516,359,533,497,329,248,1545,520,978,555,1784,699,1467,570,3429,740,4440,909,6603,1102,4384,796,6226,1157,2341,686,1013,520
6115,31/12/2010,14982,1451,68,113,463,363,433,293,64,87,105,122,0,294,0,294,0,294,78,133,79,106,196,210,685,466,703,402,1903,760,714,367,2112,840,1780,653,1903,610,1562,672,1000,412,456,295,556,359,122,190,0,294
6001,31/12/2011,289222,5684,698,348,386,441,289,270,518,242,732,446,1068,461,985,452,766,335,1191,452,1146,485,525,304,1076,437,1406,588,3682,893,3942,1056,5599,1326,3642,723,16521,2076,21333,2342,43075,3165,44676,2937,81523,3846,34214,2467,20229,1791
6007,31/12/2011,48746,2448,1119,645,554,349,412,281,608,385,248,145,643,396,85,60,562,298,616,346,1304,591,782,367,807,414,623,314,3187,831,2605,701,4317,1121,2395,753,6585,1262,6815,1406,7383,1510,3259,834,2683,940,622,309,532,388
6013,31/12/2011,246590,5513,676,362,822,490,705,339,782,379,698,375,1000,394,282,199,944,491,1059,547,774,418,1449,654,1930,779,1166,523,6572,1190,6225,1178,11933,1829,9729,1577,24663,2782,20526,2843,34322,3189,24422,2195,45790,3480,28735,2607,21386,2396
6017,31/12/2011,48985,2549,613,352,395,303,264,366,261,256,145,151,349,299,59,98,308,220,234,209,123,154,50,85,17,28,56,92,814,368,1024,593,2151,716,1535,675,5143,1253,6361,1190,12126,1564,7057,1262,6658,1278,1528,716,1714,751
6019,31/12/2011,155609,4439,1124,502,1737,758,834,404,800,380,592,456,1322,478,426,284,2347,738,2120,609,1980,739,3515,839,5324,913,4627,983,13266,1704,12263,1926,21393,2812,11080,1460,21146,2261,16347,1926,19066,2043,5406,1011,5114,1069,2021,804,1759,750
6023,31/12/2011,28459,1875,256,170,416,281,53,56,52,87,241,328,139,169,0,208,419,235,232,260,433,272,349,267,111,140,63,82,739,335,133,119,950,496,530,362,3927,933,4825,1004,7405,1196,2920,694,2674,523,1039,567,553,302
6025,31/12/2011,27172,1553,554,303,780,318,58,88,516,316,60,104,204,183,85,150,485,350,900,457,626,331,546,383,1563,587,919,391,5666,1266,2691,878,3515,866,2418,669,2987,891,668,359,996,440,501,371,315,266,0,208,119,154
6029,31/12/2011,144094,4352,1951,705,1094,456,1255,461,1535,775,1969,728,1962,528,348,225,2823,823,3729,920,4423,1018,5337,1040,5846,1123,5957,1083,16375,2236,13604,1901,16340,2096,10593,1430,20288,2377,11416,1927,9145,1619,3548,971,2856,780,800,425,900,654
6031,31/12/2011,22822,1448,272,257,79,115,243,177,158,147,302,281,446,260,0,208,134,136,23,29,495,311,472,242,920,447,663,305,3207,816,1165,545,3621,889,2776,877,3661,849,2096,794,993,447,235,132,368,210,211,160,282,293
6033,31/12/2011,16839,1362,0,208,383,293,28,53,51,88,179,141,132,178,435,362,454,390,353,317,937,473,812,531,801,499,196,217,1499,605,330,280,1139,611,1002,546,1591,750,2202,789,1921,702,1035,476,1000,529,230,168,129,159
6037,31/12/2011,1482011,12100,7326,1272,3878,888,2936,744,4425,1095,2523,634,4349,814,4375,867,7334,1196,6265,974,5919,1080,6254,1013,6220,1084,5825,1153,24965,2697,20412,2195,43072,2772,26661,2472,101188,4853,129348,4803,304892,7729,215036,5881,291850,7063,122505,4745,134453,4462
6039,31/12/2011,24738,1996,400,408,298,293,416,282,0,208,0,208,204,299,0,208,223,246,404,267,379,227,421,163,1239,537,709,380,2531,782,1891,703,4212,950,1469,581,3511,954,1909,605,1667,534,1171,623,717,513,513,354,454,310
6041,31/12/2011,60453,2759,473,365,234,375,0,208,0,208,27,45,6,9,0,208,9,19,486,461,191,184,72,119,65,108,281,221,270,226,657,332,482,296,341,265,2018,737,932,500,3106,870,3611,1052,18399,1982,12129,1507,16664,1544
6045,31/12/2011,20447,1648,230,209,243,266,218,210,592,504,176,271,71,124,0,208,331,207,271,211,1083,649,49,86,190,196,90,152,632,326,289,277,1387,599,593,447,1462,565,2368,713,3894,820,2037,557,1867,746,1622,758,752,359
6047,31/12/2011,38880,2463,563,292,158,135,248,192,277,165,128,115,412,231,50,59,664,344,1087,412,1098,524,1409,516,2395,683,2411,664,5119,1130,3939,920,4716,1022,2724,982,4018,1125,2762,641,2463,634,491,237,941,381,320,222,487,262
6053,31/12/2011,58668,2648,800,467,176,175,75,87,54,90,279,371,228,187,39,121,618,410,491,262,271,259,350,375,576,397,420,424,2146,727,1194,496,2393,745,2384,702,7383,1210,6594,1135,8864,1183,5168,973,7765,1109,4777,974,5623,1019
6055,31/12/2011,27183,1774,220,202,101,122,0,208,222,224,139,156,108,113,0,208,155,194,57,92,197,192,207,193,69,117,82,142,52,68,965,497,682,396,893,583,2314,632,2325,763,5020,1073,2875,705,4923,947,2962,731,2615,724
6057,31/12/2011,30219,2173,103,107,294,251,292,456,144,165,164,222,138,109,67,82,52,87,155,161,100,122,111,113,160,136,63,86,725,455,195,173,1750,754,595,343,2932,686,4192,1056,7127,1165,4460,1141,3997,981,1128,580,1275,591
6059,31/12/2011,581991,6072,1608,497,1472,664,763,439,2224,678,876,425,2455,635,1629,547,3508,814,2388,654,3125,902,2711,625,2795,751,1543,588,6201,1376,5684,1078,7721,1243,7332,1254,19833,1858,26878,2211,91955,4148,94017,4324,171099,5776,72181,4247,51993,3136
6061,31/12/2011,94614,3282,731,515,236,213,589,473,200,169,372,260,735,457,252,270,164,157,387,252,92,95,249,258,201,196,753,440,2573,820,1037,502,3389,1196,4118,1267,13114,1939,13098,2020,23154,2768,13263,2187,11414,1646,2142,751,2351,770
6065,31/12/2011,451415,7857,5980,1338,3465,917,4245,1111,2424,617,2993,902,2244,847,1247,556,4322,1312,5293,948,4675,1087,7480,1464,8608,1697,9003,1640,33643,3499,27170,2818,39951,3503,35261,3746,60972,5172,54915,4099,76568,5304,27542,2935,21190,2333,6422,1562,5802,1558
6067,31/12/2011,286161,6945,1906,654,2731,844,1420,437,1884,708,1592,602,1020,436,1241,527,1727,553,2509,822,2496,798,3676,858,5385,1225,5011,1139,19223,2112,19390,2457,31304,2277,25469,2858,44463,3231,33676,3048,36006,2909,20832,2214,16951,2425,4270,1129,1979,599
6071,31/12/2011,381133,7803,5055,1415,2512,705,3788,1009,2760,937,3800,954,3175,851,2002,919,4674,1223,6678,1963,6131,1559,9468,1826,11751,2293,9168,2036,28767,3365,22847,3119,35148,2999,21605,2754,48714,4273,42406,4120,54969,4990,28784,3637,20576,2746,4187,1202,2168,661
6073,31/12/2011,565447,6512,3195,740,2338,755,1973,713,2455,680,1541,544,2165,691,1886,627,3701,703,2264,665,3302,897,2286,605,3044,805,3502,937,8868,1280,6834,1050,14127,1764,13141,2002,38004,2610,50249,3172,122174,4734,86122,4498,118074,4816,39492,3141,34710,2534
6075,31/12/2011,123681,4286,302,231,180,217,80,130,0,208,35,58,105,127,66,108,233,165,101,100,196,139,417,267,261,246,475,346,339,250,484,601,250,197,172,146,2364,781,1239,485,6560,1283,10911,1363,42158,2909,28170,2412,28583,2600
6077,31/12/2011,124893,3875,1047,499,928,543,752,517,398,213,493,362,892,486,715,313,1593,478,2323,685,2093,654,2645,735,3422,978,2918,832,10964,1459,9269,1389,13777,1824,9425,1668,20868,2277,14253,2431,13704,2118,4639,1165,4849,1213,1687,637,1239,518
6079,31/12/2011,56773,2117,218,200,449,366,306,244,511,408,93,111,547,333,97,124,296,242,341,378,692,490,384,313,581,391,240,197,919,395,553,302,1108,429,873,418,3675,816,3781,908,12560,1476,7238,1310,13098,1659,5139,982,3074,842
6081,31/12/2011,150930,3851,481,413,220,230,60,60,62,100,135,138,348,247,57,92,350,232,177,126,273,144,440,260,307,301,349,232,622,336,445,293,991,377,648,389,2270,684,2357,693,9642,1237,15433,1900,48230,3038,29492,1913,37541,1992
6083,31/12/2011,71387,2527,132,132,464,347,322,222,537,344,502,369,139,135,116,135,96,120,215,197,250,247,274,211,606,305,433,277,1641,518,1316,418,2734,631,1836,655,6434,1157,5967,928,8381,1129,6916,1086,12078,1389,8841,1239,11157,1349
6085,31/12/2011,343742,4867,761,353,593,368,549,370,275,201,706,381,713,491,984,622,1207,466,1995,628,1773,755,1805,481,1798,636,2075,771,2425,856,2027,806,3810,912,2894,821,9283,1539,10450,1445,31673,2584,42265,2728,101708,4578,56101,3059,65872,2864
6087,31/12/2011,54319,2402,43,72,62,102,190,188,0,208,36,61,94,119,73,123,150,140,259,212,285,222,131,128,604,362,304,279,653,408,153,138,950,461,879,520,3582,1145,3992,1002,5699,1153,6731,1257,17761,1851,6825,1183,4863,865
6089,31/12/2011,45256,1976,1907,811,362,286,673,521,321,269,135,156,301,255,621,464,175,192,49,72,326,222,531,334,1317,597,721,352,2540,691,2654,911,5803,1195,3698,906,6727,1371,5028,993,5060,1052,2768,852,2096,719,947,538,496,258
6095,31/12/2011,85648,3209,146,186,357,308,291,228,376,297,259,234,282,224,105,167,509,437,445,241,395,247,416,259,761,440,1469,604,3342,826,3932,1101,7330,1507,5998,1073,14937,2195,11504,1860,16218,2075,8385,1499,5883,1093,1058,719,1250,540
6097,31/12/2011,107486,3552,810,318,110,133,442,297,611,383,372,256,783,432,94,109,843,394,907,462,897,539,718,393,364,269,625,419,2550,843,984,486,2120,690,1487,590,6650,1060,7370,1048,25282,2230,16286,2052,21224,2181,8415,1379,7542,1420
6099,31/12/2011,97147,3225,1654,651,761,423,619,366,822,343,774,479,429,294,268,194,542,448,1940,772,2133,619,1670,654,2895,825,3645,1088,11171,1678,13238,2027,12596,1651,7543,1365,11628,1673,7912,1284,6896,1465,2862,1018,2592,711,960,381,1597,506
6101,31/12/2011,19872,1433,362,298,177,167,432,400,164,149,0,208,55,77,0,208,113,107,200,158,474,355,192,156,410,258,419,229,2131,769,2080,786,2671,722,1546,829,2902,891,2820,685,1795,671,333,261,290,214,105,125,201,257
6107,31/12/2011,76347,2682,945,438,801,428,1247,418,520,308,205,163,670,339,41,48,1485,687,1071,399,1431,504,2774,862,3282,750,3042,907,11445,1621,8101,1651,11093,1887,5660,1125,6867,1175,4930,812,5654,1180,1946,488,1588,619,967,535,582,366
6111,31/12/2011,173534,3760,652,332,270,173,347,211,557,318,342,263,681,328,711,441,1349,564,731,300,1284,572,867,507,616,346,286,236,1909,585,2299,908,2831,775,2337,730,10291,1236,11867,1501,35661,2675,32890,3034,40935,2307,13339,1733,10482,1501
6113,31/12/2011,37802,2312,346,257,42,68,143,140,427,341,217,165,295,207,56,98,490,358,281,234,112,112,180,205,103,167,300,378,1849,689,895,487,3058,805,1499,623,6040,1422,3196,908,5469,1172,4689,1077,4855,892,2546,590,714,350
