GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate,Margin of Error; Less than high school graduate,Estimate; High school graduate (includes equivalency),Margin of Error; High school graduate (includes equivalency),Estimate; Some college or associate's degree,Margin of Error; Some college or associate's degree,Estimate; Bachelor's degree,Margin of Error; Bachelor's degree,Estimate; Graduate or professional degree,Margin of Error; Graduate or professional degree,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Less than high school graduate,Margin of Error; Same house 1 year ago: - Less than high school graduate,Estimate; Same house 1 year ago: - High school graduate (includes equivalency),Margin of Error; Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Same house 1 year ago: - Some college or associate's degree,Margin of Error; Same house 1 year ago: - Some college or associate's degree,Estimate; Same house 1 year ago: - Bachelor's degree,Margin of Error; Same house 1 year ago: - Bachelor's degree,Estimate; Same house 1 year ago: - Graduate or professional degree,Margin of Error; Same house 1 year ago: - Graduate or professional degree,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Less than high school graduate,Margin of Error; Moved within same county: - Less than high school graduate,Estimate; Moved within same county: - High school graduate (includes equivalency),Margin of Error; Moved within same county: - High school graduate (includes equivalency),Estimate; Moved within same county: - Some college or associate's degree,Margin of Error; Moved within same county: - Some college or associate's degree,Estimate; Moved within same county: - Bachelor's degree,Margin of Error; Moved within same county: - Bachelor's degree,Estimate; Moved within same county: - Graduate or professional degree,Margin of Error; Moved within same county: - Graduate or professional degree,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Less than high school graduate,Margin of Error; Moved from different county within same state: - Less than high school graduate,Estimate; Moved from different county within same state: - High school graduate (includes equivalency),Margin of Error; Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Moved from different county within same state: - Some college or associate's degree,Margin of Error; Moved from different county within same state: - Some college or associate's degree,Estimate; Moved from different county within same state: - Bachelor's degree,Margin of Error; Moved from different county within same state: - Bachelor's degree,Estimate; Moved from different county within same state: - Graduate or professional degree,Margin of Error; Moved from different county within same state: - Graduate or professional degree,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Less than high school graduate,Margin of Error; Moved from different state: - Less than high school graduate,Estimate; Moved from different state: - High school graduate (includes equivalency),Margin of Error; Moved from different state: - High school graduate (includes equivalency),Estimate; Moved from different state: - Some college or associate's degree,Margin of Error; Moved from different state: - Some college or associate's degree,Estimate; Moved from different state: - Bachelor's degree,Margin of Error; Moved from different state: - Bachelor's degree,Estimate; Moved from different state: - Graduate or professional degree,Margin of Error; Moved from different state: - Graduate or professional degree,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Less than high school graduate,Margin of Error; Moved from abroad: - Less than high school graduate,Estimate; Moved from abroad: - High school graduate (includes equivalency),Margin of Error; Moved from abroad: - High school graduate (includes equivalency),Estimate; Moved from abroad: - Some college or associate's degree,Margin of Error; Moved from abroad: - Some college or associate's degree,Estimate; Moved from abroad: - Bachelor's degree,Margin of Error; Moved from abroad: - Bachelor's degree,Estimate; Moved from abroad: - Graduate or professional degree,Margin of Error; Moved from abroad: - Graduate or professional degree
6013,31/12/2009,691426,512,81482,5510,142340,5724,207689,7410,169147,7340,90768,4723,598909,8304,67840,4945,118483,5794,181896,7952,149123,6971,81567,4513,57089,7011,10547,2961,17108,2742,16680,2706,8895,2106,3859,980,25232,3259,2287,913,5143,1813,7213,1539,7218,1680,3371,968,5030,1455,0,294,841,580,983,442,2076,838,1130,880,5166,1788,808,459,765,567,917,554,1835,996,841,469
6017,31/12/2009,122064,861,7982,1484,28478,3151,46665,2937,24762,2403,14177,1874,107877,2517,7015,1318,25556,2863,40987,3015,21926,2279,12393,1750,7184,1899,548,352,2041,1095,2758,1079,1412,612,425,367,4453,1216,175,269,413,315,2160,982,803,434,902,475,1909,1002,182,242,468,572,416,291,454,389,389,323,641,493,62,105,0,294,344,359,167,203,68,111
6019,31/12/2009,539440,664,151689,5215,121992,5760,158963,5331,70160,3941,36636,3223,461177,6710,128808,5069,102627,5501,137420,4884,61130,3847,31192,2863,60384,5415,17422,3169,16207,2791,16329,2187,6586,1505,3840,1008,11925,3079,3400,1223,2121,952,3616,1737,1891,931,897,529,4330,1245,1284,700,987,679,1385,725,145,137,529,330,1624,735,775,495,50,84,213,182,408,289,178,178
6023,31/12/2009,83324,1091,7529,1304,20880,2463,32831,2629,15345,1745,6739,1314,71574,1785,6989,1303,18494,2333,27194,2442,13175,1708,5722,1187,8063,1535,420,258,1725,600,3613,1087,1594,733,711,407,2172,840,91,91,551,418,1039,669,401,285,90,143,1485,798,29,46,110,121,955,646,175,204,216,231,30,59,0,294,0,294,30,59,0,294,0,294
6025,31/12/2009,96756,635,35479,2461,20409,2301,26456,2650,9914,1652,4498,1147,84613,1729,31622,2414,16852,1981,23739,2382,8847,1687,3553,910,7109,1486,2079,990,2367,978,1747,697,273,344,643,499,2917,726,1023,342,938,324,655,462,172,196,129,217,1476,759,206,167,252,208,315,327,622,550,81,121,641,484,549,473,0,294,0,294,0,294,92,154
6029,31/12/2009,468877,853,133599,5247,128820,5458,141724,5493,43412,3127,21322,2084,381284,5243,107140,5734,102653,4582,115842,5174,36626,2928,19023,2002,58769,4906,16919,2527,18447,3047,17463,3106,4773,1238,1167,399,19596,2224,6612,1371,5554,1115,5854,1083,1081,461,495,472,6383,1464,1266,1009,1774,837,2327,873,586,401,430,246,2845,908,1662,722,392,234,238,201,346,346,207,215
6031,31/12/2009,89294,698,24488,2483,23263,2392,30404,2483,8543,1778,2596,743,75287,2370,20651,2310,19201,2328,25680,2345,7473,1636,2282,716,6849,1755,1530,795,2045,920,2518,1030,614,357,142,157,5331,1288,1821,718,1789,614,1273,496,315,285,133,165,1089,652,119,199,40,70,828,645,63,106,39,68,738,565,367,324,188,225,105,183,78,131,0,294
6037,31/12/2009,6362121,*****,1536104,22183,1325922,18757,1674439,21952,1206368,20133,619288,11582,5577231,22788,1379732,22966,1169325,19031,1463601,21813,1024739,19499,539834,12079,615842,18982,131423,7969,128626,7643,171784,9497,128952,7259,55057,3785,72606,6600,10843,2226,13136,2247,22055,2971,17559,3113,9013,1888,53634,4564,5276,1655,6962,1628,11753,1970,20433,3030,9210,1561,42808,5504,8830,1954,7873,2410,5246,1408,14685,2556,6174,1641
6039,31/12/2009,91217,599,28938,2506,20506,2467,28239,2396,9818,1648,3716,1026,79612,2425,24134,2227,18236,2464,25692,2356,8689,1396,2861,780,5163,1551,1686,958,1319,718,1302,759,767,759,89,137,5230,1193,2373,827,948,508,1002,432,362,271,545,431,1010,867,543,684,3,6,243,368,0,294,221,373,202,248,202,248,0,294,0,294,0,294,0,294
6041,31/12/2009,181231,1094,14749,2011,23161,2769,45051,3305,57379,3548,40891,3261,156058,3269,11568,1880,20241,2618,38299,2930,49096,3438,36854,3170,11484,2218,1259,712,1094,740,2940,1244,3560,1074,2631,824,10448,2452,1826,897,1593,580,2786,1064,3264,1068,979,437,2971,1184,0,294,233,237,1026,619,1386,816,326,250,270,236,96,138,0,294,0,294,73,125,101,148
6047,31/12/2009,139736,620,47414,3019,32463,2562,44036,3208,11007,1651,4816,944,117680,3057,40312,2943,26907,2384,37220,3447,9009,1454,4232,921,15052,2368,4096,1273,4092,1230,5310,1075,1274,719,280,213,6074,1656,2714,1099,1173,591,1312,599,684,472,191,197,688,451,100,164,241,185,194,315,40,71,113,145,242,212,192,197,50,82,0,294,0,294,0,294
6053,31/12/2009,252268,745,77157,3369,48761,3532,71989,4122,33486,2366,20875,2246,212155,3908,65806,3354,42874,3553,59343,3973,26202,2378,17930,2144,26154,2956,8578,2336,4102,1093,8095,1360,4023,1332,1356,499,6477,1409,2153,590,1053,659,1530,541,1172,533,569,432,5619,1328,341,230,689,405,2649,889,1465,576,475,371,1863,1001,279,350,43,71,372,288,624,479,545,461
6055,31/12/2009,90560,1137,14975,2475,17414,2038,29903,2702,17847,2001,10421,1702,77018,2820,11907,2090,14332,1921,24958,2212,15912,2043,9909,1678,7676,1660,869,577,1994,846,3339,1147,1248,575,226,203,4497,2282,2089,2080,729,471,937,641,571,381,171,199,999,595,110,139,307,400,405,462,116,159,61,107,370,385,0,294,52,88,264,379,0,294,54,93
6059,31/12/2009,1989995,513,334370,8581,368414,9199,594268,10819,450166,9929,242777,7726,1709235,11961,280583,8047,312938,8689,516943,9689,386307,8436,212464,7347,199508,10483,45239,5789,41888,4795,56904,4277,38880,4244,16597,1980,47017,4317,3935,1308,8208,2260,13238,2364,14119,2271,7517,1645,19328,3371,1465,852,2944,1000,4985,1554,5778,1428,4156,1181,14907,3289,3148,1168,2436,1275,2198,832,5082,1788,2043,784
6061,31/12/2009,236726,833,18238,2379,49253,4209,90741,4849,53217,3280,25277,2526,201318,4037,14814,2515,41939,3669,78061,4573,44508,2950,21996,2365,16860,3034,1776,1031,3935,1362,5433,1460,4175,1147,1541,596,13226,2559,921,650,2882,1295,5681,1789,2639,1167,1103,545,4381,1558,401,473,328,296,1530,1070,1653,954,469,248,941,616,326,386,169,199,36,59,242,212,168,266
6065,31/12/2009,1300605,1027,268769,8311,330505,8760,445059,11411,164502,6315,91770,5319,1061339,13640,217273,8497,265281,8636,366057,9963,134798,6733,77930,5016,147641,11566,36666,4649,42672,5218,47849,5263,14203,2616,6251,1303,64783,5336,11102,2235,16380,2368,23127,3024,9787,1858,4387,1150,17582,3392,1460,691,3833,1797,5764,1522,3749,1302,2776,837,9260,2378,2268,887,2339,1118,2262,892,1965,1018,426,313
6067,31/12/2009,907740,550,135474,6130,193836,7000,329529,8033,172170,5627,76731,4173,731178,8832,105220,5403,156419,7333,263531,6938,142229,4364,63779,3842,125425,8040,21510,3090,28383,3771,49769,4003,18203,2836,7560,1703,35480,3645,6293,1648,7303,1497,11702,2172,7323,1826,2859,901,11480,2286,917,651,1288,566,3634,1332,3308,1092,2333,806,4177,1531,1534,1129,443,265,893,543,1107,588,200,195
6071,31/12/2009,1186082,827,262494,9071,310060,8508,393391,9873,147242,6466,72895,4331,989661,9770,216761,8728,254717,8013,332204,8775,124105,5406,61874,4309,131697,8970,33003,4390,38257,4399,40793,4362,14026,2387,5618,1327,45759,4523,10410,2003,10461,1950,15469,2805,5975,1334,3444,1616,12948,3211,1452,748,4751,1806,3602,1285,1947,738,1196,813,6017,1628,868,624,1874,866,1323,824,1189,561,763,403
6073,31/12/2009,1976858,326,287827,8757,381148,9598,624736,10186,434250,10422,248897,9340,1683658,11342,249276,8476,331904,9750,529492,9271,362010,9734,210976,9042,211134,10322,31284,3881,36795,3914,70292,4816,49102,4221,23661,2964,24866,3506,2316,873,4993,1508,7480,1406,5922,1346,4155,1228,38679,4139,1475,723,4954,1496,12273,1970,12823,1888,7154,1556,18521,3447,3476,1342,2502,872,5199,1399,4393,1257,2951,1114
6075,31/12/2009,637581,460,89848,4948,89281,5772,127044,5515,203309,6087,128099,6140,548305,6383,81400,4982,79612,5832,109430,5051,170045,6754,107818,5769,52004,5625,4106,1310,6357,1656,11384,2184,19616,2902,10541,2110,20517,3139,2748,1339,2352,1054,4623,1384,6553,2222,4241,1341,10561,2194,79,130,695,450,994,517,4630,1654,4163,1017,6194,2097,1515,890,265,317,613,409,2465,1545,1336,626
6077,31/12/2009,404317,370,102768,6698,100786,4847,127830,5182,49083,3213,23850,2406,331246,7216,79447,6513,82944,4625,106889,5312,40781,3252,21185,2460,48288,5663,14616,2732,11861,2382,15248,2353,5139,1506,1424,790,19122,3030,5817,1864,5278,1603,4548,1117,2560,719,919,608,3740,1507,1589,1100,408,297,1074,552,498,340,171,207,1921,1051,1299,972,295,289,71,87,105,125,151,166
6079,31/12/2009,171436,1026,18978,2110,40849,3221,60053,3308,33163,2888,18393,1931,146926,2594,15687,1951,35030,2888,51260,3394,28246,2720,16703,1879,12785,2105,1338,692,3185,1105,4882,1080,2629,873,751,386,8707,1687,1953,624,2050,735,2636,786,1517,951,551,317,1962,823,0,294,394,340,850,684,366,268,352,270,1056,649,0,294,190,232,425,327,405,326,36,58
6081,31/12/2009,501469,1138,59589,3787,91008,5634,131859,5292,131404,5244,87609,4566,442964,6283,52372,3797,80930,5558,116393,5177,116175,5124,77094,4323,31171,3901,4694,1438,5186,1268,8422,1897,8516,1610,4353,1271,19942,3692,1854,1142,4191,1442,5041,1649,5246,1381,3610,959,3224,1161,104,88,408,396,993,582,378,273,1341,612,4168,1290,565,373,293,344,1010,838,1089,554,1211,641
6083,31/12/2009,239052,820,49568,3426,42611,3060,71514,3791,43913,2719,31446,2495,203976,4189,40273,3610,37193,2798,61748,4166,38135,2824,26627,2529,23477,3399,6996,1649,3875,1207,6626,1712,3270,950,2710,1008,5238,1564,998,536,823,574,1962,920,752,430,703,361,4789,1379,803,476,414,231,891,464,1561,690,1120,539,1572,644,498,350,306,329,287,220,195,147,286,238
6085,31/12/2009,1193314,396,170875,7621,195621,6303,301247,8863,297762,7696,227809,5855,1020424,9500,144301,8347,170917,5921,258981,7909,256342,7681,189883,5741,118006,8353,20191,3958,17645,2786,32649,3959,25553,3226,21968,2171,25696,3193,3537,1499,3167,988,6753,1731,6424,1354,5815,1221,13214,2197,520,530,2076,1077,1397,525,3660,1154,5561,1408,15974,2624,2326,925,1816,867,1467,647,5783,1649,4582,1323
6087,31/12/2009,160033,907,24517,2200,27035,2460,47074,3103,38434,2697,22973,2258,139251,3721,21220,2057,22746,2413,41284,2784,33861,2804,20140,2036,12037,2615,1872,1015,2797,990,3603,1069,2244,780,1521,710,5478,1727,1338,804,875,573,1909,866,684,425,672,448,2622,1387,0,294,569,482,264,203,1411,1155,378,335,645,394,87,148,48,79,14,24,234,181,262,201
6089,31/12/2009,122122,863,14904,2328,31717,2373,50864,2616,16574,1657,8063,1421,107779,2388,12841,2236,28404,2638,45289,2635,14397,1558,6848,1349,9112,2053,889,543,2442,1005,3567,1038,1588,679,626,672,3617,1278,1103,780,549,358,1330,642,358,338,277,250,1130,654,10,17,189,188,388,299,231,240,312,323,484,504,61,99,133,164,290,329,0,294,0,294
6095,31/12/2009,264214,234,37243,3432,62717,4488,100402,4013,45564,3090,18288,1883,221168,4497,32051,3304,50307,3744,84742,3998,37586,2940,16482,1692,27865,4120,3944,1918,7528,1986,11633,2165,3647,1220,1113,619,12594,2086,1070,565,4019,1269,3473,1216,3480,977,552,430,1601,595,0,294,467,289,443,308,595,365,96,113,986,494,178,170,396,384,111,141,256,188,45,77
6097,31/12/2009,322323,1055,44535,3223,61556,3852,111219,4377,65974,3655,39039,2938,279892,4805,37441,3297,53620,3602,95324,4438,58543,3443,34964,2785,31209,4270,5883,2068,6144,1734,12830,1963,4430,1063,1922,854,6396,1558,579,355,1000,555,1729,754,1998,761,1090,568,3828,1086,217,304,792,418,974,445,889,463,956,664,998,729,415,469,0,294,362,403,114,183,107,179
6099,31/12/2009,308917,1164,79075,4259,81367,4295,98047,5004,35327,2650,15101,2034,256630,5218,65567,4215,67325,4163,80238,4842,29985,2629,13515,1963,37713,4929,10596,2213,10635,2204,12251,2570,3692,1126,539,311,9660,2080,1589,671,2312,907,4130,1283,1140,391,489,383,2661,1129,502,422,376,237,738,493,487,369,558,569,2253,1482,821,578,719,675,690,853,23,36,0,294
6107,31/12/2009,242731,1091,79175,3709,55467,3634,78699,3828,19372,2400,10018,1546,213335,3781,71217,3850,47289,3210,69468,4010,16297,2004,9064,1439,23413,3164,7078,1776,6482,1575,6730,1284,2409,885,714,365,4289,1550,814,455,1000,615,1809,927,519,652,147,173,1528,1107,0,294,616,512,672,683,147,176,93,159,166,158,66,110,80,109,20,32,0,294,0,294
6111,31/12/2009,514880,568,87116,4776,98597,5202,169704,5980,99825,4202,59638,3632,447602,5670,75739,4723,86662,4809,143544,4943,87298,4078,54359,3432,42284,4864,8388,2307,8340,2048,16992,2886,6138,1651,2426,914,17104,3052,2098,838,2527,1253,5758,1694,4626,1262,2095,657,5828,1521,544,365,673,409,2602,929,1573,747,436,368,2062,1040,347,318,395,383,808,770,190,222,322,261
6113,31/12/2009,111133,702,17386,1681,19001,2193,32492,2351,24031,1756,18223,1981,92609,2347,13685,1784,14976,1999,27371,2468,20933,1774,15644,1826,10389,2126,2519,1089,2458,996,2517,993,1574,609,1321,622,5863,1366,1114,633,1122,611,1690,678,1240,555,697,591,1517,728,68,122,335,310,732,454,55,92,327,253,755,432,0,294,110,132,182,174,229,210,234,266
6001,31/12/2010,1022948,540,145346,7072,204665,8751,260965,7087,246174,7635,165798,6635,875054,8505,122785,6948,176636,8341,224340,7086,210567,6676,140726,6138,96837,7372,16569,3007,20637,3317,26566,3481,20068,2971,12997,1891,31592,3406,3982,1285,4584,1533,7083,1486,9658,1764,6285,1487,10854,2310,523,467,1919,885,2007,835,2742,948,3663,962,8611,1620,1487,954,889,455,969,473,3139,902,2127,742
6007,31/12/2010,142604,824,18483,2230,35682,2497,56372,3341,21155,2192,10912,1479,118881,3129,14981,2126,28794,2214,46244,3315,18595,2053,10267,1408,18158,2961,2745,1178,5319,1563,7711,2008,1928,700,455,285,4255,1311,655,510,1240,773,1783,786,387,364,190,148,774,529,102,168,329,316,178,174,165,191,0,294,536,458,0,294,0,294,456,447,80,136,0,294
6013,31/12/2010,704237,399,79019,5269,136456,5686,216931,7124,173909,6302,97922,4774,607514,7389,66924,4762,112801,5482,191565,7336,149350,5987,86874,4632,61156,6229,9472,2156,18290,2851,16923,2874,12480,2478,3991,1224,25974,3814,1871,934,4228,1238,6207,1490,8962,1833,4706,1337,4113,1153,183,303,480,411,882,411,1164,669,1404,716,5480,1432,569,455,657,439,1354,713,1953,827,947,518
6017,31/12/2010,126347,618,7361,1634,28882,3173,50054,3650,27630,2652,12420,1820,110164,3048,6220,1371,24171,2727,43634,3684,24718,2664,11421,1812,10051,2538,840,804,2954,1161,4300,1433,1489,809,468,403,5402,1880,301,287,1691,1104,1728,766,1151,706,531,403,730,439,0,294,66,112,392,382,272,252,0,294,0,294,0,294,0,294,0,294,0,294,0,294
6019,31/12/2010,545988,446,142799,6343,122561,5202,171137,7252,73702,4509,35789,3259,472985,5490,122527,5768,106377,5157,147340,6831,64676,4099,32065,3090,57558,4837,15787,2981,12830,2099,19804,3165,6717,1921,2420,916,8632,1886,2731,929,1607,578,2898,932,1055,454,341,280,3810,1190,795,487,987,537,736,541,823,584,469,290,3003,1172,959,597,760,542,359,325,431,362,494,416
6023,31/12/2010,90604,977,8322,1561,23668,2524,35811,2674,16304,1952,6499,906,79885,1860,7340,1522,20436,2236,31634,2766,14289,1733,6186,852,7872,1530,528,321,2270,858,3424,1128,1361,547,289,199,1354,646,321,327,364,291,312,273,333,327,24,39,1493,739,133,195,598,515,441,350,321,283,0,294,0,294,0,294,0,294,0,294,0,294,0,294
6025,31/12/2010,104395,1013,38414,2420,22594,2310,29584,2206,9107,1522,4696,1309,88810,2460,31928,2475,18640,2108,25231,2228,8334,1512,4677,1309,10821,1872,4605,1253,2555,959,3218,987,424,239,19,34,3347,766,1483,455,834,352,1030,526,0,294,0,294,931,551,190,170,417,312,105,128,219,320,0,294,486,367,208,231,148,190,0,294,130,221,0,294
6029,31/12/2010,493204,781,141699,4985,126393,5520,151120,5726,48768,3395,25224,2645,399660,6290,113935,5067,99975,5714,122527,5855,41109,3231,22114,2465,61857,4843,19549,3068,16946,2584,18158,2517,5326,1217,1878,650,22415,3092,6705,1249,6740,1307,6968,1581,1214,621,788,411,7369,1993,531,324,2206,1063,3159,1150,1029,522,444,293,1903,1146,979,979,526,430,308,306,90,107,0,294
6031,31/12/2010,91789,888,28326,2250,24615,2199,28832,2494,7205,1232,2811,772,80647,2046,24927,2154,21623,1871,25029,2428,6594,1206,2474,704,6790,1732,2328,1198,1457,825,2407,827,385,244,213,195,3132,956,1071,548,1203,508,719,502,15,26,124,129,989,532,0,294,255,255,567,403,167,197,0,294,231,210,0,294,77,102,110,142,44,73,0,294
6037,31/12/2010,6363995,747,1540889,20624,1299471,18609,1664604,20382,1208325,16316,650706,11647,5526112,20033,1366633,18061,1142341,15330,1446772,19277,1013268,16599,557098,10040,675810,18818,150952,9037,128599,7172,178654,9800,149831,7842,67774,4511,64332,4957,8281,1752,12976,2540,19449,2585,15351,2419,8275,1820,55638,4742,4890,1258,7791,1671,13253,2107,18651,2371,11053,1804,42103,4369,10133,2098,7764,1943,6476,1457,11224,2238,6506,1564
6039,31/12/2010,93131,524,30141,2745,20972,2557,27637,2431,10712,1674,3669,1075,80619,2857,25722,2638,18515,2362,23535,2427,9347,1593,3500,1098,6859,2333,2533,1487,1290,795,2262,1055,774,494,0,294,5145,1534,1675,787,1044,572,1737,596,533,364,156,149,284,271,0,294,123,145,103,119,58,94,0,294,224,364,211,362,0,294,0,294,0,294,13,22
6041,31/12/2010,186431,809,16181,2343,23157,2159,45935,3931,57495,3275,43663,3541,159691,3443,12596,2152,19417,2120,39358,3654,50091,3045,38229,3414,14976,2739,1840,842,1265,695,4062,1268,5092,1597,2717,1029,9863,2280,1621,1105,2332,878,1710,486,1800,689,2400,892,1444,648,72,120,143,137,678,428,306,294,245,254,457,366,52,86,0,294,127,209,206,254,72,115
6047,31/12/2010,145685,855,45678,3246,39005,3283,43029,3215,12376,1908,5597,1250,126443,3281,39769,3287,33481,3205,37211,2976,10848,1611,5134,1139,12573,2536,3190,1196,4120,1309,4228,1460,697,416,338,291,5519,1504,2307,846,1126,630,1351,655,674,782,61,76,906,495,342,331,278,215,107,182,115,148,64,80,244,259,70,93,0,294,132,215,42,71,0,294
6053,31/12/2010,258789,478,73832,3838,54211,3659,71802,3567,35897,3348,23047,2744,221520,4123,63347,3774,47648,3288,61877,3423,30125,3000,18523,1966,21789,3442,7182,1942,4118,1251,5059,1323,3153,1236,2277,637,8581,1952,2091,661,2061,603,2459,748,1074,632,896,1051,4032,1048,286,231,327,251,1966,895,1078,642,375,298,2867,937,926,658,57,93,441,308,467,379,976,651
6055,31/12/2010,92599,841,15797,1849,18600,1997,32373,2562,17289,1798,8540,1598,80747,2442,13337,1781,16101,1953,28973,2388,14525,1719,7811,1533,7337,1732,1685,876,1685,710,2373,862,1159,575,435,396,4013,1312,775,534,814,680,679,366,1535,662,210,281,353,285,0,294,0,294,199,204,70,88,84,102,149,229,0,294,0,294,149,229,0,294,0,294
6059,31/12/2010,1974096,459,331361,7876,351899,9120,568831,11150,480370,10114,241635,6881,1688351,12536,276912,7816,304445,8681,489943,10407,407482,9760,209569,6948,203780,10409,45879,5145,37495,4774,57206,4362,45346,3674,17854,1978,48261,4497,4535,1491,6237,1307,14751,2331,15440,2177,7298,1631,20444,2783,1636,826,2465,948,4957,1313,7009,1612,4377,1301,13260,2853,2399,998,1257,761,1974,791,5093,1470,2537,1019
6061,31/12/2010,237398,882,16103,2555,51687,4130,90596,4166,54422,3431,24590,2738,206485,4324,14142,2304,46151,3864,78081,4310,46641,3419,21470,2421,15162,2699,1127,631,3163,1287,5262,1541,4611,1290,999,546,12152,2337,644,563,2010,1043,6005,1786,2045,755,1448,708,3435,1415,190,317,363,279,1179,687,1079,626,624,427,164,159,0,294,0,294,69,113,46,75,49,87
6065,31/12/2010,1349435,890,285958,9072,339163,9688,450792,9318,179474,7174,94048,4708,1123645,10488,234786,7422,278586,8345,378873,9824,149152,6619,82248,4780,133739,8301,36454,4439,36837,4037,40618,3917,13759,2545,6071,1433,66439,5877,10611,1955,17168,2551,24167,3142,11247,2736,3246,971,19098,3017,2451,899,4641,1275,6209,1667,3924,1243,1873,787,6514,1772,1656,689,1931,1014,925,616,1392,734,610,401
6067,31/12/2010,914213,403,137722,7580,196747,7428,332440,7810,165532,6459,81772,4851,749462,8415,110460,5972,160532,6764,267284,7187,139738,5890,71448,4654,121963,8252,20846,3175,27746,3296,48838,5553,18071,2239,6462,1571,30192,3668,4529,1310,5776,1357,11521,2305,5815,1548,2551,779,9338,2116,923,425,2157,864,3978,1514,1233,523,1047,402,3258,994,964,553,536,401,819,459,675,343,264,193
6071,31/12/2010,1215236,879,273785,8311,316362,9943,398948,8870,142781,6082,83360,4867,1028349,8660,226421,8133,273461,10089,335537,9278,122002,5671,70928,5065,122093,8368,35390,3960,28325,3920,38911,4215,11618,2129,7849,1839,46001,4943,9507,2051,10122,2171,16892,2833,6660,1251,2820,1063,13671,2246,1112,531,3288,1300,6008,1324,1916,901,1347,888,5122,1756,1355,764,1166,665,1600,851,585,470,416,325
6073,31/12/2010,2010984,663,299277,9111,383636,10828,649715,12273,423183,10128,255173,7018,1703990,12474,258844,8470,326880,10089,547727,11920,354407,9822,216132,6528,223057,12141,30693,4141,40979,4234,75525,6482,49438,4210,26422,3210,26153,3649,2903,1105,5424,1495,8416,1760,5640,1336,3770,1015,39082,3963,2839,1900,6590,1521,13363,2434,9249,1597,7041,1484,18702,3087,3998,1441,3763,1214,4684,1281,4449,1277,1808,634
6075,31/12/2010,620010,671,87238,6145,88019,5552,129451,6685,194510,7292,120792,5522,530613,6226,81098,5945,78577,5888,115059,5680,157114,6463,98765,5556,53800,5442,4127,1427,6633,1753,8643,1687,21002,3221,13395,2314,17928,2437,330,242,1700,1032,2859,1181,8902,1977,4137,1116,9355,1944,145,240,403,310,1474,696,4531,1351,2802,820,8314,1737,1538,1056,706,461,1416,711,2961,902,1693,664
6077,31/12/2010,413983,832,97111,4858,106422,5587,137038,5358,50225,3440,23187,2215,341402,6596,77941,5089,87185,5037,114048,5374,40989,3010,21239,2141,51899,5728,14350,2905,14574,2890,15759,2490,5825,1700,1391,693,17129,3007,3809,1181,4132,1255,6387,1559,2244,917,557,450,2232,1300,565,476,298,193,478,405,891,800,0,294,1321,592,446,340,233,195,366,287,276,257,0,294
6079,31/12/2010,180670,664,21608,2573,39409,3225,63967,3499,32242,2735,23444,2590,153256,3020,17686,2360,32667,3026,55484,3318,26325,2471,21094,2507,18192,2397,2548,1148,4589,1267,6112,1300,3594,1107,1349,652,7286,1285,1217,451,1895,588,1786,610,1583,687,805,571,1503,776,157,267,207,177,539,403,600,342,0,294,433,309,0,294,51,88,46,79,140,150,196,213
6081,31/12/2010,504566,613,59692,4374,86503,4422,141280,5809,133339,4847,83752,4921,441993,5501,52225,4196,78949,4400,125979,5468,113226,4694,71614,4640,34896,4616,4692,1492,5091,1592,10181,2416,9771,1904,5161,1348,20268,3054,2023,1197,1934,1044,3697,1051,7535,1699,5079,1455,4636,1352,191,230,214,204,926,394,1851,859,1454,665,2773,1187,561,608,315,237,497,344,956,499,444,302
6083,31/12/2010,263268,642,53752,4420,49050,3575,82199,4347,45946,3217,32321,2748,221589,4418,43976,3496,43462,3440,68041,3732,37972,3165,28138,2597,28819,3925,6867,2192,3990,1063,10726,2091,5169,1354,2067,753,6664,2030,1247,630,778,538,1990,1033,1598,570,1051,547,3588,1007,80,94,788,485,1086,573,1020,512,614,446,2608,1278,1582,1092,32,53,356,427,187,156,451,434
6085,31/12/2010,1197185,864,162263,6857,191066,7404,292332,7847,309901,7750,241623,8051,1010109,10229,139110,7104,164072,7070,250631,7571,258870,7722,197426,7918,127679,8171,18671,3054,20149,3397,30022,2980,33145,3284,25692,2741,28582,3521,2061,694,4002,1021,7330,1666,8870,1808,6319,1934,14898,2442,428,396,1636,753,2741,862,4497,1164,5596,1610,15917,2620,1993,932,1207,672,1608,607,4519,1253,6590,1627
6087,31/12/2010,170880,1096,27112,2346,28175,4356,57986,3971,36462,2438,21145,2136,148404,3842,23790,2397,23388,3718,49379,3743,32822,2571,19025,1974,12728,2667,2475,1714,2273,838,5152,1510,1928,595,900,394,7780,3382,723,618,2371,2642,2705,1293,1210,618,771,457,1794,863,124,126,143,187,750,453,396,437,381,333,174,169,0,294,0,294,0,294,106,129,68,110
